player names,one plus ,two plus,contest
Jarrod Bowen,18/5,28/1,West Ham v Sunderland
Taty Castellanos,11/2,,West Ham v Sunderland
Crysencio Summerville,11/2,,West Ham v Sunderland
Mateus Fernandes,13/2,,West Ham v Sunderland
Brian Brobbey,9/2,,West Ham v Sunderland
Granit Xhaka,19/4,,West Ham v Sunderland
Enzo Le Fee,6/1,,West Ham v Sunderland
Trai Hume,9/1,,West Ham v Sunderland
Jaidon Anthony,6/1,22/1,Burnley v Tottenham
Marcus Edwards,13/2,40/1,Burnley v Tottenham
Armando Broja,7/1,40/1,Burnley v Tottenham
Lesley Ugochukwu,9/1,,Burnley v Tottenham
Randal Kolo Muani,3/1,,Burnley v Tottenham
Xavi Simons,4/1,,Burnley v Tottenham
Wilson Odobert,17/4,,Burnley v Tottenham
Dominic Solanke,7/1,,Burnley v Tottenham
Raul Jimenez,14/5,18/1,Fulham v Brighton
Harry Wilson,9/2,28/1,Fulham v Brighton
Emile Smith Rowe,5/1,28/1,Fulham v Brighton
Ryan Sessegnon,5/1,,Fulham v Brighton
Yankuba Minteh,18/5,,Fulham v Brighton
Georginio Rutter,18/5,,Fulham v Brighton
Kaoru Mitoma,9/2,,Fulham v Brighton
Diego Gomez,9/2,,Fulham v Brighton
Antoine Semenyo,9/4,12/1,Man City v Wolves
Jeremy Doku,23/10,14/1,Man City v Wolves
Phil Foden,5/2,16/1,Man City v Wolves
Rodri,7/2,28/1,Man City v Wolves
Bernardo Silva,18/5,33/1,Man City v Wolves
Erling Haaland,4/1,,Man City v Wolves
Rico Lewis,17/4,,Man City v Wolves
Hwang Hee-chan,9/1,,Man City v Wolves
Mateus Mane,12/1,,Man City v Wolves
Tolu Arokodare,12/1,,Man City v Wolves
Jackson Tchatchoua,12/1,,Man City v Wolves
Joao Gomes,22/1,,Man City v Wolves
Ladislav Krejci,25/1,,Man City v Wolves
Eli Junior Kroupi,9/2,22/1,Bournemouth v Liverpool
Evanilson,9/2,22/1,Bournemouth v Liverpool
Alex Scott,6/1,25/1,Bournemouth v Liverpool
Ryan Christie,15/2,,Bournemouth v Liverpool
Mohamed Salah,29/10,,Bournemouth v Liverpool
Dominik Szoboszlai,3/1,,Bournemouth v Liverpool
Florian Wirtz,16/5,,Bournemouth v Liverpool
Hugo Ekitike,4/1,,Bournemouth v Liverpool
Mikkel Damsgaard,14/5,18/1,Brentford v Nottingham Forest
Igor Thiago,15/4,33/1,Brentford v Nottingham Forest
Kevin Schade,4/1,40/1,Brentford v Nottingham Forest
Mathias Jensen,9/2,40/1,Brentford v Nottingham Forest
Morgan Gibbs-White,4/1,,Brentford v Nottingham Forest
Taiwo Awoniyi,11/2,,Brentford v Nottingham Forest
Callum Hudson-Odoi,13/2,,Brentford v Nottingham Forest
Nicolas Dominguez,13/2,,Brentford v Nottingham Forest
Adam Wharton,19/4,18/1,Crystal Palace v Chelsea
Brennan Johnson,5/1,28/1,Crystal Palace v Chelsea
Tyrick Mitchell,13/2,,Crystal Palace v Chelsea
Justin Devenny,7/1,,Crystal Palace v Chelsea
Joao Pedro,13/5,,Crystal Palace v Chelsea
Cole Palmer,10/3,,Crystal Palace v Chelsea
Enzo Fernandez,17/4,,Crystal Palace v Chelsea
Alejandro Garnacho,17/4,,Crystal Palace v Chelsea
Anthony Gordon,13/5,20/1,Newcastle v Aston Villa
Harvey Barnes,3/1,25/1,Newcastle v Aston Villa
Sandro Tonali,9/2,33/1,Newcastle v Aston Villa
Nick Woltemade,5/1,40/1,Newcastle v Aston Villa
Morgan Rogers,18/5,,Newcastle v Aston Villa
Emiliano Buendia,17/4,,Newcastle v Aston Villa
Ollie Watkins,6/1,,Newcastle v Aston Villa
Evann Guessand,13/2,,Newcastle v Aston Villa
Martin Odegaard,3/1,25/1,Arsenal v Man Utd
Noni Madueke,10/3,28/1,Arsenal v Man Utd
Declan Rice,10/3,28/1,Arsenal v Man Utd
Gabriel Martinelli,15/4,33/1,Arsenal v Man Utd
Bruno Fernandes,11/2,,Arsenal v Man Utd
Bryan Mbeumo,15/2,,Arsenal v Man Utd
Amad Diallo,17/2,,Arsenal v Man Utd
Patrick Dorgu,11/1,,Arsenal v Man Utd
Dwight McNeil,15/4,33/1,Everton v Leeds
Thierno Barry,19/4,20/1,Everton v Leeds
Merlin Rohl,13/2,,Everton v Leeds
Nathan Patterson,7/1,,Everton v Leeds
Jayden Bogle,14/5,,Everton v Leeds
Dominic Calvert-Lewin,4/1,,Everton v Leeds
Noah Okafor,19/4,,Everton v Leeds
Brenden Aaronson,5/1,,Everton v Leeds
