player names,one plus ,two plus,contest
Kaoru Mitoma,15/4,33/1,Brighton v Fulham
Yankuba Minteh,17/4,,Brighton v Fulham
Georginio Rutter,9/2,,Brighton v Fulham
Matt O'Riley,5/1,,Brighton v Fulham
Maxim De Cuyper,5/1,,Brighton v Fulham
Diego Gomez,11/2,,Brighton v Fulham
Mats Wieffer,11/2,,Brighton v Fulham
Jan Paul van Hecke,10/1,,Brighton v Fulham
Alex Iwobi,11/2,,Brighton v Fulham
Ryan Sessegnon,6/1,,Brighton v Fulham
Harry Wilson,6/1,,Brighton v Fulham
Raul Jimenez,6/1,,Brighton v Fulham
Sander Berge,15/2,,Brighton v Fulham
Sasa Lukic,17/2,,Brighton v Fulham
Kenny Tete,9/1,,Brighton v Fulham
Calvin Bassey,12/1,,Brighton v Fulham
Joachim Andersen,14/1,,Brighton v Fulham
Habib Diarra,11/2,40/1,Sunderland v West Ham
Eliezer Mayenda,13/2,,Sunderland v West Ham
Simon Adingra,13/2,,Sunderland v West Ham
Enzo Le Fee,7/1,,Sunderland v West Ham
Granit Xhaka,7/1,,Sunderland v West Ham
Trai Hume,15/2,,Sunderland v West Ham
Reinildo Mandava,10/1,,Sunderland v West Ham
Daniel Ballard,12/1,,Sunderland v West Ham
Jenson Seelt,12/1,,Sunderland v West Ham
Noah Sadiki,14/1,,Sunderland v West Ham
Jarrod Bowen,17/4,,Sunderland v West Ham
Lucas Paqueta,5/1,,Sunderland v West Ham
Niclas Fullkrug,11/2,,Sunderland v West Ham
James Ward-Prowse,11/2,,Sunderland v West Ham
Aaron Wan-Bissaka,13/2,,Sunderland v West Ham
Freddie Potts,15/2,,Sunderland v West Ham
Jean-Clair Todibo,17/2,,Sunderland v West Ham
Nayef Aguerd,17/2,,Sunderland v West Ham
Cole Palmer,14/5,22/1,Chelsea v Crystal Palace
Enzo Fernandez,3/1,25/1,Chelsea v Crystal Palace
Reece James,4/1,40/1,Chelsea v Crystal Palace
Pedro Neto,4/1,40/1,Chelsea v Crystal Palace
Jamie Gittens,9/2,,Chelsea v Crystal Palace
Joao Pedro,9/2,,Chelsea v Crystal Palace
Moises Caicedo,8/1,,Chelsea v Crystal Palace
Marc Cucurella,17/2,,Chelsea v Crystal Palace
Trevoh Chalobah,10/1,,Chelsea v Crystal Palace
Tosin Adarabioyo,11/1,,Chelsea v Crystal Palace
Eberechi Eze,5/1,,Chelsea v Crystal Palace
Jean-Philippe Mateta,5/1,,Chelsea v Crystal Palace
Tyrick Mitchell,11/2,,Chelsea v Crystal Palace
Daniel Munoz,6/1,,Chelsea v Crystal Palace
Ismaila Sarr,6/1,,Chelsea v Crystal Palace
Will Hughes,8/1,,Chelsea v Crystal Palace
Maxence Lacroix,9/1,,Chelsea v Crystal Palace
Chris Richards,11/1,,Chelsea v Crystal Palace
Morgan Gibbs-White,9/2,,Nottingham Forest v Brentford
Elliot Anderson,9/2,,Nottingham Forest v Brentford
Callum Hudson-Odoi,19/4,,Nottingham Forest v Brentford
Neco Williams,5/1,,Nottingham Forest v Brentford
Mikkel Damsgaard,5/1,,Nottingham Forest v Brentford
Mathias Jensen,11/2,,Nottingham Forest v Brentford
Keane Lewis-Potter,11/2,,Nottingham Forest v Brentford
Nathan Collins,12/1,,Nottingham Forest v Brentford
Bruno Fernandes,19/4,33/1,Man Utd v Arsenal
Matheus Cunha,11/2,33/1,Man Utd v Arsenal
Amad Diallo,6/1,,Man Utd v Arsenal
Luke Shaw,6/1,,Man Utd v Arsenal
Bryan Mbeumo,7/1,,Man Utd v Arsenal
Matthijs De Ligt,17/2,,Man Utd v Arsenal
Patrick Dorgu,17/2,,Man Utd v Arsenal
Kobbie Mainoo,9/1,,Man Utd v Arsenal
Manuel Ugarte,9/1,,Man Utd v Arsenal
Leny Yoro,16/1,,Man Utd v Arsenal
Bukayo Saka,18/5,,Man Utd v Arsenal
Martin Odegaard,4/1,,Man Utd v Arsenal
Viktor Gyokeres,17/4,,Man Utd v Arsenal
Noni Madueke,19/4,,Man Utd v Arsenal
Declan Rice,5/1,,Man Utd v Arsenal
Myles Lewis-Skelly,11/2,,Man Utd v Arsenal
Martin Zubimendi,11/2,,Man Utd v Arsenal
Jurrien Timber,9/1,,Man Utd v Arsenal
William Saliba,11/1,,Man Utd v Arsenal
Anton Stach,4/1,33/1,Leeds v Everton
Joel Piroe,5/1,,Leeds v Everton
Brenden Aaronson,11/2,,Leeds v Everton
Wilfried Gnonto,11/2,,Leeds v Everton
Daniel James,11/2,,Leeds v Everton
Sean Longstaff,6/1,,Leeds v Everton
Jayden Bogle,7/1,,Leeds v Everton
Gabriel Gudmundsson,15/2,,Leeds v Everton
Dwight McNeil,5/1,,Leeds v Everton
Beto,13/2,,Leeds v Everton
Iliman Ndiaye,13/2,,Leeds v Everton
Carlos Alcaraz,7/1,,Leeds v Everton
James Garner,15/2,,Leeds v Everton
James Tarkowski,15/2,,Leeds v Everton
Adam Aznou,17/2,,Leeds v Everton
Idrissa Gueye,9/1,,Leeds v Everton
Jake O'Brien,9/1,,Leeds v Everton
Michael Keane,9/1,,Leeds v Everton
