player names,one plus ,two plus,contest
Mikkel Damsgaard,19/4,16/1,Brentford v Man Utd
Kevin Schade,5/1,20/1,Brentford v Man Utd
Igor Thiago,11/2,25/1,Brentford v Man Utd
Keane Lewis-Potter,6/1,,Brentford v Man Utd
Yehor Yarmolyuk,7/1,,Brentford v Man Utd
Jordan Henderson,9/1,,Brentford v Man Utd
Nathan Collins,12/1,,Brentford v Man Utd
Sepp van den Berg,12/1,,Brentford v Man Utd
Ethan Pinnock,14/1,,Brentford v Man Utd
Bruno Fernandes,13/5,,Brentford v Man Utd
Matheus Cunha,29/10,,Brentford v Man Utd
Bryan Mbeumo,16/5,,Brentford v Man Utd
Luke Shaw,19/4,,Brentford v Man Utd
Mason Mount,11/2,,Brentford v Man Utd
Patrick Dorgu,11/2,,Brentford v Man Utd
Manuel Ugarte,11/2,,Brentford v Man Utd
Matthijs de Ligt,13/2,,Brentford v Man Utd
Harry Maguire,7/1,,Brentford v Man Utd
Joao Pedro,13/5,18/1,Chelsea v Brighton
Estevao,3/1,25/1,Chelsea v Brighton
Enzo Fernandez,10/3,25/1,Chelsea v Brighton
Pedro Neto,7/2,28/1,Chelsea v Brighton
Reece James,5/1,,Chelsea v Brighton
Malo Gusto,7/1,,Chelsea v Brighton
Marc Cucurella,9/1,,Chelsea v Brighton
Moises Caicedo,9/1,,Chelsea v Brighton
Georginio Rutter,9/2,,Chelsea v Brighton
Kaoru Mitoma,19/4,,Chelsea v Brighton
Yankuba Minteh,6/1,,Chelsea v Brighton
Brajan Gruda,13/2,,Chelsea v Brighton
Carlos Baleba,11/1,,Chelsea v Brighton
Ferdi Kadioglu,14/1,,Chelsea v Brighton
Joel Veltman,18/1,,Chelsea v Brighton
Jean-Philippe Mateta,11/4,20/1,Crystal Palace v Liverpool
Daniel Munoz,7/1,12/1,Crystal Palace v Liverpool
Tyrick Mitchell,15/2,28/1,Crystal Palace v Liverpool
Daichi Kamada,8/1,,Crystal Palace v Liverpool
Will Hughes,17/2,,Crystal Palace v Liverpool
Maxence Lacroix,10/1,,Crystal Palace v Liverpool
Chris Richards,12/1,,Crystal Palace v Liverpool
Mohamed Salah,19/10,,Crystal Palace v Liverpool
Alexander Isak,10/3,,Crystal Palace v Liverpool
Cody Gakpo,9/2,,Crystal Palace v Liverpool
Alexis MacAllister,11/2,,Crystal Palace v Liverpool
Conor Bradley,11/2,,Crystal Palace v Liverpool
Dominik Szoboszlai,13/2,,Crystal Palace v Liverpool
Ryan Gravenberch,9/1,,Crystal Palace v Liverpool
Milos Kerkez,10/1,,Crystal Palace v Liverpool
Anton Stach,5/1,,Leeds v Bournemouth
Noah Okafor,5/1,,Leeds v Bournemouth
Dominic Calvert-Lewin,11/2,,Leeds v Bournemouth
Brenden Aaronson,7/1,,Leeds v Bournemouth
Sean Longstaff,15/2,,Leeds v Bournemouth
Gabriel Gudmundsson,11/1,,Leeds v Bournemouth
Pascal Struijk,11/1,,Leeds v Bournemouth
Ethan Ampadu,11/1,,Leeds v Bournemouth
Evanilson,17/4,,Leeds v Bournemouth
Antoine Semenyo,17/4,,Leeds v Bournemouth
Marcus Tavernier,19/4,,Leeds v Bournemouth
David Brooks,5/1,,Leeds v Bournemouth
Adrien Truffert,6/1,,Leeds v Bournemouth
Alex Scott,13/2,,Leeds v Bournemouth
James Hill,15/2,,Leeds v Bournemouth
Marcos Senesi,8/1,,Leeds v Bournemouth
Bafode Diakite,9/1,,Leeds v Bournemouth
Tyler Adams,9/1,,Leeds v Bournemouth
Phil Foden,21/10,12/1,Man City v Burnley
Jeremy Doku,12/5,16/1,Man City v Burnley
Erling Haaland,5/2,16/1,Man City v Burnley
Tijjani Reijnders,29/10,22/1,Man City v Burnley
Rodri,3/1,25/1,Man City v Burnley
Bernardo Silva,3/1,25/1,Man City v Burnley
Nico O'Reilly,4/1,,Man City v Burnley
Josko Gvardiol,11/2,,Man City v Burnley
Jaidon Anthony,10/1,,Man City v Burnley
Loum Tchaouna,10/1,,Man City v Burnley
Josh Cullen,11/1,,Man City v Burnley
Quilindschy Hartman,12/1,,Man City v Burnley
Lyle Foster,12/1,,Man City v Burnley
Josh Laurent,14/1,,Man City v Burnley
Lesley Ugochukwu,16/1,,Man City v Burnley
