player names,one plus ,two plus,contest
Hjalmar Ekdal,20/1,,Man City v Burnley
Kyle Walker,22/1,,Man City v Burnley
Maxime Esteve,28/1,,Man City v Burnley
Morgan Gibbs-White,7/2,28/1,Nottingham Forest v Sunderland
Chris Wood,18/5,33/1,Nottingham Forest v Sunderland
Dilane Bakwa,18/5,33/1,Nottingham Forest v Sunderland
Elliot Anderson,9/2,,Nottingham Forest v Sunderland
Dan Ndoye,19/4,,Nottingham Forest v Sunderland
Neco Williams,11/2,,Nottingham Forest v Sunderland
Oleksandr Zinchenko,7/1,,Nottingham Forest v Sunderland
Ibrahim Sangare,17/2,,Nottingham Forest v Sunderland
Nikola Milenkovic,9/1,,Nottingham Forest v Sunderland
Wilson Isidor,15/2,,Nottingham Forest v Sunderland
Chemsdine Talbi,8/1,,Nottingham Forest v Sunderland
Granit Xhaka,10/1,,Nottingham Forest v Sunderland
Enzo Le Fee,10/1,,Nottingham Forest v Sunderland
Chris Rigg,11/1,,Nottingham Forest v Sunderland
Trai Hume,11/1,,Nottingham Forest v Sunderland
Nordi Mukiele,14/1,,Nottingham Forest v Sunderland
Omar Alderete,16/1,,Nottingham Forest v Sunderland
Daniel Ballard,18/1,,Nottingham Forest v Sunderland
Mohammed Kudus,11/4,18/1,Tottenham v Wolves
Richarlison,3/1,22/1,Tottenham v Wolves
Pedro Porro,9/2,,Tottenham v Wolves
Lucas Bergvall,5/1,,Tottenham v Wolves
Destiny Udogie,6/1,,Tottenham v Wolves
Pape Matar Sarr,6/1,,Tottenham v Wolves
Rodrigo Bentancur,13/2,,Tottenham v Wolves
Cristian Romero,10/1,,Tottenham v Wolves
Micky van de Ven,10/1,,Tottenham v Wolves
Jhon Arias,5/1,,Tottenham v Wolves
Jorgen Strand Larsen,11/2,,Tottenham v Wolves
Marshall Munetsi,9/1,,Tottenham v Wolves
Jackson Tchatchoua,10/1,,Tottenham v Wolves
Joao Gomes,11/1,,Tottenham v Wolves
Ladislav Krejci,16/1,,Tottenham v Wolves
Toti Gomes,16/1,,Tottenham v Wolves
Emmanuel Agbadou,18/1,,Tottenham v Wolves
Santiago Bueno,22/1,,Tottenham v Wolves
Ollie Watkins,10/3,25/1,Aston Villa v Fulham
Morgan Rogers,5/1,,Aston Villa v Fulham
Jadon Sancho,6/1,,Aston Villa v Fulham
John McGinn,6/1,,Aston Villa v Fulham
Harvey Elliott,13/2,,Aston Villa v Fulham
Ian Maatsen,9/1,,Aston Villa v Fulham
Tyrone Mings,10/1,,Aston Villa v Fulham
Matty Cash,12/1,,Aston Villa v Fulham
Alex Iwobi,6/1,,Aston Villa v Fulham
Harry Wilson,13/2,,Aston Villa v Fulham
Rodrigo Muniz,13/2,,Aston Villa v Fulham
Ryan Sessegnon,7/1,,Aston Villa v Fulham
Sander Berge,9/1,,Aston Villa v Fulham
Sasa Lukic,11/1,,Aston Villa v Fulham
Kenny Tete,12/1,,Aston Villa v Fulham
Nick Woltemade,5/1,28/1,Newcastle v Arsenal
Anthony Gordon,5/1,33/1,Newcastle v Arsenal
Jacob Murphy,11/2,,Newcastle v Arsenal
Bruno Guimaraes,8/1,,Newcastle v Arsenal
Joelinton,9/1,,Newcastle v Arsenal
Sandro Tonali,9/1,,Newcastle v Arsenal
Kieran Trippier,10/1,,Newcastle v Arsenal
Malick Thiaw,12/1,,Newcastle v Arsenal
Dan Burn,14/1,,Newcastle v Arsenal
Bukayo Saka,3/1,,Newcastle v Arsenal
Viktor Gyokeres,18/5,,Newcastle v Arsenal
Eberechi Eze,9/2,,Newcastle v Arsenal
Martin Odegaard,5/1,,Newcastle v Arsenal
Declan Rice,6/1,,Newcastle v Arsenal
Martin Zubimendi,15/2,,Newcastle v Arsenal
Riccardo Calafiori,11/1,,Newcastle v Arsenal
Jack Grealish,11/4,20/1,Everton v West Ham
Beto,7/2,28/1,Everton v West Ham
Iliman Ndiaye,4/1,,Everton v West Ham
Kiernan Dewsbury-Hall,9/2,,Everton v West Ham
James Garner,11/2,,Everton v West Ham
Idrissa Gueye,15/2,,Everton v West Ham
James Tarkowski,17/2,,Everton v West Ham
Michael Keane,9/1,,Everton v West Ham
Jake O'Brien,10/1,,Everton v West Ham
Vitaliy Mykolenko,11/1,,Everton v West Ham
Jarrod Bowen,6/1,,Everton v West Ham
Callum Wilson,13/2,,Everton v West Ham
Lucas Paqueta,8/1,,Everton v West Ham
Crysencio Summerville,17/2,,Everton v West Ham
Mateus Fernandes,17/2,,Everton v West Ham
James Ward Prowse,9/1,,Everton v West Ham
Kyle Walker-Peters,11/1,,Everton v West Ham
Konstantinos Mavropanos,14/1,,Everton v West Ham
Max Kilman,18/1,,Everton v West Ham
