assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,5,0,14.0,719,0.3,0.32,0.02,0.06,62,0,0,1.8,3.4,2023-04-04,10,3,0,0,0,0,29,0,332,0,2,0,1.0,1,39,65,26,45,False,0,719,0,1,0.0128233004361391,5,Bournemouth,Brighton,0,2,18266,2022,586031,0.1287540048360824,0,1,0,0.0128233004361391,0.2269130051136016,0.2269130051136016,11385,Brighton,Yasin Ayari,Yasin Ayari,3,2,29,0.9,MID
0,0,4,0,11.3,719,0.0,0.0,0.0,0.04,334,0,0,1.5,2.0,2023-04-29,10,20,0,0,0,0,34,0,483,0,0,6,2.0,1,27,63,36,45,True,0,719,0,0,0.0,5,Brighton,Wolverhampton Wanderers,6,0,18535,2022,592369,0.1093440130352974,0,1,0,0.0,0.1093440130352974,0.0,11385,Brighton,Yasin Ayari,Yasin Ayari,2,3,34,0.4,MID
0,0,5,0,0.0,719,0.0,0.0,0.0,1.35,372,2,0,0.0,0.0,2023-05-28,45,2,0,0,0,0,38,0,646,1,1,2,0.0,1,13,52,39,45,False,0,719,0,0,0.0,49,Aston Villa,Brighton,2,1,18573,2022,600870,0.0,0,0,0,0.0,0.0,0.0,11385,Brighton,Yasin Ayari,Yasin Ayari,3,2,38,0.2,MID
