assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,11,0,0.0,213,0.0,0.0,0.0,1.23,4,2,0,1.0,10.2,2022-08-06,90,12,0,0,0,0,1,1,12206,1,2,2,0.0,1,0,0,0,45,True,0,213,,,0,0,0,90,GK,Fulham,Liverpool,2,2,18203,2022,539182,0,0,0,0,0,0.0,0.0,8704,Fulham,Marek Rodák,Marek Rodák,4,2,1,0.7,GK
0,0,22,1,0.0,213,0.0,0.0,0.0,0.89,20,0,0,0.9,8.8,2022-08-13,90,20,0,0,0,0,2,1,18003,1,0,0,0.0,6,693,2335,1642,45,False,0,213,,,0,0,0,90,GK,Wolverhampton Wanderers,Fulham,0,0,18216,2022,540629,0,0,0,0,0,0.0,0.0,8704,Fulham,Marek Rodák,Marek Rodák,2,2,2,3.0,GK
