assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,3,0,0.0,613,0.0,0.0,0.0,2.29,84,3,0,0.6,6.0,2022-10-01,45,15,0,0,0,0,9,0,5628,1,4,1,0.0,0,-585,650,1235,45,True,0,613,0,0,0.0,47,Fulham,Newcastle United,1,4,18285,2022,552364,0.0,0,0,0,0.0,0.0,0.0,3298,Fulham,Layvin Kurzawa,Layvin Kurzawa,3,2,9,0.0,DEF
0,0,7,0,4.5,613,0.03,0.03,0.0,2.13,197,1,0,1.9,14.2,2023-01-15,90,15,0,0,0,0,20,0,2984,1,0,1,0.0,1,63,162,99,43,False,1,613,0,0,0.0,90,Newcastle United,Fulham,1,0,18398,2022,569307,0.0,0,0,0,0.0,0.0,0.0,3298,Fulham,Layvin Kurzawa,Layvin Kurzawa,2,4,20,0.2,DEF
0,0,3,0,0.0,613,0.0,0.0,0.0,0.15,214,0,0,0.0,0.0,2023-02-03,1,6,0,0,0,0,22,0,3302,0,0,0,0.0,1,53,203,150,43,False,0,613,0,0,0.0,1,Chelsea,Fulham,0,0,18415,2022,572960,0.0,0,0,0,0.0,0.0,0.0,3298,Fulham,Layvin Kurzawa,Layvin Kurzawa,2,4,22,0.0,DEF
