assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,3,0,0.3,770,0.0,0.0,0.0,0.45,362,0,0,0.1,1.0,2023-05-21,20,5,0,0,0,0,37,0,0,0,1,3,0.0,1,0,0,0,45,False,0,770,0,0,0,15,Brighton,Southampton,3,1,18563,2022,598816,0,0,0,0,0,0,0,11583,Southampton,Dominic Ballard,Dominic Ballard,2,3,37,0.7,FWD
0,0,1,0,0.0,770,0.0,0.0,0.0,0.61,380,0,0,0.0,0.0,2023-05-28,4,12,0,0,0,0,38,0,515,0,4,4,0.0,1,408,449,41,45,True,0,770,0,0,0,2,Southampton,Liverpool,4,4,18581,2022,601104,0,0,0,0,0,0,0,11583,Southampton,Dominic Ballard,Dominic Ballard,4,2,38,0.0,FWD
