assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,4,0,21.7,605,0.03,0.09,0.06,0.96,1,2,0,2.8,0.2,2023-08-11,60,13,0,0,0,0,1,0,1053,1,3,0,6.0,2,0,0,0,5.0,True,0,605,,,Luca Koleosho,0,1,0.0580548197031021,66,MR,Burnley,Manchester City,0,3,22275,2023,603609,0.158873975276947,0,2,0,0.0580548197031021,0.2169287949800491,0.0,22275,Burnley,Luca Koleosho,Luca Koleosho,5,2,1,0.1,MID,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,0,4,0,16.9,605,0.09,0.13,0.04,2.21,25,3,0,2.5,2.8,2023-08-27,67,2,0,0,0,0,3,0,3435,1,3,1,5.0,2,-228,166,394,5.0,True,0,605,,,Luca Koleosho,0,2,0.0355827473104,71,ML,Burnley,Aston Villa,1,3,22302,2023,607445,0.0328499749302864,0,1,0,0.0355827473104,0.0684327185153961,0.0156287904828786,22302,Burnley,Luca Koleosho,Luca Koleosho,3,2,3,1.5,MID,2,0.0,0.03,0.09,0.06,0.96,2.0,0.0,2.8,0.2,21.7,6.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.06,0.16,0.0,0.0,2.0,0.0,0.06,0.22,0.0,0.1,0.0,0.01,0.03,0.02,0.32,0.67,0.0,0.93,0.07,7.23,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,0.67,0.0,0.33,0.02,0.05,0.0,0.0,0.67,0.0,0.02,0.07,0.0,0.03,0.0,0.01,0.02,0.01,0.19,0.4,0.0,0.56,0.04,4.34,1.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.4,0.0,0.2,0.01,0.03,0.0,0.0,0.4,0.0,0.01,0.04,0.0,0.02,2382.0,-0.40714285714285714
1,0,12,0,11.1,605,0.31,0.39,0.08,2.14,34,5,0,4.6,19.0,2023-09-02,67,18,0,0,0,0,4,0,3570,1,5,2,16.0,5,-76,270,346,5.0,True,0,605,,,Luca Koleosho,0,2,0.1348335742950439,73,ML,Burnley,Tottenham,2,5,21929,2023,608682,0.4949325919151306,1,1,0,0.1348335742950439,0.6462543606758118,0.0164881683886051,21929,Burnley,Luca Koleosho,Luca Koleosho,3,2,4,2.5,MID,5,0.0,0.09,0.13,0.04,2.21,3.0,0.0,2.5,2.8,16.9,5.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,0.04,0.03,0.0,0.0,1.0,0.0,0.04,0.07,0.02,1.5,0.0,0.04,0.07,0.03,1.06,1.67,0.0,1.77,1.0,12.87,3.67,42.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,0.33,1.33,0.0,1.0,0.03,0.06,0.0,0.0,1.0,0.0,0.03,0.1,0.01,0.53,0.0,0.02,0.04,0.02,0.63,1.0,0.0,1.06,0.6,7.72,2.2,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,0.2,0.8,0.0,0.6,0.02,0.04,0.0,0.0,0.6,0.0,0.02,0.06,0.0,0.32,135.0,-0.12337662337662338
0,0,5,0,23.6,605,0.03,0.03,0.0,0.59,47,1,0,3.9,7.6,2023-09-18,75,16,0,0,0,0,5,0,4973,1,1,1,8.0,2,906,1462,556,5.0,False,0,605,,,Luca Koleosho,0,0,0.0,78,AML,Nottingham Forest,Burnley,1,1,21944,2023,611606,0.0639266595244407,0,2,0,0.0,0.0639266595244407,0.0,21944,Burnley,Luca Koleosho,Luca Koleosho,2,2,5,2.5,MID,2,0.0,0.31,0.39,0.08,2.14,5.0,0.0,4.6,19.0,11.1,16.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,0.0,2.0,0.13,0.49,1.0,1.0,1.0,0.0,0.13,0.65,0.02,2.5,0.0,0.14,0.2,0.06,1.77,3.33,0.0,3.3,7.33,16.57,9.0,64.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.67,1.0,3.0,0.0,1.67,0.08,0.23,0.33,0.33,1.33,0.0,0.08,0.31,0.01,1.37,0.0,0.09,0.12,0.04,1.06,2.0,0.0,1.98,4.4,9.94,5.4,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.2,0.6,1.8,0.0,1.0,0.05,0.14,0.2,0.2,0.8,0.0,0.05,0.19,0.01,0.82,1403.0,0.4489593657086224
0,0,3,0,2.9,605,0.02,0.09,0.07,0.49,54,1,0,1.2,0.0,2023-09-23,72,14,0,0,0,0,6,0,7346,1,1,0,10.0,2,2249,2966,717,5.0,True,0,605,,,Luca Koleosho,0,2,0.0713804587721824,76,FWL,Burnley,Manchester United,0,1,21950,2023,612524,0.0,0,0,0,0.0713804587721824,0.1041091755032539,0.0327287204563617,21950,Burnley,Luca Koleosho,Luca Koleosho,3,2,6,1.8,MID,2,0.0,0.03,0.03,0.0,0.59,1.0,0.0,3.9,7.6,23.6,8.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.06,0.0,0.0,2.0,0.0,0.0,0.06,0.0,2.5,0.0,0.14,0.18,0.04,1.65,3.0,0.0,3.67,9.8,17.2,9.67,69.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.33,3.0,0.0,1.33,0.06,0.2,0.33,0.33,1.33,0.0,0.06,0.26,0.01,2.17,0.0,0.09,0.13,0.04,1.18,2.2,0.0,2.76,5.92,14.66,7.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.4,0.8,2.2,0.0,1.0,0.05,0.15,0.2,0.2,1.2,0.0,0.05,0.2,0.01,1.32,2373.0,0.6106434971490633
0,0,4,1,13.1,605,0.16,0.25,0.09,1.0,15,0,0,4.9,3.0,2023-10-03,74,12,0,0,0,0,7,0,29302,1,2,1,33.0,3,18660,20444,1784,5.0,False,0,605,,,Luca Koleosho,0,3,0.1087519899010658,78,FWR,Luton,Burnley,1,2,22289,2023,615890,0.0678797364234924,0,1,0,0.1087519899010658,0.1043936982750892,0.0,22289,Burnley,Luca Koleosho,Luca Koleosho,2,2,2,3.0,MID,3,0.0,0.02,0.09,0.07,0.49,1.0,0.0,1.2,0.0,2.9,10.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.03,1.8,0.0,0.12,0.17,0.05,1.07,2.33,0.0,3.23,8.87,12.53,11.33,71.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,1.0,3.0,0.0,1.33,0.07,0.19,0.33,0.33,1.0,0.0,0.07,0.27,0.02,2.27,0.0,0.1,0.15,0.05,1.28,2.4,0.0,3.0,5.92,15.24,9.0,68.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,0.8,2.6,0.0,1.4,0.06,0.15,0.2,0.2,1.2,0.0,0.06,0.22,0.01,1.68,21956.0,0.8394817347489653
0,0,4,0,14.0,605,0.02,0.06,0.04,0.39,73,2,0,2.9,8.2,2023-10-07,29,7,0,0,0,0,8,0,20710,0,4,1,7.0,1,-5195,1928,7123,5.0,True,0,605,,,Luca Koleosho,0,1,0.0225856062024831,26,Sub,Burnley,Chelsea,1,4,21967,2023,616383,0.038570612668991,0,1,0,0.0225856062024831,0.038570612668991,0.0,21967,Burnley,Luca Koleosho,Luca Koleosho,3,2,8,1.3,MID,1,1.0,0.16,0.25,0.09,1.0,0.0,0.0,4.9,3.0,13.1,33.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,0.11,0.07,0.0,0.0,1.0,0.0,0.11,0.1,0.0,3.0,0.33,0.07,0.12,0.05,0.69,0.67,0.0,3.33,3.53,13.2,17.0,73.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,0.67,2.33,0.0,1.67,0.06,0.04,0.0,0.0,1.0,0.0,0.06,0.09,0.01,2.43,0.2,0.12,0.18,0.06,1.29,2.0,0.0,3.42,6.48,13.52,14.4,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,1.0,2.8,0.0,1.8,0.07,0.13,0.2,0.2,1.0,0.0,0.07,0.2,0.01,2.26,-8592.0,-0.5739697271019777
0,0,6,0,1.4,605,0.01,0.95,0.94,0.7,83,2,0,1.4,5.0,2023-10-21,45,4,0,0,0,0,9,0,17566,0,0,3,8.0,1,-3586,975,4561,5.0,False,0,605,,,Luca Koleosho,0,2,0.5283868908882141,40,Sub,Brentford,Burnley,3,0,21977,2023,618120,0.0,0,0,0,0.5283868908882141,0.5283868908882141,0.0,21977,Burnley,Luca Koleosho,Luca Koleosho,2,2,9,1.0,MID,1,0.0,0.02,0.06,0.04,0.39,2.0,0.0,2.9,8.2,14.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.02,0.04,0.0,0.0,1.0,0.0,0.02,0.04,0.0,1.3,0.33,0.07,0.13,0.07,0.63,1.0,0.0,3.0,3.73,10.0,16.67,58.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.33,0.67,2.0,0.0,2.0,0.07,0.04,0.0,0.0,0.67,0.0,0.07,0.08,0.01,2.03,0.2,0.11,0.16,0.06,0.92,1.8,0.0,3.5,7.56,12.94,14.8,63.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.6,1.0,2.6,0.0,1.6,0.07,0.13,0.2,0.2,1.0,0.0,0.07,0.19,0.01,2.22,-3144.0,-0.6477601156069365
0,0,-1,0,1.8,605,0.01,0.01,0.0,1.07,93,2,0,1.0,0.0,2023-10-28,80,3,0,0,0,0,10,0,14426,1,1,2,8.0,2,-3226,565,3791,5.0,False,0,605,,,Luca Koleosho,0,0,0.0,84,FWR,Bournemouth,Burnley,2,1,21985,2023,619888,0.0,0,0,0,0.0,0.0,0.0,21985,Burnley,Luca Koleosho,Luca Koleosho,2,2,10,1.3,MID,2,0.0,0.01,0.95,0.94,0.7,2.0,0.0,1.4,5.0,1.4,8.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.53,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,1.0,0.33,0.06,0.42,0.36,0.7,1.33,0.0,3.07,5.4,9.5,16.0,49.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,1.67,1.67,0.0,2.0,0.22,0.04,0.0,0.0,0.67,0.0,0.22,0.22,0.0,1.77,0.2,0.05,0.28,0.23,0.63,1.2,0.0,2.86,4.76,11.0,13.2,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6,1.2,1.8,0.0,1.6,0.15,0.03,0.0,0.0,0.8,0.0,0.15,0.17,0.01,1.92,-3140.0,-0.7405876951331497
0,0,0,0,12.8,605,0.14,0.32,0.18,0.97,102,1,0,5.0,5.6,2023-11-04,77,8,0,0,0,0,11,0,13102,1,2,0,32.0,2,-1473,780,2253,5.0,True,0,605,,,Luca Koleosho,0,4,0.3634539544582367,80,ML,Burnley,Crystal Palace,0,2,21996,2023,621558,0.1145275756716728,0,1,0,0.3634539544582367,0.4066673517227173,0.0,21996,Burnley,Luca Koleosho,Luca Koleosho,2,2,11,1.2,MID,2,0.0,0.01,0.01,0.0,1.07,2.0,0.0,1.0,0.0,1.8,8.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.01,0.34,0.33,0.72,2.0,0.0,1.77,4.4,5.73,7.67,51.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,2.0,1.33,0.0,1.0,0.18,0.01,0.0,0.0,0.33,0.0,0.18,0.19,0.0,1.2,0.2,0.04,0.27,0.23,0.73,1.4,0.0,2.28,3.24,6.64,13.2,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6,1.4,1.8,0.0,1.6,0.15,0.02,0.0,0.0,0.4,0.0,0.15,0.16,0.01,1.68,-1324.0,-0.4856577645895153
