assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,11,1,8.6,344,0.03,0.03,0.0,0.3,1,0,0,1.1,2.2,2023-08-11,90,6,0,0,0,0,1,0,404104,1,3,0,0.0,3,0,0,0,6.5,False,0,344,,,Bernardo Veiga de Carvalho e Silva,0,0,0.0,90,AMR,Burnley,Manchester City,0,3,22275,2023,603626,0.0,0,0,0,0.0,0.3742609024047851,0.3742609024047851,22275,Manchester City,Bernardo Veiga de Carvalho e Silva,Bernardo Silva,5,2,1,3.8,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,0,17,0,59.3,344,0.76,0.76,0.0,0.73,30,1,0,8.9,20.0,2023-08-27,90,17,0,0,0,0,3,0,205740,1,2,1,10.0,2,-135844,1697,137541,6.4,False,0,344,,,Bernardo Veiga de Carvalho e Silva,0,0,0.0,90,AMR,Sheffield United,Manchester City,1,2,22303,2023,607490,0.3541086614131927,0,4,0,0.0,0.6556034684181213,0.3014948070049286,22303,Manchester City,Bernardo Veiga de Carvalho e Silva,Bernardo Silva,5,2,3,2.4,MID,1.0,0.03,0.03,0.0,0.3,0.0,0.0,1.1,2.2,8.6,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,3.8,0.33,0.01,0.01,0.0,0.1,0.0,0.0,0.37,0.73,2.87,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,1.27,0.2,0.01,0.01,0.0,0.06,0.0,0.0,0.22,0.44,1.72,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.76,-198364.0,-0.975624470331375
0,0,-1,0,2.0,344,0.01,0.01,0.0,0.0,39,0,0,0.2,0.0,2023-09-02,14,10,0,0,0,0,4,0,196369,0,1,5,0.0,0,-17571,9613,27184,6.4,True,1,344,,,Bernardo Veiga de Carvalho e Silva,0,0,0.0,7,Sub,Manchester City,Fulham,5,1,21927,2023,608718,0.0,0,0,0,0.0,0.1288056522607803,0.1288056522607803,21927,Manchester City,Bernardo Veiga de Carvalho e Silva,Bernardo Silva,2,5,4,2.2,MID,0.0,0.76,0.76,0.0,0.73,1.0,0.0,8.9,20.0,59.3,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.35,0.0,0.0,4.0,0.0,0.0,0.66,0.3,2.4,0.33,0.26,0.26,0.0,0.34,0.33,0.0,3.33,7.4,22.63,3.33,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,0.33,1.67,0.0,0.0,0.0,0.12,0.0,0.0,1.33,0.0,0.0,0.34,0.23,2.07,0.2,0.16,0.16,0.0,0.21,0.2,0.0,2.0,4.44,13.58,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.2,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.8,0.0,0.0,0.21,0.14,1.24,-9371.0,-0.47751175367557136
1,3,49,0,55.0,344,0.56,0.91,0.35,0.94,49,1,1,15.4,64.0,2023-09-16,90,19,0,0,0,0,5,0,174222,1,3,1,35.0,13,-27356,7305,34661,6.4,False,0,344,,,Bernardo Veiga de Carvalho e Silva,1,1,0.4621395170688629,90,DMC,West Ham,Manchester City,1,3,21937,2023,610357,0.5372766852378845,1,4,1,0.4621395170688629,2.4039626121521,1.8917133808135984,21937,Manchester City,Bernardo Veiga de Carvalho e Silva,Bernardo Silva,5,3,5,6.0,MID,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.2,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,2.2,0.33,0.27,0.27,0.0,0.34,0.33,0.0,3.4,7.4,23.3,3.33,64.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,2.0,2.0,1.67,0.0,0.0,0.0,0.12,0.0,0.0,1.33,0.0,0.0,0.39,0.27,2.8,0.2,0.16,0.16,0.0,0.21,0.2,0.0,2.04,4.44,13.98,2.0,38.8,0.0,0.0,0.0,0.0,0.2,0.0,0.4,1.2,1.2,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.8,0.0,0.0,0.23,0.16,1.68,-22147.0,-0.6518610303579088
0,0,10,0,6.3,344,0.02,0.02,0.0,0.41,71,1,0,2.6,19.4,2023-10-08,90,1,0,0,0,0,8,0,126697,1,0,1,0.0,1,-2914,6749,9663,6.3,False,1,344,,,Bernardo Veiga de Carvalho e Silva,0,0,0.0,90,MC,Arsenal,Manchester City,1,0,21965,2023,617309,0.0,0,0,0,0.0,0.0180283095687627,0.0180283095687627,21965,Manchester City,Bernardo Veiga de Carvalho e Silva,Bernardo Silva,5,5,8,0.8,MID,0.0,0.56,0.91,0.35,0.94,1.0,1.0,15.4,64.0,55.0,35.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,13.0,1.0,1.0,0.46,0.54,1.0,1.0,4.0,1.0,0.46,2.4,1.89,6.0,0.0,0.44,0.56,0.12,0.56,0.67,0.33,8.17,28.0,38.77,15.0,64.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,2.0,2.33,5.0,0.33,0.33,0.15,0.3,0.33,0.33,2.67,0.33,0.15,1.06,0.77,3.53,0.2,0.27,0.34,0.07,0.39,0.4,0.2,5.12,17.24,24.98,9.0,56.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.8,1.4,3.6,0.2,0.2,0.09,0.18,0.2,0.2,1.6,0.2,0.09,0.71,0.54,2.88,-47525.0,-0.17755300999268828
0,0,12,0,26.1,344,0.02,0.02,0.0,0.83,86,1,0,4.0,10.2,2023-10-21,90,5,0,0,0,0,9,0,135308,1,1,2,4.0,2,6079,11121,5042,6.3,True,0,344,,,Bernardo Veiga de Carvalho e Silva,0,0,0.0,90,AMC,Manchester City,Brighton,2,1,21980,2023,618131,0.1139083355665206,0,2,0,0.0,0.6763463616371155,0.5624380111694336,21980,Manchester City,Bernardo Veiga de Carvalho e Silva,Bernardo Silva,2,5,9,2.0,MID,0.0,0.02,0.02,0.0,0.41,1.0,0.0,2.6,19.4,6.3,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.8,0.0,0.2,0.31,0.12,0.45,0.67,0.33,6.07,27.8,21.1,11.67,64.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,1.33,2.33,4.67,0.33,0.33,0.15,0.18,0.33,0.33,1.33,0.33,0.15,0.85,0.68,3.0,0.2,0.28,0.35,0.07,0.48,0.6,0.2,5.64,21.12,26.24,9.0,74.8,0.0,0.0,0.0,0.0,0.4,0.0,0.8,1.8,1.6,3.8,0.2,0.2,0.09,0.18,0.2,0.2,1.6,0.2,0.09,0.72,0.54,3.04,8611.0,0.3761059209305203
1,1,35,1,42.0,344,1.07,1.1,0.03,1.03,98,0,0,9.8,34.6,2023-10-29,90,14,0,0,0,0,10,0,130747,1,3,0,21.0,7,-5028,3847,8875,6.3,False,0,344,,,Bernardo Veiga de Carvalho e Silva,0,1,0.0467324443161487,90,DMC,Manchester United,Manchester City,0,3,21992,2023,620740,1.2692513465881348,1,3,0,0.0467324443161487,2.319354772567749,1.512054443359375,21992,Manchester City,Bernardo Veiga de Carvalho e Silva,Bernardo Silva,5,4,10,3.8,MID,0.0,0.02,0.02,0.0,0.83,1.0,0.0,4.0,10.2,26.1,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.11,0.0,0.0,2.0,0.0,0.0,0.68,0.56,2.0,0.0,0.2,0.32,0.12,0.73,1.0,0.33,7.33,31.2,29.13,13.0,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.33,5.33,0.33,0.33,0.15,0.22,0.33,0.33,2.0,0.33,0.15,1.03,0.82,2.93,0.0,0.27,0.34,0.07,0.58,0.8,0.2,6.22,22.72,29.74,9.8,74.8,0.0,0.0,0.0,0.0,0.4,0.0,0.8,1.4,2.0,3.6,0.2,0.2,0.09,0.2,0.2,0.2,2.0,0.2,0.09,0.78,0.58,2.68,-4561.0,-0.3952208772205628
0,2,54,0,40.5,344,0.12,0.58,0.46,0.77,106,1,2,17.6,73.2,2023-11-04,84,3,0,0,0,0,11,0,156260,1,1,6,62.0,14,22424,27045,4621,6.3,True,0,344,,,Bernardo Veiga de Carvalho e Silva,2,4,0.5950515270233154,89,AMC,Manchester City,Bournemouth,6,1,22000,2023,621498,0.0856700092554092,0,3,2,0.5950515270233154,0.919776976108551,0.5087760090827942,22000,Manchester City,Bernardo Veiga de Carvalho e Silva,Bernardo Silva,2,5,11,8.7,MID,1.0,1.07,1.1,0.03,1.03,0.0,0.0,9.8,34.6,42.0,21.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,7.0,0.0,1.0,0.05,1.27,1.0,1.0,3.0,0.0,0.05,2.32,1.51,3.8,0.33,0.37,0.38,0.01,0.76,0.67,0.0,5.47,21.4,24.8,8.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.0,3.33,0.0,0.33,0.02,0.46,0.33,0.33,1.67,0.0,0.02,1.0,0.7,2.2,0.2,0.34,0.41,0.08,0.64,0.6,0.2,6.4,25.64,26.28,12.0,74.8,0.0,0.0,0.0,0.0,0.4,0.0,0.8,1.6,1.8,4.6,0.2,0.4,0.1,0.38,0.4,0.4,1.8,0.2,0.1,1.11,0.82,2.96,25513.0,0.708141224025769
1,2,31,0,29.1,344,0.18,0.18,0.0,2.96,115,4,0,6.8,28.6,2023-11-12,90,7,0,0,0,0,12,0,209989,1,4,4,10.0,7,48563,55827,7264,6.3,False,0,344,,,Bernardo Veiga de Carvalho e Silva,0,0,0.0,90,AMC,Chelsea,Manchester City,4,4,22009,2023,624164,0.7185425162315369,1,2,0,0.0,0.5649318099021912,0.2157746851444244,22009,Manchester City,Bernardo Veiga de Carvalho e Silva,Bernardo Silva,5,3,12,10.3,MID,0.0,0.12,0.58,0.46,0.77,1.0,2.0,17.6,73.2,40.5,62.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,14.0,2.0,4.0,0.6,0.09,0.0,0.0,3.0,2.0,0.6,0.92,0.51,8.7,0.33,0.4,0.57,0.16,0.88,0.67,0.67,10.47,39.33,36.2,29.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,2.67,7.67,0.67,1.67,0.21,0.49,0.33,0.33,2.67,0.67,0.21,1.31,0.86,4.83,0.2,0.36,0.53,0.17,0.8,0.8,0.6,9.88,40.28,33.98,24.4,88.8,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.6,2.0,7.4,0.6,1.2,0.22,0.4,0.4,0.4,2.4,0.6,0.22,1.27,0.9,4.26,53729.0,0.769729438430204
0,0,14,0,28.8,344,0.06,0.09,0.03,0.56,126,1,0,7.0,27.8,2023-11-25,90,11,0,0,0,0,13,0,315986,1,1,1,13.0,1,95971,107441,11470,6.4,True,1,344,,,Bernardo Veiga de Carvalho e Silva,0,1,0.0472557805478572,90,AMC,Manchester City,Liverpool,1,1,22020,2023,624573,0.0609863251447677,0,2,0,0.0472557805478572,0.3252557218074798,0.2779999375343323,22020,Manchester City,Bernardo Veiga de Carvalho e Silva,Bernardo Silva,4,5,13,7.8,MID,0.0,0.18,0.18,0.0,2.96,4.0,0.0,6.8,28.6,29.1,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,0.0,0.0,0.0,0.72,1.0,1.0,2.0,0.0,0.0,0.56,0.22,10.3,0.33,0.46,0.62,0.16,1.59,1.67,0.67,11.4,45.47,37.2,31.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.67,3.33,9.33,0.67,1.67,0.21,0.69,0.67,0.67,2.67,0.67,0.21,1.27,0.75,7.6,0.2,0.28,0.38,0.1,1.2,1.4,0.4,8.16,33.2,28.8,19.4,88.8,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.8,2.6,6.2,0.4,1.0,0.13,0.44,0.4,0.4,2.0,0.4,0.13,0.9,0.56,5.12,105997.0,0.8070826080009419
