assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,4,0,0.0,577,0.0,0.0,0.0,0.18,19,0,0,0.3,3.0,2023-08-20,21,7,0,0,0,0,2,0,9934,0,1,3,0.0,1,-1146,154,1300,4.5,True,0,577,,,Angelo Ogbonna,0,0,0.0,12,Sub,West Ham,Chelsea,3,1,22293,2023,605907,0.0,0,0,0,0.0,0.0,0.0,22293,West Ham,Angelo Ogbonna,Angelo Ogbonna,3,3,2,0.5,DEF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.7881705639614855
0,0,10,0,0.1,577,0.0,0.0,0.0,1.52,24,1,0,2.7,26.8,2023-08-26,90,5,0,0,0,0,3,0,9820,1,3,1,0.0,2,-714,165,879,4.5,False,0,577,,,Angelo Ogbonna,0,0,0.0,90,DC,Brighton,West Ham,1,3,22301,2023,607025,0.0,0,0,0,0.0,0.0920761972665786,0.0920761972665786,22301,West Ham,Angelo Ogbonna,Angelo Ogbonna,2,3,3,1.0,DEF,2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.3,3.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.1,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.6,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-114.0,-0.6839080459770115
0,0,3,0,0.0,577,0.0,0.0,0.0,0.05,119,0,0,0.1,1.0,2023-11-12,1,16,0,0,0,0,12,0,9768,0,2,3,0.0,1,-116,184,300,4.4,True,0,577,,,Angelo Ogbonna,0,0,0.0,1,Sub,West Ham,Nottingham Forest,3,2,22013,2023,623726,0.0,0,0,0,0.0,0.0,0.0,22013,West Ham,Angelo Ogbonna,Angelo Ogbonna,2,3,12,0.3,DEF,1,0.0,0.0,0.0,0.0,1.52,1.0,0.0,2.7,26.8,0.1,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,1.0,0.0,0.0,0.0,0.0,0.57,0.33,0.0,1.0,9.93,0.03,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,1.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.5,0.0,0.0,0.0,0.0,0.34,0.2,0.0,0.6,5.96,0.02,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.3,-52.0,-0.2396694214876033
0,0,3,0,0.2,577,0.0,0.0,0.0,0.8,155,1,0,0.3,3.2,2023-12-10,26,10,0,0,0,0,16,0,9645,0,0,5,0.0,1,-91,71,162,4.3,False,0,577,,,Angelo Ogbonna,0,0,0.0,22,Sub,Fulham,West Ham,5,0,22049,2023,629322,0.0,0,0,0,0.0,0.0,0.0,22049,West Ham,Angelo Ogbonna,Angelo Ogbonna,2,3,16,0.4,DEF,1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.58,0.33,0.0,1.03,10.27,0.03,0.0,37.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,2.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.6,0.0,0.0,0.0,0.0,0.35,0.2,0.0,0.62,6.16,0.02,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.36,-123.0,-0.3905579399141631
0,0,24,1,0.3,577,0.0,0.0,0.0,2.68,181,0,0,3.6,35.6,2023-12-28,90,1,0,0,0,0,19,0,9547,1,2,0,0.0,6,-71,65,136,4.3,False,0,577,,,Angelo Ogbonna,0,0,0.0,90,DC,Arsenal,West Ham,0,2,22076,2023,633198,0.0,0,0,0,0.0,0.0,0.0,22076,West Ham,Angelo Ogbonna,Angelo Ogbonna,2,5,19,0.7,DEF,6,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.3,3.2,0.2,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.79,0.67,0.0,1.03,10.33,0.1,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,3.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.57,0.0,0.0,0.0,0.0,0.51,0.4,0.0,0.68,6.8,0.06,0.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,2.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.44,-98.0,-0.35323383084577115
0,0,26,1,0.1,577,0.0,0.0,0.0,2.48,199,0,0,1.3,12.6,2024-01-02,90,5,0,0,0,0,20,0,10284,1,0,0,0.0,6,622,767,145,4.3,True,0,577,,,Angelo Ogbonna,0,0,0.0,90,DC,West Ham,Brighton,0,0,22093,2023,633855,0.0,0,0,0,0.0,0.0,0.0,22093,West Ham,Angelo Ogbonna,Angelo Ogbonna,2,3,20,2.2,DEF,6,1.0,0.0,0.0,0.0,2.68,0.0,0.0,3.6,35.6,0.3,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.33,0.0,0.0,0.0,1.18,0.33,0.0,1.33,13.27,0.17,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,2.67,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.2,0.0,0.0,0.0,1.05,0.4,0.0,1.4,13.92,0.12,0.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,2.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.58,737.0,0.6820175438596491
0,0,3,0,0.0,577,0.0,0.0,0.0,0.02,263,0,0,0.0,0.0,2024-03-02,1,9,0,0,0,0,27,0,11299,0,3,1,0.0,1,-162,109,271,4.3,False,0,577,,,Angelo Ogbonna,0,0,0.0,1,Sub,Everton,West Ham,1,3,22157,2023,644862,0.0,0,0,0,0.0,0.0,0.0,22157,West Ham,Angelo Ogbonna,Angelo Ogbonna,2,2,27,0.2,DEF,1,1.0,0.0,0.0,0.0,2.48,0.0,0.0,1.3,12.6,0.1,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.67,0.0,0.0,0.0,1.99,0.33,0.0,1.73,17.13,0.2,0.0,68.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,1.67,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.4,0.0,0.0,0.0,1.51,0.4,0.0,1.6,15.84,0.14,0.0,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.4,1.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.92,1015.0,-0.4263157894736842
0,0,5,0,0.0,577,0.0,0.04,0.04,1.87,333,4,0,1.2,5.8,2024-04-21,45,8,0,0,0,0,34,0,11047,1,2,5,6.0,-1,-6,196,202,4.2,False,0,577,,,Angelo Ogbonna,0,1,0.0406796969473362,53,DC,Crystal Palace,West Ham,5,2,22227,2023,655520,0.0,0,0,0,0.0406796969473362,0.0406796969473362,0.0,22227,West Ham,Angelo Ogbonna,Angelo Ogbonna,2,2,34,-0.2,DEF,-1,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.67,0.0,0.0,0.0,1.73,0.0,0.0,1.63,16.07,0.13,0.0,60.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,0.33,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.4,0.0,0.0,0.0,1.21,0.2,0.0,1.06,10.48,0.12,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,1.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,-252.0,-0.01507537688442211
0,0,10,0,0.5,577,0.05,0.05,0.0,1.75,349,2,0,2.6,23.2,2024-04-27,90,11,0,0,0,0,35,0,10980,1,2,2,2.0,1,-101,108,209,4.2,True,0,577,,,Angelo Ogbonna,0,0,0.0,90,DC,West Ham,Liverpool,2,2,22243,2023,656711,0.0,0,0,0,0.0,0.0341366827487945,0.0341366827487945,22243,West Ham,Angelo Ogbonna,Angelo Ogbonna,4,3,35,-0.5,DEF,1,0.0,0.0,0.04,0.04,1.87,4.0,0.0,1.2,5.8,0.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,-1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,-0.2,0.33,0.0,0.01,0.01,1.46,1.33,0.0,0.83,6.13,0.03,2.0,45.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,2.0,2.0,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.73,0.4,0.0,0.01,0.01,1.57,1.0,0.0,1.28,11.44,0.12,1.2,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.4,2.2,2.6,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.66,-67.0,-0.3186119873817035
0,0,2,0,0.2,577,0.0,0.0,0.0,4.13,355,5,0,1.0,7.6,2024-05-05,90,7,0,0,0,0,36,0,11077,1,0,5,2.0,-1,59,185,126,4.2,False,1,577,,,Angelo Ogbonna,0,0,0.0,90,DC,Chelsea,West Ham,5,0,22249,2023,659345,0.0,0,0,0,0.0,0.0,0.0,22249,West Ham,Angelo Ogbonna,Angelo Ogbonna,2,3,36,-0.2,DEF,-1,0.0,0.05,0.05,0.0,1.75,2.0,0.0,2.6,23.2,0.5,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,-0.5,0.0,0.02,0.03,0.01,1.21,2.0,0.0,1.27,9.67,0.17,2.67,45.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.33,2.67,0.33,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,-0.17,0.4,0.01,0.02,0.01,1.76,1.2,0.0,1.74,15.44,0.18,1.6,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.8,1.6,2.6,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.48,97.0,0.18971061093247588
