assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,4,0,0.2,392,0.0,0.0,0.0,0.46,10,0,0,0.8,7.4,2023-08-14,2,20,0,0,0,0,1,0,6496,0,0,1,0.0,1,0,0,0,5.0,True,0,392,,,Scott McTominay,0,0,0.0,1,Sub,Manchester United,Wolverhampton Wanderers,1,0,22284,2023,604633,0.0,0,0,0,0.0,0.0,0.0,22284,Manchester United,Scott McTominay,Scott McTominay,2,4,1,2.1,MID,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,0,3,0,10.2,392,0.0,0.0,0.0,0.02,28,0,0,1.4,3.4,2023-08-26,5,16,0,0,0,0,3,0,6645,0,2,3,0.0,1,-940,162,1102,4.9,True,0,392,,,Scott McTominay,0,0,0.0,2,Sub,Manchester United,Nottingham Forest,3,2,22300,2023,606961,0.0368881933391094,0,1,0,0.0,0.0368881933391094,0.0,22300,Manchester United,Scott McTominay,Scott McTominay,2,4,3,1.2,MID,1,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.8,7.4,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.27,2.47,0.07,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.16,1.48,0.04,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,149.0,-0.7436708860759493
0,0,7,0,1.2,392,0.01,0.01,0.0,1.16,45,3,0,0.5,3.4,2023-09-16,84,5,0,0,0,0,5,0,6263,1,3,1,0.0,2,-414,187,601,4.9,True,0,392,,,Scott McTominay,0,0,0.0,88,MC,Manchester United,Brighton,1,3,21940,2023,610437,0.0,0,0,0,0.0,0.0276207476854324,0.0276207476854324,21940,Manchester United,Scott McTominay,Scott McTominay,2,4,5,1.5,MID,2,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.4,3.4,10.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.04,0.0,1.2,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.73,3.6,3.47,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,0.67,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.01,0.0,1.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.44,2.16,2.08,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.01,0.0,0.66,-382.0,-0.5253807106598984
0,0,13,1,1.3,392,0.01,0.05,0.04,1.12,54,0,0,2.2,9.8,2023-09-23,90,6,0,0,0,0,6,0,6327,1,1,0,11.0,3,-96,240,336,4.8,False,0,392,,,Scott McTominay,0,1,0.0410517007112503,90,DMC,Burnley,Manchester United,0,1,21950,2023,612536,0.0,0,0,0,0.0410517007112503,0.1107290014624595,0.0696773007512092,21950,Manchester United,Scott McTominay,Scott McTominay,3,2,6,2.5,MID,3,0.0,0.01,0.01,0.0,1.16,3.0,0.0,0.5,3.4,1.2,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1.5,0.0,0.0,0.0,0.0,0.55,1.0,0.0,0.9,4.73,3.87,0.0,30.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,1.67,1.33,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.02,0.01,1.6,0.0,0.0,0.0,0.0,0.33,0.6,0.0,0.54,2.84,2.32,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,0.8,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.01,0.01,0.96,64.0,-0.16666666666666666
0,3,42,0,0.1,392,0.0,0.38,0.38,0.0,78,0,2,10.2,68.2,2023-10-07,3,4,0,0,0,0,8,0,6398,0,1,2,34.0,14,-157,194,351,4.8,True,0,392,,,Scott McTominay,2,2,0.511109471321106,1,Sub,Manchester United,Brentford,2,1,21972,2023,616476,0.0,0,0,2,0.511109471321106,0.0896440967917442,0.0,21972,Manchester United,Scott McTominay,Scott McTominay,2,4,8,6.2,MID,11,1.0,0.01,0.05,0.04,1.12,0.0,0.0,2.2,9.8,1.3,11.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.07,2.5,0.33,0.01,0.02,0.01,0.77,1.0,0.0,1.37,5.53,4.23,3.67,59.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,1.33,2.0,0.0,0.33,0.01,0.01,0.0,0.0,0.33,0.0,0.01,0.06,0.03,1.73,0.2,0.0,0.01,0.01,0.55,0.6,0.0,0.98,4.8,2.58,2.2,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,1.0,1.4,0.0,0.2,0.01,0.01,0.0,0.0,0.2,0.0,0.01,0.04,0.02,1.46,71.0,-0.28807339449541286
0,0,22,0,1.3,392,0.0,0.13,0.13,1.33,89,1,1,5.3,32.4,2023-10-21,62,17,0,0,0,0,9,0,26465,1,2,1,19.0,7,17615,20069,2454,4.8,False,0,392,,,Scott McTominay,1,2,0.1762495040893554,69,DMC,Sheffield United,Manchester United,1,2,21983,2023,618482,0.0,0,0,1,0.1762495040893554,0.1762495040893554,0.0,21983,Manchester United,Scott McTominay,Scott McTominay,3,2,9,8.0,MID,7,0.0,0.0,0.38,0.38,0.0,0.0,2.0,10.2,68.2,0.1,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,2.0,2.0,0.51,0.0,0.0,0.0,0.0,2.0,0.51,0.09,0.0,6.2,0.33,0.01,0.15,0.14,0.76,1.0,0.67,4.3,27.13,0.87,15.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,1.0,5.33,0.67,1.0,0.18,0.0,0.0,0.0,0.0,0.67,0.18,0.08,0.03,3.4,0.2,0.0,0.09,0.08,0.55,0.6,0.4,3.02,18.44,2.6,9.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,1.4,3.6,0.4,0.6,0.11,0.01,0.0,0.0,0.2,0.4,0.11,0.05,0.02,2.7,20067.0,0.7820894197043022
0,0,10,0,1.4,392,0.01,0.2,0.19,3.94,98,3,0,6.6,31.0,2023-10-29,90,13,0,0,0,0,10,0,59632,1,3,0,34.0,2,31529,38069,6540,4.8,True,0,392,,,Scott McTominay,0,2,0.141353890299797,90,AMC,Manchester United,Manchester City,0,3,21992,2023,620727,0.0,0,0,0,0.141353890299797,0.141353890299797,0.0,21992,Manchester United,Scott McTominay,Scott McTominay,5,4,10,7.2,MID,2,0.0,0.0,0.13,0.13,1.33,1.0,1.0,5.3,32.4,1.3,19.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,1.0,2.0,0.18,0.0,0.0,0.0,0.0,1.0,0.18,0.18,0.0,8.0,0.33,0.0,0.19,0.18,0.82,0.33,1.0,5.9,36.8,0.9,21.33,51.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.0,7.0,1.0,1.67,0.24,0.0,0.0,0.0,0.0,1.0,0.24,0.13,0.02,5.57,0.2,0.0,0.11,0.11,0.73,0.8,0.6,3.92,23.44,2.82,12.8,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,1.4,4.8,0.6,1.0,0.15,0.01,0.0,0.0,0.2,0.6,0.15,0.09,0.02,3.88,33167.0,0.7067856262189244
0,0,11,1,1.8,392,0.01,0.08,0.07,1.01,104,0,0,2.6,14.8,2023-11-04,90,10,0,0,0,0,11,0,108767,1,1,0,9.0,3,45748,53230,7482,4.8,False,0,392,,,Scott McTominay,0,1,0.0956075862050056,90,DMC,Fulham,Manchester United,0,1,21998,2023,621207,0.0,0,0,0,0.0956075862050056,0.2268552780151367,0.1312476843595504,21998,Manchester United,Scott McTominay,Scott McTominay,3,3,11,4.5,MID,3,0.0,0.01,0.2,0.19,3.94,3.0,0.0,6.6,31.0,1.4,34.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,7.2,0.0,0.0,0.24,0.23,1.76,1.33,1.0,7.37,43.87,0.93,29.0,51.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,1.0,6.67,1.0,2.0,0.28,0.0,0.0,0.0,0.0,1.0,0.28,0.14,0.0,7.13,0.2,0.01,0.15,0.15,1.51,1.4,0.6,4.96,28.96,1.06,19.6,65.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.8,5.0,0.6,1.4,0.17,0.0,0.0,0.0,0.0,0.6,0.17,0.11,0.02,5.08,49135.0,0.7535248385821584
0,0,11,1,4.2,392,0.02,0.2,0.18,0.42,118,0,0,3.7,11.8,2023-11-11,90,12,0,0,0,0,12,0,137661,1,0,1,21.0,3,28009,39588,11579,4.8,True,0,392,,,Scott McTominay,0,2,0.1337248682975769,90,DMC,Manchester United,Luton,1,0,22012,2023,623234,0.0,0,0,0,0.1337248682975769,0.4354791343212127,0.4354791343212127,22012,Manchester United,Scott McTominay,Scott McTominay,2,4,12,3.7,MID,3,1.0,0.01,0.08,0.07,1.01,0.0,0.0,2.6,14.8,1.8,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.23,0.13,4.5,0.33,0.01,0.14,0.13,2.09,1.33,0.33,4.83,26.07,1.5,20.67,80.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.33,4.0,0.33,1.67,0.14,0.0,0.0,0.0,0.0,0.33,0.14,0.18,0.04,6.57,0.4,0.01,0.17,0.16,1.48,0.8,0.6,5.38,31.24,1.18,21.4,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.6,0.6,5.2,0.6,1.6,0.19,0.0,0.0,0.0,0.0,0.6,0.19,0.15,0.04,5.68,28894.0,0.5474035999765474
0,0,4,1,2.7,392,0.0,0.05,0.05,2.73,123,0,0,1.2,6.2,2023-11-26,90,9,0,0,0,0,13,0,140563,1,3,0,3.0,3,3116,18612,15496,4.8,False,0,392,,,Scott McTominay,0,1,0.0273903626948595,90,DMC,Everton,Manchester United,0,3,22017,2023,625812,0.0,0,0,0,0.0273903626948595,0.0273903626948595,0.0,22017,Manchester United,Scott McTominay,Scott McTominay,3,2,13,3.5,MID,3,1.0,0.02,0.2,0.18,0.42,0.0,0.0,3.7,11.8,4.2,21.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.44,0.44,3.7,0.67,0.01,0.16,0.15,1.79,1.0,0.0,4.3,19.2,2.47,21.33,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,0.33,2.67,0.0,1.67,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.27,0.19,5.13,0.4,0.01,0.2,0.19,1.34,0.8,0.6,5.68,31.64,1.76,23.4,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,0.8,5.2,0.6,1.8,0.21,0.0,0.0,0.0,0.0,0.6,0.21,0.21,0.11,5.92,2902.0,0.09135686642429929
