assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,2,31,1,50.9,146,0.21,0.28,0.07,0.67,3,0,0,8.6,16.4,2022-08-06,90,8,0,0,0,0,1,0,3202426,1,1,0,19.0,7,0,0,0,6.0,False,1,146,,,0,2,0.0853139981627464,90,DMR,Everton,Chelsea,0,1,18208,2022,539625,0.1488160043954849,0,3,0,0.0853139981627464,0.6680960059165955,0.6680960059165955,8067,Chelsea,Reece James,Reece James,3,2,1,3.5,DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,31,0,21.4,146,0.26,0.75,0.49,1.01,15,2,1,9.4,47.8,2022-08-14,90,18,0,0,0,0,2,0,3475620,1,2,2,25.0,7,-21076,118795,139871,6.0,True,1,146,,,1,2,0.4675559997558594,90,DC,Chelsea,Tottenham,2,2,18220,2022,541409,0.4862920045852661,0,1,1,0.4675559997558594,1.061669945716858,0.5941110253334045,8067,Chelsea,Reece James,Reece James,3,4,2,7.0,DEF,1.0,0.21,0.28,0.07,0.67,0.0,0.0,8.6,16.4,50.9,19.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,2.0,0.09,0.15,0.0,0.0,3.0,0.0,0.09,0.67,0.67,3.5,0.33,0.07,0.09,0.02,0.22,0.0,0.0,2.87,5.47,16.97,6.33,30.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,2.33,0.0,0.67,0.03,0.05,0.0,0.0,1.0,0.0,0.03,0.22,0.22,1.17,0.2,0.04,0.06,0.01,0.13,0.0,0.0,1.72,3.28,10.18,3.8,18.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,1.4,0.0,0.4,0.02,0.03,0.0,0.0,0.6,0.0,0.02,0.13,0.13,0.7
0,0,11,0,13.0,146,0.03,0.06,0.03,2.22,25,3,0,4.5,22.6,2022-08-21,90,11,0,0,0,0,3,0,4141191,1,0,3,9.0,1,430372,530191,99819,6.1,False,0,146,,,0,1,0.0125518999993801,90,DC,Leeds,Chelsea,3,0,18228,2022,543089,0.0535957999527454,0,1,0,0.0125518999993801,0.1990599930286407,0.1865079998970031,8067,Chelsea,Reece James,Reece James,3,2,3,6.0,DEF,0.0,0.26,0.75,0.49,1.01,2.0,1.0,9.4,47.8,21.4,25.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,7.0,1.0,2.0,0.47,0.49,0.0,0.0,1.0,1.0,0.47,1.06,0.59,7.0,0.33,0.16,0.34,0.19,0.56,0.67,0.33,6.0,21.4,24.1,14.67,60.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,1.0,0.67,4.67,0.33,1.33,0.18,0.21,0.0,0.0,1.33,0.33,0.18,0.58,0.42,3.5,0.2,0.09,0.21,0.11,0.34,0.4,0.2,3.6,12.84,14.46,8.8,36.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.6,0.4,2.8,0.2,0.8,0.11,0.13,0.0,0.0,0.8,0.2,0.11,0.35,0.25,2.1
1,2,32,0,33.1,146,0.53,0.6,0.07,2.52,35,1,0,8.0,32.6,2022-08-27,90,10,0,0,0,0,4,0,4179576,1,1,2,14.0,7,-53230,211927,265157,6.1,True,0,146,,,0,2,0.0418361015617847,90,DR,Chelsea,Leicester,2,1,18235,2022,544491,0.7412639856338501,1,2,0,0.0418361015617847,0.7506129741668701,0.7087770104408264,8067,Chelsea,Reece James,Reece James,3,4,4,6.0,DEF,0.0,0.03,0.06,0.03,2.22,3.0,0.0,4.5,22.6,13.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.01,0.05,0.0,0.0,1.0,0.0,0.01,0.2,0.19,6.0,0.33,0.17,0.36,0.2,1.3,1.67,0.33,7.5,28.93,28.43,17.67,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.0,1.67,5.0,0.33,1.67,0.19,0.23,0.0,0.0,1.67,0.33,0.19,0.64,0.48,5.5,0.2,0.1,0.22,0.12,0.78,1.0,0.2,4.5,17.36,17.06,10.6,54.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.6,1.0,3.0,0.2,1.0,0.11,0.14,0.0,0.0,1.0,0.2,0.11,0.39,0.29,3.3
0,0,13,0,10.6,146,0.04,0.04,0.0,1.1,54,1,0,2.6,5.6,2022-09-03,90,19,0,0,0,0,6,0,3742029,1,1,2,10.0,1,-525540,132575,658115,6.0,True,1,146,,,0,0,0.0,90,MR,Chelsea,West Ham,2,1,18260,2022,547250,0.0,0,0,0,0.0,0.0182357002049684,0.0182357002049684,8067,Chelsea,Reece James,Reece James,2,4,6,3.7,DEF,0.0,0.53,0.6,0.07,2.52,1.0,0.0,8.0,32.6,33.1,14.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,2.0,0.04,0.74,1.0,1.0,2.0,0.0,0.04,0.75,0.71,6.0,0.0,0.27,0.47,0.2,1.92,2.0,0.33,7.3,34.33,22.5,16.0,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,2.33,5.0,0.33,1.67,0.17,0.43,0.33,0.33,1.33,0.33,0.17,0.67,0.5,6.33,0.2,0.21,0.34,0.13,1.28,1.2,0.2,6.1,23.88,23.68,13.4,72.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.8,1.4,4.4,0.2,1.4,0.12,0.29,0.2,0.2,1.4,0.2,0.12,0.54,0.43,4.5
0,0,16,0,30.3,146,0.15,0.15,0.0,0.44,83,1,0,5.2,20.0,2022-10-01,90,7,0,0,0,0,9,0,3904450,1,2,1,2.0,2,185900,291979,106079,6.0,False,0,146,,,0,0,0.0,90,DR,Crystal Palace,Chelsea,1,2,18284,2022,552286,0.1415590047836303,0,2,0,0.0,0.29373499751091,0.203475996851921,8067,Chelsea,Reece James,Reece James,3,2,9,2.5,DEF,0.0,0.04,0.04,0.0,1.1,1.0,0.0,2.6,5.6,10.6,10.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,3.7,0.0,0.2,0.23,0.03,1.95,1.67,0.0,5.03,20.27,18.9,11.0,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,2.33,3.0,0.0,1.0,0.02,0.26,0.33,0.33,1.0,0.0,0.02,0.32,0.3,5.23,0.2,0.21,0.35,0.13,1.5,1.4,0.2,6.62,25.0,25.8,15.4,90.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,1.0,1.8,4.6,0.2,1.4,0.12,0.29,0.2,0.2,1.4,0.2,0.12,0.54,0.44,5.24
0,0,2,0,0.5,146,0.0,0.0,0.0,0.07,94,0,0,0.5,2.2,2022-10-08,18,20,0,0,0,0,10,0,4241792,0,0,3,2.0,1,305283,397337,92054,6.1,True,0,146,,,0,0,0.0,15,Sub,Chelsea,Wolverhampton Wanderers,3,0,18295,2022,554163,0.0,0,0,0,0.0,0.0,0.0,8067,Chelsea,Reece James,Reece James,2,4,10,2.0,DEF,0.0,0.15,0.15,0.0,0.44,1.0,0.0,5.2,20.0,30.3,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.14,0.0,0.0,2.0,0.0,0.0,0.29,0.2,2.5,0.0,0.24,0.26,0.02,1.35,1.0,0.0,5.27,19.4,24.67,8.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.67,3.33,0.0,0.67,0.01,0.29,0.33,0.33,1.33,0.0,0.01,0.35,0.31,4.07,0.0,0.2,0.32,0.12,1.46,1.6,0.2,5.94,25.72,21.68,12.0,90.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.2,2.0,3.6,0.2,1.0,0.1,0.28,0.2,0.2,1.2,0.2,0.1,0.46,0.34,5.04
0,0,6,0,2.8,146,0.01,0.18,0.17,0.03,164,0,0,4.0,9.8,2022-12-27,52,3,0,0,0,0,17,0,2390744,1,0,2,27.0,1,1047059,1219571,172512,5.8,True,0,146,,,0,2,0.1434659957885742,57,DR,Chelsea,Bournemouth,2,0,18365,2022,565655,0.0,0,0,0,0.1434659957885742,0.748420000076294,0.641264021396637,8067,Chelsea,Reece James,Reece James,2,4,17,1.5,DEF,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.5,2.2,0.5,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.06,0.06,0.0,0.54,0.67,0.0,2.77,9.27,13.8,4.67,66.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,2.0,1.33,0.0,0.0,0.0,0.05,0.0,0.0,0.67,0.0,0.0,0.1,0.07,2.73,0.0,0.15,0.17,0.02,1.27,1.2,0.0,4.16,16.6,17.5,7.4,75.6,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.8,2.2,2.4,0.0,0.6,0.01,0.19,0.2,0.2,1.0,0.0,0.01,0.25,0.22,4.04
0,0,8,0,3.1,146,0.01,0.01,0.0,0.41,214,0,0,0.8,4.6,2023-02-03,59,9,0,0,0,0,22,0,1281907,1,0,0,0.0,1,16389,48302,31913,5.7,True,0,146,,,0,0,0.0,61,DR,Chelsea,Fulham,0,0,18415,2022,572933,0.0,0,0,0,0.0,0.0224907994270324,0.0224907994270324,8067,Chelsea,Reece James,Reece James,2,4,22,0.7,DEF,0.0,0.01,0.18,0.17,0.03,0.0,0.0,4.0,9.8,2.8,27.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.75,0.64,1.5,0.0,0.05,0.11,0.06,0.18,0.33,0.0,3.23,10.67,11.2,10.33,53.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,2.0,1.33,0.0,0.67,0.05,0.05,0.0,0.0,0.67,0.0,0.05,0.35,0.28,2.0,0.0,0.15,0.19,0.05,0.83,0.6,0.0,4.06,14.04,15.46,11.0,68.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.8,2.0,2.4,0.0,0.8,0.04,0.18,0.2,0.2,0.8,0.0,0.04,0.36,0.31,3.14
0,0,17,0,29.5,146,0.06,0.1,0.04,1.29,230,1,0,6.2,21.0,2023-02-11,90,19,0,0,0,0,23,0,1372317,1,1,1,11.0,2,85546,97077,11531,5.7,False,0,146,,,0,1,0.0445517003536224,90,DR,West Ham,Chelsea,1,1,18431,2022,574586,0.1013690009713172,0,2,0,0.0445517003536224,0.5098789930343628,0.5098789930343628,8067,Chelsea,Reece James,Reece James,3,3,23,1.0,DEF,0.0,0.01,0.01,0.0,0.41,0.0,0.0,0.8,4.6,3.1,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.7,0.0,0.01,0.06,0.06,0.17,0.0,0.0,1.77,5.53,2.13,9.67,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,1.67,1.0,0.0,0.67,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.26,0.22,1.4,0.0,0.04,0.08,0.03,0.41,0.4,0.0,2.62,8.44,9.46,8.2,61.8,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.6,1.6,1.2,0.0,0.4,0.03,0.03,0.0,0.0,0.4,0.0,0.03,0.22,0.18,2.08
