assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,6,0,14.1,624,0.09,0.09,0.0,0.0,60,0,0,2.4,5.6,2022-09-03,17,20,0,0,0,0,6,0,0,0,0,1,4.0,1,0,0,0,5.0,False,0,624,0,0,0.0,15,Wolverhampton Wanderers,Southampton,1,0,18256,2022,547211,0.0353204011917114,0,1,0,0.0,0.0880077034235,0.0880077034235,10072,Southampton,Samuel Edozie,Samuel Edozie,2,2,6,1.7,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,3,0,0.0,624,0.0,0.0,0.0,0.63,71,0,0,0.1,1.2,2022-09-16,11,2,0,0,0,0,8,0,1243,0,0,1,0.0,1,292,397,105,5.0,False,0,624,0,0,0.0,8,Aston Villa,Southampton,1,0,18272,2022,550361,0.0,0,0,0,0.0,0.0,0.0,10072,Southampton,Samuel Edozie,Samuel Edozie,2,2,8,1.0,MID,0.0,0.09,0.09,0.0,0.0,0.0,0.0,2.4,5.6,14.1,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.09,0.09,1.7,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.8,1.87,4.7,1.33,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.03,0.03,0.57,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.48,1.12,2.82,0.8,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.02,0.02,0.34
0,0,3,0,10.6,624,0.01,0.01,0.0,0.5,89,0,0,2.0,3.4,2022-10-01,23,8,0,0,0,0,9,0,1110,0,2,1,6.0,1,-70,119,189,5.0,True,0,624,0,0,0.0,23,Southampton,Everton,1,2,18290,2022,552314,0.0286587998270988,0,1,0,0.0,0.0722678005695343,0.0722678005695343,10072,Southampton,Samuel Edozie,Samuel Edozie,2,2,9,1.0,MID,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.1,1.2,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,0.03,0.0,0.21,0.0,0.0,0.83,2.27,4.7,1.33,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.03,0.03,0.9,0.0,0.02,0.02,0.0,0.13,0.0,0.0,0.5,1.36,2.82,0.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.02,0.02,0.54
0,0,2,0,0.8,624,0.0,0.03,0.03,0.47,108,0,0,1.5,3.2,2022-10-16,16,19,0,0,0,0,11,0,1015,0,1,1,11.0,1,-99,35,134,4.9,True,0,624,0,1,0.019760699942708,13,Southampton,West Ham,1,1,18309,2022,556679,0.0,0,0,0,0.019760699942708,0.019760699942708,0.0,10072,Southampton,Samuel Edozie,Samuel Edozie,2,2,11,0.7,MID,0.0,0.01,0.01,0.0,0.5,0.0,0.0,2.0,3.4,10.6,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.07,0.07,1.0,0.0,0.03,0.03,0.0,0.38,0.0,0.0,1.5,3.4,8.23,3.33,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.67,0.0,0.0,0.05,0.05,1.23,0.0,0.02,0.02,0.0,0.23,0.0,0.0,0.9,2.04,4.94,2.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,0.0,0.0,0.0,0.01,0.0,0.0,0.4,0.0,0.0,0.03,0.03,0.74
0,0,3,0,0.8,624,0.03,0.03,0.0,0.15,127,0,0,0.2,1.6,2022-10-23,10,1,0,0,0,0,13,0,1002,0,1,1,0.0,1,-29,51,80,4.8,True,0,624,0,0,0.0,8,Southampton,Arsenal,1,1,18328,2022,558852,0.0,0,0,0,0.0,0.0,0.0,10072,Southampton,Samuel Edozie,Samuel Edozie,4,2,13,0.1,MID,0.0,0.0,0.03,0.03,0.47,0.0,0.0,1.5,3.2,0.8,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.7,0.0,0.0,0.01,0.01,0.53,0.0,0.0,1.2,2.6,3.8,5.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.33,0.01,0.01,0.0,0.0,0.33,0.0,0.01,0.03,0.02,0.9,0.0,0.02,0.03,0.01,0.32,0.0,0.0,1.2,2.68,5.1,4.2,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8,0.0,0.2,0.0,0.01,0.0,0.0,0.4,0.0,0.0,0.04,0.03,0.88
0,0,3,0,10.8,624,0.0,0.0,0.0,0.0,135,0,0,1.7,2.2,2022-10-29,16,7,0,0,0,0,14,0,980,0,0,1,4.0,1,-44,64,108,4.8,False,0,624,0,0,0.0,14,Crystal Palace,Southampton,1,0,18336,2022,560039,0.0315751992166042,0,1,0,0.0,0.0556172989308834,0.0240419991314411,10072,Southampton,Samuel Edozie,Samuel Edozie,2,2,14,0.7,MID,0.0,0.03,0.03,0.0,0.15,0.0,0.0,0.2,1.6,0.8,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.02,0.01,0.37,0.0,0.0,1.23,2.73,4.07,5.67,16.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.0,1.0,0.0,0.33,0.01,0.01,0.0,0.0,0.33,0.0,0.01,0.03,0.02,0.6,0.0,0.03,0.03,0.01,0.35,0.0,0.0,1.24,3.0,5.26,4.2,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0,0.0,0.2,0.0,0.01,0.0,0.0,0.4,0.0,0.0,0.04,0.03,0.9
0,0,4,0,3.0,624,0.01,0.01,0.0,0.03,147,1,0,1.4,5.4,2022-11-06,26,15,0,0,0,0,15,0,955,0,4,1,6.0,1,-49,28,77,4.8,True,0,624,0,0,0.0,21,Southampton,Newcastle United,1,4,18348,2022,562637,0.0,0,0,0,0.0,0.4354400038719177,0.4354400038719177,10072,Southampton,Samuel Edozie,Samuel Edozie,3,2,15,0.8,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.2,10.8,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.06,0.02,0.7,0.0,0.01,0.02,0.01,0.21,0.0,0.0,1.13,2.33,4.13,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,1.0,0.0,0.33,0.01,0.01,0.0,0.0,0.33,0.0,0.01,0.03,0.01,0.5,0.0,0.01,0.01,0.01,0.35,0.0,0.0,1.1,2.32,4.6,4.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0,0.0,0.2,0.0,0.01,0.0,0.0,0.4,0.0,0.0,0.03,0.02,0.7
0,0,2,0,0.9,624,0.04,0.26,0.22,0.32,154,0,0,2.3,5.4,2022-11-12,31,12,0,0,0,0,16,0,962,0,1,3,17.0,1,-21,44,65,4.7,False,0,624,0,1,0.4189130067825317,29,Liverpool,Southampton,3,1,18355,2022,564564,0.0,0,0,0,0.4189130067825317,0.7571200132369995,0.3382070064544678,10072,Southampton,Samuel Edozie,Samuel Edozie,2,4,16,0.0,MID,0.0,0.01,0.01,0.0,0.03,1.0,0.0,1.4,5.4,3.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.8,0.0,0.01,0.01,0.0,0.06,0.33,0.0,1.1,3.07,4.87,3.33,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.16,0.15,0.53,0.0,0.01,0.02,0.01,0.23,0.2,0.0,1.36,3.16,5.2,5.4,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.0,1.0,0.0,0.2,0.0,0.01,0.0,0.0,0.4,0.0,0.0,0.12,0.11,0.66
0,0,5,0,14.6,624,0.09,0.43,0.34,0.64,170,3,0,6.3,8.4,2022-12-26,83,5,0,0,0,0,17,0,1107,1,3,1,40.0,2,98,269,171,4.7,True,0,624,0,3,0.3890730142593384,84,Southampton,Brighton,1,3,18371,2022,565482,0.0509846992790699,0,1,0,0.3890730142593384,0.5162569880485535,0.1097979992628097,10072,Southampton,Samuel Edozie,Samuel Edozie,3,2,17,2.0,MID,0.0,0.04,0.26,0.22,0.32,0.0,0.0,2.3,5.4,0.9,17.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.42,0.0,0.0,0.0,0.0,0.0,0.42,0.76,0.34,0.0,0.0,0.02,0.09,0.07,0.12,0.33,0.0,1.8,4.33,4.9,9.0,24.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,1.0,0.0,0.33,0.14,0.01,0.0,0.0,0.33,0.0,0.14,0.42,0.27,0.5,0.0,0.02,0.07,0.05,0.19,0.2,0.0,1.42,3.56,3.26,7.6,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,0.0,0.4,0.09,0.01,0.0,0.0,0.2,0.0,0.09,0.25,0.16,0.46
0,0,9,0,2.1,624,0.02,0.11,0.09,0.51,173,1,0,2.7,12.0,2022-12-31,76,9,0,0,0,0,18,0,1269,1,1,2,13.0,2,126,180,54,4.7,False,0,624,0,1,0.0711819007992744,79,Fulham,Southampton,2,1,18374,2022,566435,0.0,0,0,0,0.0711819007992744,0.4235199987888336,0.3523379862308502,10072,Southampton,Samuel Edozie,Samuel Edozie,2,2,18,2.0,MID,0.0,0.09,0.43,0.34,0.64,3.0,0.0,6.3,8.4,14.6,40.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,0.39,0.05,0.0,0.0,1.0,0.0,0.39,0.52,0.11,2.0,0.0,0.05,0.23,0.19,0.33,1.33,0.0,3.33,6.4,6.17,21.0,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.67,1.67,1.33,0.0,1.33,0.27,0.02,0.0,0.0,0.33,0.0,0.27,0.57,0.29,0.93,0.0,0.03,0.15,0.11,0.23,0.8,0.0,2.38,4.6,6.02,13.4,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,1.4,1.2,0.0,0.8,0.16,0.02,0.0,0.0,0.4,0.0,0.16,0.35,0.18,0.72
0,0,-1,0,0.1,624,0.0,0.0,0.0,0.09,190,0,0,0.2,0.2,2023-01-04,26,16,0,0,0,0,19,0,1320,0,1,0,2.0,1,33,98,65,4.7,True,0,624,0,0,0.0,23,Southampton,Nottingham Forest,0,1,18391,2022,567364,0.0,0,0,0,0.0,0.0302719995379447,0.0302719995379447,10072,Southampton,Samuel Edozie,Samuel Edozie,2,2,19,2.2,MID,0.0,0.02,0.11,0.09,0.51,1.0,0.0,2.7,12.0,2.1,13.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.42,0.35,2.0,0.0,0.05,0.27,0.22,0.49,1.33,0.0,3.77,8.6,5.87,23.33,63.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,2.0,1.67,0.0,1.67,0.29,0.02,0.0,0.0,0.33,0.0,0.29,0.57,0.27,1.33,0.0,0.03,0.16,0.13,0.3,1.0,0.0,2.88,6.68,6.28,16.0,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,1.6,1.4,0.0,1.0,0.18,0.02,0.0,0.0,0.4,0.0,0.18,0.44,0.25,1.1
0,0,9,0,22.7,624,0.08,0.18,0.1,0.73,195,1,0,4.6,9.8,2023-01-14,60,8,0,0,0,0,20,0,1289,1,2,1,13.0,2,-47,99,146,4.7,False,0,624,0,1,0.1000749990344047,63,Everton,Southampton,1,2,18396,2022,568884,0.1382070034742355,0,2,0,0.1000749990344047,0.2382819950580597,0.0,10072,Southampton,Samuel Edozie,Samuel Edozie,2,2,20,1.8,MID,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.2,0.2,0.1,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2.2,0.0,0.04,0.18,0.14,0.41,1.33,0.0,3.07,6.87,5.6,18.33,61.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,1.0,1.67,0.0,1.33,0.15,0.02,0.0,0.0,0.33,0.0,0.15,0.32,0.16,2.07,0.0,0.03,0.16,0.13,0.32,1.0,0.0,2.58,6.28,4.14,15.6,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,1.4,1.4,0.0,1.0,0.18,0.01,0.0,0.0,0.2,0.0,0.18,0.43,0.25,1.4
0,0,6,1,2.1,624,0.01,0.01,0.0,1.02,209,0,0,1.6,9.4,2023-01-21,61,2,0,0,0,0,21,0,1294,1,1,0,4.0,3,-24,101,125,4.7,True,0,624,0,0,0.0,65,Southampton,Aston Villa,0,1,18410,2022,570209,0.0,0,0,0,0.0,0.0,0.0,10072,Southampton,Samuel Edozie,Samuel Edozie,2,2,21,2.0,MID,0.0,0.08,0.18,0.1,0.73,1.0,0.0,4.6,9.8,22.7,13.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.1,0.14,0.0,0.0,2.0,0.0,0.1,0.24,0.0,1.8,0.0,0.03,0.1,0.06,0.44,0.67,0.0,2.5,7.33,8.3,9.33,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.0,1.67,0.0,0.67,0.06,0.05,0.0,0.0,0.67,0.0,0.06,0.23,0.13,2.0,0.0,0.05,0.2,0.15,0.46,1.0,0.0,3.22,7.16,8.08,17.0,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6,1.4,1.6,0.0,1.2,0.2,0.04,0.0,0.0,0.6,0.0,0.2,0.39,0.17,1.6
0,0,14,0,2.0,624,0.01,0.11,0.1,1.56,212,2,0,1.6,8.8,2023-02-04,64,4,0,0,0,0,22,0,1278,1,0,3,5.0,2,-50,110,160,4.7,False,0,624,0,1,0.0860932990908622,68,Brentford,Southampton,3,0,18413,2022,573236,0.0,0,0,0,0.0860932990908622,0.0977742969989776,0.0116809997707605,10072,Southampton,Samuel Edozie,Samuel Edozie,2,3,22,2.3,MID,1.0,0.01,0.01,0.0,1.02,0.0,0.0,1.6,9.4,2.1,4.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.03,0.06,0.03,0.61,0.33,0.0,2.13,6.47,8.3,6.33,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,0.33,2.0,0.0,0.33,0.03,0.05,0.0,0.0,0.67,0.0,0.03,0.09,0.01,2.0,0.2,0.04,0.15,0.11,0.6,1.0,0.0,3.08,7.96,8.32,14.4,61.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.6,0.8,2.0,0.0,1.0,0.11,0.04,0.0,0.0,0.6,0.0,0.11,0.24,0.1,2.0
0,0,2,0,0.1,624,0.0,0.0,0.0,0.23,229,1,0,0.0,0.2,2023-02-11,10,20,0,0,0,0,23,0,1344,0,2,1,0.0,1,45,143,98,4.7,True,0,624,0,0,0.0,7,Southampton,Wolverhampton Wanderers,1,2,18430,2022,574823,0.0,0,0,0,0.0,0.0,0.0,10072,Southampton,Samuel Edozie,Samuel Edozie,2,2,23,1.5,MID,0.0,0.01,0.11,0.1,1.56,2.0,0.0,1.6,8.8,2.0,5.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.01,2.3,0.33,0.03,0.1,0.07,1.1,1.0,0.0,2.6,9.33,8.93,7.33,61.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.33,2.33,0.0,0.67,0.06,0.05,0.0,0.0,0.67,0.0,0.06,0.11,0.0,2.03,0.2,0.02,0.08,0.06,0.78,0.8,0.0,2.14,8.04,5.8,7.4,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.2,2.0,0.0,0.6,0.05,0.03,0.0,0.0,0.4,0.0,0.05,0.16,0.08,2.06
0,0,4,0,0.8,624,0.0,0.0,0.0,0.27,307,0,0,0.3,2.2,2023-04-15,10,7,0,0,0,0,31,0,1271,0,2,0,0.0,1,45,74,29,4.6,True,0,624,0,0,0.0,9,Southampton,Crystal Palace,0,2,18508,2022,588434,0.0,0,0,0,0.0,0.0,0.0,10072,Southampton,Samuel Edozie,Samuel Edozie,2,2,31,-0.2,MID,0.0,0.0,0.0,0.0,0.23,1.0,0.0,0.0,0.2,0.1,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.33,0.01,0.04,0.03,0.94,1.0,0.0,1.07,6.13,1.4,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,1.33,2.0,0.0,0.33,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,1.93,0.2,0.02,0.06,0.04,0.73,0.8,0.0,1.6,5.68,5.4,4.8,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,1.0,1.8,0.0,0.4,0.04,0.03,0.0,0.0,0.4,0.0,0.04,0.07,0.01,1.96
0,0,8,0,24.8,624,0.04,0.04,0.0,0.12,347,0,0,4.3,10.2,2023-05-08,14,16,0,0,0,0,35,0,1343,0,3,4,8.0,1,24,57,33,4.6,False,0,624,0,0,0.0,11,Nottingham Forest,Southampton,4,3,18548,2022,595871,0.0318086482584476,0,2,0,0.0,0.0118979625403881,0.0,10072,Southampton,Samuel Edozie,Samuel Edozie,2,2,35,-0.1,MID,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.3,2.2,0.8,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.04,0.03,0.69,1.0,0.0,0.63,3.73,0.97,1.67,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,1.33,1.33,0.0,0.33,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,1.2,0.2,0.02,0.06,0.04,0.76,0.8,0.0,1.62,6.08,5.54,4.4,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.4,1.0,1.8,0.0,0.4,0.04,0.03,0.0,0.0,0.4,0.0,0.04,0.07,0.0,1.48
