assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,3,0,0.5,191,0.0,0.12,0.12,0.0,96,0,0,3.7,0.0,2022-10-09,14,14,0,0,0,0,10,0,20933,0,2,1,36.0,1,-381,195,576,7.9,True,0,191,,,0,1,0.0536856018006801,12,Sub,Everton,Manchester United,1,2,18297,2022,555245,0.0,0,0,0,0.0536856018006801,0.0,0.0,5555,Everton,Dominic Calvert-Lewin,Dominic Calvert-Lewin,3,2,10,0.2,FWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,2,0,0.0,191,0.0,0.0,0.0,0.43,109,1,0,0.1,0.0,2022-10-15,24,18,0,0,0,0,11,0,21962,0,0,2,2.0,1,617,1025,408,7.9,False,0,191,,,0,0,0.0,22,Sub,Tottenham,Everton,2,0,18310,2022,556201,0.0,0,0,0,0.0,0.0,0.0,5555,Everton,Dominic Calvert-Lewin,Dominic Calvert-Lewin,2,4,11,0.0,FWD,0.0,0.0,0.12,0.12,0.0,0.0,0.0,3.7,0.0,0.5,36.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.04,0.04,0.0,0.0,0.0,1.23,0.0,0.17,12.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.33,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.74,0.0,0.1,7.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04
0,0,-8,0,0.7,191,0.0,0.17,0.17,0.89,120,1,0,0.3,0.0,2022-10-19,72,15,0,0,0,0,12,0,24245,1,0,1,8.0,1,1061,1651,590,7.9,False,1,191,,,0,1,0.0609567016363143,75,FW,Newcastle United,Everton,1,0,18319,2022,557573,0.0,0,0,0,0.0609567016363143,0.0,0.0,5555,Everton,Dominic Calvert-Lewin,Dominic Calvert-Lewin,2,4,12,0.0,FWD,0.0,0.0,0.0,0.0,0.43,1.0,0.0,0.1,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.14,0.33,0.0,1.27,0.0,0.17,12.67,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.67,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.0,0.02,0.02,0.09,0.2,0.0,0.76,0.0,0.1,7.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04
0,2,32,1,3.4,191,0.01,0.19,0.18,0.87,123,0,1,5.8,35.4,2022-10-22,77,7,0,0,0,0,13,0,25835,1,0,3,19.0,8,2010,3124,1114,7.9,True,0,191,,,1,1,0.3124989867210388,81,FW,Everton,Crystal Palace,3,0,18324,2022,558272,0.0,0,0,1,0.3124989867210388,0.3912160098552704,0.3912160098552704,5555,Everton,Dominic Calvert-Lewin,Dominic Calvert-Lewin,2,2,13,2.2,FWD,0.0,0.0,0.17,0.17,0.89,1.0,0.0,0.3,0.0,0.7,8.0,72.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.44,0.67,0.0,1.37,0.0,0.4,15.33,36.67,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.67,1.33,1.0,0.0,0.67,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.07,0.0,0.0,0.06,0.06,0.26,0.4,0.0,0.82,0.0,0.24,9.2,22.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.8,0.6,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04
0,0,1,1,3.0,191,0.01,0.51,0.5,1.93,136,0,0,2.1,4.8,2022-10-29,90,9,0,0,0,0,14,0,60079,1,0,0,13.0,2,32450,35582,3132,7.9,False,0,191,,,0,1,0.6024749875068665,90,FW,Fulham,Everton,0,0,18337,2022,560371,0.0,0,0,0,0.6024749875068665,0.6024749875068665,0.0,5555,Everton,Dominic Calvert-Lewin,Dominic Calvert-Lewin,2,2,14,2.2,FWD,1.0,0.01,0.19,0.18,0.87,0.0,1.0,5.8,35.4,3.4,19.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,1.0,1.0,0.31,0.0,0.0,0.0,0.0,1.0,0.31,0.39,0.39,2.2,0.33,0.0,0.12,0.12,0.73,0.67,0.33,2.07,11.8,1.37,9.67,57.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.0,2.0,3.33,0.33,0.67,0.12,0.0,0.0,0.0,0.0,0.33,0.12,0.13,0.13,0.73,0.2,0.0,0.1,0.09,0.44,0.4,0.2,1.98,7.08,0.92,13.0,37.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4,1.4,2.2,0.2,0.6,0.09,0.0,0.0,0.0,0.0,0.2,0.09,0.08,0.08,0.48
0,0,6,0,12.6,191,0.12,0.64,0.52,1.54,143,1,0,5.9,3.8,2022-11-05,60,10,0,0,0,0,15,0,147279,1,2,0,43.0,2,83471,92480,9009,7.9,True,0,191,,,0,3,0.5576689839363098,63,FW,Everton,Leicester,0,2,18344,2022,562164,0.3468120098114013,0,1,0,0.5576689839363098,0.9044809937477112,0.0,5555,Everton,Dominic Calvert-Lewin,Dominic Calvert-Lewin,3,2,15,2.8,FWD,1.0,0.01,0.51,0.5,1.93,0.0,0.0,2.1,4.8,3.0,13.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,2.2,0.67,0.01,0.29,0.28,1.23,0.33,0.33,2.73,13.4,2.37,13.33,79.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.0,1.33,3.67,0.33,1.0,0.33,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.13,1.47,0.4,0.0,0.2,0.19,0.82,0.4,0.2,2.4,8.04,1.52,15.6,55.4,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.4,1.4,2.6,0.2,0.8,0.21,0.0,0.0,0.0,0.0,0.2,0.21,0.2,0.08,0.92
0,0,2,0,0.3,191,0.01,0.01,0.0,0.83,175,1,0,0.2,0.0,2022-12-31,69,13,0,0,0,0,18,0,32529,1,1,1,2.0,2,-3247,491,3738,7.9,False,0,191,,,0,0,0.0,73,FW,Manchester City,Everton,1,1,18376,2022,566466,0.0,0,0,0,0.0,0.0,0.0,5555,Everton,Dominic Calvert-Lewin,Dominic Calvert-Lewin,2,5,18,0.0,FWD,0.0,0.12,0.64,0.52,1.54,1.0,0.0,5.9,3.8,12.6,43.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,0.56,0.35,0.0,0.0,1.0,0.0,0.56,0.9,0.0,2.8,0.67,0.05,0.45,0.4,1.45,0.33,0.33,4.6,14.67,6.33,25.0,75.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.0,4.0,0.33,1.67,0.49,0.12,0.0,0.0,0.33,0.33,0.49,0.63,0.13,2.4,0.4,0.03,0.3,0.27,1.13,0.6,0.2,2.84,8.8,3.94,17.0,64.6,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.4,1.2,2.8,0.2,1.2,0.31,0.07,0.0,0.0,0.2,0.2,0.31,0.38,0.08,1.44
0,0,5,0,21.1,191,0.04,0.15,0.11,2.14,186,4,0,3.6,3.4,2023-01-03,82,5,0,0,0,0,19,0,36954,1,4,1,11.0,2,3907,5269,1362,7.9,True,0,191,,,0,2,0.0886437967419624,85,FW,Everton,Brighton,1,4,18387,2022,567052,0.0828827023506164,0,2,0,0.0886437967419624,0.1830160021781921,0.0729577988386154,5555,Everton,Dominic Calvert-Lewin,Dominic Calvert-Lewin,3,2,19,1.3,FWD,0.0,0.01,0.01,0.0,0.83,1.0,0.0,0.2,0.0,0.3,2.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.05,0.39,0.34,1.43,0.67,0.0,2.73,2.87,5.3,19.33,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.33,2.0,0.0,1.33,0.39,0.12,0.0,0.0,0.33,0.0,0.39,0.5,0.0,1.67,0.4,0.03,0.3,0.27,1.21,0.6,0.2,2.86,8.8,4.0,17.0,73.6,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.6,1.0,3.0,0.2,1.2,0.31,0.07,0.0,0.0,0.2,0.2,0.31,0.38,0.08,1.44
0,0,4,0,13.3,191,0.01,0.2,0.19,1.24,195,2,0,5.1,7.8,2023-01-14,90,17,0,0,0,0,20,0,41897,1,2,1,30.0,2,4043,7919,3876,7.9,True,0,191,,,0,2,0.1296609938144683,90,FW,Everton,Southampton,1,2,18396,2022,568872,0.0352387987077236,0,1,0,0.1296609938144683,0.1098539978265762,0.0,5555,Everton,Dominic Calvert-Lewin,Dominic Calvert-Lewin,2,2,20,1.5,FWD,0.0,0.04,0.15,0.11,2.14,4.0,0.0,3.6,3.4,21.1,11.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,2.0,0.09,0.08,0.0,0.0,2.0,0.0,0.09,0.18,0.07,1.3,0.0,0.06,0.27,0.21,1.5,2.0,0.0,3.23,2.4,11.33,18.67,70.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,0.67,2.0,0.0,1.67,0.22,0.14,0.0,0.0,1.0,0.0,0.22,0.36,0.02,1.37,0.4,0.04,0.3,0.26,1.46,1.2,0.2,3.52,9.48,8.08,17.6,75.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.0,3.2,0.2,1.4,0.31,0.09,0.0,0.0,0.6,0.2,0.31,0.42,0.09,1.7
0,0,1,0,3.3,191,0.02,0.35,0.33,2.33,210,2,0,1.7,0.0,2023-01-21,90,19,0,0,0,0,21,0,38827,1,0,2,14.0,2,-3466,1907,5373,7.9,False,0,191,,,0,1,0.1105780005455017,90,FW,West Ham,Everton,2,0,18411,2022,570171,0.0,0,0,0,0.1105780005455017,0.0,0.0,5555,Everton,Dominic Calvert-Lewin,Dominic Calvert-Lewin,2,3,21,1.6,FWD,0.0,0.01,0.2,0.19,1.24,2.0,0.0,5.1,7.8,13.3,30.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.13,0.04,0.0,0.0,1.0,0.0,0.13,0.11,0.0,1.5,0.0,0.02,0.12,0.1,1.4,2.33,0.0,2.97,3.73,11.57,14.33,80.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,1.0,2.0,0.0,1.33,0.07,0.04,0.0,0.0,1.0,0.0,0.07,0.1,0.02,0.93,0.2,0.04,0.3,0.26,1.54,1.6,0.0,3.38,3.96,10.06,19.8,78.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,0.6,2.0,0.0,1.6,0.28,0.09,0.0,0.0,0.8,0.0,0.28,0.36,0.01,1.56
