assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,ownership_change,percenatge_net_transfers
0.0,0.0,5.0,0.0,10.5,45.0,0.04,0.04,0.0,1.06,7.0,0.0,0.0,1.9,8.8,2024-08-17,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,19.0,0.0,0.0,0.0,0.0,1.0,0.0,328876.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,False,0.0,45.0,0.0,0.0,0.0,13.0,West Ham,Aston Villa,1.0,2.0,26608.0,2024.0,666476.0,0.1170651763677597,0.0,1.0,0.0,0.0,0.5128955841064453,0.3958303928375244,11807.0,Aston Villa,3.0,2.0,1.0,2.4,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,15.1,45.0,0.09,0.09,0.0,0.38,11.0,1.0,0.0,2.0,4.4,2024-08-24,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,2.0,0.0,323572.0,0.0,2.0,0.0,0.0,1.0,-31197.0,11415.0,42612.0,5.0,True,0.0,45.0,0.0,0.0,0.0,8.0,Aston Villa,Arsenal,0.0,2.0,26618.0,2024.0,668271.0,0.0651178881525993,0.0,1.0,0.0,0.0,0.0805603638291359,0.0154424728825688,11807.0,Aston Villa,4.0,3.0,2.0,0.0,DEF,0.0,0.04,0.04,0.0,1.06,0.0,0.0,1.9,8.8,10.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.12,0.0,1.0,0.0,0.0,0.51,0.4,2.4,328876.0,0.0,0.04,0.04,0.0,1.06,0.0,0.0,1.9,8.8,10.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.12,0.0,1.0,0.0,0.0,0.51,0.4,2.4,328876.0,-5304.0,-0.5774335054694875
0.0,0.0,2.0,0.0,0.0,45.0,0.0,0.01,0.01,0.05,26.0,0.0,0.0,0.4,2.0,2024-08-31,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,11.0,0.0,0.0,0.0,0.0,3.0,0.0,295141.0,0.0,2.0,1.0,2.0,1.0,-36777.0,16361.0,53138.0,5.0,False,0.0,45.0,0.0,1.0,0.0100483559072017,9.0,Leicester,Aston Villa,1.0,2.0,26626.0,2024.0,671839.0,0.0,0.0,0.0,0.0,0.0100483559072017,0.0100483559072017,0.0,11807.0,Aston Villa,3.0,2.0,3.0,1.5,DEF,0.0,0.13,0.13,0.0,1.44,1.0,0.0,3.9,13.2,25.6,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.18,0.0,2.0,0.0,0.0,0.59,0.41,2.4,652448.0,0.0,0.13,0.13,0.0,1.44,1.0,0.0,3.9,13.2,25.6,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.18,0.0,2.0,0.0,0.0,0.59,0.41,2.4,652448.0,-28431.0,-0.5291730816270738
0.0,0.0,9.0,0.0,36.0,45.0,0.4,0.4,0.0,0.23,31.0,0.0,0.0,4.3,3.4,2024-09-14,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,8.0,0.0,0.0,0.0,0.0,4.0,0.0,258765.0,0.0,2.0,3.0,4.0,1.0,-41926.0,10650.0,52576.0,4.9,True,0.0,45.0,0.0,0.0,0.0,14.0,Aston Villa,Everton,3.0,2.0,26638.0,2024.0,673934.0,0.3750246167182922,0.0,3.0,0.0,0.0,0.2613515555858612,0.1478143036365509,11807.0,Aston Villa,2.0,3.0,4.0,1.0,DEF,0.0,0.13,0.14,0.01,1.49,1.0,0.0,4.3,15.2,25.6,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,1.0,0.01,0.18,0.0,2.0,0.0,0.01,0.6,0.41,3.9,947589.0,0.0,0.13,0.14,0.01,1.49,1.0,0.0,4.3,15.2,25.6,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,1.0,0.01,0.18,0.0,2.0,0.0,0.01,0.6,0.41,3.9,947589.0,-36376.0,-0.6631132761838484
0.0,0.0,1.0,0.0,1.8,45.0,0.02,0.02,0.0,0.0,41.0,0.0,0.0,1.2,4.0,2024-09-21,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20.0,0.0,0.0,0.0,0.0,5.0,0.0,241577.0,0.0,1.0,3.0,6.0,1.0,-20186.0,5762.0,25948.0,4.9,True,0.0,45.0,0.0,0.0,0.0,38.0,Aston Villa,Wolverhampton Wanderers,3.0,1.0,26647.0,2024.0,675759.0,0.0,0.0,0.0,0.0,0.0,0.9310151934623718,0.9310151934623718,11807.0,Aston Villa,2.0,3.0,5.0,1.0,DEF,0.0,0.49,0.5,0.01,0.66,1.0,0.0,6.7,9.8,51.1,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,0.0,1.0,0.01,0.44,0.0,4.0,0.0,0.01,0.35,0.16,2.5,877478.0,0.0,0.53,0.54,0.01,1.72,1.0,0.0,8.6,18.6,61.6,6.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,4.0,0.0,1.0,0.01,0.56,0.0,5.0,0.0,0.01,0.86,0.56,4.9,1206354.0,-17188.0,-0.6365815200252286
0.0,0.0,3.0,0.0,1.0,45.0,0.0,0.0,0.0,0.07,56.0,0.0,0.0,0.2,1.4,2024-09-29,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,0.0,0.0,0.0,0.0,6.0,0.0,224065.0,0.0,2.0,2.0,0.0,1.0,-19469.0,6866.0,26335.0,4.9,False,0.0,45.0,0.0,0.0,0.0,3.0,Ipswich,Aston Villa,2.0,2.0,26659.0,2024.0,678388.0,0.0,0.0,0.0,0.0,0.0,0.0142383761703968,0.0142383761703968,11807.0,Aston Villa,3.0,2.0,6.0,1.5,DEF,0.0,0.42,0.43,0.01,0.28,0.0,0.0,5.9,9.4,37.8,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,0.0,1.0,0.01,0.38,0.0,3.0,0.0,0.01,1.2,1.08,3.5,795483.0,0.0,0.55,0.56,0.01,1.72,1.0,0.0,9.8,22.6,63.4,12.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,5.0,0.0,1.0,0.01,0.56,0.0,5.0,0.0,0.01,1.8,1.49,5.9,1447931.0,-17512.0,-0.5863980000602391
0.0,0.0,4.0,0.0,14.7,45.0,0.09,0.09,0.0,0.1,62.0,0.0,0.0,2.0,3.0,2024-10-06,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14.0,0.0,0.0,0.0,0.0,7.0,0.0,208397.0,0.0,0.0,0.0,2.0,1.0,-17171.0,4136.0,21307.0,4.8,True,0.0,45.0,0.0,0.0,0.0,2.0,Aston Villa,Manchester United,0.0,0.0,26670.0,2024.0,680086.0,0.0798561498522758,0.0,1.0,0.0,0.0,0.1652424335479736,0.0853862762451171,11807.0,Aston Villa,3.0,3.0,7.0,1.0,DEF,0.0,0.42,0.42,0.0,0.3,0.0,0.0,5.7,8.8,38.8,10.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.38,0.0,3.0,0.0,0.0,1.21,1.09,3.5,724407.0,0.0,0.51,0.52,0.01,0.73,1.0,0.0,8.1,15.2,53.9,12.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,5.0,0.0,1.0,0.01,0.44,0.0,4.0,0.0,0.01,1.3,1.11,5.0,1343120.0,-15668.0,-0.6748811067877216
0.0,0.0,-2.0,0.0,4.2,45.0,0.04,0.04,0.0,0.12,82.0,1.0,0.0,1.1,5.2,2024-10-26,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,9.0,0.0,193549.0,0.0,1.0,1.0,2.0,1.0,-7695.0,2749.0,10444.0,4.8,True,0.0,45.0,0.0,0.0,0.0,15.0,Aston Villa,Bournemouth,1.0,1.0,26684.0,2024.0,682973.0,0.0,0.0,0.0,0.0,0.0,0.714909017086029,0.714909017086029,11807.0,Aston Villa,3.0,3.0,9.0,0.8,DEF,0.0,0.09,0.09,0.0,0.17,0.0,0.0,2.2,4.4,15.7,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.08,0.0,1.0,0.0,0.0,0.18,0.1,2.5,432462.0,0.0,0.51,0.51,0.0,0.4,0.0,0.0,7.7,11.8,53.5,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,4.0,0.0,0.0,0.0,0.45,0.0,4.0,0.0,0.0,1.37,1.18,4.5,932804.0,-14848.0,-0.58326385204275
0.0,0.0,4.0,0.0,11.4,45.0,0.02,0.02,0.0,0.67,105.0,1.0,0.0,2.0,6.2,2024-11-09,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12.0,0.0,0.0,0.0,0.0,11.0,0.0,175981.0,0.0,0.0,2.0,2.0,1.0,-8753.0,908.0,9661.0,4.7,False,0.0,45.0,0.0,0.0,0.0,13.0,Liverpool,Aston Villa,2.0,0.0,26707.0,2024.0,686997.0,0.0646175891160965,0.0,1.0,0.0,0.0,0.0646175891160965,0.0646175891160965,11807.0,Aston Villa,3.0,5.0,11.0,-0.3,DEF,0.0,0.04,0.04,0.0,0.12,1.0,0.0,1.1,5.2,4.2,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.8,193549.0,0.0,0.13,0.13,0.0,0.29,1.0,0.0,3.3,9.6,19.9,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.08,0.0,1.0,0.0,0.0,0.89,0.81,3.3,626011.0,-17568.0,-0.8281767433058946
0.0,0.0,7.0,0.0,23.2,45.0,0.04,0.1,0.06,1.01,112.0,2.0,0.0,6.1,9.8,2024-11-23,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,0.0,0.0,0.0,0.0,12.0,0.0,165805.0,1.0,2.0,2.0,28.0,0.0,-10438.0,650.0,11088.0,4.7,True,1.0,45.0,0.0,2.0,0.0674946755170822,74.0,Aston Villa,Crystal Palace,2.0,2.0,26716.0,2024.0,688426.0,0.0998500287532806,0.0,1.0,0.0,0.0674946755170822,0.1813894957304,0.1449814885854721,11807.0,Aston Villa,3.0,3.0,12.0,0.2,DEF,0.0,0.06,0.06,0.0,0.79,2.0,0.0,3.1,11.4,15.6,4.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.06,0.0,1.0,0.0,0.0,0.78,0.78,0.5,369530.0,0.0,0.15,0.15,0.0,0.89,2.0,0.0,5.1,14.4,30.3,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.14,0.0,2.0,0.0,0.0,0.94,0.86,1.5,577927.0,-10176.0,-0.8892485943090817
