perfomance_names,perfomance_odds,contest
Matheus Cunha Perf,19 - 22,Nottingham Forest v Man Utd
Bryan Mbeumo Perf,17 - 19.5,Nottingham Forest v Man Utd
Patrick Dorgu Perf,17 - 19.5,Nottingham Forest v Man Utd
Mason Mount Perf,16 - 18.5,Nottingham Forest v Man Utd
Harry Maguire Perf,16 - 18.5,Nottingham Forest v Man Utd
Amad Diallo Perf,15 - 17.5,Nottingham Forest v Man Utd
Leny Yoro Perf,14.5 - 17,Nottingham Forest v Man Utd
Diogo Dalot Perf,13.5 - 16,Nottingham Forest v Man Utd
Matthijs de Ligt Perf,13.5 - 16,Nottingham Forest v Man Utd
Luke Shaw Perf,12.5 - 15,Nottingham Forest v Man Utd
Benjamin Sesko Perf,10 - 12.5,Nottingham Forest v Man Utd
Joao Palhinha Perf,18.5 - 21,Tottenham v Chelsea
Pedro Porro Perf,16.5 - 19,Tottenham v Chelsea
Cristian Romero Perf,16.5 - 19,Tottenham v Chelsea
Mohammed Kudus Perf,15 - 17.5,Tottenham v Chelsea
Kevin Danso Perf,15 - 17.5,Tottenham v Chelsea
Micky van de Ven Perf,14 - 16.5,Tottenham v Chelsea
Rodrigo Bentancur Perf,13.5 - 16,Tottenham v Chelsea
Xavi Simons Perf,13 - 15.5,Tottenham v Chelsea
Mathys Tel Perf,12.5 - 15,Tottenham v Chelsea
Djed Spence Perf,12.5 - 15,Tottenham v Chelsea
Richarlison Perf,12 - 14.5,Tottenham v Chelsea
Randal Kolo Muani Perf,10.5 - 13,Tottenham v Chelsea
Brennan Johnson Perf,10 - 12.5,Tottenham v Chelsea
Enzo Fernandez Perf,22 - 25,Tottenham v Chelsea
Moises Caicedo Perf,17.5 - 20,Tottenham v Chelsea
Reece James Perf,16.5 - 19,Tottenham v Chelsea
Malo Gusto Perf,15.5 - 18,Tottenham v Chelsea
Joao Pedro Perf,15 - 17.5,Tottenham v Chelsea
Marc Cucurella Perf,15 - 17.5,Tottenham v Chelsea
Trevoh Chalobah Perf,14.5 - 17,Tottenham v Chelsea
Josh Acheampong Perf,14 - 16.5,Tottenham v Chelsea
Pedro Neto Perf,12.5 - 15,Tottenham v Chelsea
Estevao Perf,12.5 - 15,Tottenham v Chelsea
Wesley Fofana Perf,12 - 14.5,Tottenham v Chelsea
Alejandro Garnacho Perf,11.5 - 14,Tottenham v Chelsea
Marc Guiu Perf,8.5 - 10.5,Tottenham v Chelsea
Dominik Szoboszlai Perf,23 - 26,Liverpool v Aston Villa
Mohamed Salah Perf,20 - 23,Liverpool v Aston Villa
Virgil van Dijk Perf,19 - 22,Liverpool v Aston Villa
Ryan Gravenberch Perf,17 - 19.5,Liverpool v Aston Villa
Ibrahima Konate Perf,16.5 - 19,Liverpool v Aston Villa
Florian Wirtz Perf,16.5 - 19,Liverpool v Aston Villa
Cody Gakpo Perf,16 - 18.5,Liverpool v Aston Villa
Hugo Ekitike Perf,15.5 - 18,Liverpool v Aston Villa
Conor Bradley Perf,15.5 - 18,Liverpool v Aston Villa
Andrew Robertson Perf,15 - 17.5,Liverpool v Aston Villa
Amadou Onana Perf,14 - 16.5,Liverpool v Aston Villa
Boubacar Kamara Perf,13 - 15.5,Liverpool v Aston Villa
John McGinn Perf,11 - 13.5,Liverpool v Aston Villa
Morgan Rogers Perf,11.5 - 14,Liverpool v Aston Villa
Lucas Digne Perf,11 - 13.5,Liverpool v Aston Villa
Matty Cash Perf,10.5 - 13,Liverpool v Aston Villa
Ezri Konsa Perf,10.5 - 13,Liverpool v Aston Villa
Ollie Watkins Perf,9 - 11.5,Liverpool v Aston Villa
Pau Torres Perf,9.5 - 12,Liverpool v Aston Villa
Lucas Paqueta Perf,17.5 - 20,West Ham v Newcastle
Aaron Wan-Bissaka Perf,14 - 16.5,West Ham v Newcastle
Jarrod Bowen Perf,13.5 - 16,West Ham v Newcastle
Soungoutou Magassa Perf,13.5 - 16,West Ham v Newcastle
Jean-Clair Todibo Perf,13 - 15.5,West Ham v Newcastle
Mateus Fernandes Perf,12.5 - 15,West Ham v Newcastle
El Hadji Malick Diouf Perf,12 - 14.5,West Ham v Newcastle
Konstantinos Mavropanos Perf,12 - 14.5,West Ham v Newcastle
Tomas Soucek Perf,11.5 - 14,West Ham v Newcastle
Andy Irving Perf,11 - 13.5,West Ham v Newcastle
Max Kilman Perf,10 - 12.5,West Ham v Newcastle
Kyle Walker-Peters Perf,10 - 12.5,West Ham v Newcastle
Crysencio Summerville Perf,9.5 - 12,West Ham v Newcastle
Niclas Fullkrug Perf,6 - 8,West Ham v Newcastle
Callum Wilson Perf,4.5 - 6.5,West Ham v Newcastle
Bruno Guimaraes Perf,23 - 26,West Ham v Newcastle
Anthony Gordon Perf,21 - 24,West Ham v Newcastle
Sandro Tonali Perf,21 - 24,West Ham v Newcastle
Kieran Trippier Perf,20 - 23,West Ham v Newcastle
Fabian Schar Perf,17.5 - 20,West Ham v Newcastle
Joelinton Perf,16.5 - 19,West Ham v Newcastle
Harvey Barnes Perf,16.5 - 19,West Ham v Newcastle
Nick Woltemade Perf,16 - 18.5,West Ham v Newcastle
Lewis Miley Perf,16 - 18.5,West Ham v Newcastle
Malick Thiaw Perf,15 - 17.5,West Ham v Newcastle
Sven Botman Perf,14 - 16.5,West Ham v Newcastle
Anthony Elanga Perf,14 - 16.5,West Ham v Newcastle
Dan Burn Perf,12.5 - 15,West Ham v Newcastle
Jacob Murphy Perf,12.5 - 15,West Ham v Newcastle
Erling Haaland Perf,24 - 27,Man City v Bournemouth
Rayan Cherki Perf,20 - 23,Man City v Bournemouth
Josko Gvardiol Perf,19 - 22,Man City v Bournemouth
Phil Foden Perf,19 - 22,Man City v Bournemouth
Ruben Dias Perf,19 - 22,Man City v Bournemouth
Bernardo Silva Perf,18.5 - 21,Man City v Bournemouth
Oscar Bobb Perf,18 - 20.5,Man City v Bournemouth
Jeremy Doku Perf,18 - 20.5,Man City v Bournemouth
Nicolas Gonzalez Perf,18 - 20.5,Man City v Bournemouth
Savinho Perf,17.5 - 20,Man City v Bournemouth
Tijani Reijnders Perf,17.5 - 20,Man City v Bournemouth
Omar Marmoush Perf,17 - 19.5,Man City v Bournemouth
Matheus Nunes Perf,16.5 - 19,Man City v Bournemouth
Nico O'Reilly Perf,16 - 18.5,Man City v Bournemouth
John Stones Perf,15 - 17.5,Man City v Bournemouth
Tyler Adams Perf,14.5 - 17,Man City v Bournemouth
Ryan Christie Perf,14.5 - 17,Man City v Bournemouth
Marcus Tavernier Perf,14 - 16.5,Man City v Bournemouth
Antoine Semenyo Perf,14.5 - 17,Man City v Bournemouth
Marcos Senesi Perf,13.5 - 16,Man City v Bournemouth
Alex Scott Perf,13 - 15.5,Man City v Bournemouth
Bafode Diakite Perf,12 - 14.5,Man City v Bournemouth
David Brooks Perf,11 - 13.5,Man City v Bournemouth
Adrien Truffert Perf,10.5 - 13,Man City v Bournemouth
Alex Jimenez Perf,9.5 - 12,Man City v Bournemouth
Veljko Milosavljevic Perf,9.5 - 12,Man City v Bournemouth
Justin Kluivert Perf,9 - 11,Man City v Bournemouth
Evanilson Perf,9 - 11,Man City v Bournemouth
Eli Junior Kroupi Perf,6.5 - 8.5,Man City v Bournemouth
