home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Crystal Palace,Liverpool,Odsonne Edouard,12/5,14/1,70/1
Crystal Palace,Liverpool,Eberechi Eze,4/1,28/1,200/1
Crystal Palace,Liverpool,Jean-Philippe Mateta,10/3,22/1,150/1
Crystal Palace,Liverpool,Jordan Ayew,5/1,40/1,250/1
Crystal Palace,Liverpool,Malcolm Ebiowei,7/1,55/1,400/1
Crystal Palace,Liverpool,Jeffrey Schlupp,7/1,55/1,400/1
Crystal Palace,Liverpool,Matheus Franca,6/1,50/1,300/1
Crystal Palace,Liverpool,Michael Olise,13/2,55/1,300/1
Crystal Palace,Liverpool,Jefferson Lerma,15/2,66/1,400/1
Crystal Palace,Liverpool,Will Hughes,10/1,100/1,500/1
Crystal Palace,Liverpool,Joachim Andersen,10/1,125/1,500/1
Crystal Palace,Liverpool,Jairo Riedewald,14/1,200/1,500/1
Crystal Palace,Liverpool,David Ozoh,14/1,200/1,500/1
Crystal Palace,Liverpool,Naouirou Ahamada,12/1,200/1,500/1
Crystal Palace,Liverpool,Chris Richards,16/1,250/1,500/1
Crystal Palace,Liverpool,Marc Guehi,18/1,250/1,500/1
Crystal Palace,Liverpool,James Tomkins,16/1,250/1,500/1
Crystal Palace,Liverpool,Joel Ward,20/1,300/1,500/1
Crystal Palace,Liverpool,Nathan Ferguson,22/1,300/1,500/1
Crystal Palace,Liverpool,Nathaniel Clyne,25/1,400/1,500/1
Crystal Palace,Liverpool,Tyrick Mitchell,25/1,400/1,500/1
Crystal Palace,Liverpool,Mohamed Salah,23/20,13/2,22/1
Crystal Palace,Liverpool,Darwin Nunez,29/20,8/1,33/1
Crystal Palace,Liverpool,Cody Gakpo,6/4,17/2,35/1
Crystal Palace,Liverpool,Luis Diaz,2/1,12/1,55/1
Crystal Palace,Liverpool,Ben Doak,21/10,14/1,60/1
Crystal Palace,Liverpool,James McConnell,5/1,40/1,250/1
Crystal Palace,Liverpool,Dominik Szoboszlai,4/1,28/1,200/1
Crystal Palace,Liverpool,Harvey Elliott,4/1,28/1,200/1
Crystal Palace,Liverpool,Curtis Jones,24/5,40/1,250/1
Crystal Palace,Liverpool,Alexis Mac Allister,11/2,45/1,250/1
Crystal Palace,Liverpool,Ryan Gravenberch,6/1,50/1,300/1
Crystal Palace,Liverpool,Trent Alexander-Arnold,7/1,60/1,400/1
Crystal Palace,Liverpool,Wataru Endo,6/1,50/1,300/1
Crystal Palace,Liverpool,Virgil van Dijk,17/2,90/1,500/1
Crystal Palace,Liverpool,Conor Bradley,10/1,100/1,500/1
Crystal Palace,Liverpool,Luke Chambers,12/1,150/1,500/1
Crystal Palace,Liverpool,Calum Scanlon,11/1,150/1,500/1
Crystal Palace,Liverpool,Joel Matip,14/1,200/1,500/1
Crystal Palace,Liverpool,Konstantinos Tsimikas,14/1,200/1,500/1
Crystal Palace,Liverpool,Joseph Gomez,14/1,200/1,500/1
Crystal Palace,Liverpool,Ibrahima Konate,14/1,200/1,500/1
Crystal Palace,Liverpool,Jarell Quansah,14/1,200/1,500/1
Brighton,Burnley,Evan Ferguson,23/20,13/2,25/1
Brighton,Burnley,Joao Pedro,13/10,15/2,28/1
Brighton,Burnley,Mark O'Mahony,15/8,11/1,50/1
Brighton,Burnley,Simon Adingra,9/5,11/1,45/1
Brighton,Burnley,Kaoru Mitoma,17/10,10/1,45/1
Brighton,Burnley,Facundo Buonanotte,11/5,14/1,60/1
Brighton,Burnley,Luca Barrington,9/4,14/1,66/1
Brighton,Burnley,Benicio Baker-Boaitey,17/5,22/1,150/1
Brighton,Burnley,Pascal Gross,9/2,33/1,200/1
Brighton,Burnley,Adam Lallana,18/5,25/1,200/1
Brighton,Burnley,Jakub Moder,19/5,28/1,200/1
Brighton,Burnley,Jack Hinshelwood,11/2,45/1,300/1
Brighton,Burnley,Billy Gilmour,15/2,70/1,500/1
Brighton,Burnley,Mahmoud Dahoud,15/2,65/1,400/1
Brighton,Burnley,Carlos Baleba,15/2,70/1,500/1
Brighton,Burnley,Jan Paul van Hecke,8/1,80/1,500/1
Brighton,Burnley,James Milner,8/1,80/1,500/1
Brighton,Burnley,Adam Webster,8/1,80/1,500/1
Brighton,Burnley,Lewis Dunk,10/1,125/1,500/1
Brighton,Burnley,Leigh Kavanagh,12/1,150/1,500/1
Brighton,Burnley,Joel Veltman,12/1,150/1,500/1
Brighton,Burnley,Igor Julio,14/1,200/1,500/1
Brighton,Burnley,Michael Obafemi,4/1,33/1,200/1
Brighton,Burnley,Zeki Amdouni,18/5,25/1,200/1
Brighton,Burnley,Jay Rodriguez,4/1,33/1,200/1
Brighton,Burnley,Wilson Odobert,9/2,35/1,250/1
Brighton,Burnley,Manuel Benson,11/2,45/1,300/1
Brighton,Burnley,Aaron Ramsey,6/1,50/1,300/1
Brighton,Burnley,Mike Tresor,11/2,45/1,250/1
Brighton,Burnley,Luca Koleosho,6/1,45/1,300/1
Brighton,Burnley,Anass Zaroury,11/2,45/1,250/1
Brighton,Burnley,Nathan Redmond,7/1,60/1,400/1
Brighton,Burnley,Jacob Bruun Larsen,11/2,45/1,250/1
Brighton,Burnley,Josh Brownhill,15/2,65/1,400/1
Brighton,Burnley,Johann Berg Gudmundsson,7/1,60/1,400/1
Brighton,Burnley,Sander Berge,8/1,70/1,500/1
Brighton,Burnley,Dara O'Shea,14/1,200/1,500/1
Brighton,Burnley,Hannes Delcroix,14/1,200/1,500/1
Brighton,Burnley,Han-Noah Massengo,14/1,200/1,500/1
Brighton,Burnley,Connor Roberts,14/1,200/1,500/1
Brighton,Burnley,Vitinho,14/1,200/1,500/1
Brighton,Burnley,Jack Cork,16/1,250/1,500/1
Brighton,Burnley,Hjalmar Ekdal,16/1,250/1,500/1
Brighton,Burnley,Josh Cullen,16/1,250/1,500/1
Brighton,Burnley,Charlie Taylor,18/1,250/1,500/1
Brighton,Burnley,Ameen Al Dakhil,20/1,300/1,500/1
Brighton,Burnley,Louis Jordan Beyer,20/1,300/1,500/1
Man Utd,Bournemouth,Rasmus Hojlund,5/4,7/1,25/1
Man Utd,Bournemouth,Anthony Martial,11/8,15/2,28/1
Man Utd,Bournemouth,Marcus Rashford,6/4,17/2,33/1
Man Utd,Bournemouth,Joe Hugill,8/5,9/1,40/1
Man Utd,Bournemouth,Alejandro Garnacho,8/5,9/1,40/1
Man Utd,Bournemouth,Bruno Fernandes,19/10,12/1,50/1
Man Utd,Bournemouth,Omari Forson,12/5,14/1,70/1
Man Utd,Bournemouth,Antony,12/5,14/1,70/1
Man Utd,Bournemouth,Scott McTominay,14/5,18/1,100/1
Man Utd,Bournemouth,Mason Mount,12/5,14/1,70/1
Man Utd,Bournemouth,Facundo Pellistri,14/5,18/1,100/1
Man Utd,Bournemouth,Christian Eriksen,5/1,40/1,250/1
Man Utd,Bournemouth,Hannibal Mejbri,24/5,40/1,250/1
Man Utd,Bournemouth,Donny van de Beek,4/1,28/1,200/1
Man Utd,Bournemouth,Kobbie Mainoo,4/1,33/1,200/1
Man Utd,Bournemouth,Harry Maguire,7/1,60/1,400/1
Man Utd,Bournemouth,Sofyan Amrabat,15/2,66/1,400/1
Man Utd,Bournemouth,Sergio Reguilon,9/1,100/1,500/1
Man Utd,Bournemouth,Luke Shaw,11/1,125/1,500/1
Man Utd,Bournemouth,Raphael Varane,11/1,125/1,500/1
Man Utd,Bournemouth,Jonny Evans,11/1,125/1,500/1
Man Utd,Bournemouth,Diogo Dalot,11/1,125/1,500/1
Man Utd,Bournemouth,Victor Lindelof,12/1,200/1,500/1
Man Utd,Bournemouth,Aaron Wan-Bissaka,16/1,250/1,500/1
Man Utd,Bournemouth,Dominic Solanke,2/1,12/1,55/1
Man Utd,Bournemouth,Kieffer Moore,12/5,14/1,80/1
Man Utd,Bournemouth,Dango Ouattara,4/1,33/1,200/1
Man Utd,Bournemouth,Antoine Semenyo,29/10,18/1,125/1
Man Utd,Bournemouth,Philip Billing,16/5,20/1,150/1
Man Utd,Bournemouth,Luis Sinisterra,10/3,22/1,150/1
Man Utd,Bournemouth,Justin Kluivert,4/1,28/1,200/1
Man Utd,Bournemouth,David Brooks,15/4,28/1,200/1
Man Utd,Bournemouth,Marcus Tavernier,7/2,25/1,200/1
Man Utd,Bournemouth,Hamed Junior Traore,15/4,28/1,200/1
Man Utd,Bournemouth,Ryan Christie,7/1,60/1,400/1
Man Utd,Bournemouth,Gavin Kilkenny,10/1,100/1,500/1
Man Utd,Bournemouth,Joe Rothwell,11/1,150/1,500/1
Man Utd,Bournemouth,Milos Kerkez,16/1,250/1,500/1
Man Utd,Bournemouth,Lewis Cook,14/1,200/1,500/1
Man Utd,Bournemouth,Marcos Senesi,14/1,200/1,500/1
Man Utd,Bournemouth,Adam Smith,18/1,250/1,500/1
Man Utd,Bournemouth,Chris Mepham,16/1,250/1,500/1
Man Utd,Bournemouth,Illya Zabarnyi,25/1,400/1,500/1
Sheffield Utd,Brentford,Cameron Archer,16/5,20/1,125/1
Sheffield Utd,Brentford,Benie Traore,15/4,25/1,200/1
Sheffield Utd,Brentford,Gustavo Hamer,15/4,25/1,200/1
Sheffield Utd,Brentford,William Osula,15/4,25/1,200/1
Sheffield Utd,Brentford,Ryan One,11/2,45/1,250/1
Sheffield Utd,Brentford,James McAtee,4/1,28/1,200/1
Sheffield Utd,Brentford,Andre Brooks,13/2,55/1,300/1
Sheffield Utd,Brentford,Anis Ben Slimane,13/2,55/1,300/1
Sheffield Utd,Brentford,Oliver Norwood,9/1,100/1,500/1
Sheffield Utd,Brentford,Anel Ahmedhodzic,10/1,100/1,500/1
Sheffield Utd,Brentford,John Fleck,11/1,150/1,500/1
Sheffield Utd,Brentford,Vinicius Souza,12/1,200/1,500/1
Sheffield Utd,Brentford,Jayden Bogle,12/1,150/1,500/1
Sheffield Utd,Brentford,Ben Osborn,12/1,150/1,500/1
Sheffield Utd,Brentford,George Baldock,14/1,200/1,500/1
Sheffield Utd,Brentford,Yasser Larouci,14/1,200/1,500/1
Sheffield Utd,Brentford,Auston Trusty,14/1,200/1,500/1
Sheffield Utd,Brentford,Max Lowe,14/1,200/1,500/1
Sheffield Utd,Brentford,Jili Buyabu,16/1,250/1,500/1
Sheffield Utd,Brentford,Jack Robinson,18/1,250/1,500/1
Sheffield Utd,Brentford,Luke Thomas,20/1,300/1,500/1
Sheffield Utd,Brentford,Femi Seriki,20/1,300/1,500/1
Sheffield Utd,Brentford,Bryan Mbeumo,8/5,9/1,40/1
Sheffield Utd,Brentford,Neal Maupay,17/10,10/1,45/1
Sheffield Utd,Brentford,Yoane Wissa,9/5,11/1,45/1
Sheffield Utd,Brentford,Michael Olakigbe,13/5,16/1,80/1
Sheffield Utd,Brentford,Keane Lewis-Potter,5/2,16/1,80/1
Sheffield Utd,Brentford,Josh Dasilva,19/5,28/1,200/1
Sheffield Utd,Brentford,Myles Peart-Harris,3/1,20/1,125/1
Sheffield Utd,Brentford,Yegor Yarmolyuk,7/2,25/1,200/1
Sheffield Utd,Brentford,Mikkel Damsgaard,24/5,40/1,250/1
Sheffield Utd,Brentford,Mathias Jensen,24/5,40/1,250/1
Sheffield Utd,Brentford,Saman Ghoddos,6/1,50/1,300/1
Sheffield Utd,Brentford,Shandon Baptiste,13/2,55/1,300/1
Sheffield Utd,Brentford,Ethan Brierley,6/1,50/1,300/1
Sheffield Utd,Brentford,Vitaly Janelt,15/2,66/1,400/1
Sheffield Utd,Brentford,Frank Onyeka,7/1,60/1,400/1
Sheffield Utd,Brentford,Ben Mee,17/2,80/1,500/1
Sheffield Utd,Brentford,Christian Norgaard,8/1,80/1,500/1
Sheffield Utd,Brentford,Ethan Pinnock,9/1,100/1,500/1
Sheffield Utd,Brentford,Mathias Jorgensen,11/1,125/1,500/1
Sheffield Utd,Brentford,Charlie Goode,12/1,150/1,500/1
Sheffield Utd,Brentford,Val Adedokun,12/1,150/1,500/1
Sheffield Utd,Brentford,Mads Roerslev Rasmussen,14/1,200/1,500/1
Sheffield Utd,Brentford,Kim Ji-soo,14/1,200/1,500/1
Wolves,Nottingham Forest,Hwang Hee-chan,7/5,8/1,33/1
Wolves,Nottingham Forest,Sasa Kalajdzic,7/4,10/1,45/1
Wolves,Nottingham Forest,Fabio Silva,2/1,12/1,55/1
Wolves,Nottingham Forest,Matheus Cunha,19/10,11/1,50/1
Wolves,Nottingham Forest,Pedro Neto,14/5,18/1,100/1
Wolves,Nottingham Forest,Pablo Sarabia,13/5,16/1,90/1
Wolves,Nottingham Forest,Jean-Ricner Bellegarde,4/1,28/1,200/1
Wolves,Nottingham Forest,Tawanda Chirewa,4/1,28/1,200/1
Wolves,Nottingham Forest,Mario Lemina,6/1,50/1,300/1
Wolves,Nottingham Forest,Craig Dawson,7/1,60/1,400/1
Wolves,Nottingham Forest,Tommy Doyle,7/1,60/1,400/1
Wolves,Nottingham Forest,Matt Doherty,8/1,80/1,500/1
Wolves,Nottingham Forest,Boubacar Traore,9/1,90/1,500/1
Wolves,Nottingham Forest,Joao Gomes,9/1,100/1,500/1
Wolves,Nottingham Forest,Rayan Ait Nouri,11/1,125/1,500/1
Wolves,Nottingham Forest,Hugo Bueno,11/1,150/1,500/1
Wolves,Nottingham Forest,Toti,12/1,150/1,500/1
Wolves,Nottingham Forest,Santiago Bueno,14/1,200/1,500/1
Wolves,Nottingham Forest,Max Kilman,14/1,200/1,500/1
Wolves,Nottingham Forest,Nelson Semedo,14/1,200/1,500/1
Wolves,Nottingham Forest,Chris Wood,16/5,22/1,125/1
Wolves,Nottingham Forest,Divock Origi,16/5,20/1,125/1
Wolves,Nottingham Forest,Anthony Elanga,4/1,33/1,200/1
Wolves,Nottingham Forest,Morgan Gibbs-White,5/1,40/1,250/1
Wolves,Nottingham Forest,Brandon Aguilera,13/2,55/1,300/1
Wolves,Nottingham Forest,Nicolas Dominguez,13/2,50/1,300/1
Wolves,Nottingham Forest,Callum Hudson-Odoi,11/2,45/1,250/1
Wolves,Nottingham Forest,Ibrahim Sangare,8/1,70/1,500/1
Wolves,Nottingham Forest,Andrey Santos,8/1,70/1,500/1
Wolves,Nottingham Forest,Danilo,15/2,70/1,500/1
Wolves,Nottingham Forest,Ryan Yates,8/1,80/1,500/1
