home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Liverpool,Everton,Mohamed Salah,5/6,9/2,16/1
Liverpool,Everton,Darwin Nunez,19/20,5/1,18/1
Liverpool,Everton,Cody Gakpo,6/5,13/2,25/1
Liverpool,Everton,Diogo Jota,6/5,13/2,25/1
Liverpool,Everton,Luis Diaz,19/10,11/1,50/1
Liverpool,Everton,Ben Doak,9/5,11/1,45/1
Liverpool,Everton,Dominik Szoboszlai,10/3,22/1,150/1
Liverpool,Everton,Harvey Elliott,7/2,25/1,150/1
Liverpool,Everton,Alexis Mac Allister,4/1,28/1,200/1
Liverpool,Everton,Stefan Bajcetic,11/2,45/1,300/1
Liverpool,Everton,Wataru Endo,24/5,40/1,250/1
Liverpool,Everton,Ryan Gravenberch,24/5,40/1,250/1
Liverpool,Everton,Trent Alexander-Arnold,15/2,70/1,500/1
Liverpool,Everton,Virgil van Dijk,7/1,60/1,400/1
Liverpool,Everton,Luke Chambers,8/1,80/1,500/1
Liverpool,Everton,Andrew Robertson,10/1,125/1,500/1
Liverpool,Everton,Konstantinos Tsimikas,10/1,125/1,500/1
Liverpool,Everton,Ibrahima Konate,10/1,125/1,500/1
Liverpool,Everton,Joel Matip,11/1,125/1,500/1
Liverpool,Everton,Jarell Quansah,11/1,125/1,500/1
Liverpool,Everton,Joseph Gomez,12/1,150/1,500/1
Liverpool,Everton,Dele Alli,9/2,35/1,200/1
Liverpool,Everton,Dominic Calvert-Lewin,14/5,18/1,100/1
Liverpool,Everton,Beto,16/5,22/1,150/1
Liverpool,Everton,Lewis Dobbin,4/1,28/1,200/1
Liverpool,Everton,Arnaut Danjuma,18/5,25/1,200/1
Liverpool,Everton,Youssef Chermiti,16/5,22/1,150/1
Liverpool,Everton,Dwight McNeil,6/1,45/1,300/1
Liverpool,Everton,Abdoulaye Doucoure,17/5,22/1,150/1
Liverpool,Everton,Jack Harrison,11/2,45/1,250/1
Liverpool,Everton,MacKenzie Hunt,9/1,100/1,500/1
Liverpool,Everton,James Garner,9/1,100/1,500/1
Liverpool,Everton,Amadou Onana,9/1,100/1,500/1
Liverpool,Everton,Tyler Onyango,10/1,100/1,500/1
Liverpool,Everton,Michael Keane,11/1,150/1,500/1
Liverpool,Everton,James Tarkowski,12/1,150/1,500/1
Liverpool,Everton,Andre Gomes,12/1,200/1,500/1
Liverpool,Everton,Ashley Young,14/1,200/1,500/1
Liverpool,Everton,Jarrad Branthwaite,16/1,200/1,500/1
Liverpool,Everton,Ben Godfrey,16/1,200/1,500/1
Liverpool,Everton,Idrissa Gueye,16/1,200/1,500/1
Liverpool,Everton,Nathan Patterson,16/1,250/1,500/1
Liverpool,Everton,Vitaliy Mykolenko,18/1,300/1,500/1
Liverpool,Everton,Seamus Coleman,18/1,300/1,500/1
Bournemouth,Wolves,Dominic Solanke,21/10,14/1,55/1
Bournemouth,Wolves,Kieffer Moore,21/10,14/1,55/1
Bournemouth,Wolves,Luis Sinisterra,27/10,16/1,90/1
Bournemouth,Wolves,Antoine Semenyo,5/2,16/1,70/1
Bournemouth,Wolves,David Brooks,29/10,18/1,100/1
Bournemouth,Wolves,Philip Billing,29/10,18/1,100/1
Bournemouth,Wolves,Dango Ouattara,10/3,22/1,150/1
Bournemouth,Wolves,Justin Kluivert,16/5,22/1,125/1
Bournemouth,Wolves,Hamed Junior Traore,17/5,22/1,150/1
Bournemouth,Wolves,Marcus Tavernier,11/4,18/1,90/1
Bournemouth,Wolves,Alex Scott,5/1,40/1,250/1
Bournemouth,Wolves,Ryan Christie,6/1,50/1,300/1
Bournemouth,Wolves,Joe Rothwell,9/1,90/1,500/1
Bournemouth,Wolves,Milos Kerkez,11/1,125/1,500/1
Bournemouth,Wolves,Marcos Senesi,11/1,125/1,500/1
Bournemouth,Wolves,Lewis Cook,12/1,150/1,500/1
Bournemouth,Wolves,Adam Smith,14/1,200/1,500/1
Bournemouth,Wolves,Lloyd Kelly,16/1,250/1,500/1
Bournemouth,Wolves,Chris Mepham,16/1,250/1,500/1
Bournemouth,Wolves,Ryan Fredericks,16/1,250/1,500/1
Bournemouth,Wolves,Max Aarons,18/1,250/1,500/1
Bournemouth,Wolves,Illya Zabarnyi,18/1,250/1,500/1
Bournemouth,Wolves,Matheus Cunha,23/10,14/1,70/1
Bournemouth,Wolves,Fabio Silva,5/2,16/1,80/1
Bournemouth,Wolves,Sasa Kalajdzic,23/10,14/1,70/1
Bournemouth,Wolves,Hwang Hee-chan,21/10,14/1,65/1
Bournemouth,Wolves,Pedro Neto,13/5,16/1,90/1
Bournemouth,Wolves,Pablo Sarabia,10/3,22/1,150/1
Bournemouth,Wolves,Joe Hodge,6/1,45/1,300/1
Bournemouth,Wolves,Craig Dawson,15/2,70/1,500/1
Bournemouth,Wolves,Matt Doherty,7/1,65/1,400/1
Bournemouth,Wolves,Tommy Doyle,7/1,65/1,400/1
Bournemouth,Wolves,Jean-Ricner Bellegarde,13/2,55/1,400/1
Bournemouth,Wolves,Boubacar Traore,7/1,55/1,400/1
Bournemouth,Wolves,Joao Gomes,9/1,100/1,500/1
Bournemouth,Wolves,Rayan Ait Nouri,10/1,125/1,500/1
Bournemouth,Wolves,Jonny Otto,12/1,200/1,500/1
Bournemouth,Wolves,Toti,12/1,200/1,500/1
Bournemouth,Wolves,Hugo Bueno,14/1,200/1,500/1
Bournemouth,Wolves,Max Kilman,14/1,200/1,500/1
Bournemouth,Wolves,Santiago Bueno,14/1,200/1,500/1
Bournemouth,Wolves,Nelson Semedo,14/1,200/1,500/1
Brentford,Burnley,Bryan Mbeumo,6/4,17/2,35/1
Brentford,Burnley,Yoane Wissa,9/5,11/1,45/1
Brentford,Burnley,Neal Maupay,17/10,10/1,45/1
Brentford,Burnley,Yegor Yarmolyuk,17/5,22/1,150/1
Brentford,Burnley,Keane Lewis-Potter,16/5,22/1,150/1
Brentford,Burnley,Michael Olakigbe,17/5,22/1,150/1
Brentford,Burnley,Saman Ghoddos,9/2,35/1,200/1
Brentford,Burnley,Ethan Brierley,6/1,50/1,300/1
Brentford,Burnley,Mathias Jensen,4/1,28/1,200/1
Brentford,Burnley,Vitaly Janelt,5/1,40/1,250/1
Brentford,Burnley,Nathan Collins,17/2,90/1,500/1
Brentford,Burnley,Frank Onyeka,7/1,60/1,400/1
Brentford,Burnley,Ben Mee,17/2,90/1,500/1
Brentford,Burnley,Christian Norgaard,15/2,65/1,400/1
Brentford,Burnley,Mathias Jorgensen,11/1,125/1,500/1
Brentford,Burnley,Kristoffer Ajer,12/1,150/1,500/1
Brentford,Burnley,Mads Roerslev Rasmussen,12/1,150/1,500/1
Brentford,Burnley,Ethan Pinnock,12/1,150/1,500/1
