home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Brentford,Liverpool,Ivan Toney,6/4,17/2,35/1
Brentford,Liverpool,Yoane Wissa,18/5,25/1,200/1
Brentford,Liverpool,Neal Maupay,13/5,16/1,90/1
Brentford,Liverpool,Keane Lewis-Potter,24/5,40/1,250/1
Brentford,Liverpool,Yegor Yarmolyuk,5/1,40/1,250/1
Brentford,Liverpool,Mathias Jensen,24/5,40/1,250/1
Brentford,Liverpool,Ben Mee,7/1,60/1,400/1
Brentford,Liverpool,Ethan Brierley,15/2,66/1,500/1
Brentford,Liverpool,Saman Ghoddos,8/1,70/1,500/1
Brentford,Liverpool,Mikkel Damsgaard,8/1,70/1,500/1
Brentford,Liverpool,Frank Onyeka,9/1,90/1,500/1
Brentford,Liverpool,Christian Norgaard,11/1,125/1,500/1
Brentford,Liverpool,Vitaly Janelt,11/1,125/1,500/1
Brentford,Liverpool,Shandon Baptiste,10/1,125/1,500/1
Brentford,Liverpool,Nathan Collins,14/1,200/1,500/1
Brentford,Liverpool,Sergio Reguilon,16/1,250/1,500/1
Brentford,Liverpool,Benjamin Fredrick,16/1,250/1,500/1
Brentford,Liverpool,Ethan Pinnock,16/1,250/1,500/1
Brentford,Liverpool,Kristoffer Ajer,16/1,250/1,500/1
Brentford,Liverpool,Mads Roerslev Rasmussen,20/1,300/1,500/1
Brentford,Liverpool,Mathias Jorgensen,16/1,250/1,500/1
Brentford,Liverpool,Mohamed Salah,17/20,9/2,16/1
Brentford,Liverpool,Darwin Nunez,13/10,7/1,28/1
Brentford,Liverpool,Diogo Jota,29/20,8/1,33/1
Brentford,Liverpool,Lewis Koumas,15/8,11/1,45/1
Brentford,Liverpool,Luis Diaz,11/5,14/1,60/1
Brentford,Liverpool,Cody Gakpo,2/1,12/1,55/1
Brentford,Liverpool,Harvey Elliott,15/4,25/1,200/1
Brentford,Liverpool,Bobby Clark,19/5,28/1,200/1
Brentford,Liverpool,Alexis Mac Allister,24/5,40/1,250/1
Brentford,Liverpool,James McConnell,11/2,45/1,250/1
Brentford,Liverpool,Curtis Jones,4/1,33/1,200/1
Brentford,Liverpool,Ryan Gravenberch,24/5,40/1,250/1
Brentford,Liverpool,Wataru Endo,11/2,45/1,300/1
Brentford,Liverpool,Conor Bradley,8/1,70/1,500/1
Brentford,Liverpool,Trent Alexander-Arnold,15/2,66/1,500/1
Brentford,Liverpool,Virgil van Dijk,8/1,70/1,500/1
Brentford,Liverpool,Andrew Robertson,11/1,125/1,500/1
Brentford,Liverpool,Konstantinos Tsimikas,12/1,150/1,500/1
Brentford,Liverpool,Ibrahima Konate,12/1,200/1,500/1
Brentford,Liverpool,Joseph Gomez,12/1,150/1,500/1
Brentford,Liverpool,Jarell Quansah,12/1,150/1,500/1
Burnley,Arsenal,Zeki Amdouni,11/2,45/1,300/1
Burnley,Arsenal,Wilson Odobert,11/2,45/1,250/1
Burnley,Arsenal,David Datro Fofana,18/5,25/1,200/1
Burnley,Arsenal,Lyle Foster,4/1,28/1,200/1
