home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Nottingham Forest,Arsenal,Chris Wood,5/2,16/1,80/1
Nottingham Forest,Arsenal,Divock Origi,13/5,16/1,90/1
Nottingham Forest,Arsenal,Detlef Esapa Osong,18/5,25/1,200/1
Nottingham Forest,Arsenal,Anthony Elanga,9/2,35/1,250/1
Nottingham Forest,Arsenal,Callum Hudson-Odoi,6/1,50/1,300/1
Nottingham Forest,Arsenal,Nicolas Dominguez,11/2,45/1,300/1
Nottingham Forest,Arsenal,Morgan Gibbs-White,7/1,60/1,400/1
Nottingham Forest,Arsenal,Brandon Aguilera,7/1,60/1,400/1
Nottingham Forest,Arsenal,Ryan Yates,8/1,70/1,500/1
Nottingham Forest,Arsenal,Danilo,9/1,90/1,500/1
Nottingham Forest,Arsenal,Joe Gardner,9/1,100/1,500/1
Nottingham Forest,Arsenal,Orel Mangala,12/1,200/1,500/1
Nottingham Forest,Arsenal,Neco Williams,14/1,200/1,500/1
Nottingham Forest,Arsenal,Jamie McDonnell,14/1,200/1,500/1
Nottingham Forest,Arsenal,Gonzalo Montiel,16/1,250/1,500/1
Nottingham Forest,Arsenal,Murillo,16/1,250/1,500/1
Nottingham Forest,Arsenal,Harry Toffolo,16/1,250/1,500/1
Nottingham Forest,Arsenal,Felipe,20/1,300/1,500/1
Nottingham Forest,Arsenal,Andrew Omobamidele,20/1,300/1,500/1
Nottingham Forest,Arsenal,Scott McKenna,20/1,300/1,500/1
Nottingham Forest,Arsenal,Joe Worrall,25/1,400/1,500/1
Nottingham Forest,Arsenal,Gabriel Jesus,7/4,10/1,45/1
Nottingham Forest,Arsenal,Leandro Trossard,7/4,10/1,45/1
Nottingham Forest,Arsenal,Eddie Nketiah,17/10,10/1,45/1
Nottingham Forest,Arsenal,Kai Havertz,19/10,12/1,50/1
Nottingham Forest,Arsenal,Bukayo Saka,19/10,12/1,50/1
Nottingham Forest,Arsenal,Gabriel Martinelli,2/1,12/1,55/1
Nottingham Forest,Arsenal,Emile Smith Rowe,23/10,14/1,66/1
Nottingham Forest,Arsenal,Reiss Nelson,12/5,14/1,70/1
Nottingham Forest,Arsenal,Martin Odegaard,14/5,18/1,100/1
Nottingham Forest,Arsenal,Declan Rice,9/2,35/1,250/1
Nottingham Forest,Arsenal,Jorginho,9/2,35/1,250/1
Nottingham Forest,Arsenal,Thomas Partey,5/1,40/1,250/1
Nottingham Forest,Arsenal,Gabriel Magalhaes,7/1,60/1,400/1
Nottingham Forest,Arsenal,Lino Sousa,17/2,80/1,500/1
Nottingham Forest,Arsenal,William Saliba,10/1,100/1,500/1
Nottingham Forest,Arsenal,Oleksandr Zinchenko,10/1,100/1,500/1
Nottingham Forest,Arsenal,Cedric Soares,14/1,200/1,500/1
Nottingham Forest,Arsenal,Jakub Kiwior,14/1,200/1,500/1
Nottingham Forest,Arsenal,Ben White,14/1,200/1,500/1
Nottingham Forest,Arsenal,Reuell Walters,16/1,250/1,500/1
Fulham,Everton,Raul Jimenez,12/5,14/1,70/1
Fulham,Everton,Bobby De Cordova-Reid,5/2,16/1,80/1
Fulham,Everton,Carlos Vinicius,12/5,14/1,70/1
Fulham,Everton,Rodrigo Muniz,5/2,16/1,80/1
Fulham,Everton,Willian,27/10,16/1,90/1
Fulham,Everton,Harry Wilson,18/5,25/1,200/1
Fulham,Everton,Andreas Pereira,6/1,50/1,300/1
Fulham,Everton,Sasa Lukic,13/2,50/1,300/1
Fulham,Everton,Joao Palhinha,6/1,50/1,300/1
Fulham,Everton,Tom Cairney,15/2,65/1,400/1
Fulham,Everton,Harrison Reed,17/2,80/1,500/1
Fulham,Everton,Tyrese Francois,17/2,80/1,500/1
Fulham,Everton,Timothy Castagne,12/1,200/1,500/1
Fulham,Everton,Tosin Adarabioyo,14/1,200/1,500/1
Fulham,Everton,Issa Diop,14/1,200/1,500/1
Fulham,Everton,Tim Ream,18/1,250/1,500/1
Fulham,Everton,Luc De Fougerolles,18/1,250/1,500/1
Fulham,Everton,Antonee Robinson,18/1,250/1,500/1
Fulham,Everton,Kenny Tete,18/1,250/1,500/1
Fulham,Everton,Dominic Calvert-Lewin,9/4,14/1,65/1
Fulham,Everton,Beto,5/2,16/1,80/1
Fulham,Everton,Lewis Dobbin,14/5,18/1,100/1
Fulham,Everton,Youssef Chermiti,11/4,18/1,90/1
Fulham,Everton,Arnaut Danjuma,15/4,25/1,200/1
Fulham,Everton,Jack Harrison,4/1,33/1,200/1
Fulham,Everton,Dwight McNeil,4/1,33/1,200/1
Fulham,Everton,Andre Gomes,11/2,45/1,300/1
Fulham,Everton,Amadou Onana,13/2,55/1,300/1
Fulham,Everton,James Garner,6/1,50/1,300/1
