home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Luton,West Ham,Jacob Brown,3/1,20/1,125/1
Luton,West Ham,Carlton Morris,14/5,18/1,80/1
Luton,West Ham,Elijah Adebayo,18/5,25/1,200/1
Luton,West Ham,Luke Berry,9/2,35/1,250/1
Luton,West Ham,Cauley Woodrow,18/5,25/1,200/1
Luton,West Ham,Chiedozie Ogbene,18/5,25/1,200/1
Luton,West Ham,Ross Barkley,11/2,45/1,300/1
Luton,West Ham,Tahith Chong,7/1,55/1,400/1
Luton,West Ham,Pelly-Ruddock Mpanzu,15/2,70/1,500/1
Luton,West Ham,Alfie Doughty,17/2,80/1,500/1
Luton,West Ham,Allan Campbell,9/1,90/1,500/1
Luton,West Ham,Reece Burke,10/1,100/1,500/1
Luton,West Ham,Tom Lockyer,12/1,150/1,500/1
Luton,West Ham,Ryan Giles,14/1,200/1,500/1
Luton,West Ham,Mads Juel Andersen,14/1,200/1,500/1
Luton,West Ham,Teden Mengi,14/1,200/1,500/1
Luton,West Ham,Marvelous Nakamba,14/1,200/1,500/1
Luton,West Ham,Joe Johnson,16/1,250/1,500/1
Luton,West Ham,Issa Kabore,16/1,250/1,500/1
Luton,West Ham,Aidan Francis-Clarke,16/1,250/1,500/1
Luton,West Ham,Amari'i Bell,16/1,250/1,500/1
Luton,West Ham,Divin Mubama,9/4,14/1,65/1
Luton,West Ham,Michail Antonio,2/1,12/1,55/1
Luton,West Ham,Danny Ings,2/1,12/1,55/1
Luton,West Ham,Mohammed Kudus,2/1,12/1,55/1
Luton,West Ham,Said Benrahma,5/2,16/1,80/1
Luton,West Ham,Jarrod Bowen,5/2,16/1,80/1
Luton,West Ham,Lucas Paqueta,3/1,20/1,125/1
Luton,West Ham,Maxwel Cornet,3/1,20/1,125/1
Luton,West Ham,James Ward-Prowse,14/5,18/1,100/1
Luton,West Ham,Pablo Fornals,18/5,25/1,200/1
Luton,West Ham,Tomas Soucek,9/2,35/1,250/1
Luton,West Ham,Nayef Aguerd,7/1,55/1,400/1
Luton,West Ham,Conor Coventry,15/2,70/1,500/1
Luton,West Ham,Kurt Zouma,15/2,70/1,500/1
Luton,West Ham,Edson Alvarez,15/2,70/1,500/1
Luton,West Ham,Angelo Ogbonna,10/1,100/1,500/1
Luton,West Ham,Emerson Palmieri,11/1,125/1,500/1
Luton,West Ham,Aaron Cresswell,11/1,125/1,500/1
Luton,West Ham,Thilo Kehrer,16/1,250/1,500/1
Luton,West Ham,Vladimir Coufal,16/1,250/1,500/1
Sheffield Utd,Everton,Benie Traore,3/1,20/1,125/1
Sheffield Utd,Everton,Oliver McBurnie,3/1,20/1,125/1
Sheffield Utd,Everton,Antwoine Hackford,10/3,22/1,150/1
Sheffield Utd,Everton,Cameron Archer,27/10,16/1,90/1
Sheffield Utd,Everton,Louie Marsh,19/5,28/1,200/1
Sheffield Utd,Everton,William Osula,10/3,22/1,150/1
Sheffield Utd,Everton,Ismaila Coulibaly,24/5,40/1,250/1
Sheffield Utd,Everton,Anis Ben Slimane,11/2,45/1,250/1
Sheffield Utd,Everton,Gustavo Hamer,4/1,33/1,200/1
Sheffield Utd,Everton,Anel Ahmedhodzic,15/2,70/1,500/1
Sheffield Utd,Everton,Andre Brooks,15/2,70/1,500/1
Sheffield Utd,Everton,Tom Davies,10/1,100/1,500/1
Sheffield Utd,Everton,Jayden Bogle,10/1,125/1,500/1
Sheffield Utd,Everton,Jack Robinson,12/1,150/1,500/1
Sheffield Utd,Everton,Vinicius Souza,12/1,150/1,500/1
Sheffield Utd,Everton,John Egan,12/1,150/1,500/1
Sheffield Utd,Everton,George Baldock,12/1,150/1,500/1
Sheffield Utd,Everton,Luke Thomas,12/1,150/1,500/1
Sheffield Utd,Everton,Chris Basham,12/1,150/1,500/1
Sheffield Utd,Everton,Auston Trusty,12/1,150/1,500/1
Sheffield Utd,Everton,Oliver Norwood,12/1,150/1,500/1
Sheffield Utd,Everton,Yasser Larouci,12/1,150/1,500/1
Sheffield Utd,Everton,Femi Seriki,14/1,200/1,500/1
Sheffield Utd,Everton,Beto,12/5,14/1,70/1
Sheffield Utd,Everton,Thomas Cannon,3/1,20/1,125/1
Sheffield Utd,Everton,Abdoulaye Doucoure,10/3,22/1,150/1
Sheffield Utd,Everton,Lewis Dobbin,18/5,25/1,200/1
Sheffield Utd,Everton,Neal Maupay,3/1,20/1,125/1
Sheffield Utd,Everton,Youssef Chermiti,3/1,20/1,125/1
Sheffield Utd,Everton,Dwight McNeil,19/5,28/1,200/1
Sheffield Utd,Everton,Arnaut Danjuma,3/1,20/1,125/1
