home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Wolves,Liverpool,Matheus Cunha,29/10,18/1,100/1
Wolves,Liverpool,Fabio Silva,16/5,20/1,125/1
Wolves,Liverpool,Nathan Fraser,18/5,25/1,200/1
Wolves,Liverpool,Sasa Kalajdzic,16/5,20/1,125/1
Wolves,Liverpool,Hwang Hee-chan,4/1,28/1,200/1
Wolves,Liverpool,Pablo Sarabia,9/2,35/1,250/1
Wolves,Liverpool,Enso Gonzalez,9/2,35/1,250/1
Wolves,Liverpool,Pedro Neto,4/1,28/1,200/1
Wolves,Liverpool,Tommy Doyle,6/1,50/1,300/1
Wolves,Liverpool,Boubacar Traore,10/1,100/1,500/1
Wolves,Liverpool,Matt Doherty,10/1,100/1,500/1
Wolves,Liverpool,Craig Dawson,10/1,100/1,500/1
Wolves,Liverpool,Rayan Ait Nouri,11/1,125/1,500/1
Wolves,Liverpool,Joao Gomes,11/1,125/1,500/1
Wolves,Liverpool,Jean-Ricner Bellegarde,11/1,125/1,500/1
Wolves,Liverpool,Mario Lemina,12/1,150/1,500/1
Wolves,Liverpool,Jonny Otto,12/1,150/1,500/1
Wolves,Liverpool,Toti,14/1,200/1,500/1
Wolves,Liverpool,Santiago Bueno,14/1,200/1,500/1
Wolves,Liverpool,Hugo Bueno,14/1,200/1,500/1
Wolves,Liverpool,Nelson Semedo,16/1,250/1,500/1
Wolves,Liverpool,Max Kilman,16/1,250/1,500/1
Wolves,Liverpool,Mohamed Salah,21/20,11/2,20/1
Wolves,Liverpool,Darwin Nunez,5/4,7/1,28/1
Wolves,Liverpool,Diogo Jota,6/4,17/2,35/1
Wolves,Liverpool,Luis Diaz,11/5,14/1,60/1
Wolves,Liverpool,Cody Gakpo,2/1,12/1,50/1
Wolves,Liverpool,Ben Doak,11/5,14/1,60/1
Wolves,Liverpool,Dominik Szoboszlai,18/5,25/1,200/1
Wolves,Liverpool,Harvey Elliott,18/5,25/1,200/1
Wolves,Liverpool,Alexis Mac Allister,18/5,25/1,200/1
Wolves,Liverpool,Curtis Jones,4/1,28/1,200/1
Wolves,Liverpool,Thiago Alcantara,6/1,50/1,300/1
Wolves,Liverpool,Ryan Gravenberch,6/1,50/1,300/1
Wolves,Liverpool,Wataru Endo,9/2,35/1,250/1
Wolves,Liverpool,Stefan Bajcetic,5/1,40/1,250/1
Wolves,Liverpool,Trent Alexander-Arnold,15/2,66/1,500/1
Wolves,Liverpool,Jarell Quansah,11/1,125/1,500/1
Wolves,Liverpool,Andrew Robertson,12/1,150/1,500/1
Wolves,Liverpool,Konstantinos Tsimikas,12/1,150/1,500/1
Wolves,Liverpool,Joel Matip,12/1,150/1,500/1
Wolves,Liverpool,Ibrahima Konate,12/1,150/1,500/1
Wolves,Liverpool,Joseph Gomez,14/1,200/1,500/1
Aston Villa,Crystal Palace,Ollie Watkins,8/5,9/1,40/1
Aston Villa,Crystal Palace,Moussa Diaby,9/5,11/1,45/1
Aston Villa,Crystal Palace,Jhon Duran,9/5,11/1,45/1
Aston Villa,Crystal Palace,Nicolo Zaniolo,23/10,14/1,70/1
Aston Villa,Crystal Palace,Bertrand Traore,16/5,20/1,125/1
Aston Villa,Crystal Palace,Jacob Ramsey,17/5,22/1,150/1
Aston Villa,Crystal Palace,Omari Kellyman,4/1,28/1,200/1
Aston Villa,Crystal Palace,Leon Bailey,17/5,22/1,150/1
Aston Villa,Crystal Palace,John McGinn,18/5,25/1,200/1
Aston Villa,Crystal Palace,Douglas Luiz,24/5,40/1,250/1
Aston Villa,Crystal Palace,Matthew Cash,18/5,25/1,200/1
Aston Villa,Crystal Palace,Youri Tielemans,11/2,45/1,250/1
Aston Villa,Crystal Palace,Leander Dendoncker,7/1,60/1,400/1
Aston Villa,Crystal Palace,Alex Moreno,9/1,100/1,500/1
Aston Villa,Crystal Palace,Ezri Konsa,11/1,125/1,500/1
Aston Villa,Crystal Palace,Clement Lenglet,12/1,150/1,500/1
Aston Villa,Crystal Palace,Calum Chambers,12/1,150/1,500/1
Aston Villa,Crystal Palace,Pau Torres,12/1,150/1,500/1
Aston Villa,Crystal Palace,Lucas Digne,12/1,150/1,500/1
Aston Villa,Crystal Palace,Diego Carlos,12/1,150/1,500/1
Aston Villa,Crystal Palace,Boubacar Kamara,12/1,150/1,500/1
Aston Villa,Crystal Palace,Odsonne Edouard,29/10,18/1,100/1
Aston Villa,Crystal Palace,Eberechi Eze,16/5,20/1,125/1
Aston Villa,Crystal Palace,Jesurun Rak-Sakyi,18/5,25/1,200/1
Aston Villa,Crystal Palace,Jean-Philippe Mateta,17/5,22/1,150/1
Aston Villa,Crystal Palace,Jordan Ayew,24/5,40/1,250/1
Aston Villa,Crystal Palace,Jeffrey Schlupp,6/1,50/1,300/1
Aston Villa,Crystal Palace,Jefferson Lerma,7/1,60/1,400/1
Aston Villa,Crystal Palace,Naouirou Ahamada,9/1,100/1,500/1
Aston Villa,Crystal Palace,Will Hughes,11/1,125/1,500/1
Aston Villa,Crystal Palace,Jairo Riedewald,12/1,150/1,500/1
Aston Villa,Crystal Palace,Joachim Andersen,12/1,150/1,500/1
Aston Villa,Crystal Palace,Cheick Oumar Doucoure,14/1,200/1,500/1
Aston Villa,Crystal Palace,James Tomkins,14/1,200/1,500/1
Aston Villa,Crystal Palace,Marc Guehi,14/1,200/1,500/1
Aston Villa,Crystal Palace,Joel Ward,18/1,250/1,500/1
Aston Villa,Crystal Palace,Rob Holding,18/1,250/1,500/1
Aston Villa,Crystal Palace,Chris Richards,18/1,250/1,500/1
Aston Villa,Crystal Palace,Nathaniel Clyne,20/1,300/1,500/1
Aston Villa,Crystal Palace,Tyrick Mitchell,20/1,300/1,500/1
Fulham,Luton,Raul Jimenez,21/10,12/1,55/1
Fulham,Luton,Rodrigo Muniz,23/10,14/1,70/1
Fulham,Luton,Carlos Vinicius,21/10,12/1,55/1
Fulham,Luton,Willian,29/10,18/1,100/1
Fulham,Luton,Andreas Pereira,29/10,18/1,100/1
Fulham,Luton,Harry Wilson,29/10,18/1,100/1
Fulham,Luton,Adama Traore,16/5,20/1,125/1
Fulham,Luton,Bobby De Cordova-Reid,13/5,16/1,90/1
Fulham,Luton,Luke Harris,16/5,20/1,125/1
Fulham,Luton,Joao Palhinha,4/1,33/1,200/1
Fulham,Luton,Alex Iwobi,4/1,33/1,200/1
Fulham,Luton,Sasa Lukic,24/5,40/1,250/1
Fulham,Luton,Matt Dibley-Dias,24/5,40/1,250/1
Fulham,Luton,Harrison Reed,11/2,45/1,250/1
Fulham,Luton,Tom Cairney,4/1,33/1,200/1
Fulham,Luton,Tyrese Francois,6/1,50/1,300/1
Fulham,Luton,Issa Diop,10/1,125/1,500/1
Fulham,Luton,Antonee Robinson,11/1,150/1,500/1
Fulham,Luton,Timothy Castagne,11/1,150/1,500/1
Fulham,Luton,Tim Ream,12/1,150/1,500/1
Fulham,Luton,Calvin Bassey,12/1,150/1,500/1
Fulham,Luton,Kenny Tete,12/1,150/1,500/1
Fulham,Luton,Fode Ballo-Toure,14/1,200/1,500/1
Fulham,Luton,Carlton Morris,13/5,16/1,90/1
Fulham,Luton,Chiedozie Ogbene,4/1,28/1,200/1
Fulham,Luton,Elijah Adebayo,15/4,25/1,200/1
Fulham,Luton,Jacob Brown,15/4,25/1,200/1
Fulham,Luton,Luke Berry,24/5,40/1,250/1
Fulham,Luton,Cauley Woodrow,4/1,28/1,200/1
Fulham,Luton,Ross Barkley,6/1,50/1,300/1
Fulham,Luton,Tahith Chong,7/1,60/1,400/1
Fulham,Luton,Pelly-Ruddock Mpanzu,8/1,70/1,500/1
Fulham,Luton,Albert-Mboyo Sambi Lokonga,9/1,100/1,500/1
Fulham,Luton,Ryan Giles,12/1,150/1,500/1
Fulham,Luton,Gabriel Osho,12/1,150/1,500/1
Fulham,Luton,Reece Burke,12/1,150/1,500/1
Fulham,Luton,Alfie Doughty,12/1,150/1,500/1
Fulham,Luton,Mads Juel Andersen,14/1,200/1,500/1
Fulham,Luton,Tom Lockyer,14/1,200/1,500/1
Fulham,Luton,Marvelous Nakamba,14/1,200/1,500/1
Fulham,Luton,Teden Mengi,14/1,200/1,500/1
Fulham,Luton,Amari'i Bell,14/1,200/1,500/1
Fulham,Luton,Joe Johnson,18/1,250/1,500/1
Fulham,Luton,Issa Kabore,18/1,250/1,500/1
Man Utd,Brighton,Rasmus Hojlund,17/10,10/1,40/1
Man Utd,Brighton,Marcus Rashford,15/8,11/1,50/1
Man Utd,Brighton,Anthony Martial,15/8,11/1,50/1
Man Utd,Brighton,Alejandro Garnacho,5/2,16/1,80/1
Man Utd,Brighton,Bruno Fernandes,11/4,18/1,100/1
Man Utd,Brighton,Jadon Sancho,16/5,22/1,150/1
Man Utd,Brighton,Mason Mount,4/1,28/1,200/1
Man Utd,Brighton,Casemiro,9/2,33/1,200/1
Man Utd,Brighton,Facundo Pellistri,4/1,28/1,200/1
Man Utd,Brighton,Daniel Gore,15/2,65/1,400/1
Man Utd,Brighton,Scott McTominay,13/2,55/1,400/1
Man Utd,Brighton,Christian Eriksen,15/2,65/1,400/1
Man Utd,Brighton,Sofyan Amrabat,17/2,80/1,500/1
Man Utd,Brighton,Harry Maguire,9/1,100/1,500/1
Man Utd,Brighton,Sergio Reguilon,10/1,125/1,500/1
Man Utd,Brighton,Lisandro Martinez,12/1,150/1,500/1
Man Utd,Brighton,Jonny Evans,12/1,150/1,500/1
Man Utd,Brighton,Diogo Dalot,12/1,150/1,500/1
Man Utd,Brighton,Victor Lindelof,14/1,200/1,500/1
Man Utd,Brighton,Aaron Wan-Bissaka,16/1,200/1,500/1
Man Utd,Brighton,Evan Ferguson,15/8,11/1,50/1
Man Utd,Brighton,Joao Pedro,5/2,16/1,80/1
Man Utd,Brighton,Ansu Fati,23/10,14/1,70/1
Man Utd,Brighton,Danny Welbeck,23/10,14/1,70/1
Man Utd,Brighton,Simon Adingra,11/4,18/1,100/1
Man Utd,Brighton,Kaoru Mitoma,11/4,18/1,100/1
Man Utd,Brighton,Facundo Buonanotte,7/2,25/1,150/1
Man Utd,Brighton,Solly March,7/2,25/1,150/1
Man Utd,Brighton,Pascal Gross,9/2,33/1,200/1
Man Utd,Brighton,Adam Lallana,6/1,45/1,300/1
Man Utd,Brighton,Carlos Baleba,17/2,80/1,500/1
Man Utd,Brighton,Billy Gilmour,9/1,100/1,500/1
Man Utd,Brighton,James Milner,9/1,100/1,500/1
Man Utd,Brighton,Mahmoud Dahoud,9/1,100/1,500/1
Man Utd,Brighton,Lewis Dunk,10/1,125/1,500/1
Man Utd,Brighton,Adam Webster,10/1,125/1,500/1
Man Utd,Brighton,Jan Paul van Hecke,10/1,125/1,500/1
Man Utd,Brighton,Tariq Lamptey,10/1,125/1,500/1
Man Utd,Brighton,Pervis Estupinan,10/1,125/1,500/1
Man Utd,Brighton,Joel Veltman,12/1,150/1,500/1
Man Utd,Brighton,Igor Julio,14/1,200/1,500/1
Tottenham,Sheffield Utd,Heung-min Son,21/20,11/2,20/1
Tottenham,Sheffield Utd,Richarlison,13/10,7/1,28/1
Tottenham,Sheffield Utd,Brennan Johnson,6/4,17/2,35/1
Tottenham,Sheffield Utd,James Maddison,7/4,10/1,45/1
Tottenham,Sheffield Utd,Manor Solomon,11/5,14/1,60/1
Tottenham,Sheffield Utd,Dejan Kulusevski,11/5,14/1,60/1
Tottenham,Sheffield Utd,Giovani Lo Celso,16/5,20/1,125/1
Tottenham,Sheffield Utd,Ivan Perisic,29/10,18/1,100/1
Tottenham,Sheffield Utd,Pedro Porro,5/1,40/1,250/1
Tottenham,Sheffield Utd,Destiny Udogie,5/1,40/1,250/1
Tottenham,Sheffield Utd,Pierre-Emile Hojbjerg,5/1,40/1,250/1
Tottenham,Sheffield Utd,Pape Matar Sarr,5/1,40/1,250/1
Tottenham,Sheffield Utd,Emerson Royal,7/1,60/1,400/1
Tottenham,Sheffield Utd,Cristian Romero,7/1,60/1,400/1
Tottenham,Sheffield Utd,Oliver Skipp,7/1,60/1,400/1
Tottenham,Sheffield Utd,Yves Bissouma,8/1,80/1,500/1
Tottenham,Sheffield Utd,Ben Davies,8/1,80/1,500/1
Tottenham,Sheffield Utd,Ashley Phillips,17/2,90/1,500/1
Tottenham,Sheffield Utd,Micky van de Ven,17/2,90/1,500/1
Tottenham,Sheffield Utd,Benie Traore,4/1,28/1,200/1
Tottenham,Sheffield Utd,Rhian Brewster,5/1,40/1,250/1
Tottenham,Sheffield Utd,Cameron Archer,18/5,25/1,200/1
Tottenham,Sheffield Utd,Oli McBurnie,9/2,35/1,250/1
Tottenham,Sheffield Utd,James McAtee,6/1,50/1,300/1
Tottenham,Sheffield Utd,William Osula,9/2,35/1,250/1
Tottenham,Sheffield Utd,Antwoine Hackford,9/2,35/1,250/1
Tottenham,Sheffield Utd,Ismaila Coulibaly,7/1,60/1,400/1
Tottenham,Sheffield Utd,Gustavo Hamer,7/1,60/1,400/1
Tottenham,Sheffield Utd,Anis Ben Slimane,15/2,66/1,500/1
Tottenham,Sheffield Utd,Anel Ahmedhodzic,10/1,100/1,500/1
Tottenham,Sheffield Utd,Andre Brooks,10/1,100/1,500/1
Tottenham,Sheffield Utd,Jayden Bogle,12/1,150/1,500/1
Tottenham,Sheffield Utd,Tom Davies,12/1,150/1,500/1
Tottenham,Sheffield Utd,Chris Basham,14/1,200/1,500/1
Tottenham,Sheffield Utd,Oliver Norwood,14/1,200/1,500/1
Tottenham,Sheffield Utd,John Egan,14/1,200/1,500/1
Tottenham,Sheffield Utd,Jack Robinson,14/1,200/1,500/1
Tottenham,Sheffield Utd,Yasser Larouci,14/1,200/1,500/1
Tottenham,Sheffield Utd,Luke Thomas,14/1,200/1,500/1
