home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Burnley,Luton,Michael Obafemi,9/4,14/1,66/1
Burnley,Luton,Lyle Foster,21/10,12/1,55/1
Burnley,Luton,Jay Rodriguez,11/5,14/1,65/1
Burnley,Luton,Wilson Odobert,5/2,16/1,80/1
Burnley,Luton,Anass Zaroury,3/1,20/1,125/1
Burnley,Luton,Jacob Bruun Larsen,10/3,22/1,150/1
Burnley,Luton,Mike Tresor,3/1,20/1,125/1
Burnley,Luton,Zeki Amdouni,5/2,16/1,80/1
Burnley,Luton,Nathan Redmond,15/4,25/1,200/1
Burnley,Luton,Aaron Ramsey,15/4,25/1,200/1
Burnley,Luton,Josh Brownhill,9/2,33/1,200/1
Burnley,Luton,Johann Berg Gudmundsson,4/1,33/1,200/1
Burnley,Luton,Sander Berge,11/2,45/1,300/1
Burnley,Luton,Jack Cork,10/1,125/1,500/1
Burnley,Luton,Connor Roberts,10/1,100/1,500/1
Burnley,Luton,Josh Cullen,10/1,100/1,500/1
Burnley,Luton,Dara O'Shea,11/1,150/1,500/1
Burnley,Luton,Hannes Delcroix,11/1,150/1,500/1
Burnley,Luton,Hjalmar Ekdal,11/1,150/1,500/1
Burnley,Luton,Vitinho,11/1,150/1,500/1
Burnley,Luton,Ameen Al Dakhil,14/1,200/1,500/1
Burnley,Luton,Charlie Taylor,14/1,200/1,500/1
Burnley,Luton,Louis Jordan Beyer,14/1,200/1,500/1
Burnley,Luton,Cauley Woodrow,16/5,22/1,150/1
Burnley,Luton,Carlton Morris,11/4,18/1,100/1
Burnley,Luton,Jacob Brown,7/2,25/1,150/1
Burnley,Luton,Elijah Adebayo,13/5,16/1,80/1
Burnley,Luton,Andros Townsend,9/2,35/1,250/1
Burnley,Luton,Luke Berry,24/5,40/1,250/1
Burnley,Luton,Tahith Chong,13/2,55/1,300/1
Burnley,Luton,Ross Barkley,11/2,45/1,300/1
Burnley,Luton,Chiedozie Ogbene,6/1,50/1,300/1
Burnley,Luton,Pelly-Ruddock Mpanzu,10/1,100/1,500/1
Burnley,Luton,Albert-Mboyo Sambi Lokonga,11/1,150/1,500/1
Burnley,Luton,Alfie Doughty,10/1,125/1,500/1
Burnley,Luton,Jordan Clark,10/1,125/1,500/1
Burnley,Luton,Gabriel Osho,12/1,200/1,500/1
Burnley,Luton,Reece Burke,16/1,250/1,500/1
Burnley,Luton,Mads Juel Andersen,14/1,200/1,500/1
Burnley,Luton,Ryan Giles,14/1,200/1,500/1
Burnley,Luton,Joe Johnson,18/1,250/1,500/1
Burnley,Luton,Teden Mengi,18/1,250/1,500/1
Burnley,Luton,Amari'i Bell,18/1,250/1,500/1
Chelsea,Fulham,Deivid Washington,19/10,11/1,50/1
Chelsea,Fulham,Armando Broja,29/20,8/1,35/1
Chelsea,Fulham,Raheem Sterling,7/4,10/1,45/1
Chelsea,Fulham,Cole Palmer,9/5,11/1,45/1
Chelsea,Fulham,Christopher Nkunku,7/4,10/1,45/1
Chelsea,Fulham,Leo Castledine,14/5,18/1,100/1
Chelsea,Fulham,Carney Chukwuemeka,14/5,18/1,100/1
Chelsea,Fulham,Enzo Fernandez,29/10,18/1,100/1
Chelsea,Fulham,Noni Madueke,23/10,14/1,70/1
Chelsea,Fulham,Mykhaylo Mudryk,21/10,14/1,60/1
Chelsea,Fulham,Conor Gallagher,19/5,28/1,200/1
Chelsea,Fulham,Michael Golding,9/2,35/1,250/1
Chelsea,Fulham,Ben Chilwell,7/1,60/1,400/1
Chelsea,Fulham,Malo Gusto,17/2,90/1,500/1
Chelsea,Fulham,Moises Caicedo,9/1,90/1,500/1
Chelsea,Fulham,Thiago Silva,11/1,150/1,500/1
Chelsea,Fulham,Axel Disasi,11/1,150/1,500/1
Chelsea,Fulham,Benoit Badiashile,12/1,150/1,500/1
Chelsea,Fulham,Levi Colwill,12/1,150/1,500/1
Chelsea,Fulham,Dylan Williams,12/1,200/1,500/1
Chelsea,Fulham,Alfie Gilchrist,12/1,150/1,500/1
Chelsea,Fulham,Raul Jimenez,3/1,20/1,125/1
Chelsea,Fulham,Harry Wilson,4/1,33/1,200/1
Chelsea,Fulham,Willian,9/2,33/1,200/1
Chelsea,Fulham,Bobby De Cordova-Reid,4/1,28/1,200/1
Chelsea,Fulham,Rodrigo Muniz,10/3,22/1,150/1
Chelsea,Fulham,Carlos Vinicius,16/5,20/1,125/1
Chelsea,Fulham,Andreas Pereira,6/1,50/1,300/1
Chelsea,Fulham,Sasa Lukic,7/1,60/1,400/1
Chelsea,Fulham,Joao Palhinha,7/1,60/1,400/1
Chelsea,Fulham,Matt Dibley-Dias,15/2,66/1,500/1
Chelsea,Fulham,Tom Cairney,8/1,80/1,500/1
Chelsea,Fulham,Harrison Reed,17/2,90/1,500/1
Chelsea,Fulham,Tyrese Francois,10/1,125/1,500/1
Chelsea,Fulham,Issa Diop,16/1,200/1,500/1
Chelsea,Fulham,Timothy Castagne,14/1,200/1,500/1
Chelsea,Fulham,Tosin Adarabioyo,16/1,250/1,500/1
Chelsea,Fulham,Antonee Robinson,20/1,300/1,500/1
Chelsea,Fulham,Kenny Tete,20/1,300/1,500/1
Chelsea,Fulham,Luc De Fougerolles,20/1,300/1,500/1
Chelsea,Fulham,Devan Tanton,20/1,300/1,500/1
Chelsea,Fulham,Tim Ream,22/1,300/1,500/1
Newcastle,Man City,Alexander Isak,11/5,14/1,65/1
Newcastle,Man City,Anthony Gordon,15/4,25/1,200/1
Newcastle,Man City,Ben Parkinson,11/2,45/1,250/1
Newcastle,Man City,Miguel Almiron,9/2,33/1,200/1
Newcastle,Man City,Matt Ritchie,6/1,50/1,300/1
Newcastle,Man City,Joelinton,13/2,55/1,300/1
Newcastle,Man City,Sean Longstaff,17/2,90/1,500/1
Newcastle,Man City,Bruno Guimaraes,17/2,90/1,500/1
Newcastle,Man City,Lewis Miley,10/1,100/1,500/1
Newcastle,Man City,Lewis Hall,12/1,200/1,500/1
Newcastle,Man City,Fabian Schar,14/1,200/1,500/1
Newcastle,Man City,Kieran Trippier,14/1,200/1,500/1
Newcastle,Man City,Dan Burn,16/1,250/1,500/1
Newcastle,Man City,Sven Botman,16/1,250/1,500/1
Newcastle,Man City,Jamaal Lascelles,16/1,250/1,500/1
Newcastle,Man City,Paul Dummett,18/1,250/1,500/1
Newcastle,Man City,Alex Murphy,18/1,250/1,500/1
Newcastle,Man City,Valentino Livramento,18/1,250/1,500/1
Newcastle,Man City,Emil Krafth,18/1,250/1,500/1
Newcastle,Man City,Erling Haaland,5/6,9/2,16/1
Newcastle,Man City,Julian Alvarez,13/10,7/1,28/1
Newcastle,Man City,Phil Foden,7/4,10/1,45/1
Newcastle,Man City,Micah Hamilton,5/2,16/1,80/1
Newcastle,Man City,Bernardo Silva,14/5,18/1,100/1
Newcastle,Man City,Oscar Bobb,13/8,9/1,40/1
Newcastle,Man City,Jeremy Doku,23/10,14/1,70/1
Newcastle,Man City,Rodri,19/5,28/1,200/1
Newcastle,Man City,Jack Grealish,5/2,16/1,80/1
Newcastle,Man City,Kevin De Bruyne,11/4,18/1,100/1
Newcastle,Man City,Matheus Nunes,9/2,33/1,200/1
Newcastle,Man City,Mateo Kovacic,5/1,40/1,250/1
Newcastle,Man City,Jacob Wright,13/2,50/1,300/1
Newcastle,Man City,Rico Lewis,8/1,80/1,500/1
Newcastle,Man City,Sergio Gomez,8/1,80/1,500/1
Newcastle,Man City,Nathan Ake,8/1,70/1,500/1
Newcastle,Man City,Manuel Akanji,8/1,80/1,500/1
Newcastle,Man City,Kalvin Phillips,8/1,80/1,500/1
Newcastle,Man City,Mahamadou Susoho,17/2,90/1,500/1
Newcastle,Man City,Ruben Dias,11/1,150/1,500/1
Newcastle,Man City,Josko Gvardiol,12/1,200/1,500/1
