home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Crystal Palace,Tottenham,Odsonne Edouard,12/5,16/1,80/1
Crystal Palace,Tottenham,Ademola Ola-Adebomi,17/5,22/1,150/1
Crystal Palace,Tottenham,Jean-Philippe Mateta,3/1,20/1,125/1
Crystal Palace,Tottenham,Jesurun Rak-Sakyi,4/1,28/1,200/1
Crystal Palace,Tottenham,Jordan Ayew,9/2,35/1,250/1
Crystal Palace,Tottenham,Matheus Franca,11/2,45/1,300/1
Crystal Palace,Tottenham,Jadan Raymond,6/1,50/1,300/1
Crystal Palace,Tottenham,Michael Olise,6/1,50/1,300/1
Crystal Palace,Tottenham,Jeffrey Schlupp,6/1,50/1,300/1
Crystal Palace,Tottenham,Jefferson Lerma,13/2,55/1,300/1
Crystal Palace,Tottenham,David Ozoh,11/1,150/1,500/1
Crystal Palace,Tottenham,Joachim Andersen,11/1,125/1,500/1
Crystal Palace,Tottenham,Naouirou Ahamada,12/1,150/1,500/1
Crystal Palace,Tottenham,Jairo Riedewald,14/1,200/1,500/1
Crystal Palace,Tottenham,Will Hughes,14/1,200/1,500/1
Crystal Palace,Tottenham,James Tomkins,16/1,250/1,500/1
Crystal Palace,Tottenham,Cheick Oumar Doucoure,16/1,200/1,500/1
Crystal Palace,Tottenham,Marc Guehi,16/1,250/1,500/1
Crystal Palace,Tottenham,Nathan Ferguson,20/1,300/1,500/1
Crystal Palace,Tottenham,Chris Richards,20/1,300/1,500/1
Crystal Palace,Tottenham,Joel Ward,20/1,300/1,500/1
Crystal Palace,Tottenham,Rob Holding,20/1,300/1,500/1
Crystal Palace,Tottenham,Nathaniel Clyne,22/1,300/1,500/1
Crystal Palace,Tottenham,Tyrick Mitchell,28/1,400/1,500/1
Crystal Palace,Tottenham,Heung-min Son,11/8,15/2,33/1
Crystal Palace,Tottenham,James Maddison,9/5,11/1,45/1
Crystal Palace,Tottenham,Brennan Johnson,11/5,14/1,60/1
Crystal Palace,Tottenham,Alejo Veliz,2/1,12/1,55/1
Crystal Palace,Tottenham,Richarlison,9/4,14/1,66/1
Crystal Palace,Tottenham,Bryan Gil,4/1,28/1,200/1
Crystal Palace,Tottenham,Dejan Kulusevski,4/1,28/1,200/1
Crystal Palace,Tottenham,Giovani Lo Celso,24/5,40/1,250/1
Crystal Palace,Tottenham,Pape Matar Sarr,7/1,55/1,400/1
Crystal Palace,Tottenham,Pierre-Emile Hojbjerg,8/1,70/1,500/1
Crystal Palace,Tottenham,Pedro Porro,10/1,125/1,500/1
Crystal Palace,Tottenham,Cristian Romero,11/1,150/1,500/1
Crystal Palace,Tottenham,Emerson Royal,11/1,150/1,500/1
Crystal Palace,Tottenham,Destiny Udogie,12/1,200/1,500/1
Crystal Palace,Tottenham,Yves Bissouma,12/1,150/1,500/1
Crystal Palace,Tottenham,Eric Dier,12/1,200/1,500/1
Crystal Palace,Tottenham,Oliver Skipp,12/1,150/1,500/1
Crystal Palace,Tottenham,Ben Davies,12/1,200/1,500/1
Crystal Palace,Tottenham,Micky van de Ven,14/1,200/1,500/1
Crystal Palace,Tottenham,Ashley Phillips,16/1,250/1,500/1
Chelsea,Brentford,Nicolas Jackson,6/4,8/1,35/1
Chelsea,Brentford,Raheem Sterling,13/8,9/1,40/1
Chelsea,Brentford,Armando Broja,6/4,8/1,35/1
Chelsea,Brentford,Cole Palmer,8/5,9/1,40/1
Chelsea,Brentford,Deivid Washington,15/8,11/1,50/1
Chelsea,Brentford,Mykhaylo Mudryk,12/5,16/1,80/1
Chelsea,Brentford,Noni Madueke,27/10,18/1,90/1
Chelsea,Brentford,Alex Matos,29/10,18/1,100/1
Chelsea,Brentford,Enzo Fernandez,4/1,33/1,200/1
Chelsea,Brentford,Conor Gallagher,18/5,25/1,200/1
Chelsea,Brentford,Ian Maatsen,9/2,35/1,200/1
Chelsea,Brentford,Reece James,7/1,60/1,400/1
Chelsea,Brentford,Moises Caicedo,13/2,55/1,300/1
Chelsea,Brentford,Lesley Ugochukwu,15/2,65/1,400/1
Chelsea,Brentford,Levi Colwill,10/1,100/1,500/1
Chelsea,Brentford,Axel Disasi,10/1,100/1,500/1
Chelsea,Brentford,Thiago Silva,11/1,150/1,500/1
Chelsea,Brentford,Benoit Badiashile,11/1,150/1,500/1
Chelsea,Brentford,Malo Gusto,11/1,150/1,500/1
Chelsea,Brentford,Marc Cucurella,18/1,250/1,500/1
Chelsea,Brentford,Neal Maupay,14/5,18/1,100/1
Chelsea,Brentford,Bryan Mbeumo,13/5,16/1,90/1
Chelsea,Brentford,Yoane Wissa,3/1,18/1,125/1
Chelsea,Brentford,Michael Olakigbe,6/1,50/1,300/1
Chelsea,Brentford,Yegor Yarmolyuk,6/1,50/1,300/1
Chelsea,Brentford,Saman Ghoddos,13/2,55/1,300/1
Chelsea,Brentford,Mathias Jensen,7/1,60/1,400/1
Chelsea,Brentford,Vitaly Janelt,17/2,80/1,500/1
Chelsea,Brentford,Frank Onyeka,17/2,90/1,500/1
Chelsea,Brentford,Ethan Brierley,9/1,100/1,500/1
Chelsea,Brentford,Christian Norgaard,10/1,125/1,500/1
Chelsea,Brentford,Ben Mee,14/1,200/1,500/1
Chelsea,Brentford,Ethan Pinnock,16/1,200/1,500/1
Chelsea,Brentford,Nathan Collins,14/1,200/1,500/1
Chelsea,Brentford,Kristoffer Ajer,14/1,200/1,500/1
Chelsea,Brentford,Mathias Jorgensen,16/1,250/1,500/1
Chelsea,Brentford,Aaron Hickey,16/1,250/1,500/1
Chelsea,Brentford,Mads Roerslev Rasmussen,20/1,300/1,500/1
Chelsea,Brentford,Kim Ji-soo,20/1,300/1,500/1
Arsenal,Sheffield Utd,Gabriel Jesus,11/10,6/1,22/1
Arsenal,Sheffield Utd,Bukayo Saka,11/10,6/1,22/1
Arsenal,Sheffield Utd,Eddie Nketiah,6/5,13/2,25/1
Arsenal,Sheffield Utd,Martin Odegaard,23/20,6/1,22/1
Arsenal,Sheffield Utd,Leandro Trossard,11/8,15/2,28/1
Arsenal,Sheffield Utd,Gabriel Martinelli,13/10,15/2,28/1
Arsenal,Sheffield Utd,Emile Smith Rowe,11/8,15/2,33/1
Arsenal,Sheffield Utd,Reiss Nelson,6/4,17/2,35/1
Arsenal,Sheffield Utd,Kai Havertz,21/10,14/1,60/1
Arsenal,Sheffield Utd,Fabio Vieira,13/5,16/1,90/1
Arsenal,Sheffield Utd,Declan Rice,19/5,28/1,200/1
Arsenal,Sheffield Utd,Jorginho,17/5,22/1,150/1
Arsenal,Sheffield Utd,Thomas Partey,17/5,22/1,150/1
Arsenal,Sheffield Utd,Oleksandr Zinchenko,15/2,66/1,500/1
Arsenal,Sheffield Utd,Jakub Kiwior,8/1,80/1,500/1
Arsenal,Sheffield Utd,Gabriel Magalhaes,17/2,90/1,500/1
Arsenal,Sheffield Utd,Ben White,10/1,100/1,500/1
Arsenal,Sheffield Utd,William Saliba,11/1,125/1,500/1
Arsenal,Sheffield Utd,Takehiro Tomiyasu,11/1,125/1,500/1
Arsenal,Sheffield Utd,Cedric Soares,12/1,150/1,500/1
Arsenal,Sheffield Utd,William Osula,11/2,45/1,300/1
Arsenal,Sheffield Utd,Cameron Archer,5/1,40/1,250/1
Arsenal,Sheffield Utd,Benie Traore,6/1,50/1,300/1
Arsenal,Sheffield Utd,Rhian Brewster,11/2,45/1,300/1
Arsenal,Sheffield Utd,Oli McBurnie,24/5,40/1,250/1
Arsenal,Sheffield Utd,Gustavo Hamer,7/1,65/1,400/1
Arsenal,Sheffield Utd,James McAtee,8/1,80/1,500/1
Arsenal,Sheffield Utd,Ryan One,17/2,80/1,500/1
Arsenal,Sheffield Utd,Anis Ben Slimane,12/1,150/1,500/1
