home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Luton,Brentford,Carlton Morris,2/1,12/1,55/1
Luton,Brentford,Cauley Woodrow,23/10,14/1,70/1
Luton,Brentford,Taylan Harris,13/5,16/1,90/1
Luton,Brentford,Tahith Chong,29/10,18/1,125/1
Luton,Brentford,Ross Barkley,17/5,22/1,150/1
Luton,Brentford,Andros Townsend,15/4,25/1,200/1
Luton,Brentford,Zack Nelson,15/4,25/1,200/1
Luton,Brentford,Luke Berry,9/2,35/1,250/1
Luton,Brentford,Jordan Clark,5/1,40/1,250/1
Luton,Brentford,Fred Onyedinma,11/2,45/1,250/1
Luton,Brentford,Jayden Luker,13/2,50/1,300/1
Luton,Brentford,Pelly-Ruddock Mpanzu,7/1,60/1,400/1
Luton,Brentford,Albert-Mboyo Sambi Lokonga,7/1,60/1,400/1
Luton,Brentford,Axel Piesold,9/1,90/1,500/1
Luton,Brentford,Alfie Doughty,7/1,60/1,400/1
Luton,Brentford,Reece Burke,12/1,150/1,500/1
Luton,Brentford,Joe Johnson,12/1,150/1,500/1
Luton,Brentford,Daiki Hashioka,12/1,150/1,500/1
Luton,Brentford,Teden Mengi,14/1,200/1,500/1
Luton,Brentford,Issa Kabore,14/1,200/1,500/1
Luton,Brentford,Christian Chigozie,14/1,200/1,500/1
Luton,Brentford,Bryan Mbeumo,6/4,17/2,35/1
Luton,Brentford,Ivan Toney,11/10,6/1,22/1
Luton,Brentford,Neal Maupay,17/10,10/1,40/1
Luton,Brentford,Yoane Wissa,17/10,10/1,45/1
Luton,Brentford,Kevin Schade,23/10,14/1,70/1
Luton,Brentford,Keane Lewis-Potter,9/2,35/1,200/1
Luton,Brentford,Yegor Yarmolyuk,9/2,35/1,200/1
Luton,Brentford,Mathias Jensen,4/1,33/1,200/1
Luton,Brentford,Saman Ghoddos,6/1,50/1,300/1
Luton,Brentford,Mikkel Damsgaard,5/1,40/1,250/1
Luton,Brentford,Kristoffer Ajer,6/1,50/1,300/1
Luton,Brentford,Frank Onyeka,13/2,55/1,400/1
Luton,Brentford,Shandon Baptiste,13/2,55/1,400/1
Luton,Brentford,Vitaly Janelt,13/2,55/1,400/1
Luton,Brentford,Christian Norgaard,13/2,55/1,400/1
Luton,Brentford,Mathias Jorgensen,9/1,100/1,500/1
Luton,Brentford,Sergio Reguilon,9/1,100/1,500/1
Luton,Brentford,Nathan Collins,15/2,70/1,500/1
Luton,Brentford,Mads Roerslev Rasmussen,12/1,150/1,500/1
Luton,Brentford,Ethan Pinnock,12/1,150/1,500/1
Luton,Brentford,Benjamin Fredrick,14/1,200/1,500/1
Sheffield Utd,Burnley,Cameron Archer,9/5,11/1,45/1
Sheffield Utd,Burnley,Ben Brereton Diaz,11/8,15/2,28/1
Sheffield Utd,Burnley,Oli McBurnie,29/20,8/1,35/1
Sheffield Utd,Burnley,William Osula,21/10,12/1,60/1
Sheffield Utd,Burnley,Gustavo Hamer,9/2,33/1,200/1
Sheffield Utd,Burnley,James McAtee,18/5,25/1,200/1
Sheffield Utd,Burnley,Anis Ben Slimane,11/2,45/1,300/1
Sheffield Utd,Burnley,Andre Brooks,7/1,60/1,400/1
Sheffield Utd,Burnley,Jayden Bogle,8/1,80/1,500/1
Sheffield Utd,Burnley,Vinicius Souza,11/1,150/1,500/1
Sheffield Utd,Burnley,Anel Ahmedhodzic,11/1,150/1,500/1
Sheffield Utd,Burnley,Evan Easton,11/1,150/1,500/1
Sheffield Utd,Burnley,Oliver Arblaster,9/1,90/1,500/1
Sheffield Utd,Burnley,Oliver Norwood,10/1,100/1,500/1
Sheffield Utd,Burnley,Sam Curtis,12/1,200/1,500/1
Sheffield Utd,Burnley,Ben Osborn,14/1,200/1,500/1
Sheffield Utd,Burnley,Dovydas Sasnauskas,14/1,200/1,500/1
Sheffield Utd,Burnley,Auston Trusty,18/1,250/1,500/1
Sheffield Utd,Burnley,Jack Robinson,16/1,250/1,500/1
Sheffield Utd,Burnley,Yasser Larouci,18/1,250/1,500/1
Sheffield Utd,Burnley,Mason Holgate,18/1,250/1,500/1
