home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Brentford,Chelsea,Ivan Toney,5/4,7/1,25/1
Brentford,Chelsea,Neal Maupay,11/5,14/1,65/1
Brentford,Chelsea,Yoane Wissa,10/3,22/1,150/1
Brentford,Chelsea,Yegor Yarmolyuk,5/1,40/1,250/1
Brentford,Chelsea,Keane Lewis-Potter,11/2,45/1,250/1
Brentford,Chelsea,Ethan Brierley,13/2,55/1,300/1
Brentford,Chelsea,Mathias Jensen,6/1,50/1,300/1
Brentford,Chelsea,Saman Ghoddos,7/1,60/1,400/1
Brentford,Chelsea,Mikkel Damsgaard,7/1,60/1,400/1
Brentford,Chelsea,Shandon Baptiste,9/1,90/1,500/1
Brentford,Chelsea,Ben Mee,9/1,90/1,500/1
Brentford,Chelsea,Frank Onyeka,10/1,100/1,500/1
Brentford,Chelsea,Christian Norgaard,10/1,125/1,500/1
Brentford,Chelsea,Vitaly Janelt,10/1,125/1,500/1
Brentford,Chelsea,Sergio Reguilon,14/1,200/1,500/1
Brentford,Chelsea,Nathan Collins,14/1,200/1,500/1
Brentford,Chelsea,Kristoffer Ajer,16/1,250/1,500/1
Brentford,Chelsea,Mathias Jorgensen,16/1,250/1,500/1
Brentford,Chelsea,Benjamin Fredrick,16/1,250/1,500/1
Brentford,Chelsea,Mads Roerslev Rasmussen,16/1,250/1,500/1
Brentford,Chelsea,Deivid Washington,15/8,11/1,50/1
Brentford,Chelsea,Cole Palmer,6/4,17/2,35/1
Brentford,Chelsea,Nicolas Jackson,17/10,10/1,45/1
Brentford,Chelsea,Raheem Sterling,11/5,14/1,65/1
Brentford,Chelsea,Noni Madueke,5/2,16/1,80/1
Brentford,Chelsea,Leo Castledine,16/5,22/1,150/1
Brentford,Chelsea,Mykhaylo Mudryk,27/10,16/1,90/1
Brentford,Chelsea,Jimi Tauriainen,15/4,25/1,200/1
Brentford,Chelsea,Cesare Casadei,5/1,40/1,250/1
Brentford,Chelsea,Conor Gallagher,4/1,28/1,200/1
Brentford,Chelsea,Enzo Fernandez,24/5,40/1,250/1
Brentford,Chelsea,Ollie Harrison,15/2,70/1,500/1
Brentford,Chelsea,Thiago Silva,9/1,100/1,500/1
Brentford,Chelsea,Ben Chilwell,9/1,100/1,500/1
Brentford,Chelsea,Moises Caicedo,10/1,125/1,500/1
Brentford,Chelsea,Trevoh Chalobah,12/1,150/1,500/1
Brentford,Chelsea,Malo Gusto,12/1,150/1,500/1
Brentford,Chelsea,Alfie Gilchrist,12/1,200/1,500/1
Brentford,Chelsea,Levi Colwill,12/1,150/1,500/1
Brentford,Chelsea,Billy Gee,14/1,200/1,500/1
Brentford,Chelsea,Axel Disasi,14/1,200/1,500/1
Brentford,Chelsea,Marc Cucurella,18/1,250/1,500/1
Brentford,Chelsea,Ishe Samuels-Smith,18/1,250/1,500/1
Everton,West Ham,Beto,15/8,11/1,50/1
Everton,West Ham,Dominic Calvert-Lewin,19/10,12/1,50/1
Everton,West Ham,Lewis Dobbin,23/10,14/1,70/1
Everton,West Ham,Abdoulaye Doucoure,12/5,14/1,80/1
Everton,West Ham,Youssef Chermiti,13/5,16/1,90/1
Everton,West Ham,Dwight McNeil,19/5,28/1,200/1
Everton,West Ham,Jack Harrison,7/2,25/1,150/1
Everton,West Ham,Andre Gomes,5/1,40/1,250/1
Everton,West Ham,Amadou Onana,5/1,40/1,250/1
Everton,West Ham,Ashley Young,11/2,45/1,250/1
Everton,West Ham,James Garner,13/2,55/1,400/1
Everton,West Ham,Vitaliy Mykolenko,17/2,90/1,500/1
Everton,West Ham,James Tarkowski,9/1,90/1,500/1
Everton,West Ham,Michael Keane,17/2,90/1,500/1
Everton,West Ham,MacKenzie Hunt,10/1,125/1,500/1
Everton,West Ham,Jarrad Branthwaite,11/1,125/1,500/1
Everton,West Ham,Idrissa Gueye,12/1,150/1,500/1
Everton,West Ham,Ben Godfrey,14/1,200/1,500/1
Everton,West Ham,Nathan Patterson,16/1,250/1,500/1
Everton,West Ham,Seamus Coleman,16/1,250/1,500/1
Everton,West Ham,Jarrod Bowen,9/4,14/1,65/1
Everton,West Ham,Danny Ings,15/4,28/1,200/1
Everton,West Ham,Mohammed Kudus,14/5,18/1,100/1
Everton,West Ham,Divin Mubama,4/1,28/1,200/1
Everton,West Ham,Michail Antonio,16/5,20/1,125/1
Everton,West Ham,James Ward-Prowse,5/1,40/1,250/1
Everton,West Ham,Tomas Soucek,5/1,40/1,250/1
Everton,West Ham,George Earthy,5/1,40/1,250/1
Everton,West Ham,Maxwel Cornet,13/2,50/1,300/1
Everton,West Ham,Lucas Paqueta,7/1,60/1,400/1
Everton,West Ham,Ben Johnson,12/1,200/1,500/1
Everton,West Ham,Nayef Aguerd,14/1,200/1,500/1
Everton,West Ham,Kalvin Phillips,14/1,200/1,500/1
Everton,West Ham,Konstantinos Mavropanos,14/1,200/1,500/1
Everton,West Ham,Emerson Palmieri,14/1,200/1,500/1
Everton,West Ham,Kurt Zouma,16/1,200/1,500/1
Everton,West Ham,Edson Alvarez,16/1,200/1,500/1
Everton,West Ham,Oliver Scarles,14/1,200/1,500/1
Everton,West Ham,Aaron Cresswell,16/1,250/1,500/1
Everton,West Ham,Angelo Ogbonna,16/1,250/1,500/1
Everton,West Ham,Vladimir Coufal,28/1,400/1,500/1
Fulham,Brighton,Rodrigo Muniz,6/4,17/2,35/1
Fulham,Brighton,Armando Broja,15/8,11/1,50/1
Fulham,Brighton,Bobby De Cordova-Reid,23/10,14/1,66/1
Fulham,Brighton,Harry Wilson,15/4,25/1,200/1
Fulham,Brighton,Willian,16/5,20/1,125/1
Fulham,Brighton,Adama Traore,4/1,28/1,200/1
Fulham,Brighton,Alex Iwobi,7/2,25/1,200/1
Fulham,Brighton,Andreas Pereira,11/2,45/1,300/1
Fulham,Brighton,Matt Dibley-Dias,13/2,55/1,300/1
Fulham,Brighton,Joshua King,15/2,66/1,400/1
Fulham,Brighton,Tom Cairney,15/2,66/1,400/1
Fulham,Brighton,Sasa Lukic,7/1,65/1,400/1
Fulham,Brighton,Harrison Reed,15/2,70/1,500/1
Fulham,Brighton,Timothy Castagne,14/1,200/1,500/1
Fulham,Brighton,Tosin Adarabioyo,14/1,200/1,500/1
Fulham,Brighton,Issa Diop,14/1,200/1,500/1
Fulham,Brighton,Calvin Bassey,14/1,200/1,500/1
Fulham,Brighton,Kenny Tete,16/1,250/1,500/1
Fulham,Brighton,Antonee Robinson,16/1,250/1,500/1
Fulham,Brighton,Fode Ballo-Toure,16/1,250/1,500/1
Fulham,Brighton,Luc De Fougerolles,16/1,250/1,500/1
Fulham,Brighton,Tim Ream,20/1,300/1,500/1
Fulham,Brighton,Evan Ferguson,23/10,14/1,70/1
Fulham,Brighton,Mark O'Mahony,14/5,18/1,100/1
Fulham,Brighton,Simon Adingra,12/5,16/1,80/1
Fulham,Brighton,Ansu Fati,12/5,16/1,80/1
Fulham,Brighton,Danny Welbeck,27/10,16/1,90/1
Fulham,Brighton,Julio Enciso,11/4,18/1,100/1
Fulham,Brighton,Luca Barrington,15/4,25/1,200/1
Fulham,Brighton,Joshua Duffus,19/5,28/1,200/1
Fulham,Brighton,Facundo Buonanotte,18/5,25/1,200/1
Fulham,Brighton,Pascal Gross,9/2,33/1,200/1
Fulham,Brighton,Cameron Peupion,24/5,40/1,250/1
Fulham,Brighton,Benicio Baker-Boaitey,24/5,40/1,250/1
Fulham,Brighton,Jakub Moder,9/2,35/1,250/1
Fulham,Brighton,Adam Lallana,9/2,35/1,250/1
Fulham,Brighton,Pervis Estupinan,17/2,80/1,500/1
Fulham,Brighton,Valentin Barco,8/1,80/1,500/1
Fulham,Brighton,Lewis Dunk,9/1,90/1,500/1
Fulham,Brighton,Carlos Baleba,11/1,125/1,500/1
Fulham,Brighton,Jan Paul van Hecke,12/1,150/1,500/1
Fulham,Brighton,Adam Webster,11/1,150/1,500/1
Fulham,Brighton,Tariq Lamptey,14/1,200/1,500/1
Fulham,Brighton,Joel Veltman,14/1,200/1,500/1
Fulham,Brighton,Igor Julio,14/1,200/1,500/1
Newcastle,Wolves,Alexander Isak,23/20,6/1,22/1
Newcastle,Wolves,Anthony Gordon,8/5,9/1,40/1
Newcastle,Wolves,Harvey Barnes,6/4,8/1,35/1
Newcastle,Wolves,Elliot Anderson,12/5,16/1,80/1
Newcastle,Wolves,Jacob Murphy,3/1,20/1,125/1
Newcastle,Wolves,Matt Ritchie,3/1,20/1,125/1
Newcastle,Wolves,Miguel Almiron,16/5,22/1,150/1
Newcastle,Wolves,Sean Longstaff,15/4,28/1,200/1
Newcastle,Wolves,Joe White,9/2,35/1,200/1
