assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,-8,0,0.0,690,0.15,0.94,0.79,1.26,64,2,0,0.0,0.0,2023-01-12,57,9,0,0,0,1,19,0,0,1,1,2,0.0,-2,0,0,0,7.5,False,0,0,6,0.4582949876785278,61,Fulham,Chelsea,2,1,18262,2022,568553,0.4263609945774078,0,1,0,0.4582949876785278,0.8947160243988037,0.4756709933280945,Chelsea,3,2,19,5.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,35,0,35.8,690,0.32,0.96,0.64,1.29,230,1,1,11.9,50.6,2023-02-11,90,19,0,0,0,0,23,0,82916,1,1,1,33.0,9,56155,59279,3124,7.5,False,0,1,3,0.5143830180168152,90,West Ham,Chelsea,1,1,18431,2022,574593,0.0916941985487937,0,2,1,0.5143830180168152,0.5108789801597595,0.0678984001278877,Chelsea,3,3,23,3.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,-5,0,13.4,690,0.02,0.31,0.29,0.83,234,1,0,3.3,4.2,2023-02-18,90,17,0,0,0,0,24,0,447176,1,1,0,15.0,2,356726,362404,5678,7.6,True,0,0,3,0.4543440043926239,90,Chelsea,Southampton,0,1,18435,2022,576390,0.0,0,0,0,0.4543440043926239,0.4362950026988983,0.0287314001470804,Chelsea,2,4,24,4.2,FWD,0.0,0.32,0.96,0.64,1.29,1.0,1.0,11.9,50.6,35.8,33.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,1.0,3.0,0.51,0.09,0.0,2.0,1.0,0.51,0.51,0.07,3.0,82916.0
0,0,4,0,10.4,690,0.03,0.13,0.1,0.71,249,2,0,3.2,7.8,2023-02-26,82,18,0,0,0,0,25,0,422800,1,0,2,14.0,2,-5737,71002,76739,7.6,False,0,0,3,0.0878114998340606,90,Tottenham,Chelsea,2,0,18450,2022,578340,0.0,0,0,0,0.0878114998340606,0.1355980038642883,0.0477867014706134,Chelsea,3,4,25,3.2,FWD,0.0,0.34,1.27,0.93,2.12,2.0,1.0,15.2,54.8,49.2,48.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,11.0,1.0,6.0,0.97,0.09,0.0,2.0,1.0,0.97,0.95,0.1,7.2,530092.0
0,0,-1,1,14.7,690,0.09,0.26,0.17,0.41,255,0,0,2.9,1.8,2023-03-04,67,11,0,0,0,0,26,0,419090,1,0,1,12.0,2,-25901,58770,84671,7.6,True,0,0,2,0.1265940070152282,69,Chelsea,Leeds,1,0,18456,2022,579551,0.0455876998603343,0,1,0,0.1265940070152282,0.2119320034980774,0.0397506989538669,Chelsea,2,4,26,3.8,FWD,0.0,0.37,1.4,1.03,2.83,4.0,1.0,18.4,62.6,59.6,62.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,13.0,1.0,9.0,1.06,0.09,0.0,2.0,1.0,1.06,1.08,0.14,10.4,952892.0
0,0,-5,0,2.3,690,0.0,0.45,0.45,1.36,266,1,0,0.6,0.0,2023-03-11,45,10,0,0,0,0,27,0,341240,1,3,1,10.0,1,-79430,33670,113100,7.6,False,0,0,2,0.3709810078144073,52,Leicester,Chelsea,1,3,18467,2022,581312,0.0,0,0,0,0.3709810078144073,0.3709810078144073,0.0,Chelsea,3,3,27,1.8,FWD,1.0,0.14,0.7,0.56,1.95,3.0,0.0,9.4,13.8,38.5,41.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,6.0,0.0,8.0,0.67,0.05,0.0,1.0,0.0,0.67,0.78,0.12,11.2,1289066.0
0,2,31,0,6.4,690,0.09,0.37,0.28,1.2,275,1,1,9.7,38.6,2023-03-18,85,8,0,0,0,0,28,0,385536,1,2,2,52.0,8,29290,68756,39466,7.6,True,0,1,4,0.2462580054998397,89,Chelsea,Everton,2,2,18476,2022,583269,0.0,0,0,1,0.2462580054998397,0.2180249989032745,0.0,Chelsea,2,4,28,3.2,FWD,1.0,0.12,0.84,0.72,2.48,3.0,0.0,6.7,9.6,27.4,36.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,0.0,7.0,0.59,0.05,0.0,1.0,0.0,0.59,0.72,0.09,8.8,1183130.0
0,0,12,0,17.6,690,0.11,0.36,0.25,0.81,284,2,0,8.6,19.6,2023-04-01,90,2,0,0,0,0,29,0,481680,1,2,0,49.0,2,90983,115059,24076,7.6,True,0,0,5,0.3005200028419494,90,Chelsea,Aston Villa,0,2,18485,2022,584929,0.0564148016273975,0,1,0,0.3005200028419494,0.3544360101222992,0.2341039925813675,Chelsea,2,4,29,5.9,FWD,1.0,0.18,1.08,0.9,2.97,2.0,1.0,13.2,40.4,23.4,74.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,11.0,1.0,8.0,0.74,0.05,0.0,1.0,1.0,0.74,0.8,0.04,8.8,1145866.0
0,0,7,1,2.6,690,0.02,0.25,0.23,0.35,74,0,0,2.4,0.2,2023-04-04,84,12,0,0,0,0,29,0,481680,1,0,0,21.0,2,90983,115059,24076,7.6,True,0,0,4,0.2918800115585327,88,Chelsea,Liverpool,0,0,18281,2022,586073,0.0,0,0,0,0.2918800115585327,1.158079981803894,0.8911659717559814,Chelsea,4,4,29,5.9,FWD,1.0,0.18,1.08,0.9,2.97,2.0,1.0,13.2,40.4,23.4,74.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,11.0,1.0,8.0,0.74,0.05,0.0,1.0,1.0,0.74,0.8,0.04,8.8,1145866.0
0,0,8,0,16.8,690,0.06,0.24,0.18,0.56,300,1,0,5.0,10.0,2023-04-08,67,20,0,0,0,0,30,0,375371,1,0,1,23.0,2,-95074,12655,107729,7.6,False,0,0,4,0.2125200033187866,69,Wolverhampton Wanderers,Chelsea,1,0,18501,2022,586713,0.0265475008636713,0,1,0,0.2125200033187866,0.1027010008692741,0.0,Chelsea,3,2,30,3.5,FWD,1.0,0.11,1.07,0.96,2.91,2.0,1.0,12.7,38.8,11.3,83.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,11.0,1.0,10.0,0.91,0.0,0.0,0.0,1.0,0.91,1.75,0.89,10.9,1208456.0
