assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,25,1,1.5,610,0.01,0.01,0.0,0.41,80,0,0,1.9,17.6,2022-09-17,90,20,0,0,0,0,8,0,9643,1,3,0,0.0,6,2170,3063,893,5.0,False,0,0,0,0.0,90,Wolverhampton Wanderers,Manchester City,0,3,18274,2022,550445,0.0,0,0,0,0.0,0.3317359983921051,0.3317359983921051,Manchester City,5,2,8,4.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,19,0,1.0,610,0.0,0.02,0.02,1.67,88,3,0,3.4,15.0,2022-10-02,90,14,0,0,0,0,9,0,18323,1,3,6,18.0,1,7422,9551,2129,5.0,True,0,0,1,0.0393683016300201,90,Manchester City,Manchester United,6,3,18289,2022,552918,0.0,0,0,0,0.0393683016300201,0.2611869871616363,0.2611869871616363,Manchester City,3,5,9,4.5,DEF,1.0,0.01,0.01,0.0,0.41,0.0,0.0,1.9,17.6,1.5,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,4.0,9643.0
0,1,31,1,1.6,610,0.01,0.07,0.06,0.16,97,0,0,4.4,16.8,2022-10-08,90,17,0,0,0,0,10,0,46754,1,0,4,26.0,7,25732,30571,4839,5.0,True,0,0,2,0.049481701105833,90,Manchester City,Southampton,4,0,18298,2022,554119,0.0,0,0,0,0.049481701105833,1.0411200523376465,1.0073100328445437,Manchester City,2,5,10,5.7,DEF,1.0,0.01,0.03,0.02,2.08,3.0,0.0,5.3,32.6,2.5,18.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,7.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.04,0.59,0.59,8.5,27966.0
0,0,7,0,1.4,610,0.01,0.01,0.0,2.07,106,1,0,0.6,4.4,2022-10-16,90,12,0,0,0,0,11,0,57450,1,0,1,0.0,1,9305,16823,7518,5.0,False,1,0,0,0.0,90,Liverpool,Manchester City,1,0,18307,2022,556895,0.0,0,0,0,0.0,0.1881860047578811,0.1881860047578811,Manchester City,5,4,11,3.8,DEF,2.0,0.02,0.1,0.08,2.24,3.0,0.0,9.7,49.4,4.1,44.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,10.0,14.0,0.0,3.0,0.09,0.0,0.0,0.0,0.0,0.09,1.63,1.6,14.2,74720.0
0,0,12,0,3.7,610,0.02,0.02,0.0,0.48,125,1,0,1.8,14.0,2022-10-22,90,5,0,0,0,0,13,0,73658,1,1,3,0.0,2,14927,18832,3905,5.0,True,0,0,0,0.0,90,Manchester City,Brighton,3,1,18326,2022,558233,0.0,0,0,0,0.0,0.0,0.0,Manchester City,3,5,13,3.8,DEF,1.0,0.02,0.08,0.06,2.23,1.0,0.0,5.0,21.2,3.0,26.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,8.0,0.0,2.0,0.05,0.0,0.0,0.0,0.0,0.05,1.23,1.2,9.5,104204.0
0,0,22,1,10.2,610,0.06,0.26,0.2,0.09,137,0,0,3.3,8.6,2022-10-29,71,10,0,0,0,0,14,0,85280,1,1,0,14.0,6,10217,17482,7265,5.0,False,0,0,2,0.1225840002298355,73,Leicester,Manchester City,0,1,18338,2022,559782,0.0,0,0,0,0.1225840002298355,0.2105250060558319,0.1945389956235885,Manchester City,5,3,14,4.4,DEF,0.0,0.03,0.03,0.0,2.55,2.0,0.0,2.4,18.4,5.1,0.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,7.6,131108.0
0,0,9,0,2.0,610,0.01,0.22,0.21,0.95,145,1,0,4.4,10.6,2022-11-05,90,9,0,0,0,0,15,0,104689,1,1,2,31.0,2,17279,25704,8425,5.0,True,0,0,3,0.4060359895229339,90,Manchester City,Fulham,2,1,18346,2022,561884,0.0,0,0,0,0.4060359895229339,0.6531280279159546,0.6531280279159546,Manchester City,2,5,15,3.8,DEF,1.0,0.08,0.28,0.2,0.57,1.0,0.0,5.1,22.6,13.9,14.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,8.0,0.0,2.0,0.12,0.0,0.0,0.0,0.0,0.12,0.21,0.19,8.2,158938.0
1,1,25,0,34.2,610,0.03,0.05,0.02,1.29,155,2,0,7.0,29.2,2022-11-12,90,4,0,0,0,0,16,0,131613,1,2,1,7.0,5,24666,32993,8327,5.0,True,0,0,1,0.0216394998133182,90,Manchester City,Brentford,1,2,18356,2022,564202,0.0825686007738113,1,3,0,0.0216394998133182,0.6745309829711914,0.6178680062294006,Manchester City,3,5,16,5.3,DEF,1.0,0.09,0.5,0.41,1.52,2.0,0.0,9.5,33.2,15.9,45.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,10.0,0.0,5.0,0.53,0.0,0.0,0.0,0.0,0.53,0.86,0.85,12.0,263627.0
0,0,14,0,1.3,610,0.01,0.01,0.0,0.59,167,1,0,1.8,14.8,2022-12-28,90,11,0,0,0,0,17,0,172537,1,3,1,2.0,2,38137,116872,78735,5.0,False,0,0,0,0.0,90,Leeds,Manchester City,1,3,18368,2022,565909,0.0,0,0,0,0.0,1.3676999807357788,1.3676999807357788,Manchester City,5,2,17,3.0,DEF,1.0,0.1,0.53,0.43,2.33,3.0,0.0,14.7,48.4,46.4,52.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,13.0,0.0,6.0,0.55,0.08,1.0,3.0,0.0,0.55,1.54,1.47,13.5,321582.0
0,0,14,0,3.6,610,0.03,0.03,0.0,0.09,175,1,0,1.7,11.6,2022-12-31,90,8,0,0,0,0,18,0,184498,1,1,1,2.0,2,10836,18972,8136,5.0,True,0,0,0,0.0,90,Manchester City,Everton,1,1,18376,2022,566444,0.0,0,0,0,0.0,0.253244012594223,0.253244012594223,Manchester City,2,5,18,3.0,DEF,0.0,0.05,0.28,0.23,2.83,4.0,0.0,13.2,54.6,37.5,40.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,9.0,0.0,4.0,0.43,0.08,1.0,3.0,0.0,0.43,2.7,2.64,12.1,408839.0
