assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,10,0,18.8,295,0.11,0.13,0.02,1.74,7,2,0,4.0,16.8,2022-08-06,90,15,0,0,0,0,1,0,2304763,1,0,2,4.0,0,0,0,0,4.0,False,1,0,1,0.024593299254775,90,Newcastle United,Nottingham Forest,2,0,18206,2022,539469,0.0749799013137817,0,1,0,0.024593299254775,0.0995732992887497,0.0,Nottingham Forest,2,4,1,0.5,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,24,1,42.3,295,0.26,0.55,0.29,2.29,18,0,0,13.9,41.2,2022-08-14,90,19,0,0,0,0,2,0,2410646,1,0,1,55.0,7,-5642,79505,85147,4.0,True,0,0,4,0.6837409734725952,90,Nottingham Forest,West Ham,1,0,18219,2022,541257,0.4923860132694244,0,2,0,0.6837409734725952,0.8577389717102051,0.1272210031747818,Nottingham Forest,2,2,2,3.0,DEF,0.0,0.11,0.13,0.02,1.74,2.0,0.0,4.0,16.8,18.8,4.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.02,0.07,0.0,1.0,0.0,0.02,0.1,0.0,0.5,2304763.0
0,0,4,0,29.5,295,0.17,0.29,0.12,1.51,23,1,0,7.3,20.8,2022-08-20,90,8,0,0,0,0,3,0,2728576,1,1,1,23.0,1,223736,336755,113019,4.0,False,1,0,3,0.1292459964752197,90,Everton,Nottingham Forest,1,1,18224,2022,542358,0.0773873031139373,0,2,0,0.1292459964752197,0.1290179938077926,0.0553718991577625,Nottingham Forest,2,2,3,2.2,DEF,1.0,0.37,0.68,0.31,4.03,2.0,0.0,17.9,58.0,61.1,59.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,7.0,0.0,5.0,0.71,0.57,0.0,3.0,0.0,0.71,0.96,0.13,3.5,4715409.0
0,0,13,0,14.7,295,0.02,0.22,0.2,2.4,38,2,0,5.1,14.2,2022-08-28,90,18,0,0,0,0,4,0,2777551,1,2,0,22.0,1,24698,169456,144758,4.1,True,0,0,3,0.1599059998989105,90,Nottingham Forest,Tottenham,0,2,18241,2022,545390,0.0193064995110034,0,1,0,0.1599059998989105,0.3147319853305816,0.1548260003328323,Nottingham Forest,3,2,4,1.2,DEF,1.0,0.54,0.97,0.43,5.54,3.0,0.0,25.2,78.8,90.6,82.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,8.0,0.0,8.0,0.84,0.64,0.0,5.0,0.0,0.84,1.09,0.18,5.7,7443985.0
0,0,18,0,38.4,295,0.16,0.16,0.0,3.32,49,6,0,6.9,28.6,2022-08-31,90,13,0,0,0,0,5,0,2748999,1,0,6,2.0,-1,-40455,91701,132156,4.1,False,0,0,0,0.0,90,Manchester City,Nottingham Forest,6,0,18246,2022,546327,0.3235540091991424,0,3,0,0.0,0.3483070135116577,0.0247524995356798,Nottingham Forest,2,5,5,0.1,DEF,1.0,0.45,1.06,0.61,6.2,3.0,0.0,26.3,76.2,86.5,100.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,9.0,0.0,10.0,0.97,0.59,0.0,5.0,0.0,0.97,1.3,0.34,6.4,7916773.0
1,0,19,0,11.8,295,0.05,0.12,0.07,0.78,58,3,0,4.6,13.0,2022-09-03,90,3,0,0,0,0,6,0,2825750,1,3,2,21.0,4,47719,161708,113989,4.1,True,0,0,2,0.0699718967080116,90,Nottingham Forest,Bournemouth,2,3,18254,2022,547129,0.0,0,0,0,0.0699718967080116,0.2031480073928833,0.1331759989261627,Nottingham Forest,2,2,6,2.4,DEF,0.0,0.35,0.67,0.32,7.23,9.0,0.0,19.3,63.6,82.6,47.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,7.0,1.0,0.0,6.0,0.29,0.42,0.0,6.0,0.0,0.29,0.79,0.23,3.5,8255126.0
0,0,4,0,0.4,295,0.0,0.04,0.04,0.83,78,3,0,0.1,0.0,2022-09-16,87,9,0,0,0,0,8,0,2861379,1,3,2,2.0,1,38812,131465,92653,4.1,True,0,0,2,0.0367326997220516,89,Nottingham Forest,Fulham,2,3,18273,2022,550244,0.0,0,0,0,0.0367326997220516,0.1138300001621246,0.0770971998572349,Nottingham Forest,2,2,8,0.7,DEF,0.0,0.21,0.28,0.07,4.1,9.0,0.0,11.5,41.6,50.2,23.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,3.0,0.0,2.0,0.07,0.32,0.0,3.0,0.0,0.07,0.55,0.16,2.5,5574749.0
0,0,6,0,0.3,295,0.0,0.0,0.0,0.92,86,3,0,1.3,12.6,2022-10-03,45,10,0,0,0,0,9,0,2862490,1,0,4,0.0,-1,-18451,100452,118903,4.1,False,1,0,0,0.0,47,Leicester,Nottingham Forest,4,0,18287,2022,553615,0.0,0,0,0,0.0,0.0,0.0,Nottingham Forest,2,3,9,-0.5,DEF,0.0,0.05,0.16,0.11,1.61,6.0,0.0,4.7,13.0,12.2,23.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.0,0.0,4.0,0.11,0.0,0.0,0.0,0.0,0.11,0.32,0.21,3.1,5687129.0
0,0,7,0,0.7,295,0.0,0.0,0.0,0.35,99,0,0,0.6,5.2,2022-10-10,32,2,0,0,0,0,10,0,2810760,0,1,1,0.0,1,-55586,54386,109972,4.1,True,0,0,0,0.0,30,Nottingham Forest,Aston Villa,1,1,18300,2022,555427,0.0,0,0,0,0.0,0.0334399007260799,0.0334399007260799,Nottingham Forest,2,2,10,-0.2,DEF,0.0,0.0,0.04,0.04,1.75,6.0,0.0,1.4,12.6,0.7,2.0,132.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,0.04,0.0,0.0,0.0,0.0,0.04,0.11,0.08,0.2,5723869.0
0,0,4,0,14.4,295,0.02,0.11,0.09,1.32,110,1,0,2.8,9.4,2022-10-15,90,20,0,0,0,0,11,0,2760956,1,0,1,4.0,2,-53906,32569,86475,4.1,False,0,0,1,0.0689698010683059,90,Wolverhampton Wanderers,Nottingham Forest,1,0,18311,2022,555946,0.0084209395572543,0,1,0,0.0689698010683059,0.1008000001311302,0.0234095994383096,Nottingham Forest,2,2,11,0.2,DEF,0.0,0.0,0.04,0.04,2.1,6.0,0.0,2.0,17.8,1.4,2.0,164.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,7.0,1.0,0.0,2.0,0.04,0.0,0.0,0.0,0.0,0.04,0.15,0.11,-0.0,8534629.0
