assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,17,1,46.5,374,0.13,0.15,0.02,0.28,7,0,0,7.1,21.2,2022-08-06,90,16,0,0,0,0,1,0,865697,1,0,2,3.0,3,0,0,0,6.0,True,0,0,1,0.0173329003155231,90,Newcastle United,Nottingham Forest,2,0,18206,2022,539458,0.2828969955444336,0,3,0,0.0173329003155231,1.1670299768447876,0.9308500289916992,Newcastle United,2,4,1,2.7,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,14,1,4.7,374,0.02,0.02,0.0,1.5,14,0,0,1.6,10.8,2022-08-13,90,5,0,0,0,0,2,0,900447,1,0,0,0.0,3,-24886,52015,76901,6.0,False,0,0,0,0.0,90,Brighton,Newcastle United,0,0,18213,2022,540693,0.0,0,0,0,0.0,0.0,0.0,Newcastle United,3,3,2,3.0,MID,1.0,0.13,0.15,0.02,0.28,0.0,0.0,7.1,21.2,46.5,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.02,0.28,0.0,3.0,0.0,0.02,1.17,0.93,2.7,865697.0
0,0,5,0,12.5,374,0.03,0.03,0.0,2.11,28,3,0,3.1,18.2,2022-08-21,90,13,0,0,0,0,3,0,748155,1,3,3,0.0,1,-163478,30163,193641,5.9,True,1,0,0,0.0,90,Newcastle United,Manchester City,3,3,18230,2022,543267,0.0695189982652664,0,1,0,0.0,0.2483119964599609,0.1787929981946945,Newcastle United,5,4,3,1.3,MID,2.0,0.15,0.17,0.02,1.78,0.0,0.0,8.7,32.0,51.2,3.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,1.0,0.02,0.28,0.0,3.0,0.0,0.02,1.17,0.93,5.7,1766144.0
0,0,8,0,16.5,374,0.1,0.1,0.0,0.62,77,1,0,3.2,15.2,2022-09-17,71,3,0,0,0,0,8,0,245100,1,1,1,0.0,2,-17418,1940,19358,5.7,True,0,0,0,0.0,77,Newcastle United,Bournemouth,1,1,18275,2022,550680,0.0566843003034591,0,1,0,0.0,0.1901240050792694,0.1901240050792694,Newcastle United,2,4,8,0.5,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,25,0,49.2,374,0.18,0.18,0.0,0.0,84,0,0,8.4,34.8,2022-10-01,58,9,0,0,0,0,9,0,248140,1,4,1,0.0,4,-3441,12059,15500,5.6,False,0,0,0,0.0,63,Fulham,Newcastle United,1,4,18285,2022,552380,0.9095240235328674,1,4,0,0.0,1.1916899681091309,1.0985599756240845,Newcastle United,3,2,9,3.0,MID,0.0,0.1,0.1,0.0,0.62,1.0,0.0,3.2,15.2,16.5,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.06,0.0,1.0,0.0,0.0,0.19,0.19,0.5,245100.0
0,3,49,0,27.2,374,0.12,0.2,0.08,1.17,98,1,2,13.6,83.0,2022-10-08,77,4,0,0,0,0,10,0,263597,1,1,5,26.0,15,12984,23852,10868,5.6,True,0,2,2,0.0706819966435432,80,Newcastle United,Brentford,5,1,18299,2022,554091,0.1149829998612403,0,2,2,0.0706819966435432,0.0629084035754203,0.0296516008675098,Newcastle United,3,4,10,7.0,MID,0.0,0.28,0.28,0.0,0.62,1.0,0.0,11.6,50.0,65.7,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,6.0,0.0,0.0,0.0,0.97,1.0,5.0,0.0,0.0,1.38,1.29,3.5,493240.0
0,0,4,1,10.8,374,0.01,0.15,0.14,0.41,107,0,0,5.0,6.6,2022-10-16,77,14,0,0,0,0,11,0,404757,1,0,0,33.0,3,133306,143139,9833,5.6,False,0,0,1,0.1024269983172416,81,Manchester United,Newcastle United,0,0,18308,2022,556594,0.0538081005215644,0,1,0,0.1024269983172416,0.0538081005215644,0.0538081005215644,Newcastle United,3,4,11,6.0,MID,0.0,0.4,0.48,0.08,1.79,2.0,2.0,25.2,133.0,92.9,26.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,21.0,2.0,2.0,0.07,1.08,1.0,7.0,2.0,0.07,1.44,1.32,10.5,756837.0
1,0,15,1,28.9,374,0.07,0.38,0.31,0.17,120,0,0,6.0,23.2,2022-10-19,90,8,0,0,0,0,12,0,566555,1,0,1,8.0,6,96140,108131,11991,5.7,True,0,0,3,0.2050579935312271,90,Newcastle United,Everton,1,0,18319,2022,557555,0.0548544004559516,1,2,0,0.2050579935312271,0.4599489867687225,0.3619120121002197,Newcastle United,2,4,12,0.0,MID,1.0,0.31,0.53,0.22,1.58,1.0,2.0,27.0,124.4,87.2,59.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,22.0,2.0,3.0,0.17,1.08,1.0,7.0,2.0,0.17,1.31,1.18,16.0,916494.0
0,0,11,0,6.1,374,0.05,0.05,0.0,1.65,128,1,0,1.4,8.0,2022-10-23,88,18,0,0,0,0,13,0,555361,1,2,1,0.0,2,56995,79255,22260,5.7,False,0,0,0,0.0,90,Tottenham,Newcastle United,1,2,18329,2022,559171,0.0,0,0,0,0.0,0.0195796992629766,0.0195796992629766,Newcastle United,3,4,13,5.5,MID,2.0,0.2,0.73,0.53,1.75,1.0,2.0,24.6,112.8,66.9,67.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,24.0,2.0,6.0,0.38,0.22,1.0,5.0,2.0,0.38,0.58,0.45,13.0,1234909.0
0,0,15,1,25.3,374,0.08,0.08,0.0,0.37,140,0,0,4.6,20.8,2022-10-29,82,2,0,0,0,0,14,0,587012,1,0,4,0.0,3,28836,69655,40819,5.7,True,0,0,0,0.0,90,Newcastle United,Aston Villa,4,0,18341,2022,560075,0.1440739929676056,0,2,0,0.0,0.8419380187988281,0.8049330115318298,Newcastle United,2,4,14,5.5,MID,2.0,0.13,0.58,0.45,2.23,1.0,0.0,12.4,37.8,45.8,41.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,11.0,0.0,4.0,0.31,0.11,1.0,3.0,0.0,0.31,0.53,0.44,11.5,1526673.0
