assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,1,26,0,0.8,594,0.01,0.51,0.5,1.0,48,1,1,5.3,34.2,2022-08-31,63,12,0,0,0,0,5,0,107285,1,1,2,18.0,7,52557,69585,17028,7.0,False,0,594,1,2,0.4387840032577514,68,Liverpool,Newcastle United,2,1,18250,2022,546455,0.0,0,0,1,0.4387840032577514,0.4881300032138824,0.0493459999561309,5232,Newcastle United,Alexander Isak,Alexander Isak,3,4,5,2.5,FWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6068026739634927
0,0,-3,1,10.8,594,0.04,0.8,0.76,0.94,57,0,0,9.6,9.4,2022-09-03,90,7,0,0,0,0,6,0,369620,1,0,0,76.0,2,239024,287969,48945,7.0,True,0,594,0,3,1.1395000219345093,90,Newcastle United,Crystal Palace,0,0,18253,2022,547284,0.113656997680664,0,1,0,1.1395000219345093,1.253159999847412,0.0,5232,Newcastle United,Alexander Isak,Alexander Isak,2,4,6,2.2,FWD,0.0,0.01,0.51,0.5,1.0,1.0,1.0,5.3,34.2,0.8,18.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,2.0,0.44,0.0,0.0,0.0,0.0,1.0,0.44,0.49,0.05,2.5,0.0,0.0,0.17,0.17,0.33,0.33,0.33,1.77,11.4,0.27,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.67,2.33,0.33,0.67,0.15,0.0,0.0,0.0,0.0,0.33,0.15,0.16,0.02,0.83,0.0,0.0,0.1,0.1,0.2,0.2,0.2,1.06,6.84,0.16,3.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,1.4,0.2,0.4,0.09,0.0,0.0,0.0,0.0,0.2,0.09,0.1,0.01,0.5,262335.0,0.7094510765358519
0,3,35,0,23.3,594,0.05,1.0,0.95,0.75,77,1,1,12.9,46.8,2022-09-17,90,3,0,0,0,0,8,0,828265,1,1,1,59.0,9,283275,347794,64519,7.0,True,0,594,1,3,0.8623039722442627,90,Newcastle United,Bournemouth,1,1,18275,2022,550683,0.0646952986717224,0,2,0,0.1011350005865097,0.1060990020632743,0.0130468001589179,5232,Newcastle United,Alexander Isak,Alexander Isak,2,4,8,5.0,FWD,1.0,0.04,0.8,0.76,0.94,0.0,0.0,9.6,9.4,10.8,76.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.14,0.11,0.0,0.0,1.0,0.0,1.14,1.25,0.0,2.2,0.33,0.02,0.44,0.42,0.65,0.33,0.33,4.97,14.53,3.87,31.33,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.67,3.0,0.33,1.67,0.53,0.04,0.0,0.0,0.33,0.33,0.53,0.58,0.02,1.57,0.2,0.01,0.26,0.25,0.39,0.2,0.2,2.98,8.72,2.32,18.8,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,1.8,0.2,1.0,0.32,0.02,0.0,0.0,0.2,0.2,0.32,0.35,0.01,0.94,458645.0,0.687038730285002
0,3,26,0,10.8,594,0.02,0.77,0.75,0.09,197,0,1,8.1,35.6,2023-01-15,19,9,0,0,0,0,20,0,119393,0,0,1,35.0,8,11139,15125,3986,6.6,True,0,594,1,1,0.6788700222969055,16,Newcastle United,Fulham,1,0,18398,2022,569301,0.0733733996748924,0,1,1,0.6788700222969055,0.7342600226402283,0.0553902015089988,5232,Newcastle United,Alexander Isak,Alexander Isak,2,4,20,2.0,FWD,0.0,0.05,1.0,0.95,0.75,1.0,1.0,12.9,46.8,23.3,59.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,1.0,3.0,0.86,0.06,0.0,0.0,2.0,0.0,0.1,0.11,0.01,5.0,0.33,0.03,0.77,0.74,0.9,0.67,0.67,9.27,30.13,11.63,51.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.0,6.0,0.67,2.67,0.81,0.06,0.0,0.0,1.0,0.33,0.56,0.62,0.02,3.23,0.2,0.02,0.46,0.44,0.54,0.4,0.4,5.56,18.08,6.98,30.6,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6,3.6,0.4,1.6,0.49,0.04,0.0,0.0,0.6,0.2,0.34,0.37,0.01,1.94,-708872.0,0.5828580398723249
0,0,-2,0,10.5,594,0.0,0.23,0.23,0.1,203,0,0,3.6,4.0,2023-01-21,21,7,0,0,0,0,21,0,201103,0,0,0,21.0,1,78722,85556,6834,6.6,False,0,594,0,1,0.4123010039329529,19,Crystal Palace,Newcastle United,0,0,18404,2022,570347,0.0,0,0,0,0.4123010039329529,0.4123010039329529,0.0,5232,Newcastle United,Alexander Isak,Alexander Isak,3,2,21,1.8,FWD,0.0,0.02,0.77,0.75,0.09,0.0,1.0,8.1,35.6,10.8,35.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,0.68,0.07,0.0,0.0,1.0,1.0,0.68,0.73,0.06,2.0,0.33,0.04,0.86,0.82,0.59,0.33,0.67,10.2,30.6,14.97,56.67,66.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.67,6.33,0.67,2.33,0.89,0.08,0.0,0.0,1.33,0.33,0.64,0.7,0.02,3.07,0.2,0.02,0.62,0.59,0.56,0.4,0.6,7.18,25.2,9.14,37.6,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.8,5.2,0.6,1.8,0.62,0.05,0.0,0.0,0.8,0.4,0.47,0.52,0.02,2.34,81710.0,0.8520619114622795
0,0,3,0,26.9,594,0.03,0.11,0.08,1.83,222,1,0,6.9,10.2,2023-02-11,90,3,0,0,0,0,23,0,162978,1,1,1,32.0,2,-21320,3094,24414,6.6,False,0,594,0,2,0.0906248986721038,90,Bournemouth,Newcastle United,1,1,18423,2022,575048,0.0595646984875202,0,2,0,0.0906248986721038,0.2454439997673034,0.0952541008591651,5232,Newcastle United,Alexander Isak,Alexander Isak,3,2,23,2.0,FWD,0.0,0.0,0.23,0.23,0.1,0.0,0.0,3.6,4.0,10.5,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,1.8,0.0,0.02,0.67,0.64,0.31,0.33,0.67,8.2,28.8,14.87,38.33,43.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.67,6.0,0.67,1.67,0.65,0.05,0.0,0.0,1.0,0.33,0.4,0.42,0.02,2.93,0.2,0.02,0.66,0.64,0.58,0.4,0.6,7.9,26.0,11.24,41.8,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.8,5.4,0.6,2.0,0.71,0.05,0.0,0.0,0.8,0.4,0.55,0.6,0.02,2.7,-38125.0,-0.775047258979206
0,0,5,0,2.0,594,0.02,0.33,0.31,1.62,237,2,0,2.0,3.8,2023-02-18,63,12,0,0,0,0,24,0,162948,1,2,0,14.0,2,-1349,9850,11199,6.6,True,0,594,0,1,0.053567100316286,68,Newcastle United,Liverpool,0,2,18438,2022,576608,0.0,0,0,0,0.053567100316286,0.053567100316286,0.0,5232,Newcastle United,Alexander Isak,Alexander Isak,4,4,24,1.3,FWD,0.0,0.03,0.11,0.08,1.83,1.0,0.0,6.9,10.2,26.9,32.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.09,0.06,0.0,0.0,2.0,0.0,0.09,0.25,0.1,2.0,0.0,0.02,0.37,0.35,0.67,0.33,0.33,6.2,16.6,16.07,29.33,43.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.67,3.67,0.33,1.33,0.39,0.04,0.0,0.0,1.0,0.33,0.39,0.46,0.05,1.93,0.2,0.03,0.58,0.55,0.74,0.4,0.4,8.22,21.2,16.46,44.6,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6,4.4,0.4,2.0,0.64,0.06,0.0,0.0,1.2,0.2,0.48,0.55,0.03,2.6,-30.0,-0.06408855527578507
0,0,7,0,4.3,594,0.02,0.15,0.13,0.28,257,1,0,5.2,8.0,2023-03-04,28,13,0,0,0,0,26,0,155196,0,0,2,40.0,1,111,7529,7418,6.6,False,0,594,0,2,0.1218869984149932,25,Manchester City,Newcastle United,2,0,18458,2022,579201,0.0,0,0,0,0.1218869984149932,0.1218869984149932,0.0,5232,Newcastle United,Alexander Isak,Alexander Isak,3,5,26,1.2,FWD,0.0,0.02,0.33,0.31,1.62,2.0,0.0,2.0,3.8,2.0,14.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,1.3,0.0,0.02,0.22,0.21,1.18,1.0,0.0,4.17,6.0,13.13,22.33,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.33,1.67,0.0,1.33,0.19,0.02,0.0,0.0,0.67,0.0,0.19,0.24,0.03,1.7,0.0,0.02,0.49,0.46,0.88,0.8,0.4,6.7,20.08,14.7,32.2,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6,4.4,0.4,1.6,0.42,0.04,0.0,0.0,1.0,0.2,0.27,0.31,0.03,2.42,-7752.0,0.007426239379139627
0,2,26,1,1.4,594,0.04,0.44,0.4,0.33,268,0,1,8.9,40.6,2023-03-12,67,20,0,0,0,0,27,0,158326,1,1,2,47.0,7,2182,10981,8799,6.6,True,1,594,1,4,0.3374060094356537,70,Newcastle United,Wolverhampton Wanderers,2,1,18469,2022,582153,0.0,0,0,1,0.3374060094356537,0.1617159992456436,0.0,5232,Newcastle United,Alexander Isak,Alexander Isak,2,4,27,3.8,FWD,0.0,0.02,0.15,0.13,0.28,1.0,0.0,5.2,8.0,4.3,40.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,1.2,0.0,0.02,0.2,0.17,1.24,1.33,0.0,4.7,7.33,11.07,28.67,60.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,1.0,1.67,0.0,1.67,0.09,0.02,0.0,0.0,0.67,0.0,0.09,0.14,0.03,1.5,0.0,0.02,0.32,0.3,0.78,0.8,0.2,5.16,12.32,10.9,28.4,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.8,2.8,0.2,1.4,0.27,0.03,0.0,0.0,0.6,0.2,0.27,0.31,0.03,1.66,3130.0,0.11031344792719919
0,3,54,0,13.0,594,0.01,1.52,1.51,0.38,278,1,2,15.9,75.0,2023-03-17,90,16,0,0,0,0,28,0,265234,1,2,1,71.0,13,84872,91245,6373,6.6,False,0,594,2,5,1.5898000001907349,90,Nottingham Forest,Newcastle United,1,2,18479,2022,582693,0.0138563001528382,0,1,1,0.8286340236663818,0.7356640100479126,0.0,5232,Newcastle United,Alexander Isak,Alexander Isak,3,2,28,7.5,FWD,1.0,0.04,0.44,0.4,0.33,0.0,1.0,8.9,40.6,1.4,47.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0,4.0,0.34,0.0,0.0,0.0,0.0,1.0,0.34,0.16,0.0,3.8,0.33,0.03,0.31,0.28,0.74,1.0,0.33,5.37,17.47,2.57,33.67,52.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,1.33,3.33,0.33,2.33,0.17,0.0,0.0,0.0,0.0,0.33,0.17,0.11,0.0,2.1,0.2,0.02,0.25,0.23,0.83,0.8,0.2,5.32,13.32,9.02,30.8,53.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.8,1.0,2.6,0.2,2.0,0.2,0.01,0.0,0.0,0.4,0.2,0.2,0.2,0.02,2.02,106908.0,0.8694298182712205
0,0,7,1,35.0,594,0.29,0.69,0.4,0.26,288,0,0,9.5,13.4,2023-04-02,79,14,0,0,0,0,29,0,723926,1,0,2,47.0,2,438502,453031,14529,6.7,True,0,594,0,3,0.2631179988384247,81,Newcastle United,Manchester United,2,0,18489,2022,585611,0.2140730023384094,0,3,0,0.2631179988384247,1.4226399660110474,1.031880021095276,5232,Newcastle United,Alexander Isak,Alexander Isak,3,4,29,15.0,FWD,0.0,0.01,1.52,1.51,0.38,1.0,2.0,15.9,75.0,13.0,71.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,13.0,2.0,5.0,1.59,0.01,0.0,0.0,1.0,1.0,0.83,0.74,0.0,7.5,0.33,0.02,0.7,0.68,0.33,0.67,1.0,10.0,41.2,6.23,52.67,61.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,1.67,7.0,1.0,3.67,0.68,0.0,0.0,0.0,0.33,0.67,0.43,0.34,0.0,4.17,0.2,0.02,0.51,0.49,0.89,1.0,0.6,7.78,27.52,9.52,40.8,67.6,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.2,1.2,5.0,0.6,2.8,0.44,0.01,0.0,0.0,0.6,0.4,0.29,0.26,0.02,3.16,458692.0,0.9378518265035504
0,1,27,0,1.7,594,0.01,0.08,0.07,0.03,70,0,1,4.8,35.2,2023-04-05,26,19,0,0,0,0,29,0,723926,0,5,1,11.0,6,438502,453031,14529,6.7,False,0,594,1,1,0.2301589995622635,23,West Ham,Newcastle United,1,5,18268,2022,586119,0.0,0,0,1,0.2301589995622635,0.3259190022945404,0.0957598984241485,5232,Newcastle United,Alexander Isak,Alexander Isak,3,3,29,15.0,FWD,1.0,0.29,0.69,0.4,0.26,0.0,0.0,9.5,13.4,35.0,47.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,0.26,0.21,0.0,0.0,3.0,0.0,0.26,1.42,1.03,15.0,0.67,0.11,0.88,0.77,0.32,0.33,1.0,11.43,43.0,16.47,55.0,78.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,1.67,7.33,1.0,4.0,0.73,0.08,0.0,0.0,1.33,0.67,0.48,0.77,0.34,8.77,0.4,0.08,0.63,0.55,0.57,0.8,0.6,8.3,28.16,11.14,43.8,65.4,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.0,1.4,5.0,0.6,3.0,0.47,0.05,0.0,0.0,0.8,0.4,0.32,0.5,0.21,5.76,0.0,0.9378518265035504
0,0,20,0,7.9,594,0.03,0.34,0.31,2.25,292,1,1,6.5,30.8,2023-04-08,86,4,0,0,0,0,30,0,669127,1,2,1,26.0,5,-22052,79285,101337,6.7,False,1,594,1,2,0.3997150063514709,90,Brentford,Newcastle United,1,2,18493,2022,586680,0.0,0,0,1,0.3997150063514709,0.4414770007133484,0.0417628996074199,5232,Newcastle United,Alexander Isak,Alexander Isak,3,3,30,7.0,FWD,0.0,0.01,0.08,0.07,0.03,0.0,1.0,4.8,35.2,1.7,11.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,1.0,1.0,0.23,0.0,0.0,0.0,0.0,1.0,0.23,0.33,0.1,15.0,0.33,0.1,0.76,0.66,0.22,0.33,1.0,10.07,41.2,16.57,43.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.33,1.33,7.0,1.0,3.0,0.69,0.08,0.0,0.0,1.33,0.67,0.44,0.83,0.38,12.5,0.4,0.07,0.58,0.5,0.26,0.4,0.8,8.86,34.44,11.08,43.2,58.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.6,1.6,5.8,0.8,3.0,0.51,0.05,0.0,0.0,0.8,0.6,0.36,0.55,0.23,8.5,-54799.0,-0.12208922501134967
0,0,4,0,6.3,594,0.01,0.09,0.08,1.93,301,3,0,4.3,8.2,2023-04-15,90,2,0,0,0,0,31,0,727476,1,0,3,28.0,2,54567,100376,45809,6.7,False,0,594,0,2,0.0850277990102768,90,Aston Villa,Newcastle United,3,0,18502,2022,588137,0.0,0,0,0,0.0850277990102768,0.0850277990102768,0.0,5232,Newcastle United,Alexander Isak,Alexander Isak,3,2,31,4.3,FWD,0.0,0.03,0.34,0.31,2.25,1.0,1.0,6.5,30.8,7.9,26.0,86.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,1.0,2.0,0.4,0.0,0.0,0.0,0.0,1.0,0.4,0.44,0.04,7.0,0.33,0.11,0.37,0.26,0.85,0.33,0.67,6.93,26.47,14.87,28.0,63.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,2.33,1.33,4.33,0.67,2.0,0.3,0.07,0.0,0.0,1.0,0.67,0.3,0.73,0.39,12.33,0.4,0.08,0.61,0.54,0.65,0.4,1.0,9.12,39.0,11.8,40.4,69.6,0.0,0.0,0.0,0.0,0.4,0.0,0.8,2.0,1.4,6.6,1.0,3.0,0.56,0.05,0.0,0.0,0.8,0.8,0.41,0.62,0.23,9.66,58349.0,0.3732735916817731
0,3,52,0,2.3,594,0.02,0.49,0.47,0.68,320,1,2,11.9,65.0,2023-04-23,65,18,0,0,0,0,32,0,743162,1,1,6,52.0,13,556,58879,58323,6.7,True,0,594,2,4,0.7392934560775757,68,Newcastle United,Tottenham,6,1,18521,2022,590894,0.0,0,0,2,0.7392934560775757,1.015321969985962,0.3686618506908417,5232,Newcastle United,Alexander Isak,Alexander Isak,3,4,32,6.1,FWD,0.0,0.01,0.09,0.08,1.93,3.0,0.0,4.3,8.2,6.3,28.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,4.3,0.0,0.02,0.17,0.15,1.4,1.33,0.67,5.2,24.73,5.3,21.67,67.33,0.0,0.0,0.0,0.0,0.33,0.0,0.67,2.33,1.67,4.33,0.67,1.67,0.24,0.0,0.0,0.0,0.0,0.67,0.24,0.28,0.05,8.77,0.2,0.07,0.54,0.47,0.97,1.0,0.8,8.2,32.52,12.78,36.6,74.2,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.8,1.6,5.6,0.8,2.6,0.51,0.05,0.0,0.0,0.8,0.6,0.36,0.6,0.23,9.76,15686.0,0.0047439463490384125
0,0,6,0,0.7,594,0.04,0.18,0.14,0.01,322,1,0,2.2,3.4,2023-04-27,16,8,0,0,0,0,33,0,1029718,0,4,1,18.0,1,296312,325167,28855,6.8,False,0,594,0,2,0.1536134332418441,12,Everton,Newcastle United,1,4,18522,2022,591855,0.0,0,0,0,0.1536134332418441,0.283823013305664,0.130209594964981,5232,Newcastle United,Alexander Isak,Alexander Isak,3,2,33,5.3,FWD,0.0,0.02,0.49,0.47,0.68,1.0,2.0,11.9,65.0,2.3,52.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,13.0,2.0,4.0,0.74,0.0,0.0,0.0,0.0,2.0,0.74,1.02,0.37,6.1,0.0,0.02,0.31,0.29,1.62,1.67,1.0,7.57,34.67,5.5,35.33,80.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,3.33,6.67,1.0,2.67,0.41,0.0,0.0,0.0,0.0,1.0,0.41,0.51,0.14,5.8,0.2,0.07,0.34,0.27,1.03,1.0,0.8,7.4,30.52,10.64,32.8,69.2,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.6,2.6,5.6,0.8,2.4,0.34,0.04,0.0,0.0,0.6,0.8,0.34,0.66,0.31,9.48,286556.0,0.8369875318483032
