assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
1,0,11,0,0.3,577,0.02,0.11,0.09,1.46,12,1,0,2.3,0.2,2022-08-13,9,2,0,0,0,0,2,0,1754,0,1,2,22.0,4,1089,1211,122,5.0,False,0,577,0,1,0.0898459032177925,6,Aston Villa,Everton,2,1,18212,2022,540365,0.0,0,0,0,0.0898459032177925,0.0898459032177925,0.0,9667,Everton,Amadou Onana,Amadou Onana,2,2,2,1.6,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.8169542385596399
0,0,0,0,0.6,577,0.0,0.02,0.02,0.63,23,1,0,0.1,0.0,2022-08-20,33,16,0,0,0,0,3,0,24121,0,1,1,1.0,0,18821,22731,3910,5.0,True,1,577,0,1,0.0137136001139879,32,Everton,Nottingham Forest,1,1,18224,2022,542352,0.0,0,0,0,0.0137136001139879,0.0137136001139879,0.0,9667,Everton,Amadou Onana,Amadou Onana,2,2,3,2.5,MID,0.0,0.02,0.11,0.09,1.46,1.0,0.0,2.3,0.2,0.3,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.09,0.0,1.0,0.0,0.0,0.0,0.09,0.09,0.0,1.6,0.0,0.01,0.04,0.03,0.49,0.33,0.0,0.77,0.07,0.1,7.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,1.33,0.0,0.33,0.03,0.0,0.33,0.0,0.0,0.0,0.03,0.03,0.0,0.53,0.0,0.0,0.02,0.02,0.29,0.2,0.0,0.46,0.04,0.06,4.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.8,0.0,0.2,0.02,0.0,0.2,0.0,0.0,0.0,0.02,0.02,0.0,0.32,22367.0,0.7064674749446342
0,0,18,1,16.1,577,0.18,0.18,0.0,1.27,33,0,0,3.2,16.0,2022-08-27,78,4,0,0,0,0,4,0,17075,1,1,1,0.0,3,-6599,1131,7730,5.0,False,0,577,0,0,0.0,81,Brentford,Everton,1,1,18233,2022,544541,0.1316390037536621,0,1,0,0.0,0.4674560129642486,0.3358179926872253,9667,Everton,Amadou Onana,Amadou Onana,2,3,4,2.3,MID,0.0,0.0,0.02,0.02,0.63,1.0,0.0,0.1,0.0,0.6,1.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,2.5,0.0,0.01,0.04,0.04,0.7,0.67,0.0,0.8,0.07,0.3,7.67,14.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.67,1.0,1.33,0.0,0.67,0.03,0.0,0.33,0.0,0.0,0.0,0.03,0.03,0.0,1.37,0.0,0.0,0.03,0.02,0.42,0.4,0.0,0.48,0.04,0.18,4.6,8.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.6,0.8,0.0,0.4,0.02,0.0,0.2,0.0,0.0,0.0,0.02,0.02,0.0,0.82,-7046.0,-0.7447240717751946
0,0,10,0,1.3,577,0.0,0.42,0.42,1.01,45,1,0,5.4,18.6,2022-08-30,90,11,0,0,0,0,5,0,16354,1,1,1,34.0,2,-1641,1615,3256,4.9,False,0,577,0,1,0.4865230023860931,90,Leeds,Everton,1,1,18245,2022,545996,0.0,0,0,0,0.4865230023860931,0.0240548998117446,0.0240548998117446,9667,Everton,Amadou Onana,Amadou Onana,2,2,5,2.7,MID,1.0,0.18,0.18,0.0,1.27,0.0,0.0,3.2,16.0,16.1,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,0.0,0.47,0.34,2.3,0.33,0.07,0.1,0.04,1.12,0.67,0.0,1.87,5.4,5.67,7.67,40.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.0,1.33,2.33,0.0,0.67,0.03,0.04,0.33,0.0,0.33,0.0,0.03,0.19,0.11,2.13,0.2,0.04,0.06,0.02,0.67,0.4,0.0,1.12,3.24,3.4,4.6,24.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.8,1.4,0.0,0.4,0.02,0.03,0.2,0.0,0.2,0.0,0.02,0.11,0.07,1.28,-721.0,-0.3368918086635188
0,0,14,1,11.5,577,0.01,0.1,0.09,2.19,55,0,0,3.4,18.8,2022-09-03,90,12,0,0,0,0,6,0,15380,1,0,0,4.0,2,-1505,1329,2834,4.9,True,1,577,0,1,0.0610112994909286,90,Everton,Liverpool,0,0,18252,2022,546851,0.080147698521614,0,1,0,0.0610112994909286,0.8322169780731201,0.6910579800605774,9667,Everton,Amadou Onana,Amadou Onana,4,2,6,1.2,MID,0.0,0.0,0.42,0.42,1.01,1.0,0.0,5.4,18.6,1.3,34.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.49,0.0,0.0,0.0,0.0,0.0,0.49,0.02,0.02,2.7,0.33,0.06,0.21,0.15,0.97,0.67,0.0,2.9,11.53,6.0,11.67,67.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,1.0,1.67,0.0,0.67,0.17,0.04,0.0,0.0,0.33,0.0,0.17,0.17,0.12,2.5,0.2,0.04,0.15,0.11,0.87,0.6,0.0,2.2,6.96,3.66,11.4,42.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.8,1.0,1.8,0.0,0.6,0.12,0.03,0.2,0.0,0.2,0.0,0.12,0.12,0.07,1.82,-974.0,-0.3615181359596445
0,0,8,1,4.1,577,0.02,0.13,0.11,1.04,75,0,0,2.3,10.8,2022-09-18,90,19,0,0,0,0,8,0,17939,1,0,1,8.0,3,398,1342,944,4.9,True,0,577,0,1,0.13018399477005,90,Everton,West Ham,1,0,18277,2022,551385,0.0,0,0,0,0.13018399477005,0.1196300014853477,0.1196300014853477,9667,Everton,Amadou Onana,Amadou Onana,2,2,8,2.5,MID,1.0,0.01,0.1,0.09,2.19,0.0,0.0,3.4,18.8,11.5,4.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.06,0.08,0.0,0.0,1.0,0.0,0.06,0.83,0.69,1.2,0.67,0.06,0.23,0.17,1.49,0.33,0.0,4.0,17.8,9.63,12.67,86.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,0.67,2.33,0.0,0.67,0.18,0.07,0.0,0.0,0.67,0.0,0.18,0.44,0.35,2.07,0.4,0.04,0.17,0.12,1.31,0.6,0.0,2.88,10.72,5.96,12.2,60.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.8,1.0,2.2,0.0,0.8,0.13,0.04,0.2,0.0,0.4,0.0,0.13,0.29,0.21,2.06,2559.0,0.17410323709536307
1,0,15,0,11.8,577,0.29,0.51,0.22,1.41,89,1,0,3.9,17.6,2022-10-01,73,17,0,0,0,0,9,0,18546,1,2,1,10.0,5,489,2355,1866,4.9,False,0,577,0,1,0.3872300088405609,74,Southampton,Everton,1,2,18290,2022,552320,0.1152720004320144,1,1,0,0.3872300088405609,0.9536389708518982,0.5664089918136597,9667,Everton,Amadou Onana,Amadou Onana,2,2,9,4.0,MID,1.0,0.02,0.13,0.11,1.04,0.0,0.0,2.3,10.8,4.1,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.12,2.5,0.67,0.01,0.22,0.21,1.41,0.33,0.0,3.7,16.07,5.63,15.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.33,0.67,2.33,0.0,1.0,0.23,0.03,0.0,0.0,0.33,0.0,0.23,0.33,0.28,2.13,0.6,0.04,0.17,0.13,1.23,0.4,0.0,2.88,12.84,6.72,9.4,76.2,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.6,0.8,2.0,0.0,0.8,0.14,0.04,0.0,0.0,0.4,0.0,0.14,0.29,0.23,2.24,607.0,0.11584932480454868
0,0,2,0,3.1,577,0.01,0.2,0.19,1.45,96,2,0,1.8,0.0,2022-10-09,90,14,0,0,0,0,10,0,20862,1,2,1,16.0,1,1890,3602,1712,4.9,True,1,577,0,3,0.0811140984296798,90,Everton,Manchester United,1,2,18297,2022,555236,0.0,0,0,0,0.0811140984296798,0.1710699945688247,0.1102069988846778,9667,Everton,Amadou Onana,Amadou Onana,3,2,10,3.0,MID,0.0,0.29,0.51,0.22,1.41,1.0,0.0,3.9,17.6,11.8,10.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,1.0,0.39,0.12,1.0,1.0,1.0,0.0,0.39,0.95,0.57,4.0,0.67,0.11,0.25,0.14,1.55,0.33,0.0,3.2,15.73,9.13,7.33,84.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,0.67,3.33,0.0,1.0,0.19,0.07,0.33,0.33,0.67,0.0,0.19,0.64,0.46,2.57,0.6,0.1,0.27,0.17,1.38,0.4,0.0,3.64,16.36,8.96,11.2,84.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.8,0.8,3.0,0.0,0.8,0.21,0.07,0.2,0.2,0.6,0.0,0.21,0.48,0.35,2.54,2316.0,0.35566428302596914
0,0,10,0,14.7,577,0.0,0.23,0.23,2.27,109,2,0,3.6,11.4,2022-10-15,90,18,0,0,0,0,11,0,21368,1,0,2,10.0,2,220,2093,1873,4.9,False,0,577,0,1,0.3518519997596741,90,Tottenham,Everton,2,0,18310,2022,556194,0.017977399751544,0,1,0,0.3518519997596741,0.3518519997596741,0.0,9667,Everton,Amadou Onana,Amadou Onana,2,4,11,2.3,MID,0.0,0.01,0.2,0.19,1.45,2.0,0.0,1.8,0.0,3.1,16.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.11,3.0,0.33,0.11,0.28,0.17,1.3,1.0,0.0,2.67,9.47,6.33,11.33,84.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.0,3.0,0.0,1.67,0.2,0.04,0.33,0.33,0.33,0.0,0.2,0.41,0.27,3.17,0.4,0.07,0.27,0.21,1.42,0.8,0.0,3.36,13.16,6.36,14.4,86.6,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.0,0.8,2.6,0.0,1.4,0.23,0.04,0.2,0.2,0.4,0.0,0.23,0.42,0.3,2.68,506.0,0.05547150781643974
0,0,12,0,4.3,577,0.03,0.03,0.0,1.46,120,1,0,1.5,10.8,2022-10-19,90,15,0,0,0,0,12,0,21458,1,0,1,0.0,2,276,1607,1331,4.9,False,0,577,0,0,0.0,90,Newcastle United,Everton,1,0,18319,2022,557569,0.0,0,0,0,0.0,0.0,0.0,9667,Everton,Amadou Onana,Amadou Onana,2,4,12,0.0,MID,0.0,0.0,0.23,0.23,2.27,2.0,0.0,3.6,11.4,14.7,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.35,0.02,0.0,0.0,1.0,0.0,0.35,0.35,0.0,2.3,0.0,0.1,0.31,0.21,1.71,1.67,0.0,3.1,9.67,9.87,12.0,84.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.33,2.67,0.0,1.67,0.27,0.04,0.33,0.33,0.67,0.0,0.27,0.49,0.23,3.1,0.4,0.07,0.23,0.17,1.67,1.0,0.0,3.0,11.72,9.04,9.6,86.6,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.8,1.0,2.6,0.0,1.4,0.2,0.04,0.2,0.2,0.6,0.0,0.2,0.49,0.3,2.6,90.0,0.09394145677331518
