assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers
0,0,-8,0,0.0,690,0.15,0.94,0.79,1.26,64,2,0,0.0,0.0,2023-01-12,57,9,0,0,0,1,19,0,0,1,1,2,0.0,-2,0,0,0,7.5,False,0,0,6,0.4582949876785278,61,Fulham,Chelsea,2,1,18262,2022,568553,0.4263609945774078,0,1,0,0.4582949876785278,0.8947160243988037,0.4756709933280945,Chelsea,3,2,19,5.0,FWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,3,35,0,35.8,690,0.32,0.96,0.64,1.29,230,1,1,11.9,50.6,2023-02-11,90,19,0,0,0,0,23,0,82916,1,1,1,33.0,9,56155,59279,3124,7.5,False,0,1,3,0.5143830180168152,90,West Ham,Chelsea,1,1,18431,2022,574593,0.0916941985487937,0,2,1,0.5143830180168152,0.5108789801597595,0.0678984001278877,Chelsea,3,3,23,3.0,FWD,0.0,0.15,0.94,0.79,1.26,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-2.0,0.0,6.0,0.46,0.43,0.0,0.0,1.0,0.0,0.46,0.89,0.48,5.0,0.0,0.05,0.31,0.26,0.42,0.67,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.33,0.67,-0.67,0.0,2.0,0.15,0.14,0.0,0.0,0.33,0.0,0.15,0.3,0.16,1.67,0.0,0.03,0.19,0.16,0.25,0.4,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.4,-0.4,0.0,1.2,0.09,0.09,0.0,0.0,0.2,0.0,0.09,0.18,0.1,1.0,82916.0,0.8998766084963864
0,0,-5,0,13.4,690,0.02,0.31,0.29,0.83,234,1,0,3.3,4.2,2023-02-18,90,17,0,0,0,0,24,0,447176,1,1,0,15.0,2,356726,362404,5678,7.6,True,0,0,3,0.4543440043926239,90,Chelsea,Southampton,0,1,18435,2022,576390,0.0,0,0,0,0.4543440043926239,0.4362950026988983,0.0287314001470804,Chelsea,2,4,24,4.2,FWD,0.0,0.32,0.96,0.64,1.29,1.0,1.0,11.9,50.6,35.8,33.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,1.0,3.0,0.51,0.09,0.0,0.0,2.0,1.0,0.51,0.51,0.07,3.0,0.0,0.16,0.63,0.48,0.85,1.0,0.33,3.97,16.87,11.93,11.0,49.0,0.0,0.0,0.0,0.33,0.0,0.0,0.67,0.67,1.0,2.33,0.33,3.0,0.32,0.17,0.0,0.0,1.0,0.33,0.32,0.47,0.18,2.67,0.0,0.09,0.38,0.29,0.51,0.6,0.2,2.38,10.12,7.16,6.6,29.4,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.6,1.4,0.2,1.8,0.19,0.1,0.0,0.0,0.6,0.2,0.19,0.28,0.11,1.6,364260.0,0.9691481789383888
0,0,4,0,10.4,690,0.03,0.13,0.1,0.71,249,2,0,3.2,7.8,2023-02-26,82,18,0,0,0,0,25,0,422800,1,0,2,14.0,2,-5737,71002,76739,7.6,False,0,0,3,0.0878114998340606,90,Tottenham,Chelsea,2,0,18450,2022,578340,0.0,0,0,0,0.0878114998340606,0.1355980038642883,0.0477867014706134,Chelsea,3,4,25,3.2,FWD,0.0,0.02,0.31,0.29,0.83,1.0,0.0,3.3,4.2,13.4,15.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.44,0.03,4.2,0.0,0.16,0.74,0.57,1.13,1.33,0.33,5.07,18.27,16.4,16.0,79.0,0.0,0.0,0.0,0.33,0.0,0.0,1.0,1.0,1.0,3.0,0.33,4.0,0.48,0.17,0.0,0.0,1.0,0.33,0.48,0.61,0.19,4.07,0.0,0.1,0.44,0.34,0.68,0.8,0.2,3.04,10.96,9.84,9.6,47.4,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.6,0.6,1.8,0.2,2.4,0.29,0.1,0.0,0.0,0.6,0.2,0.29,0.37,0.11,2.44,-24376.0,-0.0388314685835347
0,0,-1,1,14.7,690,0.09,0.26,0.17,0.41,255,0,0,2.9,1.8,2023-03-04,67,11,0,0,0,0,26,0,419090,1,0,1,12.0,2,-25901,58770,84671,7.6,True,0,0,2,0.1265940070152282,69,Chelsea,Leeds,1,0,18456,2022,579551,0.0455876998603343,0,1,0,0.1265940070152282,0.2119320034980774,0.0397506989538669,Chelsea,2,4,26,3.8,FWD,0.0,0.03,0.13,0.1,0.71,2.0,0.0,3.2,7.8,10.4,14.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.05,3.2,0.0,0.12,0.47,0.34,0.94,1.33,0.33,6.13,20.87,19.87,20.67,87.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.0,4.33,0.33,3.0,0.35,0.03,0.0,0.0,0.67,0.33,0.35,0.36,0.05,3.47,0.0,0.1,0.47,0.36,0.82,1.2,0.2,3.68,12.52,11.92,12.4,63.8,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.6,1.0,2.2,0.2,3.0,0.3,0.1,0.0,0.0,0.6,0.2,0.3,0.4,0.12,3.08,-3710.0,-0.18056901443799192
0,0,-5,0,2.3,690,0.0,0.45,0.45,1.36,266,1,0,0.6,0.0,2023-03-11,45,10,0,0,0,0,27,0,341240,1,3,1,10.0,1,-79430,33670,113100,7.6,False,0,0,2,0.3709810078144073,52,Leicester,Chelsea,1,3,18467,2022,581312,0.0,0,0,0,0.3709810078144073,0.3709810078144073,0.0,Chelsea,3,3,27,1.8,FWD,1.0,0.09,0.26,0.17,0.41,0.0,0.0,2.9,1.8,14.7,12.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.13,0.05,0.0,0.0,1.0,0.0,0.13,0.21,0.04,3.8,0.33,0.05,0.23,0.19,0.65,1.0,0.0,3.13,4.6,12.83,13.67,79.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,2.0,0.0,2.67,0.22,0.02,0.0,0.0,0.33,0.0,0.22,0.26,0.04,3.73,0.2,0.12,0.52,0.4,0.9,1.2,0.2,4.26,12.88,14.86,14.8,77.2,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.6,1.2,2.6,0.2,3.4,0.33,0.11,0.0,0.0,0.8,0.2,0.33,0.44,0.13,3.84,-77850.0,-0.5411868910540301
0,2,31,0,6.4,690,0.09,0.37,0.28,1.2,275,1,1,9.7,38.6,2023-03-18,85,8,0,0,0,0,28,0,385536,1,2,2,52.0,8,29290,68756,39466,7.6,True,0,1,4,0.2462580054998397,89,Chelsea,Everton,2,2,18476,2022,583269,0.0,0,0,1,0.2462580054998397,0.2180249989032745,0.0,Chelsea,2,4,28,3.2,FWD,0.0,0.0,0.45,0.45,1.36,1.0,0.0,0.6,0.0,2.3,10.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.37,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,1.8,0.33,0.04,0.28,0.24,0.83,1.0,0.0,2.23,3.2,9.13,12.0,64.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.33,1.67,0.0,2.33,0.2,0.02,0.0,0.0,0.33,0.0,0.2,0.24,0.03,2.93,0.2,0.09,0.42,0.33,0.92,1.0,0.2,4.38,12.88,15.32,16.8,74.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.2,0.2,2.6,0.31,0.03,0.0,0.0,0.6,0.2,0.31,0.33,0.04,3.2,44296.0,0.27064737299255237
0,0,12,0,17.6,690,0.11,0.36,0.25,0.81,284,2,0,8.6,19.6,2023-04-01,90,2,0,0,0,0,29,0,481680,1,2,0,49.0,2,90983,115059,24076,7.6,True,0,0,5,0.3005200028419494,90,Chelsea,Aston Villa,0,2,18485,2022,584929,0.0564148016273975,0,1,0,0.3005200028419494,0.3544360101222992,0.2341039925813675,Chelsea,2,4,29,5.9,FWD,0.0,0.09,0.37,0.28,1.2,1.0,1.0,9.7,38.6,6.4,52.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.22,0.0,3.2,0.33,0.06,0.36,0.3,0.99,0.67,0.33,4.4,13.47,7.8,24.67,65.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.33,3.67,0.33,2.67,0.25,0.02,0.0,0.0,0.33,0.33,0.25,0.27,0.01,2.93,0.2,0.05,0.3,0.26,0.9,1.0,0.2,3.94,10.48,9.44,20.6,73.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,3.0,0.2,2.8,0.26,0.01,0.0,0.0,0.2,0.2,0.26,0.27,0.02,3.24,96144.0,0.6539188557875445
0,0,7,1,2.6,690,0.02,0.25,0.23,0.35,74,0,0,2.4,0.2,2023-04-04,84,12,0,0,0,0,29,0,481680,1,0,0,21.0,2,90983,115059,24076,7.6,True,0,0,4,0.2918800115585327,88,Chelsea,Liverpool,0,0,18281,2022,586073,0.0,0,0,0,0.2918800115585327,1.158079981803894,0.8911659717559814,Chelsea,4,4,29,5.9,FWD,0.0,0.11,0.36,0.25,0.81,2.0,0.0,8.6,19.6,17.6,49.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,0.3,0.06,0.0,0.0,1.0,0.0,0.3,0.35,0.23,5.9,0.0,0.07,0.39,0.33,1.12,1.33,0.33,6.3,19.4,8.77,37.0,73.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,1.0,3.67,0.33,3.67,0.31,0.02,0.0,0.0,0.33,0.33,0.31,0.31,0.08,3.63,0.2,0.06,0.31,0.25,0.9,1.2,0.2,5.0,13.56,10.28,27.4,73.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.2,3.0,0.2,3.2,0.23,0.02,0.0,0.0,0.4,0.2,0.23,0.26,0.06,3.58,0.0,0.6539188557875445
0,0,8,0,16.8,690,0.06,0.24,0.18,0.56,300,1,0,5.0,10.0,2023-04-08,67,20,0,0,0,0,30,0,375371,1,0,1,23.0,2,-95074,12655,107729,7.6,False,0,0,4,0.2125200033187866,69,Wolverhampton Wanderers,Chelsea,1,0,18501,2022,586713,0.0265475008636713,0,1,0,0.2125200033187866,0.1027010008692741,0.0,Chelsea,3,2,30,3.5,FWD,1.0,0.02,0.25,0.23,0.35,0.0,0.0,2.4,0.2,2.6,21.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.29,0.0,0.0,0.0,0.0,0.0,0.29,1.16,0.89,5.9,0.33,0.07,0.33,0.25,0.79,1.0,0.33,6.9,19.47,8.87,40.67,86.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,0.67,4.0,0.33,4.33,0.28,0.02,0.0,0.0,0.33,0.33,0.28,0.58,0.38,5.0,0.4,0.06,0.34,0.28,0.83,0.8,0.2,4.84,12.04,8.72,28.8,74.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.8,3.0,0.2,3.4,0.27,0.02,0.0,0.0,0.4,0.2,0.27,0.46,0.23,4.12,-106309.0,-0.7897561137692717
