assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
1.0,3.0,37.0,0.0,32.5,570.0,0.6,0.6,0.0,1.23,10.0,1.0,0.0,8.0,45.0,2024-08-19,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18.0,0.0,0.0,0.0,0.0,1.0,0.0,29601.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,5.5,True,0.0,570.0,0.0,0.0,0.0,90.0,Leicester,Tottenham,1.0,1.0,26611.0,2024.0,667448.0,0.5787639617919922,1.0,2.0,0.0,0.0,0.9215627908706664,0.3427987992763519,12911.0,Leicester,3.0,2.0,1.0,1.5,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,11.0,0.0,4.8,570.0,0.0,0.06,0.06,1.78,15.0,2.0,0.0,3.8,13.4,2024-08-24,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,9.0,0.0,0.0,0.0,0.0,2.0,0.0,75093.0,1.0,1.0,2.0,20.0,2.0,28207.0,33719.0,5512.0,5.5,False,0.0,570.0,0.0,3.0,0.0725411251187324,90.0,Fulham,Leicester,2.0,1.0,26614.0,2024.0,667964.0,0.0,0.0,0.0,0.0,0.0725411251187324,0.1162160187959671,0.0656716674566268,12911.0,Leicester,2.0,3.0,2.0,4.5,MID,0.0,0.6,0.6,0.0,1.23,1.0,0.0,8.0,45.0,32.5,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.58,1.0,2.0,0.0,0.0,0.92,0.34,1.5,29601.0,0.0,0.6,0.6,0.0,1.23,1.0,0.0,8.0,45.0,32.5,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.58,1.0,2.0,0.0,0.0,0.92,0.34,1.5,29601.0
0.0,0.0,11.0,0.0,1.4,570.0,0.01,0.06,0.05,1.46,26.0,2.0,0.0,2.7,7.8,2024-08-31,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,0.0,0.0,0.0,3.0,0.0,70066.0,1.0,2.0,1.0,18.0,2.0,-5861.0,12418.0,18279.0,5.5,True,0.0,570.0,0.0,2.0,0.0217191763222217,70.0,Leicester,Aston Villa,1.0,2.0,26626.0,2024.0,671818.0,0.0,0.0,0.0,0.0,0.0217191763222217,0.0096669672057032,0.0,12911.0,Leicester,3.0,2.0,3.0,3.5,MID,0.0,0.6,0.66,0.06,3.01,3.0,0.0,11.8,58.4,37.3,22.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,10.0,0.0,3.0,0.07,0.58,1.0,2.0,0.0,0.07,1.04,0.41,6.0,104694.0,0.0,0.6,0.66,0.06,3.01,3.0,0.0,11.8,58.4,37.3,22.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,10.0,0.0,3.0,0.07,0.58,1.0,2.0,0.0,0.07,1.04,0.41,6.0,104694.0
0.0,0.0,1.0,0.0,0.3,570.0,0.0,0.01,0.01,1.17,34.0,1.0,0.0,0.4,1.2,2024-09-14,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,0.0,0.0,0.0,0.0,4.0,0.0,65889.0,0.0,2.0,2.0,2.0,1.0,-6696.0,8317.0,15013.0,5.5,False,0.0,570.0,0.0,1.0,0.0102508477866649,15.0,Crystal Palace,Leicester,2.0,2.0,26636.0,2024.0,673729.0,0.0,0.0,0.0,0.0,0.0102508477866649,0.0102508477866649,0.0,12911.0,Leicester,2.0,3.0,4.0,2.7,MID,0.0,0.61,0.72,0.11,4.47,5.0,0.0,14.5,66.2,38.7,40.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,12.0,0.0,5.0,0.09,0.58,1.0,2.0,0.0,0.09,1.05,0.41,9.5,174760.0,0.0,0.61,0.72,0.11,4.47,5.0,0.0,14.5,66.2,38.7,40.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,12.0,0.0,5.0,0.09,0.58,1.0,2.0,0.0,0.09,1.05,0.41,9.5,174760.0
0.0,0.0,3.0,0.0,0.3,570.0,0.0,0.0,0.0,0.08,45.0,0.0,0.0,0.0,0.0,2024-09-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,8.0,0.0,0.0,0.0,0.0,5.0,0.0,58991.0,0.0,1.0,1.0,0.0,1.0,-7608.0,2586.0,10194.0,5.5,True,0.0,570.0,0.0,0.0,0.0,1.0,Leicester,Everton,1.0,1.0,26644.0,2024.0,675669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12911.0,Leicester,2.0,2.0,5.0,1.0,MID,0.0,0.01,0.13,0.12,4.41,5.0,0.0,6.9,22.4,6.5,40.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.1,0.14,0.07,10.7,211048.0,0.0,0.61,0.73,0.12,5.64,6.0,0.0,14.9,67.4,39.0,42.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,13.0,0.0,6.0,0.1,0.58,1.0,2.0,0.0,0.1,1.06,0.41,12.2,240649.0
0.0,0.0,3.0,0.0,0.0,570.0,0.0,0.0,0.0,0.9,51.0,1.0,0.0,0.0,0.0,2024-09-28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,6.0,0.0,46630.0,0.0,2.0,4.0,0.0,1.0,-12611.0,672.0,13283.0,5.5,False,0.0,570.0,0.0,0.0,0.0,1.0,Arsenal,Leicester,4.0,2.0,26655.0,2024.0,677860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12911.0,Leicester,2.0,4.0,6.0,-0.5,MID,0.0,0.01,0.07,0.06,2.71,3.0,0.0,3.1,9.0,2.0,20.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,0.0,3.0,0.03,0.0,0.0,0.0,0.0,0.03,0.02,0.0,7.2,194946.0,0.0,0.61,0.73,0.12,5.72,6.0,0.0,14.9,67.4,39.3,42.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,14.0,0.0,6.0,0.1,0.58,1.0,2.0,0.0,0.1,1.06,0.41,13.2,299640.0
0.0,0.0,2.0,0.0,0.0,570.0,0.0,0.03,0.03,0.5,68.0,0.0,0.0,0.2,0.0,2024-10-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,7.0,0.0,41153.0,0.0,0.0,1.0,2.0,1.0,-6111.0,1216.0,7327.0,5.4,True,0.0,570.0,0.0,1.0,0.0444152951240539,5.0,Leicester,Bournemouth,1.0,0.0,26663.0,2024.0,679433.0,0.0,0.0,0.0,0.0,0.0444152951240539,0.0444152951240539,0.0,12911.0,Leicester,3.0,2.0,7.0,0.5,MID,0.0,0.0,0.01,0.01,2.15,2.0,0.0,0.4,1.2,0.6,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,3.2,171510.0,0.0,0.01,0.13,0.12,5.39,6.0,0.0,6.9,22.4,6.8,40.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0,7.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.1,0.14,0.07,11.2,316669.0
1.0,0.0,16.0,0.0,11.6,570.0,0.34,0.51,0.17,0.45,78.0,0.0,0.0,8.3,25.2,2024-10-19,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,17.0,0.0,0.0,0.0,0.0,8.0,0.0,37798.0,0.0,3.0,2.0,46.0,4.0,-3637.0,947.0,4584.0,5.4,False,0.0,570.0,0.0,2.0,0.2187778651714325,29.0,Southampton,Leicester,2.0,3.0,26678.0,2024.0,681408.0,0.7678899765014648,1.0,1.0,0.0,0.2187778651714325,1.0989198684692385,0.8801420331001282,12911.0,Leicester,2.0,2.0,8.0,2.5,MID,0.0,0.0,0.03,0.03,1.48,1.0,0.0,0.2,0.0,0.3,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.04,0.04,0.0,1.0,146774.0,0.0,0.01,0.1,0.09,4.11,4.0,0.0,3.3,9.0,2.0,22.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,6.0,0.0,4.0,0.08,0.0,0.0,0.0,0.0,0.08,0.06,0.0,7.2,282729.0
0.0,0.0,11.0,0.0,17.4,570.0,0.09,0.1,0.01,1.73,88.0,3.0,0.0,4.2,11.2,2024-10-25,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16.0,0.0,0.0,0.0,0.0,9.0,0.0,41859.0,1.0,3.0,1.0,13.0,2.0,3616.0,5481.0,1865.0,5.4,True,0.0,570.0,0.0,1.0,0.0110018625855445,90.0,Leicester,Nottingham Forest,1.0,3.0,26682.0,2024.0,682628.0,0.0253986343741416,0.0,1.0,0.0,0.0110018625855445,0.0680724754929542,0.0680724754929542,12911.0,Leicester,3.0,2.0,9.0,2.3,MID,0.0,0.34,0.54,0.2,1.85,1.0,0.0,8.5,25.2,11.6,48.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,6.0,0.0,3.0,0.26,0.77,1.0,1.0,0.0,0.26,1.14,0.88,2.5,125581.0,0.0,0.34,0.55,0.21,3.1,2.0,0.0,8.9,26.4,12.2,50.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,8.0,0.0,4.0,0.27,0.77,1.0,1.0,0.0,0.27,1.15,0.88,6.2,250461.0
0.0,0.0,12.0,0.0,33.8,570.0,0.34,0.41,0.07,1.0,93.0,1.0,0.0,9.2,25.8,2024-11-02,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,0.0,0.0,0.0,0.0,10.0,0.0,39359.0,1.0,1.0,1.0,32.0,2.0,-2399.0,1930.0,4329.0,5.4,False,0.0,570.0,0.0,2.0,0.0776937454938888,90.0,Ipswich,Leicester,1.0,1.0,26695.0,2024.0,685013.0,0.100443959236145,0.0,2.0,0.0,0.0776937454938888,0.0828365013003349,0.0,12911.0,Leicester,2.0,2.0,10.0,2.0,MID,0.0,0.43,0.64,0.21,2.68,3.0,0.0,12.7,36.4,29.0,61.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,7.0,0.0,4.0,0.27,0.79,1.0,2.0,0.0,0.27,1.21,0.95,5.3,120810.0,0.0,0.43,0.64,0.21,3.66,4.0,0.0,12.7,36.4,29.3,61.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,9.0,0.0,4.0,0.27,0.79,1.0,2.0,0.0,0.27,1.21,0.95,5.8,226431.0
