assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0.0,0.0,1.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.4,0.0,2024-10-06,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18.0,0.0,0.0,0.0,0.0,7.0,0.0,2124.0,0.0,2.0,3.0,4.0,1.0,-111.0,21.0,132.0,5.4,True,0.0,595.0,0.0,0.0,0.0,1.0,Brighton,Tottenham,3.0,2.0,26671.0,2024.0,680430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11310.0,Brighton,3.0,3.0,7.0,0.2,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.1,595.0,0.0,0.0,0.0,0.72,84.0,2.0,0.0,0.4,4.0,2024-10-26,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20.0,0.0,0.0,0.0,0.0,9.0,0.0,2242.0,0.0,2.0,2.0,0.0,1.0,8.0,52.0,44.0,5.4,True,0.0,595.0,0.0,0.0,0.0,14.0,Brighton,Wolverhampton Wanderers,2.0,2.0,26686.0,2024.0,683032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11310.0,Brighton,2.0,3.0,9.0,0.7,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2124.0
0.0,0.0,2.0,0.0,11.1,595.0,0.01,0.01,0.0,0.32,94.0,0.0,0.0,2.3,6.2,2024-11-02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12.0,0.0,0.0,0.0,0.0,10.0,0.0,2301.0,0.0,1.0,2.0,6.0,1.0,5.0,80.0,75.0,5.4,False,0.0,595.0,0.0,0.0,0.0,12.0,Liverpool,Brighton,2.0,1.0,26696.0,2024.0,685048.0,0.0396023653447628,0.0,1.0,0.0,0.0,0.0620708800852298,0.0224685128778219,11310.0,Brighton,3.0,5.0,10.0,-0.3,MID,0.0,0.0,0.0,0.0,0.72,2.0,0.0,0.8,4.0,0.1,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,4366.0,0.0,0.0,0.0,0.0,0.72,2.0,0.0,0.8,4.0,0.1,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,4366.0
0.0,0.0,5.0,0.0,11.2,595.0,0.02,0.02,0.0,0.19,102.0,0.0,0.0,1.6,3.2,2024-11-09,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,13.0,0.0,0.0,0.0,0.0,11.0,0.0,2348.0,0.0,1.0,2.0,2.0,1.0,3.0,84.0,81.0,5.4,True,0.0,595.0,0.0,0.0,0.0,22.0,Brighton,Manchester City,2.0,1.0,26703.0,2024.0,686862.0,0.0376175194978714,0.0,1.0,0.0,0.0,0.5925778150558472,0.5549602508544922,11310.0,Brighton,4.0,3.0,11.0,0.0,MID,0.0,0.01,0.01,0.0,1.04,2.0,0.0,2.7,10.2,11.2,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.06,0.02,0.4,4543.0,0.0,0.01,0.01,0.0,1.04,2.0,0.0,3.1,10.2,11.2,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.06,0.02,0.6,6667.0
0.0,0.0,2.0,0.0,0.3,595.0,0.0,0.0,0.0,0.03,135.0,1.0,0.0,0.2,1.2,2024-12-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,9.0,0.0,0.0,0.0,0.0,14.0,0.0,2340.0,0.0,1.0,3.0,0.0,1.0,-110.0,10.0,120.0,5.4,False,0.0,595.0,0.0,0.0,0.0,2.0,Fulham,Brighton,3.0,1.0,26736.0,2024.0,691628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11310.0,Brighton,3.0,3.0,14.0,0.4,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,1.23,2.0,0.0,4.3,13.4,22.4,8.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,0.0,0.0,0.08,0.0,2.0,0.0,0.0,0.65,0.58,0.4,6891.0
0.0,0.0,3.0,0.0,1.3,595.0,0.05,0.1,0.05,1.01,153.0,1.0,0.0,0.9,1.6,2024-12-15,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,0.0,0.0,0.0,0.0,16.0,0.0,2378.0,0.0,3.0,1.0,6.0,1.0,-20.0,62.0,82.0,5.4,True,0.0,595.0,0.0,1.0,0.0563426055014133,14.0,Brighton,Crystal Palace,1.0,3.0,26756.0,2024.0,694198.0,0.0,0.0,0.0,0.0,0.0563426055014133,0.0820288807153701,0.0820288807153701,11310.0,Brighton,3.0,3.0,16.0,0.4,MID,0.0,0.0,0.0,0.0,0.03,1.0,0.0,0.2,1.2,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2340.0,0.0,0.02,0.02,0.0,0.22,1.0,0.0,1.8,4.4,11.5,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.59,0.55,0.4,4688.0
0.0,0.0,4.0,0.0,7.0,595.0,0.07,0.07,0.0,0.58,170.0,1.0,0.0,2.7,5.8,2024-12-21,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,19.0,0.0,0.0,0.0,0.0,17.0,0.0,2401.0,1.0,1.0,1.0,14.0,2.0,-14.0,56.0,70.0,5.4,False,0.0,595.0,0.0,0.0,0.0,72.0,West Ham,Brighton,1.0,1.0,26767.0,2024.0,695313.0,0.0,0.0,0.0,0.0,0.0,0.0643911436200141,0.0643911436200141,11310.0,Brighton,3.0,2.0,17.0,0.7,MID,0.0,0.05,0.1,0.05,1.04,2.0,0.0,1.1,2.8,1.6,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.06,0.08,0.08,0.8,4718.0,0.0,0.05,0.1,0.05,1.04,2.0,0.0,1.1,2.8,1.6,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.06,0.08,0.08,0.8,4718.0
0.0,0.0,21.0,1.0,58.3,595.0,0.26,0.32,0.06,0.57,173.0,0.0,0.0,9.7,20.0,2024-12-27,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,0.0,0.0,0.0,0.0,18.0,0.0,2429.0,1.0,0.0,0.0,19.0,3.0,-8.0,65.0,73.0,5.4,True,0.0,595.0,0.0,1.0,0.0504387654364109,73.0,Brighton,Brentford,0.0,0.0,26774.0,2024.0,696373.0,0.3173903226852417,0.0,5.0,0.0,0.0504387654364109,0.512668788433075,0.195278450846672,11310.0,Brighton,2.0,3.0,18.0,1.2,MID,0.0,0.12,0.17,0.05,1.59,2.0,0.0,3.6,7.4,8.3,20.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.06,0.15,0.15,1.1,4779.0,0.0,0.12,0.17,0.05,1.62,3.0,0.0,3.8,8.6,8.6,20.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,4.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.06,0.15,0.15,1.5,7119.0
0.0,0.0,3.0,0.0,24.9,595.0,0.06,0.06,0.0,1.49,181.0,2.0,0.0,3.4,5.2,2024-12-30,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,0.0,0.0,0.0,19.0,0.0,2530.0,1.0,2.0,2.0,4.0,1.0,76.0,132.0,56.0,5.4,False,0.0,595.0,0.0,0.0,0.0,70.0,Aston Villa,Brighton,2.0,2.0,26782.0,2024.0,697002.0,0.0627702847123146,0.0,2.0,0.0,0.0,0.0703966617584228,0.0266546607017517,11310.0,Brighton,3.0,3.0,19.0,1.3,MID,1.0,0.38,0.49,0.11,2.16,2.0,0.0,13.3,27.4,66.6,39.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,6.0,0.0,2.0,0.11,0.32,0.0,5.0,0.0,0.11,0.66,0.34,2.3,7208.0,1.0,0.38,0.49,0.11,2.19,3.0,0.0,13.5,28.6,66.9,39.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,7.0,0.0,2.0,0.11,0.32,0.0,5.0,0.0,0.11,0.66,0.34,2.7,9548.0
0.0,0.0,0.0,0.0,1.6,595.0,0.02,0.18,0.16,0.58,193.0,1.0,0.0,3.8,3.2,2025-01-04,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,20.0,0.0,2572.0,1.0,1.0,1.0,33.0,1.0,6.0,116.0,110.0,5.4,True,0.0,595.0,0.0,1.0,0.1090869829058647,50.0,Brighton,Arsenal,1.0,1.0,26794.0,2024.0,697375.0,0.0,0.0,0.0,0.0,0.1090869829058647,0.1090869829058647,0.1090869829058647,11310.0,Brighton,4.0,3.0,20.0,0.8,MID,1.0,0.39,0.45,0.06,2.64,3.0,0.0,15.8,31.0,90.2,37.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,1.0,0.05,0.38,0.0,7.0,0.0,0.05,0.65,0.29,3.2,7360.0,1.0,0.44,0.55,0.11,3.65,4.0,0.0,16.7,32.6,91.5,43.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,7.0,0.0,2.0,0.11,0.38,0.0,7.0,0.0,0.11,0.73,0.37,3.6,9738.0
