assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position,team
0,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,1,0,205,0,1,1,0.0,0,0,0,0,50,True,0,439,,
1,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,2,0,148,0,1,0,0.0,0,-55,0,55,50,False,0,439,,
2,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,3,0,127,0,1,1,0.0,0,-24,0,24,50,True,0,439,,
3,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,4,0,110,0,1,0,0.0,0,-17,0,17,50,False,0,439,,
4,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2024-09-22T13:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,5,0,107,0,2,2,0.0,0,-3,0,3,50,False,0,439,,
5,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,6,0,102,0,1,0,0.0,0,-5,0,5,50,True,0,439,,
6,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2024-10-06T13:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,7,0,96,0,1,1,0.0,0,-6,0,6,50,False,0,439,,
7,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2024-10-21T19:00:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,8,0,96,0,0,1,0.0,0,0,0,0,50,True,0,439,,
8,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2024-10-25T19:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,9,0,95,0,3,1,0.0,0,-1,0,1,50,False,0,439,,
9,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,10,0,91,0,0,3,0.0,0,-4,0,4,50,True,0,439,,
10,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,107,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,11,0,90,0,3,1,0.0,0,-1,0,1,50,True,0,439,,
11,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,12,0,89,0,0,3,0.0,0,-1,0,1,50,False,0,439,,
12,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,13,0,88,0,0,1,0.0,0,-1,0,1,50,True,0,439,,
13,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,14,0,89,0,0,3,0.0,0,0,0,0,50,False,0,439,,
14,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,148,0,0,0.0,0.0,2024-12-07T17:30:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,15,0,88,0,3,2,0.0,0,-1,0,1,50,False,0,439,,
15,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,16,0,87,0,1,2,0.0,0,-1,0,1,50,True,0,439,,
16,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,162,0,0,0.0,0.0,2024-12-21T15:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,17,0,85,0,2,0,0.0,0,-2,0,2,50,False,0,439,,
17,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,178,0,0,0.0,0.0,2024-12-26T15:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,18,0,85,0,0,1,0.0,0,0,0,0,50,True,0,439,,
18,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,184,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,19,0,85,0,2,0,0.0,0,0,0,0,50,False,0,439,,
19,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,200,0,0,0.0,0.0,2025-01-06T20:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,20,0,84,0,3,0,0.0,0,-1,0,1,50,False,0,439,,
20,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2025-01-14T20:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,21,0,84,0,1,1,0.0,0,0,0,0,50,True,0,439,,
21,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,219,0,0,0.0,0.0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,22,0,81,0,2,3,0.0,0,-3,0,3,50,True,0,439,,
22,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,222,0,0,0.0,0.0,2025-01-25T15:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,23,0,80,0,0,5,0.0,0,-1,0,1,50,False,0,439,,
23,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,239,0,0,0.0,0.0,2025-02-01T12:30:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,24,0,80,0,0,7,0.0,0,0,0,0,50,True,0,439,,
24,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,244,0,0,0.0,0.0,2025-02-15T15:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,25,0,80,0,1,2,0.0,0,0,0,0,50,False,0,439,,
25,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,259,0,0,0.0,0.0,2025-02-23T14:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,26,0,80,0,3,4,0.0,0,0,0,0,50,False,0,439,,
26,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,264,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,27,0,80,0,0,0,0.0,0,0,0,0,50,True,0,439,,
27,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,277,0,0,0.0,0.0,2025-03-08T12:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,28,0,80,0,0,1,0.0,0,0,0,0,50,True,0,439,,
28,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,286,0,0,0.0,0.0,2025-03-15T15:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,29,0,78,0,4,2,0.0,0,-1,0,1,50,False,0,439,,
