assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position,team
0,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,1,0,486,0,3,0,0.0,0,0,0,0,50,False,0,601,,
1,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,2,0,653,0,1,2,0.0,0,-132,24,156,50,True,0,601,,
2,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2024-08-31T11:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,3,0,471,0,1,1,0.0,0,-180,0,180,50,False,0,601,,
3,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,4,0,394,0,0,0,0.0,0,-78,0,78,50,True,0,601,,
4,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2024-09-22T13:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,5,0,369,0,2,2,0.0,0,-30,0,30,50,True,0,601,,
5,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,6,0,354,0,2,4,0.0,0,-15,0,15,50,False,0,601,,
6,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2024-10-06T15:30:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,7,0,347,0,2,3,0.0,0,-6,0,6,50,True,0,601,,
7,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2024-10-19T14:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,8,0,334,0,1,0,0.0,0,-14,0,14,50,False,0,601,,
8,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,9,0,327,0,2,2,0.0,0,-7,0,7,50,True,0,601,,
9,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,10,0,320,0,1,2,0.0,0,-7,0,7,50,False,0,601,,
10,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2024-11-09T17:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,11,0,318,0,1,2,0.0,0,-2,0,2,50,True,0,601,,
11,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,12,0,314,0,2,1,0.0,0,-4,0,4,50,False,0,601,,
12,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,122,0,0,0.0,0.0,2024-11-29T20:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,13,0,311,0,1,1,0.0,0,-4,0,4,50,True,0,601,,
13,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,135,0,0,0.0,0.0,2024-12-05T19:30:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,14,0,309,0,1,3,0.0,0,-2,0,2,50,False,0,601,,
14,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,15,0,307,0,2,2,0.0,0,-2,0,2,50,False,0,601,,
15,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,16,0,304,0,3,1,0.0,0,-3,0,3,50,True,0,601,,
16,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,170,0,0,0.0,0.0,2024-12-21T15:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,17,0,303,0,1,1,0.0,0,-1,0,1,50,False,0,601,,
17,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,173,0,0,0.0,0.0,2024-12-27T19:30:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,18,0,303,0,0,0,0.0,0,0,0,0,50,True,0,601,,
18,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,181,0,0,0.0,0.0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,19,0,300,0,2,2,0.0,0,-3,0,3,50,False,0,601,,
19,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,193,0,0,0.0,0.0,2025-01-04T17:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,20,0,297,0,1,1,0.0,0,-3,0,3,50,True,0,601,,
20,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2025-01-16T19:30:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,21,0,296,0,2,0,0.0,0,-1,0,1,50,False,0,601,,
21,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,217,0,0,0.0,0.0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,22,0,296,0,3,1,0.0,0,0,0,0,50,False,0,601,,
22,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,223,0,0,0.0,0.0,2025-01-25T15:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,23,0,295,0,1,0,0.0,0,-1,0,1,50,True,0,601,,
23,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,239,0,0,0.0,0.0,2025-02-01T12:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,24,0,291,0,0,7,0.0,0,-4,0,4,50,False,0,601,,
24,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,242,0,0,0.0,0.0,2025-02-14T20:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,25,0,288,0,0,3,0.0,0,-3,0,3,50,True,0,601,,
25,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,260,0,0,0.0,0.0,2025-02-22T15:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,26,0,285,0,4,0,0.0,0,-3,0,3,50,False,0,601,,
26,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,262,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,27,0,282,0,1,2,0.0,0,-3,0,3,50,True,0,601,,
27,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,272,0,0,0.0,0.0,2025-03-08T15:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,28,0,282,0,1,2,0.0,0,0,0,0,50,True,0,601,,
