assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position,team,fpl_name
0,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2024-08-16T19:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,1,0,38417,0,0,1,0.0,0,0,0,0,40,False,0,242,,,Steven Benda
1,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,2,0,46108,0,1,2,0.0,0,1184,3275,2091,40,True,0,242,,,Steven Benda
2,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,3,0,49305,0,1,1,0.0,0,1272,4771,3499,40,False,0,242,,,Steven Benda
3,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,4,0,49379,0,1,1,0.0,0,-833,2876,3709,40,True,0,242,,,Steven Benda
4,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,5,0,49127,0,1,3,0.0,0,-553,1142,1695,40,True,0,242,,,Steven Benda
5,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,6,0,48781,0,1,0,0.0,0,-676,3185,3861,40,False,0,242,,,Steven Benda
6,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,7,0,49398,0,2,3,0.0,0,250,1634,1384,40,False,0,242,,,Steven Benda
7,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2024-10-19T14:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,8,0,49820,0,3,1,0.0,0,134,1325,1191,40,True,0,242,,,Steven Benda
8,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2024-10-26T16:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,9,0,49755,0,1,1,0.0,0,-218,702,920,40,False,0,242,,,Steven Benda
9,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,10,0,49370,0,1,2,0.0,0,-476,548,1024,40,True,0,242,,,Steven Benda
10,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,104,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,11,0,48990,0,2,0,0.0,0,-497,469,966,40,False,0,242,,,Steven Benda
