assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position,team
0,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,1,0,31717,0,2,0,0.0,0,0,0,0,50,False,0,343,,
1,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,2,0,18555,0,1,4,0.0,0,-13395,329,13724,49,True,0,343,,
2,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2024-08-31T16:30:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,3,0,13613,0,3,1,0.0,0,-5286,492,5778,49,False,0,343,,
3,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,4,0,10859,0,1,2,0.0,0,-2917,484,3401,48,True,0,343,,
4,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2024-09-22T15:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,5,0,9766,0,2,2,0.0,0,-1171,221,1392,48,True,0,343,,
5,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2024-09-28T11:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,6,0,8590,0,1,1,0.0,0,-1201,154,1355,48,False,0,343,,
6,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,7,0,7870,0,2,3,0.0,0,-759,105,864,48,True,0,343,,
7,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2024-10-20T13:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,8,0,7473,0,2,1,0.0,0,-429,124,553,47,False,0,343,,
8,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,9,0,7242,0,0,1,0.0,0,-246,95,341,47,True,0,343,,
9,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,10,0,6994,0,1,2,0.0,0,-262,116,378,47,False,0,343,,
10,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2024-11-09T17:30:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,11,0,6782,0,1,2,0.0,0,-226,71,297,47,False,0,343,,
11,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2024-11-23T17:30:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,12,0,6634,0,4,0,0.0,0,-161,80,241,47,True,0,343,,
12,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,125,0,0,0.0,0.0,2024-12-01T16:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,13,0,6548,0,0,2,0.0,0,-106,59,165,47,False,0,343,,
13,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,14,0,6468,0,0,3,0.0,0,-89,101,190,47,True,0,343,,
14,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,15,0,6402,0,2,2,0.0,0,-77,82,159,47,False,0,343,,
15,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,16,0,6293,0,2,1,0.0,0,-114,70,184,47,True,0,343,,
16,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,161,0,0,0.0,0.0,2024-12-21T12:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,17,0,6179,0,1,2,0.0,0,-120,54,174,47,False,0,343,,
17,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,176,0,0,0.0,0.0,2024-12-26T12:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,18,0,6045,0,1,1,0.0,0,-142,60,202,47,True,0,343,,
18,0,0,0,0,0.0,343,0.0,0.0,0.0,0.0,187,0,0,0.0,0.0,2024-12-29T14:30:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,19,0,5944,0,2,0,0.0,0,-106,48,154,47,False,0,343,,
