assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position,team,fpl_name
0,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,1,0,910,0,2,0,0.0,0,0,0,0,45,True,0,150,,,Andrey Nascimento dos Santos
1,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,2,0,653,0,6,2,0.0,0,-241,0,241,45,False,0,150,,,Andrey Nascimento dos Santos
2,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2024-09-01T12:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,3,0,544,0,1,1,0.0,0,-126,0,126,45,True,0,150,,,Andrey Nascimento dos Santos
3,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,4,0,480,0,1,0,0.0,0,-65,0,65,45,False,0,150,,,Andrey Nascimento dos Santos
4,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2024-09-21T11:30:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,5,0,450,0,3,0,0.0,0,-35,0,35,45,False,0,150,,,Andrey Nascimento dos Santos
5,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,6,0,419,0,2,4,0.0,0,-31,0,31,45,True,0,150,,,Andrey Nascimento dos Santos
6,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2024-10-06T13:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,7,0,400,0,1,1,0.0,0,-20,0,20,45,True,0,150,,,Andrey Nascimento dos Santos
7,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2024-10-20T15:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,8,0,378,0,1,2,0.0,0,-21,0,21,45,False,0,150,,,Andrey Nascimento dos Santos
8,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,85,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,9,0,366,0,1,2,0.0,0,-13,0,13,45,True,0,150,,,Andrey Nascimento dos Santos
9,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,10,0,360,0,1,1,0.0,0,-6,0,6,45,False,0,150,,,Andrey Nascimento dos Santos
10,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,103,0,0,0.0,0.0,2024-11-10T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,11,0,352,0,1,1,0.0,0,-8,0,8,45,True,0,150,,,Andrey Nascimento dos Santos
11,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2024-11-23T12:30:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,12,0,347,0,2,1,0.0,0,-4,0,4,45,False,0,150,,,Andrey Nascimento dos Santos
12,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,123,0,0,0.0,0.0,2024-12-01T13:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,13,0,341,0,0,3,0.0,0,-7,0,7,45,True,0,150,,,Andrey Nascimento dos Santos
13,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,140,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,14,0,336,0,5,1,0.0,0,-5,0,5,45,False,0,150,,,Andrey Nascimento dos Santos
14,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,15,0,331,0,4,3,0.0,0,-5,0,5,45,False,0,150,,,Andrey Nascimento dos Santos
15,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,16,0,325,0,1,2,0.0,0,-6,0,6,45,True,0,150,,,Andrey Nascimento dos Santos
16,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,164,0,0,0.0,0.0,2024-12-22T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,17,0,325,0,0,0,0.0,0,0,0,0,45,False,0,150,,,Andrey Nascimento dos Santos
17,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,174,0,0,0.0,0.0,2024-12-26T15:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,18,0,318,0,2,1,0.0,0,-7,0,7,45,True,0,150,,,Andrey Nascimento dos Santos
18,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,19,0,315,0,0,2,0.0,0,-3,0,3,45,False,0,150,,,Andrey Nascimento dos Santos
19,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,194,0,0,0.0,0.0,2025-01-04T15:00:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,20,0,311,0,1,1,0.0,0,-3,0,3,45,False,0,150,,,Andrey Nascimento dos Santos
20,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2025-01-14T19:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,21,0,312,0,2,2,0.0,0,0,0,0,45,True,0,150,,,Andrey Nascimento dos Santos
21,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,213,0,0,0.0,0.0,2025-01-20T20:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,22,0,307,0,1,3,0.0,0,-5,0,5,45,True,0,150,,,Andrey Nascimento dos Santos
22,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,227,0,0,0.0,0.0,2025-01-25T17:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,23,0,305,0,1,3,0.0,0,-2,0,2,45,False,0,150,,,Andrey Nascimento dos Santos
23,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,234,0,0,0.0,0.0,2025-02-03T20:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,24,0,304,0,1,2,0.0,0,-1,0,1,45,True,0,150,,,Andrey Nascimento dos Santos
24,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,242,0,0,0.0,0.0,2025-02-14T20:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,25,0,299,0,0,3,0.0,0,-5,0,5,45,False,0,150,,,Andrey Nascimento dos Santos
25,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,252,0,0,0.0,0.0,2025-02-22T17:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,26,0,294,0,1,2,0.0,0,-5,0,5,45,False,0,150,,,Andrey Nascimento dos Santos
26,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,268,0,0,0.0,0.0,2025-02-25T20:15:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,27,0,292,0,0,4,0.0,0,-2,0,2,45,True,0,150,,,Andrey Nascimento dos Santos
27,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,273,0,0,0.0,0.0,2025-03-09T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,28,0,291,0,0,1,0.0,0,-1,0,1,45,True,0,150,,,Andrey Nascimento dos Santos
28,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,281,0,0,0.0,0.0,2025-03-16T13:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,29,0,288,0,0,1,0.0,0,-3,0,3,45,False,0,150,,,Andrey Nascimento dos Santos
29,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,288,0,0,1,0.0,0,0,0,0,45,True,0,150,,,Andrey Nascimento dos Santos
30,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,302,0,0,0.0,0.0,2025-04-06T13:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,31,0,288,0,0,0,0.0,0,0,0,0,45,False,0,150,,,Andrey Nascimento dos Santos
31,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,288,0,2,2,0.0,0,0,0,0,45,True,0,150,,,Andrey Nascimento dos Santos
32,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,325,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,33,0,288,0,2,1,0.0,0,0,0,0,45,False,0,150,,,Andrey Nascimento dos Santos
33,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,334,0,0,0.0,0.0,2025-04-26T11:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,34,0,288,0,0,1,0.0,0,0,0,0,45,True,0,150,,,Andrey Nascimento dos Santos
34,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,345,0,0,0.0,0.0,2025-05-04T15:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,35,0,288,0,1,3,0.0,0,0,0,0,45,True,0,150,,,Andrey Nascimento dos Santos
35,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,287,0,0,2,0.0,0,-1,0,1,45,False,0,150,,,Andrey Nascimento dos Santos
36,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,365,0,0,0.0,0.0,2025-05-16T19:15:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,37,0,287,0,0,1,0.0,0,0,0,0,45,True,0,150,,,Andrey Nascimento dos Santos
37,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,377,0,0,0.0,0.0,2025-05-25T15:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,38,0,287,0,1,0,0.0,0,0,0,0,45,False,0,150,,,Andrey Nascimento dos Santos
