assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,0,9,1,1.0,50,11,0,0,0.4,2.0,2021-08-21,88,14,0,0,0,0,2,0,58428,0,2,1.0,2,-13748,832,14580,45,True,1,0,1,0.0199570078402757,90,MC,Aston Villa,Newcastle United,2,0,16388,2021,476935,0.0,0,0,0,0.0199570078402757,0.0,0.0,2,2
0,0,10,0,11.5,50,21,1,0,2.3,7.4,2021-08-28,90,3,0,0,0,0,3,0,60764,1,1,4.0,2,-264,6099,6363,45,True,0,0,0,0.0,90,DMC,Aston Villa,Brentford,1,1,16399,2021,478943,0.0704991295933723,0,1,0,0.0,0.1335949897766113,0.1335949897766113,2,2
0,0,14,0,1.7,50,33,2,0,1.8,6.8,2021-09-11,79,6,0,0,0,0,4,0,67777,0,3,9.0,2,3673,16669,12996,45,False,0,0,2,0.0313060358166694,82,MC,Chelsea,Aston Villa,3,0,16413,2021,480541,0.0,0,0,0,0.0313060358166694,0.1610051840543747,0.1383043974637985,2,4
1,0,23,1,63.4,50,41,0,0,10.0,35.2,2021-09-18,90,8,0,0,0,0,5,0,85205,0,3,1.0,6,13739,25103,11364,45,True,0,0,1,0.0508321672677993,90,MC,Aston Villa,Everton,3,0,16422,2021,482363,0.2141112387180328,1,5,0,0.0508321672677993,0.1414018869400024,0.0449290536344051,2,2
1,1,23,1,42.8,50,58,0,0,7.7,25.8,2021-09-25,90,13,0,0,0,0,6,0,133317,1,0,8.0,7,42107,53214,11107,45,False,0,0,1,0.0413447208702564,90,MC,Manchester United,Aston Villa,0,1,16431,2021,484385,0.6370861530303955,1,3,0,0.0413447208702564,0.0665051937103271,0.0,2,4
0,0,15,0,38.0,50,68,2,0,5.4,15.6,2021-10-03,90,17,0,0,0,0,7,0,264426,1,2,0.0,2,121926,144171,22245,45,False,0,0,0,0.0,90,MC,Tottenham,Aston Villa,2,1,16443,2021,487038,0.0990916863083839,0,3,0,0.0,0.1106925830245018,0.0471701472997665,2,4
0,0,16,1,11.9,50,72,0,0,2.5,12.4,2021-10-16,67,20,0,0,0,0,8,0,314904,3,2,1.0,3,51165,90790,39625,46,True,0,0,1,0.0186561923474073,71,MC,Aston Villa,Wolverhampton Wanderers,2,3,16447,2021,488078,0.0123163787648081,0,1,0,0.0186561923474073,0.4379599392414093,0.4069873690605163,3,2
0,0,16,0,5.8,50,81,3,0,2.6,20.6,2021-10-22,90,1,0,0,0,0,9,0,328890,1,3,0.0,1,12839,37187,24348,46,False,1,0,0,0.0,90,MC,Arsenal,Aston Villa,3,1,16456,2021,489562,0.0,0,0,0,0.0,0.0931898728013038,0.0931898728013038,2,4
0,0,0,0,0.8,50,126,1,0,0.5,3.8,2021-11-27,23,7,0,0,0,0,13,0,196904,2,1,0.0,0,-11875,4221,16096,45,False,1,0,0,0.0,20,Sub,Crystal Palace,Aston Villa,1,2,16501,2021,497455,0.0,0,0,0,0.0,0.0699317157268524,0.0699317157268524,2,2
1,0,26,0,66.6,50,131,2,0,10.6,39.6,2021-12-01,90,12,0,0,0,0,14,0,192530,2,1,0.0,5,-4917,3319,8236,45,True,0,0,0,0.0,90,MC,Aston Villa,Manchester City,1,2,16506,2021,499325,0.1985586732625961,1,5,0,0.0,0.5041128396987915,0.4084951281547546,5,2
