assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,0,13,1,15.1,222,15,0,0,2.5,8.2,2021-08-21,90,5,0,0,0,0,2,0,46968,0,2,2.0,3,-8361,4127,12488,50,True,0,0,1,0.007873622700572,90,MC,Liverpool,Burnley,2,0,16386,2021,476669,0.0528468526899814,0,1,0,0.007873622700572,1.0810528993606567,1.0203324556350708,2,5
0,0,6,0,11.1,222,23,1,0,2.3,2.8,2021-08-28,73,6,0,0,0,0,3,0,50846,1,1,9.0,2,-164,6849,7013,50,True,0,0,2,0.3145827651023865,80,MC,Liverpool,Chelsea,1,1,16402,2021,479062,0.0,0,0,0,0.3145827651023865,0.468974620103836,0.1716785281896591,4,5
0,0,2,0,15.5,222,36,0,0,2.8,5.8,2021-09-12,27,10,0,0,0,0,4,0,65240,3,0,7.0,1,7190,19005,11815,50,False,0,0,1,0.0662632882595062,25,Sub,Leeds,Liverpool,0,3,16414,2021,481201,0.1259457617998123,0,1,0,0.0662632882595062,0.9128084778785706,0.7868627309799194,4,2
0,0,11,1,42.7,222,44,0,0,8.1,18.4,2021-09-18,87,7,0,0,0,0,5,0,71703,0,3,20.0,2,3476,13441,9965,50,True,1,0,2,0.0799224004149437,89,MC,Liverpool,Crystal Palace,3,0,16420,2021,482093,0.3642874956130981,0,3,0,0.0799224004149437,0.5960697531700134,0.1734878122806549,2,5
1,2,29,0,44.0,222,52,3,0,8.2,31.8,2021-09-25,90,3,0,0,0,0,6,0,77625,3,3,6.0,7,3289,12626,9337,50,False,0,0,0,0.0,90,MC,Brentford,Liverpool,3,3,16432,2021,484988,0.3928994834423065,1,3,0,0.0,0.4452760219573974,0.0523765496909618,4,2
0,0,12,0,4.3,222,66,2,0,1.8,12.0,2021-10-03,90,12,0,0,0,0,7,0,83582,2,2,2.0,2,3624,10245,6621,50,True,0,0,0,0.0,90,MC,Liverpool,Manchester City,2,2,16441,2021,487414,0.0,0,0,0,0.0,0.1609952896833419,0.1609952896833419,5,5
0,0,11,1,6.3,222,80,0,0,1.8,12.0,2021-10-16,90,18,0,0,0,0,8,0,94146,5,0,0.0,3,7473,15939,8466,50,False,0,0,0,0.0,90,MC,Watford,Liverpool,0,5,16455,2021,487853,0.0,0,0,0,0.0,0.8674715161323547,0.8674715161323547,4,2
1,0,30,1,39.3,222,88,0,0,8.8,40.6,2021-10-24,90,13,0,0,0,0,9,0,96461,5,0,8.0,6,1300,12019,10719,50,False,0,0,1,0.0211660042405128,90,MC,Manchester United,Liverpool,0,5,16463,2021,490858,0.8098467588424683,1,3,0,0.0211660042405128,2.662994146347046,1.9402775764465328,4,4
0,3,30,0,13.6,222,94,2,1,7.5,45.8,2021-10-30,90,4,0,0,0,0,10,0,113290,2,2,16.0,10,13449,24851,11402,50,True,0,1,3,0.0785968527197837,90,MC,Liverpool,Brighton,2,2,16469,2021,492273,0.0204363409429788,0,1,1,0.0785968527197837,0.1852696686983108,0.1763598620891571,2,5
0,0,24,0,50.3,222,110,3,0,8.2,21.8,2021-11-07,90,19,0,0,0,0,11,0,160112,2,3,10.0,2,40977,48487,7510,50,False,0,0,1,0.0157619044184684,90,MC,West Ham,Liverpool,3,2,16485,2021,494960,0.2128865718841552,0,3,0,0.0157619044184684,0.3093166351318359,0.2598322331905365,4,3
0,0,3,0,1.5,222,114,0,0,0.3,1.2,2021-11-20,14,1,0,0,0,0,12,0,151280,0,4,0.0,1,-8774,19088,27862,50,True,0,0,0,0.0,13,Sub,Liverpool,Arsenal,4,0,16489,2021,495940,0.0,0,0,0,0.0,0.9159120321273804,0.9159120321273804,4,5
0,0,13,1,40.8,222,128,0,0,6.4,13.4,2021-11-27,66,16,0,0,0,0,13,0,157844,0,4,10.0,3,4552,18734,14182,50,True,0,0,1,0.0411318130791187,69,MC,Liverpool,Southampton,4,0,16503,2021,497408,0.2164196074008941,0,3,0,0.0411318130791187,0.3227481245994568,0.0651967152953147,2,5
1,3,42,0,24.8,222,132,1,1,9.9,55.0,2021-12-01,82,8,0,0,0,0,14,0,157293,4,1,19.0,13,-1297,11241,12538,50,False,0,1,1,0.0739623755216598,86,MC,Everton,Liverpool,1,4,16507,2021,499367,0.3199931681156158,1,2,1,0.0739623755216598,0.7494648694992065,0.400402307510376,4,2
0,0,12,1,5.7,222,150,0,0,1.2,4.2,2021-12-04,67,20,0,0,0,0,15,0,218980,1,0,2.0,3,58209,65479,7270,51,False,0,0,0,0.0,71,MC,Wolverhampton Wanderers,Liverpool,0,1,16525,2021,499935,0.0,0,0,0,0.0,0.0,0.0,4,3
0,0,15,1,27.3,222,158,0,0,4.2,12.8,2021-12-11,90,2,0,0,0,0,16,0,244261,0,1,2.0,3,22932,38773,15841,51,True,0,0,0,0.0,90,MC,Liverpool,Aston Villa,1,0,16533,2021,501647,0.0451383404433727,0,1,0,0.0,0.1830987781286239,0.1379604339599609,2,5
0,0,15,0,24.5,222,169,1,0,6.2,11.4,2021-12-16,90,14,0,0,0,0,17,0,244274,1,3,26.0,1,2105,20850,18745,51,True,1,0,2,0.110257513821125,90,MC,Liverpool,Newcastle United,3,1,16544,2021,503363,0.1008443906903266,0,1,0,0.110257513821125,0.419187843799591,0.2080859243869781,2,5
0,0,6,0,5.5,222,197,1,0,1.4,0.0,2021-12-28,69,9,0,0,0,0,20,0,213413,0,1,12.0,2,3463,12704,9241,51,False,0,0,3,0.061362374573946,71,MC,Leicester,Liverpool,1,0,16573,2021,505334,0.0,0,0,0,0.061362374573946,0.0165286771953105,0.0,4,3
0,0,11,0,8.0,222,203,2,0,2.2,10.0,2022-01-02,90,6,0,0,0,0,21,0,197277,2,2,4.0,2,-10589,10091,20680,51,False,0,0,0,0.0,90,MC,Chelsea,Liverpool,2,2,16578,2021,505725,0.0,0,0,0,0.0,0.6276543736457825,0.6276543736457825,4,4
0,0,14,1,19.9,222,214,0,0,3.8,15.6,2022-01-16,90,3,0,0,0,0,22,0,188668,0,3,2.0,3,-8471,13135,21606,51,True,0,0,0,0.0,90,MC,Liverpool,Brentford,3,0,16589,2021,508474,0.08667504042387,0,1,0,0.0,0.2311983853578567,0.2311983853578567,2,5
0,0,10,0,27.3,222,224,1,0,6.0,8.2,2022-01-23,90,7,0,0,0,0,23,0,187471,3,1,24.0,2,-7089,5994,13083,51,False,0,0,4,0.2002661079168319,90,MC,Crystal Palace,Liverpool,1,3,16599,2021,510194,0.0178951416164636,0,1,0,0.2002661079168319,0.4077370166778564,0.2074709087610244,4,2
0,0,1,0,2.0,222,242,0,0,0.5,2.6,2022-02-13,58,5,0,0,0,0,25,0,170443,1,0,0.0,0,-13308,3941,17249,50,False,1,0,0,0.0,61,MC,Burnley,Liverpool,0,1,16617,2021,513145,0.0,0,0,0,0.0,0.0350159332156181,0.0350159332156181,4,2
