assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,1,27,1,3.5,363,17,0,1,8.5,56.6,2021-08-22,90,20,0,0,0,0,2,0,108881,1,0,25.0,9,5723,18886,13163,65,False,0,1,1,0.7611688375473022,90,MC,Wolverhampton Wanderers,Tottenham,0,1,16393,2021,477579,0.0,0,0,0,0.0,0.0309525467455387,0.0309525467455387,3,3
0,0,5,1,3.3,363,27,0,0,3.3,8.2,2021-08-29,90,18,0,0,0,0,3,0,266000,0,1,21.0,2,127144,156547,29403,65,True,1,0,2,0.1751084178686142,90,AMC,Tottenham,Watford,1,0,16404,2021,479399,0.0,0,0,0,0.1751084178686142,0.3518252670764923,0.1767168492078781,2,4
0,0,9,0,1.7,363,34,3,0,1.4,11.8,2021-09-11,90,7,0,0,0,0,4,0,297733,0,3,0.0,2,17461,103736,86275,65,False,0,0,0,0.0,90,AMC,Crystal Palace,Tottenham,3,0,16406,2021,480043,0.0,0,0,0,0.0,0.0,0.0,3,2
0,0,11,0,3.8,363,48,3,0,2.7,19.2,2021-09-19,90,6,0,0,0,0,5,0,240787,3,0,4.0,2,-58572,20660,79232,65,True,0,0,0,0.0,90,MC,Tottenham,Chelsea,0,3,16425,2021,482922,0.0,0,0,0,0.0,0.4607564806938171,0.4607564806938171,4,4
0,0,1,0,1.5,363,51,3,0,0.5,1.4,2021-09-26,45,1,0,0,0,0,6,0,208203,1,3,2.0,1,-37961,13195,51156,65,False,0,0,0,0.0,48,MC,Arsenal,Tottenham,3,1,16434,2021,485634,0.0,0,0,0,0.0,0.015911940485239,0.015911940485239,3,4
0,0,3,0,2.1,363,98,1,0,0.5,0.8,2021-10-30,17,13,0,0,0,0,10,0,115159,3,0,2.0,1,-17524,1077,18601,64,True,0,0,0,0.0,16,Sub,Tottenham,Manchester United,0,3,16473,2021,492545,0.0,0,0,0,0.0,0.0,0.0,3,4
0,0,2,0,0.0,363,118,0,0,0.0,0.0,2021-11-21,2,10,0,0,0,0,12,0,105160,1,2,0.0,1,-4936,1496,6432,63,True,0,0,0,0.0,1,Sub,Tottenham,Leeds,2,1,16493,2021,496610,0.0,0,0,0,0.0,0.0,0.0,2,4
0,0,4,0,13.9,363,177,2,0,4.9,13.6,2021-12-19,80,11,0,0,0,0,18,0,93518,2,2,21.0,2,-738,335,1073,63,True,0,0,1,0.4649996161460876,84,MC,Tottenham,Liverpool,2,2,16552,2021,504148,0.4709970951080322,0,1,0,0.4649996161460876,1.0597892999649048,0.1237926110625267,4,4
0,0,6,0,15.5,363,199,1,0,2.4,8.8,2021-12-28,61,16,0,0,0,0,20,0,98319,1,1,0.0,2,-849,1538,2387,62,False,0,0,0,0.0,65,AMC,Southampton,Tottenham,1,1,16575,2021,505251,0.0310335643589496,0,1,0,0.0,0.0310335643589496,0.0,3,3
0,0,8,0,22.5,363,239,3,0,6.5,18.4,2022-02-08,65,14,0,0,0,0,24,0,121118,1,3,24.0,2,24204,28339,4135,62,False,0,0,1,0.0425403006374836,66,Sub,Newcastle United,Everton,3,1,16612,2021,512088,0.0493314452469348,0,2,0,0.0425403006374836,0.052730418741703,0.0,2,3
