assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,0,8,0,12.0,212,20,3,0,3.1,9.2,2021-08-23,80,19,0,0,0,0,2,0,618565,1,4,10.0,2,-240085,11507,251592,69,False,0,0,1,0.0201874338090419,85,AMC,West Ham,Leicester,4,1,16395,2021,478214,0.0775702893733978,0,1,0,0.0201874338090419,0.1679770499467849,0.070219337940216,2,3
0,0,4,0,1.8,212,26,1,0,1.8,0.8,2021-08-28,85,15,0,0,0,0,3,0,576886,2,1,15.0,2,-66037,31517,97554,69,False,0,0,2,0.2065040618181228,90,FW,Norwich,Leicester,1,2,16398,2021,478882,0.0,0,0,0,0.2065040618181228,0.1729694753885269,0.1729694753885269,2,2
0,0,9,0,11.8,212,37,1,0,2.2,7.8,2021-09-11,73,12,0,0,0,0,4,0,463566,1,0,2.0,2,-122467,19259,141726,68,True,0,0,0,0.0,76,FW,Leicester,Manchester City,0,1,16409,2021,480383,0.0937630459666252,0,1,0,0.0,0.0937630459666252,0.0,5,3
0,0,3,0,2.4,212,42,1,0,1.2,1.4,2021-09-19,45,4,0,0,0,0,5,0,430690,1,2,8.0,1,-42595,22888,65483,68,False,0,0,1,0.0192330982536077,48,FWR,Brighton,Leicester,2,1,16423,2021,482600,0.0,0,0,0,0.0192330982536077,0.1355266571044922,0.1162935569882392,2,2
0,0,4,0,11.6,212,57,0,0,1.9,3.4,2021-09-25,12,5,0,0,0,0,6,0,394418,2,2,4.0,1,-40460,14052,54512,68,True,0,0,0,0.0,8,Sub,Leicester,Burnley,2,2,16430,2021,484684,0.0203863810747861,0,1,0,0.0,0.0,0.0,2,3
0,0,1,0,0.2,212,64,1,0,2.2,2.4,2021-10-03,19,7,0,0,0,0,7,0,356256,2,2,19.0,1,-40223,5196,45419,67,False,0,0,1,0.0502584464848041,17,Sub,Crystal Palace,Leicester,2,2,16439,2021,487017,0.0,0,0,0,0.0502584464848041,0.0502584464848041,0.0,2,2
0,0,10,0,10.6,212,75,1,0,4.5,4.4,2021-10-16,72,13,0,0,0,0,8,0,326756,2,4,30.0,2,-31647,3715,35362,67,True,0,0,3,0.0985026881098747,77,AMC,Leicester,Manchester United,4,2,16450,2021,488107,0.0,0,0,0,0.0985026881098747,0.1026515513658523,0.0748619958758354,3,3
0,1,22,0,11.7,212,82,1,1,7.5,38.2,2021-10-24,77,3,0,0,0,0,9,0,328203,2,1,25.0,8,-1726,14405,16131,67,False,0,1,3,0.5834385752677917,80,AMC,Brentford,Leicester,1,2,16457,2021,490466,0.0439927540719509,0,1,1,0.5834385752677917,0.627431333065033,0.0,2,2
0,0,9,0,20.1,212,93,2,0,4.2,5.2,2021-10-30,69,1,0,0,0,0,10,0,340697,2,0,17.0,2,8636,24256,15620,67,True,0,0,2,0.1475035101175308,73,AMC,Leicester,Arsenal,0,2,16468,2021,491916,0.3290611803531647,0,1,0,0.1475035101175308,0.4003720879554748,0.0713109150528907,4,3
0,0,4,0,1.1,212,107,0,0,0.6,2.4,2021-11-07,10,10,0,0,0,0,11,0,331543,1,1,2.0,1,-10222,9856,20078,67,False,0,0,0,0.0,8,Sub,Leeds,Leicester,1,1,16482,2021,494639,0.0,0,0,0,0.0,0.063985951244831,0.063985951244831,2,2
0,0,9,0,15.8,212,113,1,0,4.6,16.2,2021-11-20,45,6,0,0,0,0,12,0,318257,3,0,14.0,1,-14811,8105,22916,66,True,0,0,2,0.0234829187393188,42,Sub,Leicester,Chelsea,0,3,16488,2021,495382,0.4661714434623718,0,1,0,0.0234829187393188,0.4896543622016907,0.0,4,3
2,3,54,0,70.8,212,127,2,1,19.4,79.6,2021-11-28,87,18,0,0,0,0,13,0,323798,2,4,44.0,16,3377,16481,13104,66,True,0,1,4,0.463774174451828,90,AMC,Leicester,Watford,4,2,16502,2021,498050,0.5236001014709473,2,5,1,0.463774174451828,0.7460893392562866,0.131053015589714,2,3
0,3,30,0,26.0,212,139,2,1,11.1,43.2,2021-12-01,90,16,0,0,0,0,14,0,484447,2,2,42.0,10,153635,158872,5237,66,False,0,1,4,0.1822444200515747,90,AMC,Southampton,Leicester,2,2,16514,2021,499110,0.1011141985654831,0,2,1,0.1822444200515747,0.2670367360115051,0.1921371668577194,2,3
0,0,4,0,4.2,212,141,2,0,5.4,6.0,2021-12-05,90,2,0,0,0,0,15,0,637484,1,2,44.0,1,148670,165272,16602,67,False,1,0,4,0.2601187527179718,90,AMC,Aston Villa,Leicester,2,1,16516,2021,500882,0.0,0,0,0,0.2601187527179718,0.2945890128612518,0.0344702750444412,2,2
2,2,49,1,21.6,212,157,0,1,10.0,54.0,2021-12-12,87,14,0,0,0,0,16,0,706135,0,4,24.0,16,55115,93570,38455,67,True,0,1,2,0.2017401307821273,90,AMR,Leicester,Newcastle United,4,0,16532,2021,502252,0.4620206952095032,1,1,1,0.2017401307821273,1.134205341339111,0.5523958802223206,2,3
1,1,36,0,31.6,212,185,6,1,13.2,44.2,2021-12-26,90,12,0,0,0,0,19,0,718335,3,6,56.0,10,19261,64524,45263,68,False,1,1,6,0.4838320016860962,90,AMC,Manchester City,Leicester,6,3,16560,2021,505114,0.3210280537605285,0,3,1,0.4838320016860962,1.2489285469055176,0.7762584686279297,2,5
0,0,5,1,11.0,212,197,0,0,1.9,3.8,2021-12-28,67,11,0,0,0,0,20,0,856239,0,1,4.0,3,119805,133955,14150,68,True,0,0,1,0.320442646741867,69,AMC,Leicester,Liverpool,1,0,16573,2021,505321,0.0218187775462865,0,1,0,0.320442646741867,0.433070033788681,0.0908086076378822,4,3
0,1,30,0,18.8,212,166,3,1,12.5,55.6,2022-01-19,90,17,0,0,0,0,22,0,1333509,3,2,51.0,8,443722,601378,157656,69,True,0,1,3,0.5246944427490234,90,MC,Leicester,Tottenham,2,3,16540,2021,509165,0.0243432819843292,0,1,1,0.5246944427490234,1.1651767492294312,0.6404823064804077,3,3
0,0,7,0,15.3,212,227,1,0,7.9,5.4,2022-01-23,90,4,0,0,0,0,23,0,1268666,1,1,58.0,2,63173,122608,59435,70,True,0,0,4,0.3059839010238647,90,AMC,Leicester,Brighton,1,1,16602,2021,510210,0.0193825718015432,0,1,0,0.3059839010238647,0.2969217300415039,0.0326603204011917,2,3
0,0,5,0,18.4,212,237,2,0,5.2,7.6,2022-02-10,90,11,0,0,0,0,24,0,1123695,0,2,26.0,2,-138495,34100,172595,70,False,0,0,3,0.3914248347282409,90,AMC,Liverpool,Leicester,2,0,16614,2021,512302,0.099929392337799,0,1,0,0.3914248347282409,0.3373379707336426,0.0,2,5
1,0,21,0,11.9,212,245,1,0,2.2,6.2,2022-02-13,72,19,0,0,0,0,25,0,949428,2,2,4.0,5,-171642,14484,186126,69,True,0,0,1,0.0661389157176017,76,FWR,Leicester,West Ham,2,2,16620,2021,513490,0.0224490687251091,0,1,0,0.0661389157176017,0.3401233851909637,0.2515353858470917,3,3
0,0,1,0,2.3,212,260,0,0,1.1,0.0,2022-02-20,16,20,0,0,0,0,26,0,752581,1,2,12.0,1,-156959,17565,174524,68,False,0,0,3,0.1363301277160644,14,Sub,Wolverhampton Wanderers,Leicester,2,1,16635,2021,514981,0.0,0,0,0,0.1363301277160644,0.090209424495697,0.0,2,3
0,0,24,0,0.3,212,213,0,1,4.3,33.4,2022-03-01,18,5,0,0,0,0,27,0,776164,2,0,9.0,6,-17746,30966,48712,68,False,0,1,1,0.0266934540122747,16,Sub,Burnley,Leicester,0,2,16588,2021,517093,0.0,0,0,1,0.0266934540122747,0.2115191519260406,0.1848257035017013,2,2
0,0,13,0,26.7,212,281,2,0,4.3,14.0,2022-03-13,90,1,0,0,0,0,29,0,604653,0,2,2.0,2,-95189,11519,106708,67,False,0,0,0,0.0,90,AMC,Arsenal,Leicester,2,0,16656,2021,520353,0.1295899748802185,0,2,0,0.0,0.0727980956435203,0.0,2,4
0,3,46,0,54.8,212,293,1,1,11.8,48.4,2022-03-20,90,3,0,0,0,0,30,0,1220733,1,2,15.0,10,234385,247144,12759,67,True,0,1,3,0.1331295073032379,90,AMR,Leicester,Brentford,2,1,16668,2021,521725,0.5836294889450073,0,4,1,0.1331295073032379,0.6890925168991089,0.3402771651744842,2,3
1,1,28,0,62.3,212,307,1,0,9.7,32.8,2022-04-02,90,13,0,0,0,0,31,0,818350,1,1,2.0,6,-30377,46319,76696,68,False,0,0,0,0.0,90,AMR,Manchester United,Leicester,1,1,16679,2021,523033,0.4874274134635925,1,4,0,0.0,0.5399556159973145,0.2890743911266327,2,4
1,1,20,0,38.4,212,315,1,0,9.1,22.6,2022-04-10,88,7,0,0,0,0,32,0,1105042,1,2,30.0,6,280330,294609,14279,69,True,0,0,3,0.3333718478679657,90,FWR,Leicester,Crystal Palace,2,1,16691,2021,525188,0.1798379123210907,1,3,0,0.3333718478679657,0.1684809923171997,0.0,2,3
0,0,0,0,1.5,212,325,1,0,0.4,2.4,2022-04-17,30,14,0,0,0,0,33,0,1724855,1,2,0.0,1,532129,546926,14797,70,False,0,0,0,0.0,25,Sub,Newcastle United,Leicester,2,1,16701,2021,527026,0.0,0,0,0,0.0,0.0,0.0,2,3
0,0,11,0,25.0,212,172,1,0,12.5,15.6,2022-04-20,90,8,0,0,0,0,33,0,1724855,1,1,84.0,2,532129,546926,14797,70,False,0,0,5,0.3961252570152282,90,AMR,Everton,Leicester,1,1,16547,2021,527878,0.1743574738502502,0,2,0,0.3961252570152282,0.5880780220031738,0.0508175119757652,2,2
0,0,0,1,15.9,212,337,0,0,4.0,9.8,2022-04-23,90,2,0,0,0,0,34,0,1379084,0,0,14.0,2,-243348,34523,277871,70,True,1,0,2,0.1005520597100257,90,MR,Leicester,Aston Villa,0,0,16709,2021,528674,0.0284416545182466,0,1,0,0.1005520597100257,0.1023853793740272,0.0739437192678451,2,3
0,0,27,1,27.5,212,207,0,1,14.5,58.4,2022-05-11,90,15,0,0,0,0,36,0,1267369,0,3,59.0,8,-2393,89707,92100,69,True,0,1,4,0.2003824859857559,90,AMC,Leicester,Norwich,3,0,16582,2021,534836,0.1406637728214264,0,2,1,0.2003824859857559,0.9113648533821106,0.6537231206893921,2,3
2,2,56,0,44.4,212,368,1,1,14.0,77.6,2022-05-15,90,18,0,0,0,0,37,0,1431208,5,1,18.0,15,80995,132885,51890,69,False,0,1,2,0.4714179635047912,90,MR,Watford,Leicester,1,5,16738,2021,536072,0.3756661713123321,2,3,1,0.4714179635047912,1.6598156690597534,0.8127315044403076,2,2
0,3,33,0,21.1,212,264,1,1,7.9,51.2,2022-05-19,90,6,0,0,0,0,37,0,1431208,1,1,7.0,10,80995,132885,51890,69,False,0,1,1,0.0284109506756067,90,MC,Chelsea,Leicester,1,1,16639,2021,536851,0.013386221602559,0,1,1,0.0284109506756067,0.0417971722781658,0.013386221602559,2,4
