assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,0,27,1,10.3,229,15,0,0,6.0,19.0,2021-08-21,90,5,0,0,0,0,2,0,1056227,0,2,31.0,6,59570,101318,41748,65,True,0,0,3,0.1786512732505798,90,DC,Liverpool,Burnley,2,0,16386,2021,476666,0.1345063745975494,0,1,0,0.1786512732505798,0.3623221218585968,0.3623221218585968,2,5
0,0,20,0,2.9,229,23,1,0,3.8,20.2,2021-08-28,90,6,0,0,0,0,3,0,1111675,1,1,15.0,2,-10621,64436,75057,65,True,0,0,3,0.0531419701874256,90,DC,Liverpool,Chelsea,1,1,16402,2021,479058,0.0,0,0,0,0.0531419701874256,0.1836288571357727,0.1716785281896591,4,5
0,0,27,1,13.9,229,36,0,0,5.0,11.6,2021-09-12,90,10,0,0,0,0,4,0,1174622,3,0,24.0,6,-24041,97350,121391,65,False,0,0,2,0.1041819751262664,90,DC,Leeds,Liverpool,0,3,16414,2021,481191,0.108943298459053,0,1,0,0.1041819751262664,1.6009035110473633,1.6009035110473633,4,2
1,3,41,1,10.9,229,44,0,0,6.0,39.2,2021-09-18,90,7,0,0,0,0,5,0,1191869,0,3,10.0,12,-21028,53530,74558,65,True,0,0,1,0.0273102652281522,90,DC,Liverpool,Crystal Palace,3,0,16420,2021,482089,0.4817951619625091,1,1,0,0.0273102652281522,0.3582735359668731,0.3582735359668731,2,5
0,0,19,0,1.2,229,52,3,0,4.1,23.0,2021-09-25,90,3,0,0,0,0,6,0,1397651,3,3,17.0,1,146988,178850,31862,66,False,0,0,1,0.0257503520697355,90,DC,Brentford,Liverpool,3,3,16432,2021,484985,0.0,0,0,0,0.0257503520697355,0.6954148411750793,0.6954148411750793,4,2
0,0,15,0,1.1,229,66,2,0,2.1,18.0,2021-10-03,90,12,0,0,0,0,7,0,1399169,2,2,2.0,1,-971,72495,73466,66,True,0,0,0,0.0,90,DC,Liverpool,Manchester City,2,2,16441,2021,487410,0.0,0,0,0,0.0,0.4065189957618713,0.4065189957618713,5,5
0,0,27,1,11.2,229,80,0,0,3.0,16.8,2021-10-16,90,18,0,0,0,0,8,0,1470871,5,0,2.0,6,39838,86062,46224,66,False,0,0,0,0.0,90,DC,Watford,Liverpool,0,5,16455,2021,487849,0.0440806299448013,0,1,0,0.0,0.8401120901107788,0.8401120901107788,4,2
0,0,27,1,0.6,229,88,0,0,2.1,20.8,2021-10-24,90,13,0,0,0,0,9,0,1490363,5,0,0.0,6,9931,51441,41510,66,False,0,0,0,0.0,90,DC,Manchester United,Liverpool,0,5,16463,2021,490854,0.0,0,0,0,0.0,1.3130457401275637,1.3130457401275637,4,4
0,0,15,0,1.4,229,94,2,0,1.5,13.8,2021-10-30,90,4,0,0,0,0,10,0,1592789,2,2,0.0,1,69949,107606,37657,67,True,0,0,0,0.0,90,DC,Liverpool,Brighton,2,2,16469,2021,492269,0.0,0,0,0,0.0,0.6616137027740479,0.6616137027740479,2,5
0,0,16,0,2.4,229,110,3,0,4.6,23.4,2021-11-07,90,19,0,0,0,0,11,0,1569276,2,3,20.0,1,-29955,26533,56488,67,False,0,0,1,0.0214485563337802,90,DC,West Ham,Liverpool,3,2,16485,2021,494956,0.0,0,0,0,0.0214485563337802,0.1676062047481537,0.1676062047481537,4,3
0,0,24,1,0.2,229,114,0,0,4.0,17.6,2021-11-20,90,1,0,0,0,0,12,0,1520813,0,4,22.0,6,-61261,17914,79175,67,True,0,0,2,0.123249277472496,90,DC,Liverpool,Arsenal,4,0,16489,2021,495931,0.0,0,0,0,0.123249277472496,2.234536409378052,2.234536409378052,4,5
0,3,45,1,10.4,229,128,0,1,8.3,55.6,2021-11-27,90,16,0,0,0,0,13,0,1500440,0,4,17.0,15,-30995,35895,66890,66,True,0,1,1,0.0594437308609485,90,DC,Liverpool,Southampton,4,0,16503,2021,497404,0.0252813547849655,0,1,1,0.0594437308609485,0.7595066428184509,0.7595066428184509,2,5
0,0,10,0,0.5,229,132,1,0,2.7,18.8,2021-12-01,90,8,0,0,0,0,14,0,1539620,4,1,8.0,1,31067,51103,20036,66,False,1,0,1,0.0505248643457889,90,DC,Everton,Liverpool,1,4,16507,2021,499363,0.0,0,0,0,0.0505248643457889,0.0734412595629692,0.0734412595629692,4,2
0,1,28,1,1.2,229,150,0,0,1.7,15.6,2021-12-04,90,20,0,0,0,0,15,0,1549056,1,0,0.0,7,4736,42442,37706,66,False,0,0,0,0.0,90,DC,Wolverhampton Wanderers,Liverpool,0,1,16525,2021,499931,0.0,0,0,0,0.0,0.7954435348510742,0.7954435348510742,4,3
0,0,22,1,0.9,229,158,0,0,4.5,26.8,2021-12-11,90,2,0,0,0,0,16,0,1594808,0,1,17.0,5,32875,57667,24792,66,True,1,0,1,0.2860882580280304,90,DC,Liverpool,Aston Villa,1,0,16533,2021,501643,0.0,0,0,0,0.2860882580280304,0.0215346179902553,0.0215346179902553,2,5
0,0,18,0,1.7,229,197,1,0,5.0,27.0,2021-12-28,90,9,0,0,0,0,20,0,1304345,0,1,21.0,2,-12901,15001,27902,66,False,0,0,1,0.0219648387283086,90,DC,Leicester,Liverpool,1,0,16573,2021,505330,0.0,0,0,0,0.0219648387283086,0.1835490614175796,0.1835490614175796,4,3
0,0,12,0,0.5,229,203,2,0,1.8,17.0,2022-01-02,90,6,0,0,0,0,21,0,1324707,2,2,0.0,1,16355,41019,24664,66,False,0,0,0,0.0,90,DC,Chelsea,Liverpool,2,2,16578,2021,505721,0.0,0,0,0,0.0,0.1161296814680099,0.1161296814680099,4,4
0,0,23,1,1.7,229,214,0,0,4.9,12.8,2022-01-16,90,3,0,0,0,0,22,0,1407651,0,3,34.0,6,58723,99527,40804,66,True,0,0,2,0.1588613837957382,90,DC,Liverpool,Brentford,3,0,16589,2021,508470,0.0,0,0,0,0.1588613837957382,0.0670192912220954,0.0670192912220954,2,5
0,0,28,0,0.8,229,224,1,1,6.5,47.6,2022-01-23,90,7,0,0,0,0,23,0,1430604,3,1,17.0,8,27891,48137,20246,66,False,0,1,1,0.0892141610383987,90,DC,Crystal Palace,Liverpool,1,3,16599,2021,510191,0.0,0,0,1,0.0892141610383987,0.1758182793855667,0.1758182793855667,4,2
1,1,32,1,0.7,229,237,0,0,4.1,15.2,2022-02-10,90,9,0,0,0,0,24,0,1471444,0,2,25.0,10,31770,54742,22972,67,True,0,0,2,0.0447690300643444,90,DC,Liverpool,Leicester,2,0,16614,2021,512283,0.0,0,0,0,0.0447690300643444,0.1501042246818542,0.1501042246818542,2,5
0,0,26,1,1.0,229,242,0,0,2.0,17.2,2022-02-13,90,5,0,0,0,0,25,0,1513991,1,0,2.0,6,37868,56331,18463,67,False,0,0,0,0.0,90,DC,Burnley,Liverpool,0,1,16617,2021,513141,0.0,0,0,0,0.0,0.016573566943407,0.016573566943407,4,2
0,0,18,0,21.9,229,256,1,0,6.3,22.2,2022-02-19,90,15,0,0,0,0,26,0,1691142,1,3,19.0,2,126818,153783,26965,67,True,0,0,1,0.0256623849272727,90,DC,Liverpool,Norwich,3,1,16631,2021,514235,0.5612923502922058,0,1,0,0.0256623849272727,1.1609773635864258,1.1353150606155396,2,5
0,0,39,1,1.0,229,184,0,1,7.2,49.6,2022-02-23,90,10,0,0,0,0,26,0,1691142,0,6,21.0,12,126818,153783,26965,67,True,0,1,1,0.327103853225708,90,DC,Liverpool,Leeds,6,0,16559,2021,515344,0.0,0,0,1,0.327103853225708,0.2904876470565796,0.2904876470565796,2,5
0,0,24,1,1.2,229,274,0,0,1.9,13.8,2022-03-05,90,19,0,0,0,0,28,0,1617127,0,1,4.0,6,15035,65333,50298,67,True,0,0,1,0.090809591114521,90,DC,Liverpool,West Ham,1,0,16649,2021,517758,0.0,0,0,0,0.090809591114521,0.3947990536689758,0.3947990536689758,3,5
0,0,22,1,0.6,229,283,0,0,1.3,10.6,2022-03-12,90,4,0,0,0,0,29,0,1781017,2,0,2.0,6,135081,165543,30462,68,False,0,0,0,0.0,90,DC,Brighton,Liverpool,0,2,16658,2021,519102,0.0,0,0,0,0.0,0.4383817315101623,0.4383817315101623,4,2
0,2,28,1,1.1,229,261,0,0,4.4,24.2,2022-03-16,90,1,0,0,0,0,29,0,1781017,2,0,19.0,8,135081,165543,30462,68,False,0,0,1,0.0261730682104825,90,DC,Arsenal,Liverpool,0,2,16636,2021,520768,0.0,0,0,0,0.0261730682104825,0.0467126294970512,0.0467126294970512,4,4
0,0,22,1,2.6,229,306,0,0,1.7,10.6,2022-04-02,90,18,0,0,0,0,31,0,1830016,0,2,4.0,6,77427,92469,15042,68,True,0,0,1,0.0316275581717491,90,DC,Liverpool,Watford,2,0,16680,2021,522452,0.0,0,0,0,0.0316275581717491,0.1900911182165146,0.1900911182165146,2,5
0,0,9,0,0.6,229,316,2,0,2.3,22.6,2022-04-10,90,12,0,0,0,0,32,0,1812064,2,2,0.0,0,-15705,17314,33019,68,False,1,0,0,0.0,90,DC,Manchester City,Liverpool,2,2,16690,2021,525526,0.0,0,0,0,0.0,0.4317478835582733,0.4317478835582733,4,5
0,0,25,1,0.8,229,294,0,0,1.7,14.6,2022-04-19,90,13,0,0,0,0,33,0,1784814,0,4,2.0,6,-20061,18112,38173,68,True,0,0,0,0.0,90,DC,Liverpool,Manchester United,4,0,16669,2021,527528,0.0,0,0,0,0.0,0.816714882850647,0.816714882850647,3,5
0,1,25,1,3.1,229,338,0,0,2.3,15.2,2022-04-24,90,8,0,0,0,0,34,0,1814208,0,2,5.0,7,11870,38441,26571,68,True,0,0,1,0.0160950683057308,90,DC,Liverpool,Everton,2,0,16708,2021,529597,0.0,0,0,0,0.0160950683057308,0.4962194859981537,0.4801244139671325,2,5
0,0,23,1,0.8,229,345,0,0,3.6,12.6,2022-04-30,90,14,0,0,0,0,35,0,1834718,1,0,23.0,6,16531,35779,19248,68,False,0,0,2,0.0764496698975563,90,DC,Newcastle United,Liverpool,0,1,16721,2021,530124,0.0,0,0,0,0.0764496698975563,0.1657543331384658,0.1657543331384658,4,3
0,0,12,0,12.9,229,358,1,0,6.1,14.8,2022-05-07,90,17,0,0,0,0,36,0,1854634,1,1,33.0,2,12923,34617,21694,68,True,0,0,3,0.1856569200754165,90,DC,Liverpool,Tottenham,1,1,16728,2021,533094,0.1178415566682815,0,1,0,0.1856569200754165,0.0315708070993423,0.0315708070993423,3,5
1,1,27,0,10.6,229,321,1,0,6.7,23.0,2022-05-10,90,2,0,0,0,0,36,0,1854634,2,1,33.0,6,12923,34617,21694,68,False,0,0,1,0.0979601070284843,90,DC,Aston Villa,Liverpool,1,2,16705,2021,534605,0.0262240376323461,0,1,0,0.0979601070284843,0.0262240376323461,0.0,4,2
