assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,0,4,0,18.5,699,262,0,0,2.8,5.4,2022-02-26,38,14,0,0,0,0,27,0,10934,2,0,4.0,1,2061,3087,1026,55,True,0,0,0,0.0,35,Sub,Brentford,Newcastle United,0,2,16637,2021,516003,0.0651361346244812,0,1,0,0.0,0.2759223282337188,0.2759223282337188,2,2
0,0,10,0,19.3,699,277,1,0,3.8,11.0,2022-03-05,90,15,0,0,0,0,28,0,10722,3,1,8.0,1,1233,2690,1457,55,False,1,0,1,0.0492128320038318,90,MC,Norwich,Brentford,1,3,16652,2021,517596,0.0,0,0,0,0.0492128320038318,0.100248172879219,0.0510353446006774,2,2
1,0,24,1,27.1,699,282,0,0,7.2,30.2,2022-03-12,90,5,0,0,0,0,29,0,14979,0,2,15.0,6,3779,5513,1734,55,True,0,0,2,0.0836347714066505,90,MC,Brentford,Burnley,2,0,16657,2021,519332,0.5749120116233826,1,2,0,0.0836347714066505,0.6859623193740845,0.0274155419319868,2,2
0,2,40,0,44.5,699,303,1,1,11.6,53.6,2022-04-02,90,6,0,0,0,0,31,0,36970,4,1,18.0,9,-3895,4626,8521,55,False,0,1,2,0.6687481999397278,90,MC,Chelsea,Brentford,1,4,16683,2021,522795,0.2041028589010238,0,3,1,0.6687481999397278,1.1475192308425903,0.5203795433044434,2,4
0,0,14,1,14.4,699,313,0,0,6.8,28.0,2022-04-10,90,19,0,0,0,0,32,0,106412,0,2,26.0,3,67165,69641,2476,55,True,0,0,2,0.0665000677108764,90,MC,Brentford,West Ham,2,0,16693,2021,525125,0.0618049427866935,0,1,0,0.0665000677108764,0.2556322515010834,0.2158337384462356,3,2
1,0,28,0,47.1,699,328,1,0,9.7,34.2,2022-04-16,90,18,0,0,0,0,33,0,121052,2,1,16.0,5,15998,25885,9887,56,False,0,0,3,0.0483112223446369,90,MC,Watford,Brentford,1,2,16698,2021,526442,1.049191117286682,1,3,0,0.0483112223446369,0.168290913105011,0.100750632584095,2,2
0,0,14,1,73.6,699,332,0,0,13.0,21.2,2022-04-23,90,17,0,0,0,0,34,0,131919,0,0,35.0,3,9570,21892,12322,56,True,0,0,3,0.113778606057167,90,MC,Brentford,Tottenham,0,0,16714,2021,528880,0.266079306602478,0,4,0,0.113778606057167,0.1506832540035247,0.0824747234582901,3,2
0,0,19,0,31.3,699,344,3,0,7.9,22.0,2022-05-02,90,13,0,0,0,0,35,0,141118,0,3,26.0,2,8492,18252,9760,56,False,0,0,3,0.0757717788219451,90,MC,Manchester United,Brentford,3,0,16722,2021,531709,0.3592607080936432,0,2,0,0.0757717788219451,0.3358192145824432,0.3039698898792267,2,4
1,0,23,1,68.8,699,352,0,0,10.2,29.4,2022-05-07,90,16,0,0,0,0,36,0,124005,0,3,4.0,6,-13197,11485,24682,56,True,0,0,2,0.0777845755219459,90,MC,Brentford,Southampton,3,0,16734,2021,534206,0.387780100107193,1,5,0,0.0777845755219459,0.9156387448310852,0.5979241728782654,2,2
1,0,29,0,84.0,699,362,2,0,13.8,34.4,2022-05-15,90,8,0,0,0,0,37,0,127552,3,2,20.0,5,1617,11563,9946,56,False,0,0,3,0.2018392533063888,90,MC,Everton,Brentford,2,3,16744,2021,536244,0.5724995136260986,1,5,0,0.2018392533063888,0.7887067198753357,0.5707235932350159,2,2
