assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty
0,0,5,0,13.0,485,19,0,0,2.3,3.6,2021-08-22,31,16,0,0,0,0,2,0,560868,1,1,6.0,1,-167670,16332,184002,94,False,0,0,0,0.0,29,Sub,Southampton,Manchester United,1,1,16392,2021,477556,0.0153427645564079,0,1,0,0.0,0.0827822759747505,0.0674395114183425,3,3
0,0,4,1,7.3,485,30,0,0,0.8,0.0,2021-08-29,71,20,0,0,0,0,3,0,411281,1,0,4.0,3,-163024,8736,171760,93,False,0,0,0,0.0,73,AML,Wolverhampton Wanderers,Manchester United,0,1,16405,2021,479705,0.0,0,0,0,0.0,0.1145993992686271,0.1145993992686271,3,3
0,0,4,0,27.0,485,38,1,0,6.2,3.4,2021-09-11,65,14,0,0,0,0,4,0,253420,1,4,32.0,2,-163271,8393,171664,92,True,0,0,2,0.4983685910701751,69,AML,Manchester United,Newcastle United,4,1,16410,2021,480354,0.0460704714059829,0,2,0,0.4983685910701751,0.5752622485160828,0.0308231934905052,2,4
0,0,3,0,2.5,485,49,0,0,0.3,0.8,2021-09-19,17,19,0,0,0,0,5,0,214251,2,1,0.0,1,-49073,5341,54414,91,False,0,0,0,0.0,15,Sub,West Ham,Manchester United,1,2,16424,2021,482632,0.0,0,0,0,0.0,0.0,0.0,3,3
0,0,5,0,27.1,485,67,1,0,6.1,13.2,2021-10-02,33,8,0,0,0,0,7,0,170615,1,1,21.0,1,-17047,1598,18645,90,True,0,0,1,0.0511364378035068,32,Sub,Manchester United,Everton,1,1,16442,2021,486203,0.141079306602478,0,2,0,0.0511364378035068,0.2968651950359344,0.1046494618058204,2,4
0,0,19,0,35.6,485,75,1,0,5.1,9.4,2021-10-16,64,9,0,0,0,0,8,0,163835,2,4,6.0,2,-8740,2374,11114,90,False,0,0,0,0.0,69,AML,Leicester,Manchester United,4,2,16450,2021,488122,0.2242470234632492,0,4,0,0.0,0.3712941110134125,0.1470470875501632,3,3
0,0,5,0,2.4,485,108,0,0,0.5,2.6,2021-11-06,45,12,0,0,0,0,11,0,147587,2,0,0.0,1,-5116,474,5590,89,True,0,0,0,0.0,43,Sub,Manchester United,Manchester City,0,2,16483,2021,493706,0.0,0,0,0,0.0,0.0,0.0,5,4
0,0,14,0,33.2,485,119,2,0,5.2,14.6,2021-11-20,90,18,0,0,0,0,12,0,146168,1,4,4.0,2,-2489,1284,3773,89,False,0,0,0,0.0,90,AMR,Watford,Manchester United,4,1,16494,2021,495667,0.1626051366329193,0,2,0,0.0,0.942980706691742,0.7803755402565002,3,2
0,1,25,1,13.3,485,125,0,1,6.7,36.2,2021-11-28,63,6,0,0,0,0,13,0,156577,1,1,17.0,9,8785,10938,2153,89,False,0,1,1,0.5138033628463745,64,FW,Chelsea,Manchester United,1,1,16500,2021,498300,0.0147098470479249,0,1,1,0.5138033628463745,0.5285131931304932,0.0,3,4
0,0,13,0,28.5,485,134,2,0,3.8,7.2,2021-12-02,90,1,0,0,0,0,14,0,195430,2,3,2.0,2,36598,38591,1993,89,True,0,0,0,0.0,90,AML,Manchester United,Arsenal,3,2,16512,2021,499472,0.1525214314460754,0,2,0,0.0,0.3210744857788086,0.1685530543327331,4,4
0,0,9,1,25.7,485,144,0,0,6.3,6.8,2021-12-05,61,7,0,0,0,0,15,0,225511,0,1,30.0,3,28713,36897,8184,89,True,0,0,1,0.037826482206583,63,AMR,Manchester United,Crystal Palace,1,0,16519,2021,500513,0.1130536571145057,0,2,0,0.037826482206583,0.2953606247901916,0.1752640753984451,2,4
0,0,12,1,29.9,485,160,0,0,4.8,9.8,2021-12-11,66,15,0,0,0,0,16,0,251754,1,0,8.0,3,22752,37606,14854,89,False,0,0,0,0.0,68,AMC,Norwich,Manchester United,0,1,16535,2021,501872,0.0394985750317573,0,2,0,0.0,0.1024063006043434,0.1024063006043434,3,2
0,0,9,0,22.3,485,186,0,0,3.6,9.6,2021-12-27,45,14,0,0,0,0,19,0,211444,1,1,4.0,1,7104,13974,6870,89,False,0,0,0,0.0,39,Sub,Newcastle United,Manchester United,1,1,16561,2021,505229,0.3564209640026092,0,2,0,0.0,0.4374717473983764,0.0810507833957672,3,3
1,1,21,0,27.4,485,198,1,0,4.8,12.8,2021-12-30,90,5,0,0,0,0,20,0,196501,1,3,8.0,6,-4505,2495,7000,89,True,0,0,1,0.0914749950170517,90,AMC,Manchester United,Burnley,3,1,16574,2021,505402,0.0511386506259441,0,1,0,0.0914749950170517,0.2382101714611053,0.0955965295433998,2,4
0,0,7,1,4.3,485,208,0,0,3.6,1.2,2022-01-03,74,20,0,0,0,0,21,0,200746,1,0,30.0,3,339,9494,9155,89,True,0,0,2,0.0954258367419242,76,AMC,Manchester United,Wolverhampton Wanderers,0,1,16583,2021,505884,0.0,0,0,0,0.0954258367419242,0.4428812861442566,0.3474554419517517,3,4
0,0,2,0,11.3,485,211,1,0,1.5,3.2,2022-01-15,12,2,0,0,0,0,22,0,202769,2,2,0.0,1,768,21748,20980,89,False,0,0,0,0.0,7,Sub,Aston Villa,Manchester United,2,2,16586,2021,508252,0.0668475329875946,0,1,0,0.0,0.0668475329875946,0.0,3,2
0,0,13,0,40.3,485,233,1,0,10.2,7.8,2022-02-08,90,5,0,0,0,0,24,0,178363,1,1,54.0,2,-6604,4327,10931,89,False,0,0,3,0.205433115363121,90,AML,Burnley,Manchester United,1,1,16608,2021,512138,0.1002527475357055,0,3,0,0.205433115363121,0.4868534505367279,0.1811675876379013,3,2
0,2,24,0,15.8,485,246,1,1,11.1,43.2,2022-02-12,90,16,0,0,0,0,25,0,198946,1,1,52.0,9,17993,21984,3991,89,True,0,1,2,1.377391338348389,90,AML,Manchester United,Southampton,1,1,16621,2021,512412,0.531644344329834,0,1,1,1.377391338348389,1.972056984901428,0.0630212649703025,2,4
0,0,6,1,12.8,485,174,0,0,7.4,12.2,2022-02-15,79,4,0,0,0,0,25,0,198946,0,2,49.0,3,17993,21984,3991,89,True,0,0,1,0.507972240447998,80,AML,Manchester United,Brighton,2,0,16549,2021,513765,0.0294941663742065,0,1,0,0.507972240447998,0.5559085011482239,0.0184420868754386,2,4
2,3,36,0,38.3,485,255,2,0,13.2,46.2,2022-02-20,90,10,0,0,0,0,26,0,208969,4,2,47.0,11,11959,22874,10915,89,False,0,0,3,0.2832176387310028,90,AML,Leeds,Manchester United,2,4,16630,2021,514702,0.8143609762191772,2,3,0,0.2832176387310028,1.203859806060791,0.9730562567710876,3,2
0,0,4,0,3.0,485,268,0,0,1.3,1.4,2022-02-26,28,18,0,0,0,0,27,0,397416,0,0,9.0,1,69823,75760,5937,89,True,0,0,1,0.0182840712368488,27,Sub,Manchester United,Watford,0,0,16643,2021,516060,0.0,0,0,0,0.0182840712368488,0.1134576946496963,0.0951736196875572,2,4
0,0,23,0,2.8,485,275,4,1,6.7,36.8,2022-03-06,90,12,0,0,0,0,28,0,236507,1,4,27.0,7,-39283,5807,45090,89,False,0,1,2,0.1352015137672424,90,AML,Manchester City,Manchester United,4,1,16650,2021,518467,0.0,0,0,1,0.1352015137672424,0.2683014571666717,0.1330999433994293,3,5
1,2,30,0,44.9,485,288,2,0,10.5,33.4,2022-03-12,90,17,0,0,0,0,29,0,237338,2,3,27.0,7,-4292,12595,16887,89,True,0,0,1,0.0691337138414383,90,AML,Manchester United,Tottenham,3,2,16663,2021,519512,0.7670546174049377,1,4,0,0.0691337138414383,0.957933783531189,0.3578342795372009,3,4
0,0,11,0,26.7,485,307,1,0,4.1,2.2,2022-04-02,90,9,0,0,0,0,31,0,259843,1,1,12.0,2,17987,24788,6801,89,True,0,0,1,0.046637836843729,90,AML,Manchester United,Leicester,1,1,16679,2021,523021,0.1234068870544433,0,2,0,0.046637836843729,0.2677683234214782,0.0977236032485961,2,4
0,0,19,0,41.1,485,314,1,0,6.3,11.4,2022-04-09,90,8,0,0,0,0,32,0,274987,0,1,10.0,2,14346,24996,10650,89,False,0,0,0,0.0,90,AMR,Everton,Manchester United,1,0,16692,2021,524354,0.2081927210092544,0,3,0,0.0,0.2241859883069992,0.1174423992633819,3,2
0,0,20,0,49.9,485,324,2,0,13.2,18.8,2022-04-16,90,15,0,0,0,0,33,0,313063,2,3,63.0,2,21795,39985,18190,89,True,0,0,3,0.2641785442829132,90,FWL,Manchester United,Norwich,3,2,16702,2021,526378,0.1207282394170761,0,3,0,0.2641785442829132,0.5486018061637878,0.284423291683197,2,4
0,0,6,0,2.0,485,294,2,0,3.1,6.4,2022-04-19,45,11,0,0,0,0,33,0,313063,0,4,23.0,1,21795,39985,18190,89,False,0,0,1,0.0375545695424079,43,Sub,Liverpool,Manchester United,4,0,16669,2021,527550,0.0,0,0,0,0.0375545695424079,0.1102274730801582,0.0726729109883308,3,5
0,0,10,0,2.5,485,331,3,0,1.5,8.0,2022-04-23,90,1,0,0,0,0,34,0,273529,1,3,4.0,2,-25061,11438,36499,89,False,0,0,0,0.0,90,AML,Arsenal,Manchester United,3,1,16715,2021,528392,0.0,0,0,0,0.0,0.8351843953132629,0.8351843953132629,3,4
