assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0.0,0.0,8.0,0.0,1.0,2.4,6.0,301.0,0.01,0.04,0.03,1.87,10.0,1.0,0.0,3.1,7.6,2025-08-18,85.0,False,11.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,16836.0,1.0,1.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,5.5,False,1.0,301.0,,,0.0,1.0,0.0679766461253166,86.0,AMR,Leeds United,Everton,1.0,0.0,28787.0,2025.0,732666.0,0.0,0.0,0.0,0.0,0.0679766461253166,0.0,0.0,11297.0,Everton,Carlos Alcaraz Durán,Carlos Alcaraz,2.0,2.0,1.0,2.5,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.398,0.287,0.315
0.0,0.0,5.0,0.0,0.0,2.1,4.0,301.0,0.0,0.0,0.0,0.95,16.0,0.0,0.0,0.7,5.0,2025-08-24,26.0,False,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,16906.0,0.0,2.0,0.0,2.0,0.0,1.0,-1953.0,820.0,2773.0,5.5,True,0.0,301.0,,,0.0,0.0,0.0,24.0,Sub,Everton,Brighton and Hove Albion,2.0,0.0,28795.0,2025.0,733838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11297.0,Everton,Carlos Alcaraz Durán,Carlos Alcaraz,3.0,3.0,2.0,1.0,MID,0.0,0.01,0.04,0.03,1.87,1.0,0.0,3.1,7.6,2.4,21.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,2.5,0.0,0.0,0.01,0.01,0.62,0.33,0.0,1.03,2.53,0.8,7.0,28.33,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.33,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.83,0.0,0.0,0.01,0.01,0.37,0.2,0.0,0.62,1.52,0.48,4.2,17.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.5,70.0,-0.543556916225995,1.0,0.304,0.286,0.41
0.0,0.0,5.0,0.0,0.0,0.0,2.0,301.0,0.0,0.0,0.0,0.12,30.0,0.0,0.0,0.2,2.0,2025-08-30,2.0,False,20.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,15294.0,0.0,1.0,3.0,2.0,0.0,1.0,-2351.0,816.0,3167.0,5.4,False,0.0,301.0,,,0.0,0.0,0.0,1.0,Sub,Wolverhampton Wanderers,Everton,2.0,3.0,28800.0,2025.0,735067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11297.0,Everton,Carlos Alcaraz Durán,Carlos Alcaraz,2.0,3.0,3.0,1.0,MID,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.7,5.0,2.1,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.01,0.94,0.33,0.0,1.27,4.2,1.5,7.0,37.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,1.0,0.67,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.17,0.0,0.0,0.01,0.01,0.56,0.2,0.0,0.76,2.52,0.9,4.2,22.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.6,0.4,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.7,-1612.0,-0.5902585990459452,1.0,0.354,0.299,0.347
0.0,0.0,3.0,0.0,0.0,0.3,0.0,301.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2025-09-20,4.0,False,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12435.0,0.0,0.0,1.0,2.0,0.0,1.0,-1511.0,416.0,1927.0,5.3,False,0.0,301.0,,,0.0,0.0,0.0,3.0,Sub,Liverpool,Everton,2.0,1.0,28818.0,2025.0,738334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11297.0,Everton,Carlos Alcaraz Durán,Carlos Alcaraz,2.0,5.0,5.0,-0.3,MID,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.01,0.98,0.33,0.0,1.33,4.87,1.5,7.0,37.67,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.0,1.67,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.5,0.0,0.0,0.01,0.01,0.59,0.2,0.0,0.8,2.92,0.9,4.2,22.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6,1.0,0.6,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.9,-2859.0,-0.6448997012377294,1.0,0.654,0.2,0.146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,True,,301.0,,,,,,,,Everton,West Ham United,,,,,,,,,,,,,11297.0,9,,,2.0,3.0,6.0,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.3,2.33,0.8,0.0,10.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.01,0.01,0.59,0.2,0.0,0.8,2.92,0.96,4.2,23.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.8,1.4,0.8,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.84,0.0,-0.3038674033149171,,0.511,0.27,0.219
