assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0.0,0.0,3.0,0.0,0.0,0.3,4.0,698.0,0.0,0.0,0.0,0.87,11.0,1.0,0.0,0.5,4.6,2025-08-23,24.0,False,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,562.0,0.0,2.0,0.0,5.0,0.0,1.0,320.0,416.0,96.0,5.5,False,0.0,698.0,0.0,0.0,0.0,21.0,Arsenal,Leeds United,5.0,0.0,28793.0,2025.0,733413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11966.0,Leeds United,Noah Okafor,Noah Okafor,2.0,4.0,2.0,0.8,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.625,1.0,0.748,0.152,0.1
0.0,0.0,2.0,1.0,3.0,12.3,11.0,698.0,0.02,0.2,0.18,0.12,37.0,0.0,0.0,3.4,4.2,2025-09-13,67.0,False,10.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,2118.0,1.0,1.0,0.0,1.0,17.0,2.0,337.0,842.0,505.0,5.5,False,1.0,698.0,0.0,2.0,0.17076076567173,68.0,Fulham,Leeds United,1.0,0.0,28813.0,2025.0,737016.0,0.0343276411294937,0.0,1.0,0.0,0.17076076567173,0.5930864810943604,0.3879980444908142,11966.0,Leeds United,Noah Okafor,Noah Okafor,2.0,3.0,4.0,0.5,MID,0.0,0.0,0.0,0.0,0.87,1.0,0.0,0.5,4.6,0.3,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.29,0.33,0.0,0.17,1.53,0.1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.17,0.2,0.0,0.1,0.92,0.06,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1556.0,0.2501855976243504,2.0,0.494,0.27,0.236
0.0,1.0,25.0,0.0,1.0,7.8,5.0,698.0,0.02,0.17,0.15,1.28,50.0,1.0,1.0,6.9,38.6,2025-09-20,69.0,False,20.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,3420.0,1.0,0.0,3.0,1.0,23.0,8.0,900.0,1358.0,458.0,5.5,False,0.0,698.0,1.0,1.0,0.2599199414253235,73.0,Wolverhampton Wanderers,Leeds United,1.0,3.0,28820.0,2025.0,738609.0,0.0,0.0,0.0,1.0,0.2599199414253235,0.3038977980613708,0.0439778491854667,11966.0,Leeds United,Noah Okafor,Noah Okafor,2.0,3.0,5.0,2.8,MID,1.0,0.02,0.2,0.18,0.12,0.0,0.0,3.4,4.2,12.3,17.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.17,0.03,0.0,0.0,1.0,0.0,0.17,0.59,0.39,0.5,0.33,0.01,0.07,0.06,0.33,0.33,0.0,1.3,2.93,4.2,5.67,30.33,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,2.0,1.0,0.0,0.67,0.06,0.01,0.0,0.0,0.33,0.0,0.06,0.2,0.13,0.43,0.2,0.0,0.04,0.04,0.2,0.2,0.0,0.78,1.76,2.52,3.4,18.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,1.2,0.6,0.0,0.4,0.03,0.01,0.0,0.0,0.2,0.0,0.03,0.12,0.08,0.26,1302.0,0.4955947136563877,7.0,0.354,0.299,0.347
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,True,,698.0,,,,,Leeds United,Bournemouth,,,,,,,,,,,,,11966.0,11,,,3.0,2.0,6.0,,3,0.0,0.02,0.17,0.15,1.28,1.0,1.0,6.9,38.6,7.8,23.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,0.26,0.0,0.0,0.0,0.0,1.0,0.26,0.3,0.04,2.8,0.33,0.01,0.12,0.11,0.76,0.67,0.33,3.6,15.8,6.8,13.33,53.33,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,2.33,3.67,0.33,1.0,0.14,0.01,0.0,0.0,0.33,0.33,0.14,0.3,0.14,1.37,0.2,0.01,0.07,0.07,0.45,0.4,0.2,2.16,9.48,4.08,8.0,32.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.6,1.4,2.2,0.2,0.6,0.09,0.01,0.0,0.0,0.2,0.2,0.09,0.18,0.09,0.82,0.0,0.3734610123119015,,0.323,0.284,0.393
