assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,10,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0,45,True,0
1,0,0,3,0,0.0,650,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2023-08-20T13:00:00Z,1,2,0,0,0,0,2,0,567,0,0,4,0.0,1,157,190,33,45,False,0
2,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,20,0,0,0,0,3,0,755,0,1,0,0.0,0,13,125,112,45,True,0
3,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2023-09-02T11:30:00Z,0,17,0,0,0,0,4,0,842,0,2,2,0.0,0,-9,93,102,45,False,0
4,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2023-09-17T15:30:00Z,0,1,0,0,0,0,5,0,1018,0,1,0,0.0,0,36,161,125,45,True,0
5,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,52,0,0,0.0,0.0,2023-09-23T16:30:00Z,0,4,0,0,0,0,6,0,1138,0,3,1,0.0,0,56,133,77,45,False,0
6,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,12,0,0,0,0,7,0,1174,0,2,1,0.0,0,11,113,102,45,True,0
7,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,75,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,3,0,0,0,0,8,0,1229,0,0,3,0.0,0,0,118,118,45,True,0
8,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,85,0,0,0.0,0.0,2023-10-21T11:30:00Z,0,11,0,0,0,0,9,0,1278,0,0,2,0.0,0,11,97,86,45,False,0
9,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2023-10-29T13:00:00Z,0,19,0,0,0,0,10,0,1268,0,1,0,0.0,0,-31,68,99,45,False,0
10,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,103,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,5,0,0,0,0,11,0,1310,0,1,1,0.0,0,2,77,75,45,True,0
11,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,8,0,0,0,0,12,0,1294,0,3,2,0.0,0,-22,66,88,45,False,0
12,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,123,0,0,0.0,0.0,2023-11-26T16:30:00Z,0,14,0,0,0,0,13,0,1324,0,3,0,0.0,0,1,66,65,45,True,0
13,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,139,0,0,0.0,0.0,2023-12-02T17:30:00Z,0,16,0,0,0,0,14,0,1346,0,1,0,0.0,0,6,48,42,45,False,0
14,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,15,0,0,0,0,15,0,1346,0,0,3,0.0,0,-12,50,62,45,True,0
15,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,7,0,0,0,0,16,0,1330,0,0,2,0.0,0,-31,23,54,45,True,0
16,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,6,0,0,0,0,17,0,1319,0,2,0,0.0,0,-34,30,64,45,False,0
17,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,178,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,18,0,0,0,0,18,0,1293,0,1,2,0.0,0,-42,13,55,45,False,0
18,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,187,0,0,0.0,0.0,2023-12-27T20:15:00Z,0,13,0,0,0,0,19,0,1304,0,3,1,0.0,0,-1,22,23,45,True,0
19,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,200,0,0,0.0,0.0,2023-12-30T15:00:00Z,0,20,0,0,0,0,20,0,1302,0,0,3,0.0,0,-17,22,39,45,False,0
20,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2024-01-14T14:00:00Z,0,2,0,0,0,0,21,0,1274,0,0,0,0.0,0,-41,21,62,45,True,0
21,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,213,0,0,0.0,0.0,2024-01-30T19:45:00Z,0,10,0,0,0,0,22,0,1280,0,0,0,0.0,0,-13,16,29,44,False,0
22,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,227,0,0,0.0,0.0,2024-02-03T12:30:00Z,0,18,0,0,0,0,23,0,1301,0,2,2,0.0,0,18,36,18,44,True,0
23,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,236,0,0,0.0,0.0,2024-02-10T12:30:00Z,0,13,0,0,0,0,24,0,1399,0,0,2,0.0,0,87,126,39,44,False,0
24,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,243,0,0,0.0,0.0,2024-02-19T20:00:00Z,0,8,0,0,0,0,25,0,1415,0,1,1,0.0,0,-21,70,91,44,True,0
25,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,254,0,0,0.0,0.0,2024-02-24T15:00:00Z,0,5,0,0,0,0,26,0,1443,0,1,1,0.0,0,1,71,70,44,False,0
26,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,263,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,19,0,0,0,0,27,0,1439,0,3,1,0.0,0,-10,34,44,44,True,0
27,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,278,0,0,0.0,0.0,2024-03-09T12:30:00Z,0,14,0,0,0,0,28,0,1438,0,0,2,0.0,0,-8,30,38,44,False,0
28,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,292,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,3,0,0,0,0,30,0,1438,0,1,2,0.0,0,-10,21,31,44,False,0
29,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,310,0,0,0.0,0.0,2024-04-02T18:30:00Z,0,15,0,0,0,0,31,0,1443,0,1,1,0.0,0,-5,14,19,44,False,0
30,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2024-04-06T14:00:00Z,0,6,0,0,0,0,32,0,1443,0,0,1,0.0,0,-9,14,23,44,True,0
31,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,325,0,0,0.0,0.0,2024-04-15T19:00:00Z,0,7,0,0,0,0,33,0,1442,0,0,6,0.0,0,-8,14,22,44,False,0
32,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,334,0,0,0.0,0.0,2024-04-21T12:30:00Z,0,16,0,0,0,0,34,0,1443,0,0,2,0.0,0,-8,18,26,44,True,0
33,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,285,0,0,0.0,0.0,2024-04-24T19:00:00Z,0,11,0,0,0,0,34,0,1443,0,0,2,0.0,0,-8,18,26,44,True,0
34,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,343,0,0,0.0,0.0,2024-04-27T16:30:00Z,0,4,0,0,0,0,35,0,1429,0,0,1,0.0,0,-20,10,30,44,True,0
35,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2024-05-03T19:00:00Z,0,12,0,0,0,0,36,0,1442,0,1,1,0.0,0,1,12,11,44,False,0
36,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,363,0,0,0.0,0.0,2024-05-11T14:00:00Z,0,17,0,0,0,0,37,0,1485,0,0,1,0.0,0,24,51,27,44,True,0
37,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,371,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,1,0,0,0,0,38,0,1521,0,1,2,0.0,0,19,43,24,44,False,0
