goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,understat_id
0,0,3,0.0970799550414085,90,AMC,Ipswich,Nottingham Forest,2,4,2025-03-15,26887,2024,712985,0.0,0,0,0,0.0970799550414085,0.1410907059907913,0.1410907059907913,10348
1,0,0,0.0,21,Sub,Crystal Palace,Ipswich,1,0,2025-03-08,26875,2024,711375,0.0,0,0,0,0.0,0.3597332537174225,0.3597332537174225,10348
2,0,0,0.0,70,AMC,Manchester United,Ipswich,3,2,2025-02-26,26871,2024,709228,0.0,0,0,0,0.0,0.1405726224184036,0.1405726224184036,10348
3,1,4,0.4951326549053192,90,AMC,Ipswich,Tottenham,1,4,2025-02-22,26857,2024,707797,0.1624245941638946,0,3,1,0.4951326549053192,0.6471145749092102,0.1047715172171592,10348
4,0,0,0.0,90,AMC,Aston Villa,Ipswich,1,1,2025-02-15,26842,2024,706174,0.1171131357550621,1,1,0,0.0,0.1171131357550621,0.0,10348
5,0,1,0.1039681360125541,90,AMR,Ipswich,Southampton,1,2,2025-02-01,26837,2024,703360,0.0736095458269119,0,1,0,0.1039681360125541,0.3399838209152221,0.1624061316251754,10348
6,0,1,0.0173236336559057,86,AMC,Liverpool,Ipswich,4,1,2025-01-25,26827,2024,701519,0.0,0,0,0,0.0173236336559057,0.0,0.0,10348
7,0,2,0.0965303555130958,74,MR,Ipswich,Manchester City,0,6,2025-01-19,26816,2024,700757,0.077375091612339,0,1,0,0.0965303555130958,0.0968416407704353,0.0194665435701608,10348
8,0,2,0.0898049175739288,90,AMC,Ipswich,Brighton,0,2,2025-01-16,26805,2024,699542,0.0,0,0,0,0.0898049175739288,0.0898049175739288,0.0,10348
9,1,1,0.1079290211200714,90,AMC,Ipswich,Chelsea,2,0,2024-12-30,26787,2024,696896,0.2166997343301773,0,2,1,0.1079290211200714,0.4464412629604339,0.1218125000596046,10348
10,0,0,0.0,90,MR,Arsenal,Ipswich,1,0,2024-12-27,26773,2024,696415,0.0483346581459045,0,1,0,0.0,0.0483346581459045,0.0,10348
11,0,1,0.0160243064165115,51,AMC,Ipswich,Newcastle United,0,4,2024-12-21,26771,2024,695330,0.0,0,0,0,0.0160243064165115,0.0160243064165115,0.0,10348
12,0,2,0.7329931259155273,90,AML,Wolverhampton Wanderers,Ipswich,1,2,2024-12-14,26758,2024,693623,0.1948008686304092,0,2,0,0.7329931259155273,1.5455701351165771,0.6447991132736206,10348
13,0,1,0.029094910249114,90,AMR,Ipswich,Bournemouth,1,2,2024-12-08,26750,2024,692748,0.0891363695263862,0,1,0,0.029094910249114,0.2475496530532837,0.2184547334909439,10348
14,0,0,0.0,90,AMC,Ipswich,Crystal Palace,0,1,2024-12-03,26737,2024,691331,0.0,0,0,0,0.0,0.0,0.0,10348
15,0,1,0.0730339214205741,81,AMR,Nottingham Forest,Ipswich,1,0,2024-11-30,26728,2024,690012,0.0,0,0,0,0.0730339214205741,0.0730339214205741,0.0,10348
16,1,3,0.1780909448862075,90,AMC,Ipswich,Manchester United,1,1,2024-11-24,26718,2024,689251,0.0363871976733207,0,1,1,0.1780909448862075,0.1926522552967071,0.1562650501728058,10348
17,0,1,0.0905154719948768,90,AMC,Tottenham,Ipswich,1,2,2024-11-10,26709,2024,687304,0.0222970489412546,0,1,0,0.0905154719948768,0.1128125190734863,0.0,10348
18,0,3,0.138250470161438,83,AMR,Ipswich,Leicester,1,1,2024-11-02,26695,2024,684998,0.5708277821540833,0,2,0,0.138250470161438,0.8067380785942078,0.0976598411798477,10348
19,0,2,0.1137515157461166,90,AMC,Ipswich,Everton,0,2,2024-10-19,26674,2024,681420,0.2401101887226104,0,3,0,0.1137515157461166,0.7119663953781128,0.4206937253475189,10348
20,0,0,0.0,86,AMC,West Ham,Ipswich,4,1,2024-10-05,26665,2024,679506,0.0,0,0,0,0.0,0.0,0.0,10348
21,0,1,0.0330193787813186,90,AMC,Ipswich,Aston Villa,2,2,2024-09-29,26659,2024,678367,0.5045092701911926,1,1,0,0.0330193787813186,1.1866401433944702,0.6821308732032776,10348
22,0,1,0.0257753450423479,90,AMC,Southampton,Ipswich,1,1,2024-09-21,26643,2024,675648,0.1682973206043243,0,3,0,0.0257753450423479,0.402383953332901,0.2340866178274154,10348
23,0,1,0.0861005932092666,88,AMC,Brighton,Ipswich,0,0,2024-09-14,26633,2024,673664,0.0,0,0,0,0.0861005932092666,0.0861005932092666,0.0,10348
24,0,2,0.0890741944313049,90,AMC,Ipswich,Fulham,1,1,2024-08-31,26625,2024,671788,0.0,0,0,0,0.0890741944313049,0.1084260791540145,0.0548593811690807,10348
25,0,0,0.0,90,MR,Manchester City,Ipswich,4,1,2024-08-24,26615,2024,668092,0.0,0,0,0,0.0,0.4799985289573669,0.4799985289573669,10348
26,0,3,0.1704888194799423,90,AML,Ipswich,Liverpool,0,2,2024-08-17,26603,2024,666241,0.0,0,0,0,0.1704888194799423,0.1704888194799423,0.083771601319313,10348
27,0,0,0.0,20,Sub,Chelsea,Manchester City,0,1,2023-01-05,18385,2022,567553,0.0,0,0,0,0.0,0.0599266998469829,0.0599266998469829,10348
