goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,understat_id
0,0,0,0.0,7,Sub,Tottenham,Manchester City,0,1,2025-02-26,26865,2024,709184,0.0,0,0,0,0.0,0.0,0.0,65
1,0,0,0.0,66,AML,Tottenham,Newcastle United,1,2,2025-01-04,26800,2024,697110,0.0,0,0,0,0.0,0.404704749584198,0.404704749584198,65
2,0,0,0.0,23,Sub,Tottenham,Wolverhampton Wanderers,2,2,2024-12-29,26790,2024,696743,0.0941992253065109,0,1,0,0.0,0.1848257184028625,0.0906265005469322,65
3,0,0,0.0,8,Sub,Nottingham Forest,Tottenham,1,0,2024-12-26,26779,2024,696264,0.0,0,0,0,0.0,0.0,0.0,65
4,0,0,0.0,6,Sub,Tottenham,Liverpool,3,6,2024-12-22,26768,2024,695853,0.0,0,0,0,0.0,0.5696644186973572,0.5696644186973572,65
5,0,0,0.0,9,Sub,Southampton,Tottenham,0,5,2024-12-15,26759,2024,694642,0.5286151170730591,0,1,0,0.0,0.5286151170730591,0.0,65
6,0,0,0.0,35,Sub,Tottenham,Chelsea,3,4,2024-12-08,26745,2024,693025,0.5594950914382935,0,3,0,0.0,0.5594950914382935,0.0,65
7,0,1,0.0480049438774585,9,Sub,Bournemouth,Tottenham,1,0,2024-12-05,26732,2024,691658,0.0,0,0,0,0.0480049438774585,0.0480049438774585,0.0,65
8,0,0,0.0,71,FWL,Tottenham,Fulham,1,1,2024-12-01,26729,2024,690621,0.7484238743782043,1,2,0,0.0,0.7753521800041199,0.0269283186644315,65
9,0,0,0.0,1,Sub,Manchester City,Tottenham,0,4,2024-11-23,26720,2024,688692,0.9793221354484558,1,1,0,0.0,0.9793221354484558,0.0,65
10,0,2,0.1398326456546783,20,Sub,Tottenham,Ipswich,1,2,2024-11-10,26709,2024,687293,0.0,0,0,0,0.1398326456546783,0.1398326456546783,0.0,65
11,0,0,0.0,22,Sub,Crystal Palace,Tottenham,1,0,2024-10-27,26689,2024,683504,0.0,0,0,0,0.0,0.0,0.0,65
12,0,1,0.0276412181556224,19,Sub,Tottenham,West Ham,4,1,2024-10-19,26672,2024,680952,0.0,0,0,0,0.0276412181556224,0.0276412181556224,0.0,65
13,0,2,0.1105309575796127,81,FWL,Brighton,Tottenham,3,2,2024-10-06,26671,2024,680444,0.0913453474640846,1,1,0,0.1105309575796127,0.2018762975931167,0.0,65
14,0,2,0.6272187829017639,82,FWL,Manchester United,Tottenham,0,3,2024-09-29,26660,2024,678668,0.0792503207921981,0,1,0,0.6272187829017639,1.144431471824646,0.5172126889228821,65
