goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,0,61,DMR,Wolverhampton Wanderers,Nottingham Forest,0,3,2025-01-06,26801,2024,697802,0.0718730613589286,0,2,0,0,0.0856276303529739,0.0547929070889949
