goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,understat_id
0,0,0,0.0,1,Sub,Southampton,Newcastle United,1,3,2025-01-25,26829,2024,701479,0.0,0,0,0,0.0,0.0608579888939857,0.0608579888939857,1683
1,0,0,0.0,67,MC,Southampton,Chelsea,1,5,2024-12-04,26741,2024,691454,0.0,0,0,0,0.0,0.1010098755359649,0.1010098755359649,1683
2,0,0,0.0,20,Sub,Brighton,Southampton,1,1,2024-11-29,26723,2024,689643,0.0,0,0,0,0.0,0.0,0.0,1683
3,0,0,0.0,83,DL,Southampton,Liverpool,2,3,2024-11-24,26721,2024,689131,0.0288983322679996,0,1,0,0.0,0.5020205974578857,0.473122239112854,1683
4,0,0,0.0,11,Sub,Southampton,Leicester,2,3,2024-10-19,26678,2024,681396,0.1269924491643905,0,1,0,0.0,0.2566035091876983,0.1296110600233078,1683
5,0,1,0.0251516010612249,49,AML,Bournemouth,Southampton,3,1,2024-09-30,26661,2024,678946,0.0,0,0,0,0.0251516010612249,0.1002752110362052,0.0751236081123352,1683
6,0,0,0.0,61,AML,Southampton,Ipswich,1,1,2024-09-21,26643,2024,675633,0.0,0,0,0,0.0,1.0261852741241455,1.0261852741241455,1683
7,0,0,0.0,22,Sub,Southampton,Manchester United,0,3,2024-09-14,26632,2024,673370,0.0,0,0,0,0.0,0.0,0.0,1683
8,0,0,0.0,15,Sub,Newcastle United,Everton,1,0,2022-10-19,18319,2022,557562,0.0,0,0,0,0.0,0.0,0.0,1683
9,0,0,0.0,28,Sub,Manchester United,Newcastle United,0,0,2022-10-16,18308,2022,556604,0.0,0,0,0,0.0,0.0,0.0,1683
10,0,0,0.0,20,Sub,Fulham,Newcastle United,1,4,2022-10-01,18285,2022,552388,0.120117999613285,0,1,0,0.0,0.1549849957227707,0.0348662994801998,1683
