goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,understat_id
0,0,0,0,90,GK,Manchester City,Bournemouth,6,1,2023-11-04,22000,2023,621505,0.0,0,0,0,0,0.0,0.0,1830
1,0,0,0,90,GK,Bournemouth,Burnley,2,1,2023-10-28,21985,2023,619865,0.0,0,0,0,0,0.0,0.0,1830
2,0,0,0,90,GK,Auxerre,Lens,1,3,2023-06-03,20019,2022,601890,0.0,0,0,0,0,0.0527558699250221,0.0527558699250221,1830
3,0,0,0,90,GK,Toulouse,Auxerre,1,1,2023-05-27,20017,2022,600462,0.0,0,0,0,0,0.0209443867206573,0.0209443867206573,1830
4,0,0,0,90,GK,Auxerre,Paris Saint Germain,1,2,2023-05-21,19999,2022,599214,0.0,0,0,0,0,0.0824201330542564,0.0824201330542564,1830
5,0,0,0,90,GK,Brest,Auxerre,1,0,2023-05-14,19995,2022,597059,0.0,0,0,0,0,0.0617452450096607,0.0617452450096607,1830
6,0,0,0,90,GK,Auxerre,Clermont Foot,1,1,2023-05-07,19979,2022,595254,0.0,0,0,0,0,0.1886618882417678,0.1886618882417678,1830
7,0,0,0,90,GK,Marseille,Auxerre,2,1,2023-04-30,19971,2022,593458,0.0,0,0,0,0,0.08502197265625,0.08502197265625,1830
8,0,0,0,90,GK,Ajaccio,Auxerre,0,3,2023-04-09,19938,2022,587342,0.0,0,0,0,0,0.0,0.0,1830
9,0,0,0,90,GK,Auxerre,Troyes,1,0,2023-04-01,19928,2022,584824,0.0,0,0,0,0,0.0,0.0,1830
10,0,0,0,90,GK,Strasbourg,Auxerre,2,0,2023-03-19,19924,2022,583800,0.0,0,0,0,0,0.0,0.0,1830
11,0,0,0,90,GK,Auxerre,Rennes,0,0,2023-03-11,19909,2022,581350,0.0,0,0,0,0,0.0,0.0,1830
12,0,0,0,90,GK,Nice,Auxerre,1,1,2023-03-03,19899,2022,579100,0.0,0,0,0,0,0.3335219919681549,0.3335219919681549,1830
13,0,0,0,90,GK,Lorient,Auxerre,0,1,2023-02-26,19892,2022,578273,0.0208457000553607,0,1,0,0,0.4603610038757324,0.4395149946212768,1830
14,0,0,0,90,GK,Auxerre,Lyon,2,1,2023-02-17,19878,2022,576041,0.0,0,0,0,0,0.0,0.0,1830
15,0,0,0,90,GK,Angers,Auxerre,1,1,2023-02-12,19869,2022,575471,0.0,0,0,0,0,0.0703039988875389,0.0703039988875389,1830
16,0,0,0,90,GK,Auxerre,Reims,0,0,2023-02-05,19859,2022,573890,0.0,0,0,0,0,0.0925704985857009,0.0925704985857009,1830
17,0,0,0,90,GK,Monaco,Auxerre,3,2,2023-02-01,19848,2022,572702,0.0,0,0,0,0,0.0,0.0,1830
