h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
0,a,1.40775,1.02614,1.40775,1.02614,"{'att': 159, 'def': 29}","{'att': 331, 'def': 16}",21,2,1,1,1.6474999999999995,d,2024-08-19 19:00:00,0,1,0,1,0.38161
1,h,2.61143,0.648869,2.61143,0.648869,"{'att': 126, 'def': 20}","{'att': 369, 'def': 29}",9,5,4,0,2.6318,w,2024-08-24 14:00:00,1,0,0,3,1.962561
2,a,1.63304,1.58694,1.63304,1.58694,"{'att': 125, 'def': 29}","{'att': 184, 'def': 21}",9,5,1,2,1.3729,l,2024-09-01 12:30:00,0,0,1,0,0.0461
3,h,0.792595,1.1209,0.792595,1.1209,"{'att': 147, 'def': 25}","{'att': 231, 'def': 17}",10,3,0,1,1.0177,l,2024-09-15 13:00:00,0,0,1,0,-0.3283049999999999
4,h,3.89481,0.893565,3.89481,0.893565,"{'att': 294, 'def': 32}","{'att': 173, 'def': 19}",17,5,3,1,2.8655,w,2024-09-21 14:00:00,1,0,0,3,3.001245
5,a,5.4072,0.600721,5.4072,0.600721,"{'att': 207, 'def': 17}","{'att': 395, 'def': 27}",15,6,3,0,2.9905,w,2024-09-29 15:30:00,1,0,0,3,4.806479
6,a,1.09279,1.97217,1.09279,1.97217,"{'att': 206, 'def': 16}","{'att': 348, 'def': 28}",10,4,2,3,0.7226,l,2024-10-06 15:30:00,0,0,1,0,-0.87938
7,h,1.44052,0.858803,1.44052,0.858803,"{'att': 197, 'def': 32}","{'att': 208, 'def': 24}",11,6,4,1,1.7992,w,2024-10-19 11:30:00,1,0,0,3,0.581717
8,a,1.0192,0.978611,1.0192,0.978611,"{'att': 74, 'def': 16}","{'att': 285, 'def': 41}",7,7,0,1,1.389,l,2024-10-27 14:00:00,0,0,1,0,0.0405890000000001
9,h,2.09751,2.48749,2.09751,2.48749,"{'att': 234, 'def': 43}","{'att': 178, 'def': 17}",11,3,4,1,1.0641,w,2024-11-03 14:00:00,1,0,0,3,-0.38998
10,h,1.75088,2.18392,1.75088,2.18392,"{'att': 126, 'def': 19}","{'att': 290, 'def': 31}",10,6,1,2,1.014,l,2024-11-10 14:00:00,0,0,1,0,-0.4330400000000001
11,a,3.30449,2.15899,3.30449,2.15899,"{'att': 283, 'def': 10}","{'att': 245, 'def': 37}",8,14,4,0,2.1442,w,2024-11-23 17:30:00,1,0,0,3,1.1454999999999995
12,h,1.01086,1.57274,1.01086,1.57274,"{'att': 251, 'def': 13}","{'att': 261, 'def': 23}",7,7,1,1,0.9093,d,2024-12-01 13:30:00,0,1,0,1,-0.5618799999999999
13,a,0.623934,3.27716,0.623934,3.27716,"{'att': 97, 'def': 27}","{'att': 219, 'def': 31}",11,10,0,1,0.1349,l,2024-12-05 20:15:00,0,0,1,0,-2.653226
14,h,3.25488,2.57326,3.25488,1.05092,"{'att': 276, 'def': 28}","{'att': 191, 'def': 24}",8,16,3,4,1.8101,l,2024-12-08 16:30:00,0,0,1,0,2.20396
15,a,3.89322,1.27356,3.89322,1.27356,"{'att': 288, 'def': 27}","{'att': 402, 'def': 23}",10,2,5,0,2.7945,w,2024-12-15 19:00:00,1,0,0,3,2.61966
16,h,1.20245,5.20214,1.20245,5.20214,"{'att': 280, 'def': 13}","{'att': 335, 'def': 29}",8,14,3,6,0.0286,l,2024-12-22 16:30:00,0,0,1,0,-3.99969
17,a,1.05758,1.30018,1.05758,1.30018,"{'att': 108, 'def': 20}","{'att': 301, 'def': 13}",9,5,0,1,1.1156,l,2024-12-26 15:00:00,0,0,1,0,-0.2425999999999999
18,h,2.28433,0.640697,1.52317,0.640697,"{'att': 222, 'def': 19}","{'att': 218, 'def': 20}",6,6,2,2,2.5563,d,2024-12-29 15:00:00,0,1,0,1,0.882473
19,h,1.00333,2.42963,1.00333,2.42963,"{'att': 180, 'def': 31}","{'att': 201, 'def': 26}",15,9,1,2,0.4418999999999999,l,2025-01-04 12:30:00,0,0,1,0,-1.4263
