assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,whh,whd,wha
0,1,28,1,0.0,15,0.0,0.0,0.0,0.47,2,0,0,2.8,28.0,2024-08-17,90,0,0,0,0,0,0,0,False,20,0,0,0,0,1,3,2143198,1,0,2,0.0,8,0,0,0,5.5,True,0,15,,,David Raya Martin,0,0,0.0,90,GK,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666295,0.0,0,0,0,0.0,0.4988786280155182,0.4988786280155182,26604,Arsenal,David Raya Martin,David Raya,3,5,1,5.0,GK,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.801,0.126,0.073
0,3,27,1,0.0,15,0.0,0.0,0.0,1.28,11,0,0,2.8,28.2,2024-08-24,90,0,0,0,0,0,0,0,False,2,0,0,0,0,2,3,2377063,1,2,0,0.0,10,-16603,71675,88278,5.5,False,0,15,,,David Raya Martin,0,0,0.0,90,GK,Aston Villa,Arsenal,0,2,26618,2024,668275,0.0,0,0,0,0.0,0.0,0.0,26618,Arsenal,David Raya Martin,David Raya,5,4,2,10.0,GK,7,1.0,0.0,0.0,0.0,0.47,0.0,0.0,2.8,28.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5.0,0.33,0.0,0.0,0.0,0.16,0.0,0.0,0.93,9.33,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.67,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,1.67,0.2,0.0,0.0,0.0,0.09,0.0,0.0,0.56,5.6,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,233865.0,-0.1037992410270517,0.217,0.247,0.536
0,0,8,0,0.0,15,0.01,0.01,0.0,1.83,21,1,0,3.4,33.6,2024-08-31,90,0,0,0,0,0,0,0,False,5,0,0,0,0,3,3,2865351,1,1,1,0.0,2,288962,394083,105121,5.5,True,1,15,,,David Raya Martin,0,0,0.0,90,GK,Arsenal,Brighton and Hove Albion,1,1,26622,2024,671508,0.0,0,0,0,0.0,0.047767162322998,0.047767162322998,26622,Arsenal,David Raya Martin,David Raya,3,5,3,7.7,GK,2,1.0,0.0,0.0,0.0,1.28,0.0,0.0,2.8,28.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.67,0.0,0.0,0.0,0.58,0.0,0.0,1.87,18.73,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0.67,0.67,0.67,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,5.0,0.4,0.0,0.0,0.0,0.35,0.0,0.0,1.12,11.24,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1.2,0.4,0.4,0.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,488288.0,0.5788455220711373,0.715,0.173,0.112
0,2,33,1,0.0,15,0.0,0.0,0.0,0.74,39,0,0,4.1,41.0,2024-09-15,90,0,0,0,0,0,0,0,False,18,0,0,0,0,4,5,2823889,1,1,0,0.0,9,-96805,175717,272522,5.5,False,0,15,,,David Raya Martin,0,0,0.0,90,GK,Tottenham Hotspur,Arsenal,0,1,26640,2024,674318,0.0,0,0,0,0.0,0.0,0.0,26640,Arsenal,David Raya Martin,David Raya,5,3,4,8.2,GK,7,0.0,0.01,0.01,0.0,1.83,1.0,0.0,3.4,33.6,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,7.7,0.67,0.0,0.0,0.0,1.19,0.33,0.0,3.0,29.93,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,3.0,1.0,1.0,1.0,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,7.57,0.4,0.0,0.0,0.0,0.72,0.2,0.0,1.8,17.96,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.2,1.8,0.6,0.6,0.6,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,4.54,-41462.0,-0.2159673745479532,0.316,0.271,0.413
0,0,21,0,0.0,15,0.0,0.0,0.0,2.16,47,2,0,6.3,63.0,2024-09-22,90,0,0,0,0,0,0,0,False,13,0,0,0,0,5,9,2945014,1,2,2,0.0,4,76246,157350,81104,5.5,False,0,15,,,David Raya Martin,0,0,0.0,90,GK,Manchester City,Arsenal,2,2,26651,2024,676599,0.0,0,0,0,0.0,0.0,0.0,26651,Arsenal,David Raya Martin,David Raya,5,4,5,6.2,GK,4,1.0,0.0,0.0,0.0,0.74,0.0,0.0,4.1,41.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.67,0.0,0.0,0.0,1.28,0.33,0.0,3.43,34.27,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,3.67,1.0,1.33,0.33,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,8.63,0.6,0.0,0.0,0.0,0.86,0.2,0.0,2.62,26.16,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.2,2.8,0.8,0.8,0.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,6.18,121125.0,0.3197513985926006,0.526,0.263,0.211
0,0,1,0,0.0,15,0.0,0.0,0.0,0.32,51,2,0,1.1,10.8,2024-09-28,90,0,0,0,0,0,0,0,False,11,0,0,0,0,6,1,3172537,1,2,4,0.0,1,187739,492448,304709,5.6,True,0,15,,,David Raya Martin,0,0,0.0,90,GK,Arsenal,Leicester,4,2,26655,2024,677833,0.0,0,0,0,0.0,0.077316515147686,0.077316515147686,26655,Arsenal,David Raya Martin,David Raya,1,5,6,4.7,GK,1,0.0,0.0,0.0,0.0,2.16,2.0,0.0,6.3,63.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.33,0.0,0.0,0.0,1.58,1.0,0.0,4.6,45.87,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,5.67,1.0,1.33,1.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,7.37,0.6,0.0,0.0,0.0,1.3,0.6,0.0,3.88,38.76,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.2,4.6,1.0,1.2,1.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,7.42,227523.0,0.2355106961363947,0.817,0.119,0.064
0,0,6,0,0.0,15,0.0,0.0,0.0,0.65,61,1,0,0.8,8.0,2024-10-05,90,0,0,0,0,0,0,0,False,17,0,0,0,0,7,1,3344605,1,1,3,0.0,2,123059,192663,69604,5.6,True,0,15,,,David Raya Martin,0,0,0.0,90,GK,Arsenal,Southampton,3,1,26666,2024,679514,0.0,0,0,0,0.0,0.2101712971925735,0.2101712971925735,26666,Arsenal,David Raya Martin,David Raya,1,5,7,5.5,GK,2,0.0,0.0,0.0,0.0,0.32,2.0,0.0,1.1,10.8,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,4.7,0.33,0.0,0.0,0.0,1.07,1.33,0.0,3.83,38.27,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.67,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,6.37,0.4,0.0,0.0,0.0,1.27,1.0,0.0,3.54,35.32,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.2,4.2,1.0,1.6,1.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,7.36,172068.0,0.4692126725817583,0.838,0.106,0.056
0,0,0,0,0.0,15,0.0,0.0,0.0,1.82,71,2,0,1.2,11.8,2024-10-19,90,0,0,0,0,0,0,0,False,3,0,0,0,0,8,2,3429779,1,0,2,0.0,1,54012,128397,74385,5.7,False,0,15,,,David Raya Martin,0,0,0.0,90,GK,Bournemouth,Arsenal,2,0,26680,2024,681579,0.0,0,0,0,0.0,0.0,0.0,26680,Arsenal,David Raya Martin,David Raya,5,3,8,2.3,GK,1,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.8,8.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,5.5,0.0,0.0,0.0,0.0,1.04,1.67,0.0,2.73,27.27,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.67,1.0,1.67,3.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.47,0.2,0.0,0.0,0.0,1.14,1.2,0.0,3.14,31.28,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.2,3.8,1.0,1.4,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,6.46,85174.0,0.2663550019232476,0.188,0.241,0.57
0,0,2,0,0.0,15,0.0,0.0,0.0,0.85,81,2,0,2.0,19.6,2024-10-27,90,0,0,0,0,0,0,0,False,12,0,0,0,0,9,2,3259267,1,2,2,0.0,0,-161805,18442,180247,5.7,True,1,15,,,David Raya Martin,0,0,0.0,90,GK,Arsenal,Liverpool,2,2,26691,2024,683695,0.0,0,0,0,0.0,0.2436051219701767,0.2436051219701767,26691,Arsenal,David Raya Martin,David Raya,5,5,9,1.0,GK,0,0.0,0.0,0.0,0.0,1.82,2.0,0.0,1.2,11.8,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.93,1.67,0.0,1.03,10.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.33,1.0,1.0,3.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.17,0.2,0.0,0.0,0.0,1.14,1.4,0.0,2.7,26.92,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.6,1.0,1.2,2.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,5.38,-170512.0,-0.8143631504512077,0.38,0.292,0.328
0,0,11,0,0.0,15,0.0,0.0,0.0,0.53,96,1,0,2.3,22.8,2024-11-02,90,0,0,0,0,0,0,0,False,15,0,0,0,0,10,3,3200996,1,0,1,0.0,3,-82991,36349,119340,5.6,False,0,15,,,David Raya Martin,0,0,0.0,90,GK,Newcastle United,Arsenal,1,0,26694,2024,684666,0.0,0,0,0,0.0,0.0504103824496269,0.0504103824496269,26694,Arsenal,David Raya Martin,David Raya,5,4,10,2.3,GK,3,0.0,0.0,0.0,0.0,0.85,2.0,0.0,2.0,19.6,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,1.0,0.0,0.0,0.0,0.0,1.11,1.67,0.0,1.33,13.13,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.33,1.67,1.0,1.0,2.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,2.93,0.0,0.0,0.0,0.0,1.16,1.8,0.0,2.28,22.64,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.2,3.0,1.0,1.4,2.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,3.94,-58271.0,-0.5330562852866934,0.255,0.255,0.49
