assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0.0,0.0,-2.0,0.0,14.0,584.0,0.02,0.32,0.3,0.25,5.0,1.0,0.0,3.3,2.6,2024-08-17,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,15.0,0.0,0.0,0.0,0.0,1.0,0.0,66244.0,1.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,5.5,False,1.0,584.0,0.0,2.0,0.8108593821525574,75.0,Newcastle United,Southampton,1.0,0.0,26606.0,2024.0,666378.0,0.0767997950315475,0.0,1.0,0.0,0.8108593821525574,0.9333699941635132,0.0457108207046985,11815.0,Southampton,2.0,4.0,1.0,1.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.707,0.174,0.119
0.0,0.0,12.0,0.0,30.4,584.0,0.06,0.06,0.0,2.45,18.0,1.0,0.0,4.1,7.0,2024-08-24,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16.0,0.0,0.0,0.0,0.0,2.0,0.0,72863.0,1.0,1.0,0.0,4.0,2.0,984.0,8960.0,7976.0,5.5,True,0.0,584.0,0.0,0.0,0.0,90.0,Southampton,Nottingham Forest,0.0,1.0,26616.0,2024.0,668047.0,0.0788209661841392,0.0,2.0,0.0,0.0,0.0788209661841392,0.0302197560667991,11815.0,Southampton,3.0,2.0,2.0,1.0,MID,0.0,0.02,0.32,0.3,0.25,1.0,0.0,3.3,2.6,14.0,16.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.81,0.08,0.0,1.0,0.0,0.81,0.93,0.05,1.0,66244.0,0.0,0.02,0.32,0.3,0.25,1.0,0.0,3.3,2.6,14.0,16.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.81,0.08,0.0,1.0,0.0,0.81,0.93,0.05,1.0,66244.0,6619.0,0.0581010864430798,2.0,0.384,0.282,0.333
0.0,0.0,7.0,0.0,6.7,584.0,0.03,0.23,0.2,2.78,22.0,3.0,0.0,4.1,0.8,2024-08-31,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,0.0,0.0,0.0,0.0,3.0,0.0,60838.0,1.0,1.0,3.0,33.0,2.0,-12441.0,3403.0,15844.0,5.5,False,0.0,584.0,0.0,5.0,0.1670812219381332,90.0,Brentford,Southampton,3.0,1.0,26623.0,2024.0,671745.0,0.0,0.0,0.0,0.0,0.1670812219381332,0.6007177233695984,0.4336365163326263,11815.0,Southampton,2.0,3.0,3.0,1.2,MID,0.0,0.08,0.38,0.3,2.7,2.0,0.0,7.4,9.6,44.4,20.0,160.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,0.81,0.16,0.0,3.0,0.0,0.81,1.01,0.08,2.0,139107.0,0.0,0.08,0.38,0.3,2.7,2.0,0.0,7.4,9.6,44.4,20.0,160.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,0.81,0.16,0.0,3.0,0.0,0.81,1.01,0.08,2.0,139107.0,-12025.0,-0.6463864498363381,2.0,0.547,0.245,0.208
0.0,0.0,7.0,0.0,6.7,584.0,0.01,0.01,0.0,1.85,38.0,2.0,0.0,1.5,6.2,2024-09-14,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14.0,0.0,0.0,0.0,0.0,4.0,0.0,49799.0,1.0,3.0,0.0,2.0,2.0,-11774.0,3376.0,15150.0,5.4,True,0.0,584.0,0.0,0.0,0.0,68.0,Southampton,Manchester United,0.0,3.0,26632.0,2024.0,673365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11815.0,Southampton,3.0,2.0,4.0,1.3,MID,0.0,0.11,0.61,0.5,5.48,5.0,0.0,11.5,10.4,51.1,53.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,5.0,0.0,7.0,0.98,0.16,0.0,3.0,0.0,0.98,1.61,0.51,3.2,199945.0,0.0,0.11,0.61,0.5,5.48,5.0,0.0,11.5,10.4,51.1,53.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,5.0,0.0,7.0,0.98,0.16,0.0,3.0,0.0,0.98,1.61,0.51,3.2,199945.0,-11039.0,-0.635539242146173,2.0,0.201,0.252,0.547
0.0,0.0,4.0,0.0,0.9,584.0,0.01,0.26,0.25,0.61,48.0,1.0,0.0,1.1,0.6,2024-09-21,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,0.0,0.0,0.0,0.0,5.0,0.0,47893.0,0.0,1.0,1.0,9.0,1.0,-2522.0,4152.0,6674.0,5.4,True,0.0,584.0,0.0,2.0,0.2419942319393158,29.0,Southampton,Ipswich,1.0,1.0,26643.0,2024.0,675635.0,0.0,0.0,0.0,0.0,0.2419942319393158,0.2419942319393158,0.0,11815.0,Southampton,2.0,2.0,5.0,1.8,MID,0.0,0.1,0.3,0.2,7.08,6.0,0.0,9.7,14.0,43.8,39.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,6.0,0.0,5.0,0.17,0.08,0.0,2.0,0.0,0.17,0.68,0.46,3.5,183500.0,0.0,0.12,0.62,0.5,7.33,7.0,0.0,13.0,16.6,57.8,55.0,313.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,4.0,7.0,0.0,7.0,0.98,0.16,0.0,3.0,0.0,0.98,1.61,0.51,4.5,249744.0,-1906.0,-0.2329576944393127,1.0,0.435,0.266,0.299
0.0,0.0,2.0,0.0,2.9,584.0,0.01,0.04,0.03,0.41,52.0,0.0,0.0,1.6,0.6,2024-09-30,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,6.0,0.0,35467.0,0.0,1.0,3.0,12.0,1.0,-12359.0,518.0,12877.0,5.3,False,0.0,584.0,0.0,1.0,0.0373921692371368,41.0,Bournemouth,Southampton,3.0,1.0,26661.0,2024.0,678948.0,0.0,0.0,0.0,0.0,0.0373921692371368,0.0925225019454956,0.055130336433649,11815.0,Southampton,2.0,3.0,6.0,0.8,MID,0.0,0.05,0.5,0.45,5.24,6.0,0.0,6.7,7.6,14.3,44.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,0.0,7.0,0.41,0.0,0.0,0.0,0.0,0.41,0.84,0.43,4.3,158530.0,0.0,0.13,0.88,0.75,7.94,8.0,0.0,14.1,17.2,58.7,64.0,344.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,5.0,8.0,0.0,9.0,1.22,0.16,0.0,3.0,0.0,1.22,1.85,0.51,6.3,297637.0,-12426.0,-0.9226577081000372,1.0,0.573,0.228,0.199
0.0,0.0,2.0,0.0,0.3,584.0,0.0,0.12,0.12,0.03,110.0,0.0,0.0,0.7,2.0,2024-11-09,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20.0,0.0,0.0,0.0,0.0,11.0,0.0,21171.0,0.0,0.0,2.0,5.0,1.0,-1316.0,254.0,1570.0,5.0,False,0.0,584.0,0.0,1.0,0.0539333224296569,11.0,Wolverhampton Wanderers,Southampton,2.0,0.0,26711.0,2024.0,686687.0,0.0,0.0,0.0,0.0,0.0539333224296569,0.0539333224296569,0.0,11815.0,Southampton,2.0,2.0,11.0,-0.2,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14296.0,-0.7214912280701754,1.0,0.489,0.254,0.257
0.0,0.0,3.0,0.0,0.1,584.0,0.0,0.0,0.0,0.08,122.0,0.0,0.0,0.0,0.2,2024-11-29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0,0.0,0.0,13.0,0.0,19613.0,0.0,1.0,1.0,0.0,1.0,-623.0,115.0,738.0,5.0,False,0.0,584.0,0.0,0.0,0.0,1.0,Brighton,Southampton,1.0,1.0,26723.0,2024.0,689640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11815.0,Southampton,2.0,3.0,13.0,0.0,MID,0.0,0.0,0.12,0.12,0.03,0.0,0.0,0.7,2.0,0.3,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,-0.2,21171.0,0.0,0.0,0.12,0.12,0.03,0.0,0.0,0.7,2.0,0.3,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,-0.2,21171.0,-1558.0,-0.7303634232121923,1.0,0.682,0.191,0.127
0.0,0.0,5.0,0.0,0.3,584.0,0.0,0.0,0.0,1.86,140.0,2.0,0.0,0.1,0.2,2024-12-04,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,0.0,0.0,0.0,0.0,14.0,0.0,19169.0,0.0,5.0,1.0,0.0,1.0,-500.0,152.0,652.0,5.0,True,0.0,584.0,0.0,0.0,0.0,23.0,Southampton,Chelsea,1.0,5.0,26741.0,2024.0,691457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11815.0,Southampton,4.0,2.0,14.0,-0.2,MID,0.0,0.0,0.12,0.12,0.11,0.0,0.0,0.7,2.2,0.4,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,-0.2,40784.0,0.0,0.0,0.12,0.12,0.11,0.0,0.0,0.7,2.2,0.4,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,-0.2,40784.0,-444.0,-0.6218905472636815,1.0,0.119,0.174,0.707
0.0,0.0,3.0,0.0,1.3,584.0,0.01,0.01,0.0,1.11,141.0,0.0,0.0,0.3,1.6,2024-12-07,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,0.0,0.0,0.0,15.0,0.0,18671.0,0.0,0.0,1.0,0.0,1.0,-539.0,86.0,625.0,4.9,False,0.0,584.0,0.0,0.0,0.0,10.0,Aston Villa,Southampton,1.0,0.0,26742.0,2024.0,692187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11815.0,Southampton,2.0,3.0,15.0,0.3,MID,0.0,0.0,0.0,0.0,1.94,2.0,0.0,0.1,0.4,0.4,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,38782.0,0.0,0.0,0.12,0.12,1.97,2.0,0.0,0.8,2.4,0.7,5.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,-0.4,59953.0,-498.0,-0.7580872011251758,1.0,0.693,0.189,0.118
