assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,13,0,25.1,432,0.16,0.18,0.02,0.55,6,0,0,4.5,10.4,2024-08-17,53,0,0,0,0,0,0,0,False,3,0,0,0,0,1,0,214240,1,1,1,9.0,1,0,0,0,5.5,True,0,432,,,0,1,0.01649528183043,65,AMR,Nottingham Forest,Bournemouth,1,1,26607,2024,666392,0.1566866785287857,0,2,0,0.01649528183043,0.1897836625576019,0.0993517786264419,9524,Nottingham Forest,Anthony Elanga,Anthony Elanga,3,4,1,2.0,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.388,0.272,0.34
0,0,11,1,40.7,432,0.24,0.46,0.22,0.14,18,0,0,8.7,17.0,2024-08-24,90,0,0,0,0,0,0,0,False,17,0,0,0,0,2,0,163934,1,1,0,29.0,3,-52890,1884,54774,5.5,False,0,432,,,0,2,0.2249038964509964,90,AMR,Southampton,Nottingham Forest,0,1,26616,2024,668061,0.3274573981761932,0,3,0,0.2249038964509964,0.3831179738044739,0.0795002207159996,9524,Nottingham Forest,Anthony Elanga,Anthony Elanga,4,1,2,1.9,MID,0.0,0.16,0.18,0.02,0.55,0.0,0.0,4.5,10.4,25.1,9.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.02,0.16,0.0,0.0,2.0,0.0,0.02,0.19,0.1,2.0,0.0,0.05,0.06,0.01,0.18,0.0,0.0,1.5,3.47,8.37,3.0,17.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.0,0.33,0.01,0.05,0.0,0.0,0.67,0.0,0.01,0.06,0.03,0.67,0.0,0.03,0.04,0.0,0.11,0.0,0.0,0.9,2.08,5.02,1.8,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.03,0.0,0.0,0.4,0.0,0.0,0.04,0.02,0.4,-50306.0,-0.9334957111087578,3.0,0.373,0.288,0.339
0,0,9,0,30.2,432,0.07,0.09,0.02,0.73,29,1,0,4.6,4.0,2024-08-31,90,0,0,0,0,0,0,0,False,20,0,0,0,0,3,0,150115,1,1,1,12.0,2,-17710,11466,29176,5.4,True,0,432,,,0,1,0.0288645923137664,90,AMR,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671850,0.0905425995588302,0,2,0,0.0288645923137664,0.696803867816925,0.696803867816925,9524,Nottingham Forest,Anthony Elanga,Anthony Elanga,3,4,3,2.0,MID,1.0,0.24,0.46,0.22,0.14,0.0,0.0,8.7,17.0,40.7,29.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.22,0.33,0.0,0.0,3.0,0.0,0.22,0.38,0.08,1.9,0.33,0.13,0.21,0.08,0.23,0.0,0.0,4.4,9.13,21.93,12.67,47.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.33,1.33,0.0,1.0,0.08,0.16,0.0,0.0,1.67,0.0,0.08,0.19,0.06,1.3,0.2,0.08,0.13,0.05,0.14,0.0,0.0,2.64,5.48,13.16,7.6,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.8,0.0,0.6,0.05,0.1,0.0,0.0,1.0,0.0,0.05,0.11,0.04,0.78,-13819.0,-0.4357561143644505,2.0,0.481,0.26,0.26
1,0,8,0,10.6,432,0.0,0.23,0.23,0.2,36,0,0,5.0,18.2,2024-09-14,29,0,0,0,0,0,0,0,False,12,0,0,0,0,4,0,121525,0,1,0,21.0,3,-29888,5986,35874,5.4,False,1,432,,,0,2,0.1888196170330047,26,Sub,Liverpool,Nottingham Forest,0,1,26635,2024,673792,0.0536222159862518,1,1,0,0.1888196170330047,0.2424418330192566,0.0,9524,Nottingham Forest,Anthony Elanga,Anthony Elanga,4,5,4,1.7,MID,0.0,0.07,0.09,0.02,0.73,1.0,0.0,4.6,4.0,30.2,12.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.03,0.09,0.0,0.0,2.0,0.0,0.03,0.7,0.7,2.0,0.33,0.16,0.24,0.09,0.47,0.33,0.0,5.93,10.47,32.0,16.67,77.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.67,2.0,0.0,1.33,0.09,0.19,0.0,0.0,2.33,0.0,0.09,0.42,0.29,1.97,0.2,0.09,0.15,0.05,0.28,0.2,0.0,3.56,6.28,19.2,10.0,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,1.2,0.0,0.8,0.05,0.11,0.0,0.0,1.4,0.0,0.05,0.25,0.18,1.18,-28590.0,-0.713999044433827,3.0,0.776,0.146,0.079
0,0,3,0,0.5,432,0.0,0.0,0.0,0.39,42,2,0,0.1,0.6,2024-09-22,45,0,0,0,0,0,0,0,False,5,0,0,0,0,5,0,121649,1,2,2,0.0,1,-1811,8989,10800,5.3,False,0,432,,,0,0,0.0,50,AML,Brighton and Hove Albion,Nottingham Forest,2,2,26650,2024,676322,0.0,0,0,0,0.0,0.0,0.0,9524,Nottingham Forest,Anthony Elanga,Anthony Elanga,4,3,5,2.2,MID,0.0,0.0,0.23,0.23,0.2,0.0,0.0,5.0,18.2,10.6,21.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.19,0.05,1.0,1.0,1.0,0.0,0.19,0.24,0.0,1.7,0.33,0.1,0.26,0.16,0.36,0.33,0.0,6.1,13.07,27.17,20.67,69.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,0.33,2.67,0.0,1.67,0.15,0.16,0.33,0.33,2.0,0.0,0.15,0.44,0.26,1.87,0.2,0.09,0.19,0.1,0.32,0.2,0.0,4.56,9.92,21.32,14.2,52.4,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.8,0.4,1.8,0.0,1.2,0.09,0.13,0.2,0.2,1.6,0.0,0.09,0.3,0.18,1.52,124.0,-0.0915154884026479,1.0,0.545,0.254,0.201
0,0,2,0,2.0,432,0.01,0.08,0.07,0.98,59,1,0,1.7,0.0,2024-09-28,45,0,0,0,0,0,0,0,False,9,0,0,0,0,6,0,112123,0,1,0,15.0,1,-10135,7139,17274,5.3,True,0,432,,,0,1,0.0614547841250896,42,Sub,Nottingham Forest,Fulham,0,1,26653,2024,677786,0.0,0,0,0,0.0614547841250896,0.0614547841250896,0.0,9524,Nottingham Forest,Anthony Elanga,Anthony Elanga,3,4,6,1.7,MID,0.0,0.0,0.0,0.0,0.39,2.0,0.0,0.1,0.6,0.5,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.02,0.11,0.08,0.44,1.0,0.0,3.23,7.6,13.77,11.0,54.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.33,1.0,2.0,0.0,1.0,0.07,0.05,0.33,0.33,1.0,0.0,0.07,0.31,0.23,1.97,0.2,0.09,0.19,0.1,0.4,0.6,0.0,4.58,10.04,21.42,14.2,61.4,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.2,0.8,2.0,0.0,1.2,0.09,0.13,0.2,0.2,1.6,0.0,0.09,0.3,0.18,1.96,-9526.0,-0.4151476672264777,1.0,0.398,0.287,0.315
0,0,3,0,0.5,432,0.01,0.01,0.0,1.03,65,0,0,0.3,2.0,2024-10-06,8,0,0,0,0,0,0,0,False,6,0,0,0,0,7,0,98997,0,1,1,0.0,1,-13500,3663,17163,5.3,False,0,432,,,0,0,0.0,7,Sub,Chelsea,Nottingham Forest,1,1,26668,2024,680164,0.0,0,0,0,0.0,0.0197459664195776,0.0197459664195776,9524,Nottingham Forest,Anthony Elanga,Anthony Elanga,4,4,7,1.5,MID,0.0,0.01,0.08,0.07,0.98,1.0,0.0,1.7,0.0,2.0,15.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,1.7,0.0,0.0,0.1,0.1,0.52,1.0,0.0,2.27,6.27,4.37,12.0,39.67,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.33,0.67,1.67,0.0,1.0,0.08,0.02,0.33,0.33,0.33,0.0,0.08,0.1,0.0,1.87,0.2,0.06,0.17,0.11,0.49,0.8,0.0,4.02,7.96,16.8,15.4,59.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.2,0.6,2.0,0.0,1.2,0.1,0.09,0.2,0.2,1.2,0.0,0.1,0.28,0.16,1.9,-13126.0,-0.648228176318064,1.0,0.642,0.211,0.146
0,0,4,1,23.1,432,0.26,0.26,0.0,0.83,77,0,0,2.7,1.4,2024-10-21,62,0,0,0,0,0,0,0,False,7,0,0,0,0,8,0,94069,1,0,1,2.0,3,-5786,3938,9724,5.2,True,0,432,,,0,0,0.0,65,AMR,Nottingham Forest,Crystal Palace,1,0,26677,2024,682441,0.0615853890776634,0,1,0,0.0,0.1037228628993034,0.1037228628993034,9524,Nottingham Forest,Anthony Elanga,Anthony Elanga,3,4,8,1.7,MID,0.0,0.01,0.01,0.0,1.03,0.0,0.0,0.3,2.0,0.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1.5,0.0,0.01,0.03,0.02,0.8,1.0,0.0,0.7,0.87,1.0,5.0,32.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,1.0,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,1.8,0.0,0.02,0.08,0.06,0.67,0.8,0.0,2.34,4.96,8.76,9.6,43.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,1.2,0.8,1.6,0.0,0.8,0.06,0.03,0.2,0.2,0.6,0.0,0.06,0.2,0.14,1.82,-4928.0,-0.4235104669887278,3.0,0.413,0.271,0.316
0,0,5,0,11.3,432,0.01,0.06,0.05,0.7,88,1,0,2.1,1.6,2024-10-25,75,0,0,0,0,0,0,0,False,11,0,0,0,0,9,0,92313,1,3,1,8.0,2,-2267,3701,5968,5.2,False,0,432,,,0,1,0.0522313825786113,78,AMR,Leicester,Nottingham Forest,1,3,26682,2024,682642,0.0195006411522626,0,1,0,0.0522313825786113,0.0,0.0,9524,Nottingham Forest,Anthony Elanga,Anthony Elanga,4,1,9,2.0,MID,1.0,0.26,0.26,0.0,0.83,0.0,0.0,2.7,1.4,23.1,2.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.06,0.0,0.0,1.0,0.0,0.0,0.1,0.1,1.7,0.33,0.09,0.12,0.02,0.95,0.33,0.0,1.57,1.13,8.53,5.67,38.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.67,1.67,0.0,0.33,0.02,0.02,0.0,0.0,0.33,0.0,0.02,0.06,0.04,1.63,0.2,0.06,0.12,0.06,0.69,0.6,0.0,1.96,4.44,7.34,7.6,37.8,0.0,0.0,0.0,0.0,0.2,0.0,0.4,1.0,0.8,1.8,0.0,0.6,0.05,0.02,0.2,0.2,0.4,0.0,0.05,0.09,0.02,1.76,-1756.0,-0.2344606474299307,2.0,0.317,0.288,0.396
0,0,10,1,15.0,432,0.09,0.09,0.0,0.07,97,0,0,2.8,8.8,2024-11-02,62,0,0,0,0,0,0,0,False,19,0,0,0,0,10,0,90909,1,0,3,4.0,3,-1874,5761,7635,5.2,True,0,432,,,0,0,0.0,67,AMR,Nottingham Forest,West Ham United,3,0,26698,2024,685060,0.1017873138189315,0,1,0,0.0,0.1017873138189315,0.1017873138189315,9524,Nottingham Forest,Anthony Elanga,Anthony Elanga,2,4,10,2.7,MID,0.0,0.01,0.06,0.05,0.7,1.0,0.0,2.1,1.6,11.3,8.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.05,0.02,0.0,0.0,1.0,0.0,0.05,0.0,0.0,2.0,0.33,0.09,0.11,0.02,0.85,0.33,0.0,1.7,1.67,11.63,3.33,48.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.0,2.0,0.0,0.33,0.02,0.03,0.0,0.0,0.67,0.0,0.02,0.04,0.04,1.73,0.2,0.06,0.08,0.02,0.79,0.8,0.0,1.38,1.12,7.48,5.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.4,1.0,1.6,0.0,0.4,0.02,0.02,0.0,0.0,0.4,0.0,0.02,0.04,0.02,1.82,-1404.0,-0.1398925052254404,3.0,0.445,0.273,0.281
