assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,whh,whd,wha
0,0,6,0,1.6,417,0.0,0.0,0.0,0.27,28,0,0,0.5,3.6,2024-09-01,22,0,0,0,0,0,0,0,False,18,0,0,0,0,3,0,13419,0,1,2,0.0,1,6040,7313,1273,5.5,True,0,417,,,Sandro Tonali,0,0,0.0,17,Sub,Newcastle United,Tottenham Hotspur,2,1,26629,2024,672466,0.0,0,0,0,0.0,0.0,0.0,26629,Newcastle United,Sandro Tonali,Sandro Tonali,2,4,3,0.8,MID,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.7034707663638481,0.381,0.238,0.381
0,0,11,0,2.8,417,0.03,0.47,0.44,0.37,40,0,0,4.9,12.6,2024-09-15,45,0,0,0,0,0,0,0,False,20,0,0,0,0,4,0,28721,0,2,1,34.0,1,10846,14802,3956,5.5,False,0,417,,,Sandro Tonali,0,2,0.235556349158287,42,Sub,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674637,0.0,0,0,0,0.235556349158287,0.5946799516677856,0.445745438337326,26641,Newcastle United,Sandro Tonali,Sandro Tonali,4,3,4,1.0,MID,1,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.5,3.6,1.6,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.17,1.2,0.53,0.0,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.72,0.32,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,15302.0,0.5782066318370829,0.279,0.271,0.451
0,0,8,0,14.6,417,0.09,0.13,0.04,0.6,44,1,0,2.8,6.4,2024-09-21,16,0,0,0,0,0,0,0,False,9,0,0,0,0,5,0,34114,0,1,3,7.0,1,3827,7671,3844,5.5,False,0,417,,,Sandro Tonali,0,1,0.0408678390085697,15,Sub,Fulham,Newcastle United,3,1,26646,2024,675741,0.0150175029411911,0,1,0,0.0408678390085697,0.0,0.0,26646,Newcastle United,Sandro Tonali,Sandro Tonali,4,3,5,1.3,MID,1,0.0,0.03,0.47,0.44,0.37,0.0,0.0,4.9,12.6,2.8,34.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.59,0.45,1.0,0.0,0.01,0.16,0.15,0.21,0.0,0.0,1.8,5.4,1.47,11.33,22.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.67,0.0,0.67,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.2,0.15,0.6,0.0,0.01,0.09,0.09,0.13,0.0,0.0,1.08,3.24,0.88,6.8,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.09,0.36,5393.0,0.3323491098567086,0.319,0.282,0.399
0,0,10,0,11.2,417,0.02,0.02,0.0,0.67,58,1,0,2.5,9.4,2024-09-28,77,0,0,0,0,0,0,0,False,13,0,0,0,0,6,0,30700,1,1,1,4.0,1,-4389,3194,7583,5.5,True,1,417,,,Sandro Tonali,0,0,0.0,78,MC,Newcastle United,Manchester City,1,1,26652,2024,677439,0.065375842154026,0,1,0,0.0,0.1029116958379745,0.1029116958379745,26652,Newcastle United,Sandro Tonali,Sandro Tonali,4,4,6,0.5,MID,1,0.0,0.09,0.13,0.04,0.6,1.0,0.0,2.8,6.4,14.6,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.04,0.02,0.0,0.0,1.0,0.0,0.04,0.0,0.0,1.3,0.0,0.04,0.2,0.16,0.41,0.33,0.0,2.73,7.53,6.33,13.67,27.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.0,1.0,0.0,1.0,0.09,0.01,0.0,0.0,0.33,0.0,0.09,0.2,0.15,1.03,0.0,0.02,0.12,0.1,0.25,0.2,0.0,1.64,4.52,3.8,8.2,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2,0.6,0.0,0.6,0.06,0.0,0.0,0.0,0.2,0.0,0.06,0.12,0.09,0.62,-3414.0,-0.4072561937459404,0.182,0.221,0.597
0,0,12,1,4.6,417,0.04,0.27,0.23,0.63,67,0,0,2.8,4.6,2024-10-05,70,0,0,0,0,0,0,0,False,8,0,0,0,0,7,0,34685,1,0,0,19.0,3,2082,6630,4548,5.5,False,0,417,,,Sandro Tonali,0,2,0.1943503022193908,77,MC,Everton,Newcastle United,0,0,26669,2024,679748,0.0,0,0,0,0.1943503022193908,0.3260222673416137,0.2082828432321548,26669,Newcastle United,Sandro Tonali,Sandro Tonali,4,3,7,2.0,MID,3,0.0,0.02,0.02,0.0,0.67,1.0,0.0,2.5,9.4,11.2,4.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.5,0.0,0.05,0.21,0.16,0.55,0.67,0.0,3.4,9.47,9.53,15.0,46.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.33,1.67,1.0,0.0,1.0,0.09,0.03,0.0,0.0,0.67,0.0,0.09,0.23,0.18,0.93,0.0,0.03,0.12,0.1,0.38,0.4,0.0,2.14,6.4,6.04,9.0,32.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,1.4,0.8,0.0,0.6,0.06,0.02,0.0,0.0,0.4,0.0,0.06,0.14,0.11,0.72,3985.0,0.1862587224906065,0.299,0.266,0.435
0,0,11,0,15.6,417,0.01,0.01,0.0,0.57,76,1,0,2.8,10.4,2024-10-19,65,0,0,0,0,0,0,0,False,5,0,0,0,0,8,0,36309,1,1,0,2.0,2,285,3856,3571,5.5,True,0,417,,,Sandro Tonali,0,0,0.0,66,MC,Newcastle United,Brighton and Hove Albion,0,1,26676,2024,681356,0.041459247469902,0,1,0,0.0,0.8938696384429932,0.8524103760719299,26676,Newcastle United,Sandro Tonali,Sandro Tonali,3,4,8,2.0,MID,2,1.0,0.04,0.27,0.23,0.63,0.0,0.0,2.8,4.6,4.6,19.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.33,0.21,2.0,0.33,0.05,0.14,0.09,0.63,0.67,0.0,2.7,6.8,10.13,10.0,54.33,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.67,1.33,1.67,0.0,1.0,0.08,0.03,0.0,0.0,0.67,0.0,0.08,0.14,0.1,1.27,0.2,0.04,0.18,0.14,0.51,0.4,0.0,2.7,7.32,6.96,12.8,46.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,1.0,1.4,1.4,0.0,1.0,0.09,0.02,0.0,0.0,0.4,0.0,0.09,0.2,0.15,1.12,1624.0,0.0383735020869799,0.483,0.255,0.262
0,0,3,0,0.6,417,0.0,0.05,0.05,1.24,85,2,0,1.4,8.4,2024-10-27,67,0,0,0,0,0,0,0,False,6,0,0,0,0,9,0,35122,1,1,2,5.0,1,-1703,1565,3268,5.5,False,1,417,,,Sandro Tonali,0,1,0.0524055957794189,75,MC,Chelsea,Newcastle United,2,1,26688,2024,683529,0.0,0,0,0,0.0524055957794189,0.0524055957794189,0.0,26688,Newcastle United,Sandro Tonali,Sandro Tonali,4,4,9,1.5,MID,1,0.0,0.01,0.01,0.0,0.57,1.0,0.0,2.8,10.4,15.6,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.89,0.85,2.0,0.33,0.02,0.1,0.08,0.62,0.67,0.0,2.7,8.13,10.47,8.33,70.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,0.33,2.0,0.0,0.67,0.06,0.04,0.0,0.0,0.67,0.0,0.06,0.44,0.39,1.5,0.2,0.04,0.18,0.14,0.57,0.6,0.0,3.16,8.68,9.76,13.2,54.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.0,1.0,1.6,0.0,1.0,0.09,0.02,0.0,0.0,0.6,0.0,0.09,0.38,0.32,1.36,-1187.0,-0.3523691289054417,0.552,0.221,0.227
0,0,1,0,1.3,417,0.0,0.0,0.0,0.38,96,0,0,0.2,0.4,2024-11-02,25,0,0,0,0,0,0,0,False,1,0,0,0,0,10,0,34869,0,0,1,0.0,0,-1075,2775,3850,5.5,True,1,417,,,Sandro Tonali,0,0,0.0,22,Sub,Newcastle United,Arsenal,1,0,26694,2024,684663,0.0,0,0,0,0.0,0.0,0.0,26694,Newcastle United,Sandro Tonali,Sandro Tonali,5,4,10,0.0,MID,0,0.0,0.0,0.05,0.05,1.24,2.0,0.0,1.4,8.4,0.6,5.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,1.5,0.33,0.02,0.11,0.09,0.81,1.0,0.0,2.33,7.8,6.93,8.67,67.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,0.67,2.0,0.0,1.0,0.08,0.01,0.0,0.0,0.33,0.0,0.08,0.42,0.35,1.83,0.2,0.03,0.1,0.06,0.74,1.0,0.0,2.46,7.84,9.32,7.4,59.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.8,1.2,1.6,0.0,0.8,0.06,0.02,0.0,0.0,0.6,0.0,0.06,0.28,0.23,1.46,-253.0,-0.1622641509433962,0.255,0.255,0.49
1,0,15,0,10.7,417,0.01,0.01,0.0,0.16,107,0,0,3.9,27.8,2024-11-10,21,0,0,0,0,0,0,0,False,16,0,0,0,0,11,0,33345,0,3,1,0.0,4,-2044,1965,4009,5.5,False,0,417,,,Sandro Tonali,0,0,0.0,18,Sub,Nottingham Forest,Newcastle United,1,3,26704,2024,687338,0.1193976700305938,1,1,0,0.0,0.1632765680551529,0.043878898024559,26704,Newcastle United,Sandro Tonali,Sandro Tonali,4,4,11,1.7,MID,4,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.2,0.4,1.3,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.73,1.0,0.0,1.47,6.4,5.83,2.33,52.33,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.67,1.0,1.0,0.0,0.33,0.02,0.01,0.0,0.0,0.33,0.0,0.02,0.32,0.28,1.17,0.2,0.01,0.07,0.06,0.7,0.8,0.0,1.94,6.64,6.66,6.0,60.8,0.0,0.0,0.0,0.0,0.6,0.0,0.8,0.6,0.8,1.4,0.0,0.6,0.05,0.02,0.0,0.0,0.4,0.0,0.05,0.28,0.23,1.2,-1524.0,-0.3421493136926682,0.355,0.29,0.355
0,0,2,0,1.2,417,0.01,0.01,0.0,0.58,119,0,0,0.4,2.6,2024-11-25,33,0,0,0,0,0,0,0,False,19,0,0,0,0,12,0,35414,0,2,0,0.0,1,1013,3480,2467,5.5,True,0,417,,,Sandro Tonali,0,0,0.0,30,Sub,Newcastle United,West Ham United,0,2,26713,2024,689561,0.0,0,0,0,0.0,0.1255425214767456,0.1255425214767456,26713,Newcastle United,Sandro Tonali,Sandro Tonali,2,4,12,1.7,MID,1,0.0,0.01,0.01,0.0,0.16,0.0,0.0,3.9,27.8,10.7,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.12,1.0,1.0,1.0,0.0,0.0,0.16,0.04,1.7,0.0,0.0,0.02,0.02,0.59,0.67,0.0,1.83,12.2,4.2,1.67,37.67,0.0,0.0,0.0,0.0,0.67,0.0,0.33,1.33,1.33,1.67,0.0,0.33,0.02,0.04,0.33,0.33,0.33,0.0,0.02,0.07,0.01,1.07,0.2,0.01,0.07,0.06,0.6,0.6,0.0,2.22,10.32,6.56,5.2,49.6,0.0,0.0,0.0,0.0,0.4,0.0,0.6,1.0,0.8,2.0,0.0,0.6,0.05,0.03,0.2,0.2,0.4,0.0,0.05,0.29,0.22,1.44,2069.0,0.1703379855389271,0.632,0.211,0.158
