assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
1,3,37,0,32.5,570,0.6,0.6,0.0,1.23,10,1,0,8.0,45.0,2024-08-19,90,0,0,0,0,0,0,0,False,18,0,0,0,0,1,0,29601,1,1,1,2.0,8,0,0,0,5.5,True,0,570,,,0,0,0.0,90,AMR,Leicester,Tottenham Hotspur,1,1,26611,2024,667448,0.5787639617919922,1,2,0,0.0,0.9215627908706664,0.3427987992763519,12911,Leicester,Abdul Fatawu,Abdul Fatawu,2,1,1,1.5,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.191,0.22,0.589
0,0,11,0,4.8,570,0.0,0.06,0.06,1.78,15,2,0,3.8,13.4,2024-08-24,90,0,0,0,0,0,0,0,False,9,0,0,0,0,2,0,75093,1,1,2,20.0,2,28207,33719,5512,5.5,False,0,570,,,0,3,0.0725411251187324,90,DMR,Fulham,Leicester,2,1,26614,2024,667964,0.0,0,0,0,0.0725411251187324,0.1162160187959671,0.0656716674566268,12911,Leicester,Abdul Fatawu,Abdul Fatawu,1,3,2,4.5,MID,0.0,0.6,0.6,0.0,1.23,1.0,0.0,8.0,45.0,32.5,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.58,1.0,1.0,2.0,0.0,0.0,0.92,0.34,1.5,0.0,0.2,0.2,0.0,0.41,0.33,0.0,2.67,15.0,10.83,0.67,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,2.67,0.0,0.0,0.0,0.19,0.33,0.33,0.67,0.0,0.0,0.31,0.11,0.5,0.0,0.12,0.12,0.0,0.25,0.2,0.0,1.6,9.0,6.5,0.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.6,0.0,0.0,0.0,0.12,0.2,0.2,0.4,0.0,0.0,0.18,0.07,0.3,45492.0,0.7189977313858938,2.0,0.524,0.251,0.225
0,0,11,0,1.4,570,0.01,0.06,0.05,1.46,26,2,0,2.7,7.8,2024-08-31,67,0,0,0,0,0,0,0,False,2,0,0,0,0,3,0,70066,1,2,1,18.0,2,-5861,12418,18279,5.5,True,0,570,,,0,2,0.0217191763222217,70,AMR,Leicester,Aston Villa,1,2,26626,2024,671818,0.0,0,0,0,0.0217191763222217,0.0096669672057032,0.0,12911,Leicester,Abdul Fatawu,Abdul Fatawu,3,1,3,3.5,MID,0.0,0.0,0.06,0.06,1.78,2.0,0.0,3.8,13.4,4.8,20.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.07,4.5,0.0,0.2,0.22,0.02,1.0,1.0,0.0,3.93,19.47,12.43,7.33,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,1.0,3.33,0.0,1.0,0.02,0.19,0.33,0.33,0.67,0.0,0.02,0.35,0.14,2.0,0.0,0.12,0.13,0.01,0.6,0.6,0.0,2.36,11.68,7.46,4.4,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,2.0,0.0,0.6,0.01,0.12,0.2,0.2,0.4,0.0,0.01,0.21,0.08,1.2,-5027.0,-0.1909307098413525,2.0,0.21,0.236,0.555
0,0,1,0,0.3,570,0.0,0.01,0.01,1.17,34,1,0,0.4,1.2,2024-09-14,18,0,0,0,0,0,0,0,False,7,0,0,0,0,4,0,65889,0,2,2,2.0,1,-6696,8317,15013,5.5,False,0,570,,,0,1,0.0102508477866649,15,Sub,Crystal Palace,Leicester,2,2,26636,2024,673729,0.0,0,0,0,0.0102508477866649,0.0102508477866649,0.0,12911,Leicester,Abdul Fatawu,Abdul Fatawu,1,3,4,2.7,MID,0.0,0.01,0.06,0.05,1.46,2.0,0.0,2.7,7.8,1.4,18.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,3.5,0.0,0.2,0.24,0.04,1.49,1.67,0.0,4.83,22.07,12.9,13.33,82.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.33,4.0,0.0,1.67,0.03,0.19,0.33,0.33,0.67,0.0,0.03,0.35,0.14,3.17,0.0,0.12,0.14,0.02,0.89,1.0,0.0,2.9,13.24,7.74,8.0,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8,2.4,0.0,1.0,0.02,0.12,0.2,0.2,0.4,0.0,0.02,0.21,0.08,1.9,-4177.0,-0.2870124303471925,1.0,0.588,0.238,0.173
0,0,3,0,0.3,570,0.0,0.0,0.0,0.08,45,0,0,0.0,0.0,2024-09-21,1,0,0,0,0,0,0,0,False,8,0,0,0,0,5,0,58991,0,1,1,0.0,1,-7608,2586,10194,5.5,True,0,570,,,0,0,0.0,1,Sub,Leicester,Everton,1,1,26644,2024,675669,0.0,0,0,0,0.0,0.0,0.0,12911,Leicester,Abdul Fatawu,Abdul Fatawu,3,1,5,1.0,MID,0.0,0.0,0.01,0.01,1.17,1.0,0.0,0.4,1.2,0.3,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,2.7,0.0,0.0,0.04,0.04,1.47,1.67,0.0,2.3,7.47,2.17,13.33,58.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,1.67,1.67,0.0,2.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.02,3.57,0.0,0.12,0.15,0.02,1.13,1.2,0.0,2.98,13.48,7.8,8.4,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,1.2,2.6,0.0,1.2,0.02,0.12,0.2,0.2,0.4,0.0,0.02,0.21,0.08,2.44,-6898.0,-0.5953051643192488,1.0,0.389,0.28,0.331
0,0,3,0,0.0,570,0.0,0.0,0.0,0.9,51,1,0,0.0,0.0,2024-09-28,1,0,0,0,0,0,0,0,False,1,0,0,0,0,6,0,46630,0,2,4,0.0,1,-12611,672,13283,5.5,False,0,570,,,0,0,0.0,1,Sub,Arsenal,Leicester,4,2,26655,2024,677860,0.0,0,0,0,0.0,0.0,0.0,12911,Leicester,Abdul Fatawu,Abdul Fatawu,1,5,6,-0.5,MID,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.02,0.9,1.0,0.0,1.03,3.0,0.67,6.67,28.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,1.33,1.33,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,2.4,0.0,0.12,0.15,0.02,1.14,1.2,0.0,2.98,13.48,7.86,8.4,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.4,1.4,2.8,0.0,1.2,0.02,0.12,0.2,0.2,0.4,0.0,0.02,0.21,0.08,2.64,-12361.0,-0.9036904335363668,1.0,0.817,0.119,0.064
0,0,2,0,0.0,570,0.0,0.03,0.03,0.5,68,0,0,0.2,0.0,2024-10-05,8,0,0,0,0,0,0,0,False,3,0,0,0,0,7,0,41153,0,0,1,2.0,1,-6111,1216,7327,5.4,True,0,570,,,0,1,0.0444152951240539,5,Sub,Leicester,Bournemouth,1,0,26663,2024,679433,0.0,0,0,0,0.0444152951240539,0.0444152951240539,0.0,12911,Leicester,Abdul Fatawu,Abdul Fatawu,3,1,7,0.5,MID,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.72,0.67,0.0,0.13,0.4,0.2,0.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2.33,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.03,0.02,1.08,1.2,0.0,1.38,4.48,1.36,8.0,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,2.0,1.4,0.0,1.2,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,2.24,-5477.0,-0.7153224862460494,1.0,0.306,0.253,0.441
1,0,16,0,11.6,570,0.34,0.51,0.17,0.45,78,0,0,8.3,25.2,2024-10-19,31,0,0,0,0,0,0,0,False,17,0,0,0,0,8,0,37798,0,3,2,46.0,4,-3637,947,4584,5.4,False,0,570,,,0,2,0.2187778651714325,29,Sub,Southampton,Leicester,2,3,26678,2024,681408,0.7678899765014648,1,1,0,0.2187778651714325,1.0989198684692385,0.8801420331001282,12911,Leicester,Abdul Fatawu,Abdul Fatawu,1,1,8,2.5,MID,0.0,0.0,0.03,0.03,0.5,0.0,0.0,0.2,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.5,0.0,0.0,0.01,0.01,0.49,0.33,0.0,0.07,0.0,0.1,0.67,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.33,0.0,0.0,0.02,0.02,0.82,0.8,0.0,0.66,1.8,0.4,4.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,1.8,1.2,0.0,0.8,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,1.44,-3355.0,-0.6575664436810703,4.0,0.413,0.271,0.316
0,0,11,0,17.4,570,0.09,0.1,0.01,1.73,88,3,0,4.2,11.2,2024-10-25,90,0,0,0,0,0,0,0,False,16,0,0,0,0,9,0,41859,1,3,1,13.0,2,3616,5481,1865,5.4,True,0,570,,,0,1,0.0110018625855445,90,AMR,Leicester,Nottingham Forest,1,3,26682,2024,682628,0.0253986343741416,0,1,0,0.0110018625855445,0.0680724754929542,0.0680724754929542,12911,Leicester,Abdul Fatawu,Abdul Fatawu,4,1,9,2.3,MID,0.0,0.34,0.51,0.17,0.45,0.0,0.0,8.3,25.2,11.6,46.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,2.0,0.22,0.77,1.0,1.0,1.0,0.0,0.22,1.1,0.88,2.5,0.0,0.11,0.18,0.07,0.62,0.33,0.0,2.83,8.4,3.87,16.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2.33,2.0,0.0,1.0,0.09,0.26,0.33,0.33,0.33,0.0,0.09,0.38,0.29,0.83,0.0,0.07,0.11,0.04,0.62,0.4,0.0,1.78,5.28,2.44,10.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,1.6,0.0,0.8,0.05,0.15,0.2,0.2,0.2,0.0,0.05,0.23,0.18,1.24,4061.0,0.4922406751973863,2.0,0.317,0.288,0.396
0,0,12,0,33.8,570,0.34,0.41,0.07,1.0,93,1,0,9.2,25.8,2024-11-02,90,0,0,0,0,0,0,0,False,10,0,0,0,0,10,0,39359,1,1,1,32.0,2,-2399,1930,4329,5.4,False,0,570,,,0,2,0.0776937454938888,90,AMR,Ipswich,Leicester,1,1,26695,2024,685013,0.100443959236145,0,2,0,0.0776937454938888,0.0828365013003349,0.0,12911,Leicester,Abdul Fatawu,Abdul Fatawu,1,2,10,2.0,MID,0.0,0.09,0.1,0.01,1.73,3.0,0.0,4.2,11.2,17.4,13.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.01,0.03,0.0,0.0,1.0,0.0,0.01,0.07,0.07,2.3,0.0,0.14,0.21,0.07,0.89,1.0,0.0,4.23,12.13,9.67,20.33,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,1.33,2.33,0.0,1.33,0.09,0.26,0.33,0.33,0.67,0.0,0.09,0.4,0.32,1.77,0.0,0.09,0.13,0.04,0.73,0.8,0.0,2.54,7.28,5.86,12.2,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,1.8,1.8,0.0,0.8,0.05,0.16,0.2,0.2,0.4,0.0,0.05,0.24,0.19,1.16,-2500.0,-0.3832880651861319,2.0,0.422,0.271,0.306
