assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0.0,2.0,33.0,0.0,0.1,306.0,0.0,0.8,0.8,0.98,10.0,1.0,1.0,9.5,40.4,2024-08-19,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18.0,0.0,0.0,0.0,0.0,1.0,0.0,119633.0,1.0,1.0,1.0,54.0,8.0,0.0,0.0,0.0,5.5,True,0.0,306.0,1.0,2.0,0.8476024270057678,80.0,Leicester,Tottenham,1.0,1.0,26611.0,2024.0,667451.0,0.0,0.0,0.0,1.0,0.8476024270057678,0.8476024270057678,0.0,755.0,Leicester,3.0,2.0,1.0,0.3,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.193,0.223,0.584
0.0,0.0,3.0,0.0,1.6,306.0,0.0,0.0,0.0,1.74,15.0,2.0,0.0,0.1,0.0,2024-08-24,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,9.0,0.0,0.0,0.0,0.0,2.0,0.0,533898.0,1.0,1.0,2.0,0.0,2.0,290505.0,320113.0,29608.0,5.6,False,0.0,306.0,0.0,0.0,0.0,75.0,Fulham,Leicester,2.0,1.0,26614.0,2024.0,667969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,Leicester,2.0,3.0,2.0,4.5,FWD,0.0,0.0,0.8,0.8,0.98,1.0,1.0,9.5,40.4,0.1,54.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,2.0,0.85,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.3,119633.0,0.0,0.0,0.8,0.8,0.98,1.0,1.0,9.5,40.4,0.1,54.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,2.0,0.85,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.3,119633.0,414265.0,0.8306764535158025,2.0,0.522,0.258,0.22
0.0,0.0,1.0,0.0,11.5,306.0,0.02,0.02,0.0,1.55,26.0,2.0,0.0,1.6,0.0,2024-08-31,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,0.0,0.0,0.0,3.0,0.0,727503.0,1.0,2.0,1.0,6.0,1.0,133188.0,238666.0,105478.0,5.6,True,1.0,306.0,0.0,0.0,0.0,90.0,Leicester,Aston Villa,1.0,2.0,26626.0,2024.0,671821.0,0.0292144641280174,0.0,1.0,0.0,0.0,0.0292144641280174,0.0,755.0,Leicester,3.0,2.0,3.0,3.2,FWD,0.0,0.0,0.8,0.8,2.72,3.0,1.0,9.6,40.4,1.7,54.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,10.0,1.0,2.0,0.85,0.0,0.0,0.0,1.0,0.85,0.85,0.0,4.8,653531.0,0.0,0.0,0.8,0.8,2.72,3.0,1.0,9.6,40.4,1.7,54.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,10.0,1.0,2.0,0.85,0.0,0.0,0.0,1.0,0.85,0.85,0.0,4.8,653531.0,193605.0,0.3870124134083407,1.0,0.208,0.245,0.547
0.0,2.0,34.0,0.0,13.3,306.0,0.05,0.69,0.64,2.55,34.0,2.0,1.0,7.5,38.6,2024-09-14,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,0.0,0.0,0.0,0.0,4.0,0.0,691732.0,1.0,2.0,2.0,23.0,8.0,-60759.0,105970.0,166729.0,5.6,False,0.0,306.0,1.0,1.0,0.5000195503234863,90.0,Crystal Palace,Leicester,2.0,2.0,26636.0,2024.0,673728.0,0.1024636626243591,0.0,1.0,1.0,0.5000195503234863,0.6024832129478455,0.0,755.0,Leicester,2.0,3.0,4.0,4.3,FWD,0.0,0.02,0.82,0.8,4.27,5.0,1.0,11.2,40.4,13.2,60.0,238.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,11.0,1.0,2.0,0.85,0.03,0.0,1.0,1.0,0.85,0.88,0.0,8.0,1381034.0,0.0,0.02,0.82,0.8,4.27,5.0,1.0,11.2,40.4,13.2,60.0,238.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,11.0,1.0,2.0,0.85,0.03,0.0,1.0,1.0,0.85,0.88,0.0,8.0,1381034.0,-35771.0,-0.2228060975654476,6.0,0.584,0.241,0.175
0.0,0.0,5.0,0.0,1.2,306.0,0.01,0.01,0.0,1.02,45.0,1.0,0.0,0.8,0.0,2024-09-21,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,8.0,0.0,0.0,0.0,0.0,5.0,0.0,1224199.0,1.0,1.0,1.0,8.0,2.0,490998.0,531497.0,40499.0,5.7,True,0.0,306.0,0.0,0.0,0.0,86.0,Leicester,Everton,1.0,1.0,26644.0,2024.0,675666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,Leicester,2.0,2.0,5.0,2.7,FWD,0.0,0.07,0.71,0.64,5.84,6.0,1.0,9.2,38.6,26.4,29.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,11.0,1.0,1.0,0.5,0.13,0.0,2.0,1.0,0.5,0.63,0.0,12.0,1953133.0,0.0,0.07,1.51,1.44,6.82,7.0,2.0,18.7,79.0,26.5,83.0,328.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,6.0,19.0,2.0,3.0,1.35,0.13,0.0,2.0,2.0,1.35,1.48,0.0,12.3,2072766.0,532467.0,0.8583941146441584,2.0,0.381,0.272,0.347
0.0,0.0,5.0,0.0,12.8,306.0,0.01,0.01,0.0,4.6,51.0,4.0,0.0,2.1,8.2,2024-09-28,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1095232.0,1.0,2.0,4.0,0.0,1.0,-116595.0,135051.0,251646.0,5.7,False,1.0,306.0,0.0,0.0,0.0,90.0,Arsenal,Leicester,4.0,2.0,26655.0,2024.0,677857.0,0.1150397136807441,0.0,1.0,0.0,0.0,0.1150397136807441,0.0,755.0,Leicester,2.0,4.0,6.0,2.2,FWD,0.0,0.08,0.72,0.64,5.12,5.0,1.0,9.9,38.6,26.0,37.0,262.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,4.0,11.0,1.0,1.0,0.5,0.13,0.0,2.0,1.0,0.5,0.63,0.0,10.2,2643434.0,0.0,0.08,1.52,1.44,7.84,8.0,2.0,19.5,79.0,27.7,91.0,410.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,7.0,21.0,2.0,3.0,1.35,0.13,0.0,2.0,2.0,1.35,1.48,0.0,15.0,3296965.0,-128967.0,-0.3015151397605877,1.0,0.799,0.137,0.064
0.0,0.0,2.0,1.0,1.5,306.0,0.0,0.46,0.46,1.58,68.0,0.0,0.0,0.9,0.0,2024-10-05,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,7.0,0.0,1252284.0,1.0,0.0,1.0,7.0,2.0,133975.0,244952.0,110977.0,5.7,True,0.0,306.0,0.0,2.0,0.3799196183681488,77.0,Leicester,Bournemouth,1.0,0.0,26663.0,2024.0,679430.0,0.0,0.0,0.0,0.0,0.3799196183681488,0.3799196183681488,0.0,755.0,Leicester,3.0,2.0,7.0,2.7,FWD,0.0,0.07,0.71,0.64,8.17,7.0,1.0,10.4,46.8,27.3,31.0,262.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,7.0,11.0,1.0,1.0,0.5,0.22,0.0,2.0,1.0,0.5,0.72,0.0,9.2,3011163.0,0.0,0.09,0.73,0.64,11.46,11.0,1.0,12.1,46.8,40.4,37.0,422.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,10.0,14.0,1.0,1.0,0.5,0.25,0.0,3.0,1.0,0.5,0.75,0.0,16.9,4272564.0,157052.0,0.376409340065013,2.0,0.298,0.258,0.444
0.0,1.0,26.0,0.0,0.3,306.0,0.0,1.03,1.03,2.15,78.0,2.0,1.0,6.1,31.0,2024-10-19,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,17.0,0.0,0.0,0.0,0.0,8.0,0.0,1185849.0,1.0,3.0,2.0,30.0,6.0,-72392.0,65206.0,137598.0,5.7,False,1.0,306.0,1.0,4.0,0.9230533838272096,90.0,Southampton,Leicester,2.0,3.0,26678.0,2024.0,681407.0,0.0,0.0,0.0,0.0,0.1618845164775848,0.1618845164775848,0.0,755.0,Leicester,2.0,2.0,8.0,3.5,FWD,1.0,0.02,0.48,0.46,7.2,5.0,0.0,3.8,8.2,15.5,15.0,245.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,5.0,0.0,2.0,0.38,0.12,0.0,1.0,0.0,0.38,0.49,0.0,7.6,3571715.0,1.0,0.09,1.19,1.1,11.3,9.0,1.0,12.9,46.8,40.3,44.0,425.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,9.0,14.0,1.0,3.0,0.88,0.25,0.0,3.0,1.0,0.88,1.13,0.0,15.1,4990950.0,-66435.0,-0.3569554841127394,5.0,0.404,0.275,0.321
0.0,2.0,36.0,0.0,29.6,306.0,0.07,0.61,0.54,1.73,88.0,3.0,1.0,11.8,44.0,2024-10-25,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16.0,0.0,0.0,0.0,0.0,9.0,0.0,1175315.0,1.0,3.0,1.0,44.0,8.0,-16691.0,55195.0,71886.0,5.7,True,0.0,306.0,1.0,2.0,0.6371632218360901,90.0,Leicester,Nottingham Forest,1.0,3.0,26682.0,2024.0,682631.0,0.0805411338806152,0.0,2.0,1.0,0.6371632218360901,0.7413433194160461,0.0236389432102441,755.0,Leicester,3.0,2.0,9.0,5.3,FWD,1.0,0.01,1.5,1.49,8.33,6.0,1.0,9.1,39.2,14.6,37.0,253.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,7.0,9.0,1.0,6.0,1.3,0.12,0.0,1.0,0.0,0.54,0.66,0.0,8.4,3533365.0,1.0,0.07,2.2,2.13,11.9,9.0,2.0,17.4,77.8,29.1,68.0,425.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,10.0,19.0,2.0,7.0,1.8,0.22,0.0,2.0,1.0,1.04,1.26,0.0,15.4,5449296.0,-10534.0,-0.1313414279081845,6.0,0.308,0.29,0.402
1.0,0.0,18.0,0.0,27.4,306.0,0.45,0.49,0.04,1.0,93.0,1.0,0.0,5.8,16.4,2024-11-02,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1251516.0,1.0,1.0,1.0,14.0,5.0,62022.0,111404.0,49382.0,5.7,False,0.0,306.0,0.0,1.0,0.0447786897420883,90.0,Ipswich,Leicester,1.0,1.0,26695.0,2024.0,685016.0,0.5711690187454224,1.0,2.0,0.0,0.0447786897420883,0.6364840269088745,0.0205363184213638,755.0,Leicester,2.0,2.0,10.0,6.3,FWD,1.0,0.07,2.1,2.03,5.46,5.0,2.0,18.8,75.0,31.4,81.0,253.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,4.0,16.0,2.0,8.0,1.94,0.08,0.0,2.0,1.0,1.18,1.28,0.02,11.5,3613448.0,1.0,0.09,2.12,2.03,11.08,10.0,2.0,21.7,83.2,45.4,89.0,425.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,9.0,9.0,19.0,2.0,8.0,1.94,0.2,0.0,3.0,1.0,1.18,1.4,0.02,16.4,5932879.0,76201.0,0.3857425397733633,5.0,0.425,0.266,0.309
