assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,whh,whd,wha
0,0,5,1,14.8,385,0.11,0.11,0.0,0.44,1,0,0,2.7,4.6,2024-08-16,90,0,0,0,0,0,0,0,False,9,0,0,0,0,1,0,410469,1,0,1,8.0,3,0,0,0,7.0,True,0,385,,,Marcus Rashford,0,0,0.0,90,AML,Manchester United,Fulham,1,0,26602,2024,666178,0.3805783987045288,0,1,0,0.0,0.505109965801239,0.1245315670967102,26602,Manchester United,Marcus Rashford,Marcus Rashford,3,3,1,2.5,MID,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.593,0.226,0.181
0,0,4,0,7.3,385,0.01,0.01,0.0,1.33,13,1,0,1.1,0.0,2024-08-24,64,0,0,0,0,0,0,0,False,5,0,0,0,0,2,0,412866,1,1,2,4.0,2,-33984,21693,55677,7.0,False,0,385,,,Marcus Rashford,0,0,0.0,66,AML,Brighton and Hove Albion,Manchester United,2,1,26612,2024,667717,0.0,0,0,0,0.0,0.0,0.0,26612,Manchester United,Marcus Rashford,Marcus Rashford,2,3,2,2.5,MID,2,1.0,0.11,0.11,0.0,0.44,0.0,0.0,2.7,4.6,14.8,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.38,0.0,0.0,1.0,0.0,0.0,0.51,0.12,2.5,0.33,0.04,0.04,0.0,0.15,0.0,0.0,0.9,1.53,4.93,2.67,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.0,0.0,0.0,0.0,0.13,0.0,0.0,0.33,0.0,0.0,0.17,0.04,0.83,0.2,0.02,0.02,0.0,0.09,0.0,0.0,0.54,0.92,2.96,1.6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.0,0.0,0.08,0.0,0.0,0.2,0.0,0.0,0.1,0.02,0.5,2397.0,-0.4392400155098875,0.381,0.257,0.362
0,0,18,0,33.0,385,0.59,0.59,0.0,1.73,27,3,0,5.4,12.8,2024-09-01,90,0,0,0,0,0,0,0,False,12,0,0,0,0,3,0,313798,1,3,0,8.0,2,-106841,10846,117687,6.9,True,0,385,,,Marcus Rashford,0,0,0.0,90,AML,Manchester United,Liverpool,0,3,26631,2024,672621,0.9978411197662354,0,2,0,0.0,1.0152345895767212,0.5418434739112854,26631,Manchester United,Marcus Rashford,Marcus Rashford,5,3,3,1.8,MID,2,0.0,0.01,0.01,0.0,1.33,1.0,0.0,1.1,0.0,7.3,4.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.33,0.04,0.04,0.0,0.59,0.33,0.0,1.27,1.53,7.37,4.0,51.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,1.0,1.67,0.0,0.0,0.0,0.13,0.0,0.0,0.33,0.0,0.0,0.17,0.04,1.67,0.2,0.02,0.02,0.0,0.35,0.2,0.0,0.76,0.92,4.42,2.4,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.2,0.0,0.0,0.1,0.02,1.0,-99068.0,-0.8312340021628687,0.258,0.227,0.515
0,0,28,1,14.1,385,0.01,0.41,0.4,1.12,38,0,1,9.5,42.8,2024-09-14,72,0,0,0,0,0,0,0,False,17,0,0,0,0,4,0,289386,1,3,0,38.0,8,-36179,23824,60003,6.9,False,0,385,,,Marcus Rashford,1,4,0.2599236965179443,77,AML,Southampton,Manchester United,0,3,26632,2024,673381,0.0183580685406923,0,1,1,0.2599236965179443,0.9512239098548888,0.7125238180160522,26632,Manchester United,Marcus Rashford,Marcus Rashford,2,1,4,4.5,MID,8,0.0,0.59,0.59,0.0,1.73,3.0,0.0,5.4,12.8,33.0,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.02,0.54,1.8,0.33,0.24,0.24,0.0,1.17,1.33,0.0,3.07,5.8,18.37,6.67,81.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.0,2.33,0.0,0.0,0.0,0.46,0.0,0.0,1.0,0.0,0.0,0.51,0.22,2.27,0.2,0.14,0.14,0.0,0.7,0.8,0.0,1.84,3.48,11.02,4.0,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6,1.4,0.0,0.0,0.0,0.28,0.0,0.0,0.6,0.0,0.0,0.3,0.13,1.36,-24412.0,-0.4315912534147709,0.21,0.236,0.555
0,0,4,0,1.7,385,0.05,0.05,0.0,0.84,43,0,0,0.4,2.2,2024-09-21,29,0,0,0,0,0,0,0,False,7,0,0,0,0,5,0,405441,0,0,0,0.0,1,101097,118652,17555,6.9,False,0,385,,,Marcus Rashford,0,0,0.0,29,Sub,Crystal Palace,Manchester United,0,0,26649,2024,675955,0.0,0,0,0,0.0,0.0,0.0,26649,Manchester United,Marcus Rashford,Marcus Rashford,2,3,5,3.7,MID,1,1.0,0.01,0.41,0.4,1.12,0.0,1.0,9.5,42.8,14.1,38.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0,1.0,4.0,0.26,0.02,0.0,0.0,1.0,1.0,0.26,0.95,0.71,4.5,0.33,0.2,0.34,0.13,1.39,1.33,0.33,5.33,18.53,18.13,16.67,75.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,0.67,4.0,0.33,1.33,0.09,0.34,0.0,0.0,1.0,0.33,0.09,0.66,0.42,2.93,0.4,0.14,0.22,0.08,0.92,0.8,0.2,3.74,12.04,13.84,11.6,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,0.6,3.0,0.2,0.8,0.05,0.28,0.0,0.0,0.8,0.2,0.05,0.49,0.28,2.26,116055.0,0.7422305755210818,0.331,0.254,0.415
0,0,12,0,23.5,385,0.05,0.05,0.0,2.86,57,2,0,4.2,14.0,2024-09-29,72,0,0,0,0,0,0,0,False,18,0,0,0,0,6,0,360701,1,3,0,4.0,2,-42506,24148,66654,6.9,True,0,385,,,Marcus Rashford,0,0,0.0,78,AML,Manchester United,Tottenham Hotspur,0,3,26660,2024,678651,0.0529291778802871,0,1,0,0.0,0.1507856994867324,0.1507856994867324,26660,Manchester United,Marcus Rashford,Marcus Rashford,2,3,6,3.2,MID,2,0.0,0.05,0.05,0.0,0.84,0.0,0.0,0.4,2.2,1.7,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.33,0.22,0.35,0.13,1.23,1.0,0.33,5.1,19.27,16.27,15.33,63.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,0.0,3.67,0.33,1.33,0.09,0.34,0.0,0.0,1.0,0.33,0.09,0.66,0.42,3.33,0.4,0.15,0.23,0.08,1.09,0.8,0.2,3.82,12.48,14.18,11.6,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,0.6,3.2,0.2,0.8,0.05,0.28,0.0,0.0,0.8,0.2,0.05,0.49,0.28,3.0,-44740.0,-0.4681174423470848,0.403,0.253,0.344
0,0,7,1,11.5,385,0.01,0.19,0.18,0.28,62,0,0,4.6,6.8,2024-10-06,63,0,0,0,0,0,0,0,False,2,0,0,0,0,7,0,319756,1,0,0,28.0,2,-45739,13357,59096,6.9,False,1,385,,,Marcus Rashford,0,2,0.2084538638591766,67,AML,Aston Villa,Manchester United,0,0,26670,2024,680096,0.0228858683258295,0,1,0,0.2084538638591766,0.2455622851848602,0.0142225567251443,26670,Manchester United,Marcus Rashford,Marcus Rashford,2,4,7,3.2,MID,2,0.0,0.05,0.05,0.0,2.86,2.0,0.0,4.2,14.0,23.5,4.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.15,0.15,3.2,0.33,0.04,0.17,0.13,1.61,0.67,0.33,4.7,19.67,13.1,14.0,57.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,0.0,3.67,0.33,1.33,0.09,0.02,0.0,0.0,0.67,0.33,0.09,0.37,0.29,3.8,0.2,0.14,0.22,0.08,1.58,1.2,0.2,4.12,14.36,15.92,10.8,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.4,3.0,0.2,0.8,0.05,0.21,0.0,0.0,0.8,0.2,0.05,0.42,0.28,3.14,-40945.0,-0.6312920099926849,0.431,0.253,0.316
1,1,27,0,56.5,385,0.35,0.42,0.07,0.86,75,1,0,11.0,33.4,2024-10-19,90,0,0,0,0,0,0,0,False,4,0,0,0,0,8,0,335811,1,1,2,20.0,6,7733,34049,26316,6.9,True,0,385,,,Marcus Rashford,0,2,0.1345402002334594,90,AMR,Manchester United,Brentford,2,1,26675,2024,681295,0.387787401676178,1,3,0,0.1345402002334594,0.923031747341156,0.4007041156291961,26675,Manchester United,Marcus Rashford,Marcus Rashford,3,3,8,3.3,MID,5,1.0,0.01,0.19,0.18,0.28,0.0,0.0,4.6,6.8,11.5,28.0,63.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.21,0.02,0.0,0.0,1.0,0.0,0.21,0.25,0.01,3.2,0.33,0.04,0.1,0.06,1.33,0.67,0.0,3.07,7.67,12.23,10.67,54.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,0.0,1.67,0.0,0.67,0.07,0.03,0.0,0.0,0.67,0.0,0.07,0.13,0.06,3.37,0.4,0.14,0.26,0.12,1.37,1.0,0.2,4.82,15.72,16.76,15.6,65.2,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.8,0.0,3.0,0.2,1.2,0.09,0.22,0.0,0.0,1.0,0.2,0.09,0.47,0.28,3.28,16055.0,0.1281040337944173,0.561,0.227,0.212
0,0,4,0,21.8,385,0.02,0.02,0.0,0.13,90,0,0,2.9,4.8,2024-10-27,58,0,0,0,0,0,0,0,False,19,0,0,0,0,9,0,346907,1,1,2,2.0,1,8950,25367,16417,6.9,False,0,385,,,Marcus Rashford,0,0,0.0,62,AMR,West Ham United,Manchester United,2,1,26690,2024,683471,0.0363263711333274,0,1,0,0.0,0.364836573600769,0.364836573600769,26690,Manchester United,Marcus Rashford,Marcus Rashford,2,2,9,2.8,MID,1,0.0,0.35,0.42,0.07,0.86,1.0,0.0,11.0,33.4,56.5,20.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,2.0,0.13,0.39,1.0,1.0,3.0,0.0,0.13,0.92,0.4,3.3,0.33,0.14,0.22,0.08,1.33,1.0,0.0,6.6,18.07,30.5,17.33,75.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,0.67,3.0,0.0,1.33,0.11,0.15,0.33,0.33,1.67,0.0,0.11,0.44,0.19,3.23,0.4,0.09,0.22,0.13,1.19,0.6,0.2,5.94,19.84,21.46,18.0,65.2,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.4,0.4,3.6,0.2,1.6,0.12,0.1,0.2,0.2,1.2,0.2,0.12,0.45,0.26,3.58,11096.0,0.2141968217499521,0.331,0.254,0.415
0,0,-5,1,3.8,385,0.01,0.24,0.23,0.92,95,0,0,1.9,0.0,2024-11-03,72,0,0,0,0,0,0,0,False,6,0,0,0,0,10,0,341175,1,1,1,15.0,2,-7454,24832,32286,6.9,True,1,385,,,Marcus Rashford,0,2,0.2727145254611969,75,AML,Manchester United,Chelsea,1,1,26697,2024,685864,0.0,0,0,0,0.2727145254611969,0.2995056211948395,0.0480085611343383,26697,Manchester United,Marcus Rashford,Marcus Rashford,3,3,10,2.5,MID,2,0.0,0.02,0.02,0.0,0.13,0.0,0.0,2.9,4.8,21.8,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.36,0.36,2.8,0.33,0.13,0.21,0.08,0.42,0.33,0.0,6.17,15.0,29.93,16.67,70.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,1.33,2.67,0.0,1.33,0.11,0.15,0.33,0.33,1.67,0.0,0.11,0.51,0.26,3.1,0.2,0.1,0.15,0.05,0.99,0.6,0.0,4.62,12.24,23.0,10.8,62.4,0.0,0.0,0.0,0.0,0.2,0.0,0.8,1.0,0.8,2.2,0.0,0.8,0.07,0.1,0.2,0.2,1.2,0.0,0.07,0.34,0.19,3.24,-5732.0,-0.1305017682691971,0.365,0.271,0.365
